action_lineage_id,decision_action_routing_id,decision_readiness_id,lineage_type,lineage_description,lineage_status,source_phase,reconciliation_status,governance_note
ALN-D5B4FA32,DAR-D504E142,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-97C28004,DAR-38B05503,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-3AE448CF,DAR-A79481F1,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-9EE7AF4B,DAR-98A3056A,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-204A82D3,DAR-055DD4E2,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-BACDD52F,DAR-A080D16B,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-0861C311,DAR-5730C828,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-833DC36D,DAR-D637E4D5,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-B2B04708,DAR-28AB2A25,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-4611F524,DAR-4B27E726,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-0C474FEC,DAR-8786A152,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-F48F3AC9,DAR-7DB39CF4,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-AC0C423A,DAR-A394CB26,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-BD2884E8,DAR-702A86AC,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-959797FE,DAR-6C03EBB8,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-71C8DEDB,DAR-04E2E51A,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-21B24F81,DAR-BE2E413C,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-450A18B7,DAR-B6904B30,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-13BB24A1,DAR-13302777,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-C87D2AE2,DAR-B193B83A,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E8AFE4E0,DAR-DD7D5326,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-117048E5,DAR-9CF634B0,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-AD1632DD,DAR-642F3498,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-D98B65D6,DAR-802B91B0,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-04D5F10F,DAR-A9286F9D,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-610A2817,DAR-8E141922,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E3587870,DAR-3D4EFEF8,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-BC086999,DAR-667E4884,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-B93AE3DB,DAR-9D8EE118,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-74F2FB44,DAR-BB627492,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-F4EB1983,DAR-5FA84122,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-0212B393,DAR-2F052166,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E447ACC4,DAR-D3E2D020,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-FAC14CC6,DAR-E92BBF5A,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-AA47DC91,DAR-6F94AF95,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8EDC40E6,DAR-5B29121D,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-5B58C1A9,DAR-5A9D2A1A,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-AFC74A29,DAR-FA9D5418,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-20AB5813,DAR-60E864A0,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-6887639D,DAR-C28BEDE4,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-D133067A,DAR-4DD779B5,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-4C8C118F,DAR-75F685D4,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-A3A5605C,DAR-E108DFAA,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-D85A4138,DAR-89FF9A00,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-AFA2B24A,DAR-39E716E6,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-63E9C1B4,DAR-C3E2F410,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-D620F900,DAR-011B9BEF,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-C00BB021,DAR-7EDBEC74,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E4559EDC,DAR-D70E7695,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-D235D4A7,DAR-16C3C92C,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-AC170F00,DAR-2325718B,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-F0BBD485,DAR-5177B10C,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-DB280977,DAR-A5F75B70,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-306E8255,DAR-79B648D9,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-BBDCC4A0,DAR-91132CD8,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-169B5965,DAR-85BE6AB8,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-BCE4F865,DAR-5E72DD37,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-328328B1,DAR-BD554CF0,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-A7F9C536,DAR-BC81DEE3,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8E98D764,DAR-56A8C75D,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-931F182B,DAR-92187BB5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-A91E25CC,DAR-0B9EB225,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E5AB7807,DAR-0B636B36,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E9C3FD36,DAR-017794B2,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-017AF45A,DAR-4D3397CA,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-F0EC4E7A,DAR-ED926096,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-C808AE76,DAR-57A63AEB,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-69DE1603,DAR-8D64AF46,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-431E4F19,DAR-1ABB2275,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-2661AACC,DAR-C895CF39,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-1E528664,DAR-D388E5F9,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-36E57108,DAR-B1534D7C,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7BA57296,DAR-067BBE3A,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-BE242AA7,DAR-845120DB,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-1C9AB610,DAR-8ADD4F28,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7A882A5A,DAR-C09045AD,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-ADA82AF0,DAR-41EC1F94,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-36C9DCF2,DAR-28A94246,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E80D3AE7,DAR-658D5A05,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-863EC5E5,DAR-CB813BFF,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-FD1CA6DC,DAR-6671F7E6,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-CCB29685,DAR-0B9717C1,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-16535FD6,DAR-F883E475,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8126372E,DAR-2014F10B,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-1F8C4FD3,DAR-82FF9346,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-F149B2E5,DAR-72E13BF2,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-CD115B40,DAR-C6911469,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-D84CCBF8,DAR-02BE61BA,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-9D6ABEF7,DAR-3BE9BBDF,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-0205DA93,DAR-9157CEC0,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-A076F652,DAR-0F5582F7,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-44C5E1B5,DAR-3BC4781E,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-86E35EEE,DAR-1C309785,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-5C9D2A63,DAR-573F14E9,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-757B92A4,DAR-105F67D6,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-6123DE31,DAR-6C009BE9,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7AC5D3F0,DAR-16BFCF30,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-EFBBB112,DAR-42569235,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-F93D393A,DAR-2F98846C,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-DB8A702A,DAR-59C011AE,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8ECE464C,DAR-6D176FA1,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-A67021D0,DAR-6F52AB4D,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E4BB7DB2,DAR-ABE54BC8,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-2D0C2E0C,DAR-94A8124A,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-C390D37B,DAR-4152488A,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-3A312C15,DAR-E83F332E,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-99CDDE5A,DAR-ABF7005F,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-FBC0432D,DAR-F478CDDD,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-C9C59ABE,DAR-C77E9C9A,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-08AF60B1,DAR-723BDBA2,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-DD061253,DAR-7D642AEB,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-B0B35EBA,DAR-6107C21A,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-611ECC43,DAR-C17134B2,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-5D5E6221,DAR-4DB86EB3,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-AFD2AD7F,DAR-93EE4994,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-8F842500,DAR-ED564EA1,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-37AF23B4,DAR-6AAB93D9,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-5CA9B9E8,DAR-E21BF951,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-68D0234E,DAR-F9CD00DB,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-0D7E9BA8,DAR-94B74FF2,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E5B0A774,DAR-882E9987,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E3654DBA,DAR-122243DB,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-81AECD90,DAR-D4F053B1,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-0080EA28,DAR-DD5492F2,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-C9258B63,DAR-3659AEB0,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-F4B0F284,DAR-73469D08,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-2BA0E8F1,DAR-28169661,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-7F9D617D,DAR-23DCEF09,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-ADF92B28,DAR-DE83967F,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-92BABBF2,DAR-D8F16A41,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-218AF916,DAR-C5D71BB2,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-04E211EC,DAR-821A79B5,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-DD517E34,DAR-7039BD26,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E4891BE8,DAR-30907247,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-04AE9E4C,DAR-7A3D6830,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-83633B12,DAR-67B68C07,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-B0A05477,DAR-9739DA27,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-54A59B5D,DAR-20656E67,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-E5F8F703,DAR-51F39760,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-3C25795B,DAR-15057934,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-3E12B2F3,DAR-596246CF,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-C7634FFD,DAR-8B037288,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-724EAE4E,DAR-18FB64D7,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-502AA12B,DAR-C3F1A180,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-66707B55,DAR-B0F9ABE0,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-CA35171C,DAR-436AC210,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-49ED57C4,DAR-65082F7A,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
ALN-40B1A0DC,DAR-B3C2E998,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,General,,Pending,2D-4,Reconciled,Lineage reference carried forward from readiness
