audit_requirement_id,decision_action_routing_id,action_id,action_name,audit_required,audit_event_type,required_actor_role,evidence_attachment_required,reason_required,timestamp_required,approval_reference_required,future_audit_status,governance_note
AUD-63FC07A3,DAR-2F98846C,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-BC007FA9,DAR-2F98846C,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-81CAEB0F,DAR-2F98846C,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-EDDEBFA3,DAR-2F98846C,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-259D803C,DAR-2F98846C,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-35E86161,DAR-2F98846C,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-22D9EC1D,DAR-2F98846C,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-08CF8FED,DAR-2F98846C,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-06B12699,DAR-2F98846C,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-E08B7E20,DAR-2F98846C,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-17DDFE0B,DAR-2F98846C,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-3DDC87DE,DAR-2F98846C,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-B489DF82,DAR-59C011AE,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-9DB59A08,DAR-59C011AE,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-94BE5EBF,DAR-59C011AE,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-D5925283,DAR-59C011AE,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-F7352DF1,DAR-59C011AE,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-5C4A2925,DAR-59C011AE,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-2500C93A,DAR-59C011AE,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-58EE4762,DAR-59C011AE,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-597EEBC9,DAR-59C011AE,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-979B37B2,DAR-59C011AE,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-FB2A5D0C,DAR-59C011AE,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-C9BB8FA4,DAR-59C011AE,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-78A04676,DAR-59C011AE,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-03547628,DAR-59C011AE,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-6910DBCC,DAR-59C011AE,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-95C73CB2,DAR-59C011AE,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-85219317,DAR-59C011AE,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-A644B29D,DAR-59C011AE,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-A586A99C,DAR-6D176FA1,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-D8B09299,DAR-6D176FA1,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-02E2399A,DAR-6D176FA1,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-34590147,DAR-6D176FA1,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-E07DD5B5,DAR-6D176FA1,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-260526B2,DAR-6D176FA1,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-B561DD0D,DAR-6D176FA1,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-4013B282,DAR-6D176FA1,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-1611AAF5,DAR-6D176FA1,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-56BF836D,DAR-6D176FA1,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-32D35B61,DAR-6D176FA1,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-18B0C9F9,DAR-6D176FA1,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-6AD8B4F7,DAR-6D176FA1,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-07BDCF19,DAR-6D176FA1,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-9844E828,DAR-6D176FA1,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-94415756,DAR-6D176FA1,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-3670EA23,DAR-6D176FA1,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-5FCBCD7F,DAR-6D176FA1,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-419D4B1D,DAR-6F52AB4D,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-443E6845,DAR-6F52AB4D,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-86838CEA,DAR-6F52AB4D,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-DCEC1756,DAR-6F52AB4D,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-75A903AB,DAR-6F52AB4D,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-4E3D6FA3,DAR-6F52AB4D,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-34918D6A,DAR-6F52AB4D,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-E867C8D9,DAR-6F52AB4D,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-943372DE,DAR-6F52AB4D,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-51DC4A79,DAR-6F52AB4D,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-FC086698,DAR-6F52AB4D,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-42AAF49B,DAR-6F52AB4D,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-C3954DA8,DAR-6F52AB4D,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-BB4F49A4,DAR-6F52AB4D,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-7C46229D,DAR-6F52AB4D,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-EFECF11B,DAR-6F52AB4D,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-2ACC1E96,DAR-6F52AB4D,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-D25BA2A9,DAR-6F52AB4D,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-859D8E75,DAR-ABE54BC8,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-A90D9936,DAR-ABE54BC8,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-F34428F2,DAR-ABE54BC8,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-1C342673,DAR-ABE54BC8,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-6941C595,DAR-ABE54BC8,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-C0075EDF,DAR-ABE54BC8,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-108EB7C4,DAR-ABE54BC8,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-5B0BA315,DAR-ABE54BC8,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-3D520A91,DAR-ABE54BC8,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-F487F9CC,DAR-ABE54BC8,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-3AAA4C33,DAR-ABE54BC8,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-E8A9443A,DAR-ABE54BC8,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-6B6F6319,DAR-ABE54BC8,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-6A0E134C,DAR-ABE54BC8,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-73DCE2AE,DAR-ABE54BC8,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-5C52D122,DAR-ABE54BC8,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-B11504C6,DAR-ABE54BC8,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-88859748,DAR-ABE54BC8,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-5B79CFAF,DAR-94A8124A,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-13F40C18,DAR-94A8124A,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-4602D905,DAR-94A8124A,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-549C055C,DAR-94A8124A,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-3FFFFDF7,DAR-94A8124A,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-D909F69E,DAR-94A8124A,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-FF4E2B12,DAR-94A8124A,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-0FF9EED7,DAR-94A8124A,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-5C64B1BA,DAR-94A8124A,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-E6286887,DAR-94A8124A,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-C7E21646,DAR-94A8124A,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-AC6C50B2,DAR-94A8124A,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-6EB103A0,DAR-94A8124A,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-A83A992D,DAR-94A8124A,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-BA4278E2,DAR-94A8124A,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-ECCB80F9,DAR-94A8124A,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-F775D4D1,DAR-94A8124A,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-CC07C654,DAR-94A8124A,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-A6DD9A0F,DAR-4152488A,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-1D98D344,DAR-4152488A,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-359CC96E,DAR-4152488A,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-19834867,DAR-4152488A,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-21344324,DAR-4152488A,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-837B9BE3,DAR-4152488A,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-128F87E0,DAR-4152488A,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-D9F1C390,DAR-4152488A,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-356A214A,DAR-4152488A,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-A29E7A42,DAR-4152488A,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-B08F35AD,DAR-4152488A,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-35C8D7EA,DAR-4152488A,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-813F840C,DAR-4152488A,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-CFA4D9A1,DAR-4152488A,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-32FF67E0,DAR-4152488A,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-ACC6290C,DAR-4152488A,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-1657FF34,DAR-4152488A,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-20B61F5C,DAR-4152488A,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-BBC70CB3,DAR-E83F332E,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-59A08562,DAR-E83F332E,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-E343CE37,DAR-E83F332E,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-1FD3EDD4,DAR-E83F332E,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-2D64F925,DAR-E83F332E,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-00602826,DAR-E83F332E,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-66A4E57D,DAR-E83F332E,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-5F9E7920,DAR-E83F332E,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-8344FB92,DAR-E83F332E,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-B843DABA,DAR-E83F332E,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-0707B3C1,DAR-E83F332E,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-884A5A3C,DAR-E83F332E,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-398A1ECB,DAR-E83F332E,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-D1C13A97,DAR-E83F332E,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-37E3A666,DAR-E83F332E,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-C215F75D,DAR-E83F332E,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-0F93BC86,DAR-E83F332E,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-F3860F5A,DAR-E83F332E,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-0D5536E6,DAR-ABF7005F,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-900322D4,DAR-ABF7005F,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-E34457BE,DAR-ABF7005F,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-830E8DD5,DAR-ABF7005F,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-663C5E28,DAR-ABF7005F,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-C3F5D7E9,DAR-ABF7005F,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-0354F560,DAR-ABF7005F,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-294556DE,DAR-ABF7005F,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-FBECFC91,DAR-ABF7005F,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-A09472D2,DAR-ABF7005F,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-32BDEF93,DAR-ABF7005F,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-2A1D45C5,DAR-ABF7005F,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-A86DF2E2,DAR-ABF7005F,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-BBC5E594,DAR-ABF7005F,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-93A32AFE,DAR-ABF7005F,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-7CD68C8D,DAR-ABF7005F,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-F26D28F9,DAR-ABF7005F,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-283F1698,DAR-ABF7005F,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-1CBC7092,DAR-F478CDDD,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-285AF3A8,DAR-F478CDDD,A002,Compare Scenario Options,True,Scenario Comparison,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-B003F8EA,DAR-F478CDDD,A003,Validate Assumptions,True,Assumption Validation,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-84B80779,DAR-F478CDDD,A004,Validate Baseline,True,Baseline Validation,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-5E95ADA9,DAR-F478CDDD,A005,Validate Financial Inputs,True,Financial Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-17CDFD58,DAR-F478CDDD,A006,Validate Benefit Assumptions,True,Benefit Validation,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-BC74C1DA,DAR-F478CDDD,A007,Provide Budget Information,True,Budget Information,Finance,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-7FEA6D93,DAR-F478CDDD,A008,Request Additional Scenario,True,Additional Scenario Request,Analytics Team,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-14921169,DAR-F478CDDD,A009,Request Stakeholder Review,True,Stakeholder Review Request,Stakeholder Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-52E5A8CF,DAR-F478CDDD,A010,Proceed to Limited-Trial Consideration,True,Limited-Trial Consideration,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-9141F2F5,DAR-F478CDDD,A011,Continue Monitoring,False,Monitoring Continuation,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-1C10038C,DAR-F478CDDD,A012,Escalate for Immediate Management Attention,True,Escalation,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-BDAD0A62,DAR-F478CDDD,A013,Defer Decision,True,Decision Deferral,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-17DDBB46,DAR-F478CDDD,A014,Reject Decision Use,True,Decision Rejection,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-2633790C,DAR-F478CDDD,A015,Request Evidence Completion,True,Evidence Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-35002308,DAR-F478CDDD,A016,Request Lineage Completion,True,Lineage Request,Data Owner,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-9B785A2A,DAR-F478CDDD,A017,Route to Non-Quantitative Review,True,Non-Quantitative Routing,Clinical Lead,True,True,True,True,Awaiting Management Action,No completed audit event created
AUD-CFD3B351,DAR-F478CDDD,A018,No Action - Monitoring Continues,False,No Action,Operations Manager,False,False,False,False,Awaiting Management Action,No completed audit event created
AUD-AE436A45,DAR-C77E9C9A,A001,Review Integrated Decision Package,True,Decision Package Review,Hospital COO / General Manager,True,True,True,True,Awaiting Management Action,No completed audit event created
