decision_action_routing_id,decision_package_id,final_readiness_status,primary_permitted_action,primary_action_id,assigned_flag,selected_flag,governance_note
DAR-CFD7E5D6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,Requires Baseline Validation,Validate Baseline,,False,False,Primary action reflects readiness status: Requires Baseline Validation
DAR-A80678B9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,Requires Lineage Completion,Request Lineage Completion,,False,False,Primary action reflects readiness status: Requires Lineage Completion
DAR-9D173217,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-D504E142,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-38B05503,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-A79481F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-98A3056A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,Requires Baseline Validation,Validate Baseline,,False,False,Primary action reflects readiness status: Requires Baseline Validation
DAR-055DD4E2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-A080D16B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-5730C828,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-D637E4D5,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,Requires Evidence Completion,Request Evidence Completion,,False,False,Primary action reflects readiness status: Requires Evidence Completion
DAR-28AB2A25,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-4B27E726,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-8786A152,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,Requires Additional Scenario Analysis,Request Additional Scenario,,False,False,Primary action reflects readiness status: Requires Additional Scenario Analysis
DAR-7DB39CF4,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-A394CB26,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-702A86AC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,Requires Lineage Completion,Request Lineage Completion,,False,False,Primary action reflects readiness status: Requires Lineage Completion
DAR-6C03EBB8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-04E2E51A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-BE2E413C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,Requires Budget Data,Provide Budget Information,,False,False,Primary action reflects readiness status: Requires Budget Data
DAR-B6904B30,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,Requires Baseline Validation,Validate Baseline,,False,False,Primary action reflects readiness status: Requires Baseline Validation
DAR-13302777,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,Non-Quantitative,Route to Non-Quantitative Review,,False,False,Primary action reflects readiness status: Non-Quantitative
DAR-B193B83A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,Non-Quantitative,Route to Non-Quantitative Review,,False,False,Primary action reflects readiness status: Non-Quantitative
DAR-DD7D5326,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,Non-Quantitative,Route to Non-Quantitative Review,,False,False,Primary action reflects readiness status: Non-Quantitative
DAR-9CF634B0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-642F3498,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-802B91B0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-A9286F9D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-8E141922,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,Not Suitable for Decision Use,Reject Decision Use,,False,False,Primary action reflects readiness status: Not Suitable for Decision Use
DAR-3D4EFEF8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-667E4884,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-9D8EE118,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-BB627492,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-5FA84122,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-2F052166,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-D3E2D020,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-E92BBF5A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-6F94AF95,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-5B29121D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-5A9D2A1A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-FA9D5418,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-60E864A0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-C28BEDE4,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-4DD779B5,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-75F685D4,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-E108DFAA,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-89FF9A00,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-39E716E6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-C3E2F410,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-011B9BEF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-7EDBEC74,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-D70E7695,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-16C3C92C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-2325718B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-5177B10C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-A5F75B70,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-79B648D9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-91132CD8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-85BE6AB8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-5E72DD37,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-BD554CF0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Requires Financial Input,Validate Financial Inputs,,False,False,Primary action reflects readiness status: Requires Financial Input
DAR-BC81DEE3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-56A8C75D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Requires Benefit Validation,Validate Benefit Assumptions,,False,False,Primary action reflects readiness status: Requires Benefit Validation
DAR-92187BB5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-0B9EB225,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-0B636B36,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-017794B2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Requires Evidence Completion,Request Evidence Completion,,False,False,Primary action reflects readiness status: Requires Evidence Completion
DAR-4D3397CA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-ED926096,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-57A63AEB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-8D64AF46,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-1ABB2275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-C895CF39,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-D388E5F9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-B1534D7C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-067BBE3A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-845120DB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-8ADD4F28,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-C09045AD,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-41EC1F94,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Requires Additional Scenario Analysis,Request Additional Scenario,,False,False,Primary action reflects readiness status: Requires Additional Scenario Analysis
DAR-28A94246,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-658D5A05,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-CB813BFF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-6671F7E6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Requires Lineage Completion,Request Lineage Completion,,False,False,Primary action reflects readiness status: Requires Lineage Completion
DAR-0B9717C1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-F883E475,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Requires Benefit Validation,Validate Benefit Assumptions,,False,False,Primary action reflects readiness status: Requires Benefit Validation
DAR-2014F10B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-82FF9346,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-72E13BF2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Requires Additional Scenario Analysis,Request Additional Scenario,,False,False,Primary action reflects readiness status: Requires Additional Scenario Analysis
DAR-C6911469,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-02BE61BA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Requires Baseline Validation,Validate Baseline,,False,False,Primary action reflects readiness status: Requires Baseline Validation
DAR-3BE9BBDF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-9157CEC0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Requires Financial Input,Validate Financial Inputs,,False,False,Primary action reflects readiness status: Requires Financial Input
DAR-0F5582F7,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-3BC4781E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,Requires Budget Data,Provide Budget Information,,False,False,Primary action reflects readiness status: Requires Budget Data
DAR-1C309785,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Not Suitable for Decision Use,Reject Decision Use,,False,False,Primary action reflects readiness status: Not Suitable for Decision Use
DAR-573F14E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,Requires Baseline Validation,Validate Baseline,,False,False,Primary action reflects readiness status: Requires Baseline Validation
DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,Requires Lineage Completion,Request Lineage Completion,,False,False,Primary action reflects readiness status: Requires Lineage Completion
DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-6D176FA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-6F52AB4D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-ABE54BC8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-94A8124A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-4152488A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-E83F332E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-ABF7005F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-F478CDDD,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-C77E9C9A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-723BDBA2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-7D642AEB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-6107C21A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-C17134B2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-4DB86EB3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-93EE4994,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-ED564EA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-6AAB93D9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-E21BF951,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-F9CD00DB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-94B74FF2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,Monitoring Only,Continue Monitoring,,False,False,Primary action reflects readiness status: Monitoring Only
DAR-882E9987,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-122243DB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-D4F053B1,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-DD5492F2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Requires Lineage Completion,Request Lineage Completion,,False,False,Primary action reflects readiness status: Requires Lineage Completion
DAR-3659AEB0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,Ready for Integrated Management Review,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready for Integrated Management Review
DAR-73469D08,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,Requires Budget Data,Provide Budget Information,,False,False,Primary action reflects readiness status: Requires Budget Data
DAR-28169661,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,Requires Lineage Completion,Request Lineage Completion,,False,False,Primary action reflects readiness status: Requires Lineage Completion
DAR-23DCEF09,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
DAR-DE83967F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-D8F16A41,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-C5D71BB2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-821A79B5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-7039BD26,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-30907247,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-7A3D6830,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,Requires Baseline Validation,Validate Baseline,,False,False,Primary action reflects readiness status: Requires Baseline Validation
DAR-67B68C07,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,Requires Evidence Completion,Request Evidence Completion,,False,False,Primary action reflects readiness status: Requires Evidence Completion
DAR-9739DA27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-20656E67,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,Requires Evidence Completion,Request Evidence Completion,,False,False,Primary action reflects readiness status: Requires Evidence Completion
DAR-51F39760,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,Requires Stakeholder Validation,Request Stakeholder Review,,False,False,Primary action reflects readiness status: Requires Stakeholder Validation
DAR-15057934,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,Requires Assumption Validation,Validate Assumptions,,False,False,Primary action reflects readiness status: Requires Assumption Validation
DAR-596246CF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,Requires Lineage Completion,Request Lineage Completion,,False,False,Primary action reflects readiness status: Requires Lineage Completion
DAR-8B037288,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,Ready with Conditions,Review Integrated Decision Package,,False,False,Primary action reflects readiness status: Ready with Conditions
