decision_history_id,decision_package_id,current_package_version,current_readiness_status,current_primary_action,current_queue,current_approval_status,prior_version,prior_readiness_status,prior_primary_action,prior_queue,prior_approval_status,change_reason,changed_by,changed_timestamp,change_event_id,history_status,governance_note
HST-E3B413FF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-86A48A0A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D4E1C17D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4EFF31E5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-C7515D44,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-761FB9CC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4E028227,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F7AFC0A6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,1.0,Requires Lineage Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-3E27F114,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7242D063,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,1.0,Requires Baseline Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-8B9821A0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-2C6A2571,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-48CC351E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,1.0,Requires Lineage Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-75242A2E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-6A80B78D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-B2E00525,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-B0F762AF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,1.0,Requires Budget Data,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-BFC50988,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-281177D4,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-2250B85C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,1.0,Requires Evidence Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-8F5CECC0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D063F193,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D51DDEA3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-3721071F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-B279B61C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,1.0,Requires Budget Data,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-60FD582A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7099E51D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-13FEB09D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-1CA7BDBF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,1.0,Requires Lineage Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-9F4F5F9F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,1.0,Requires Baseline Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F432E3FC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,1.0,Requires Lineage Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4EE63CD8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-0245497D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4E82C798,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-26891847,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-787EBEF1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,1.0,Requires Baseline Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7BC18366,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-343170E0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-DA31249A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-C36D2027,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,1.0,Requires Evidence Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-29796794,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-5321BAAD,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-870E210D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,1.0,Requires Additional Scenario Analysis,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-3E85EBA5,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-3FCD5697,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-BE97E39D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,1.0,Requires Lineage Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-2790FE99,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-DDE8DAC0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-1CBF93BD,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,1.0,Requires Budget Data,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-E07C513A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,1.0,Requires Baseline Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-010136D2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,1.0,Non-Quantitative,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-859AC634,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,1.0,Non-Quantitative,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-528D9C01,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,1.0,Non-Quantitative,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-6ED548F3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-CB03D008,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-71DC99B7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-09989BC8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F4CB5D96,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,1.0,Not Suitable for Decision Use,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-85F53FD9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-EF3627C4,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-CE1CCC0F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-0381E009,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-EC4BEF34,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-3639DF1E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F5673056,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-6AC66533,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-92FE1141,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-E6FB6FB6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-0C3321BD,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-C835EA50,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-1FA4673C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F4014A0D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-FF7FA27D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-6113C791,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-2B143687,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F611B923,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-6A77874D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A3B1819B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-A13D3DDA,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4E1BD4C1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4C9FDEA2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-9306D571,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4667C923,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-873C82F9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-72A44D8E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-82766D70,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-26212CFC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-2A16FA54,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D95A60D0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-BE56E7E8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,1.0,Requires Financial Input,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-38759B23,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-332F16AF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,1.0,Requires Benefit Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-6983AA05,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7FDCEB51,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-BA1CB137,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-FA2AF820,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,1.0,Requires Evidence Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-767F4699,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-CF7ED4AD,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-3038C102,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-8415F325,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-DD9CDD52,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-45A98C6D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-FF9ABE62,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-34BCE88C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D1EEE455,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-FE11FF40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,1.0,Requires Assumption Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-1A0EFE8F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-4B5FA6D9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-E6688E78,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,1.0,Requires Additional Scenario Analysis,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-D40FA7F1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-C3466B69,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-31DC4D80,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-5285CC8E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,1.0,Requires Lineage Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-26D4D462,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-3F32DEF4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,1.0,Requires Benefit Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-903D8E18,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-880BD718,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-E88EBF58,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,1.0,Requires Additional Scenario Analysis,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-3BBF3DD3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-744557F8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,1.0,Requires Baseline Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-E4191B54,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-F29EFA0A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,1.0,Requires Financial Input,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-673EDDF7,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,1.0,Ready for Integrated Management Review,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-8E61F5AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,1.0,Requires Budget Data,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-8476F9E7,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,1.0,Not Suitable for Decision Use,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-64E78D33,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,1.0,Requires Baseline Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-0C4C1FC6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,1.0,Requires Lineage Completion,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-35CAC90A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,1.0,Requires Stakeholder Validation,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-8BB08125,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-7093CEA2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,1.0,Ready with Conditions,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-EF1C3823,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-558BECDB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-CCF48CE0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-5D989AA2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-EADC9450,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
HST-2A97D98B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,1.0,Monitoring Only,,General Queue,Pending Management Review,,,,,,,,,,Initial Governed State,No historical decisions invented
