evidence_completeness_id,decision_evidence_profile_id,decision_package_id,expected_evidence_category_count,available_evidence_category_count,conditional_evidence_category_count,missing_evidence_category_count,critical_missing_evidence_count,evidence_coverage_pct,evidence_completeness_status,management_use_limitation,governance_note
EVC-A42EA8B9,EVP-DA0DEC94,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-F9233DF7,EVP-1A040519,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-7723AB7C,EVP-7DE4B361,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-CCB7154E,EVP-71F6B88F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-0918F285,EVP-04E28EDA,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-714101B4,EVP-D5ACF520,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-773F3558,EVP-5B9877A2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-77CFD1F2,EVP-363D96D2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-0C29EB98,EVP-162B6379,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-7C71C623,EVP-8809B3BF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-7C919C84,EVP-90F212D7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-0359EC5A,EVP-82EE47EA,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-4164CD48,EVP-D8CA9F88,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-FBB0CBB2,EVP-D64E9D9C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-9A292DE4,EVP-77F9EB1B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-684D2BF8,EVP-20AC0185,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-C8E5F4AA,EVP-A450B415,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-EC837003,EVP-016122EB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-EE73AF1B,EVP-3B1FCCE2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-6A64CA68,EVP-8831C457,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-89763119,EVP-BBD6C8C8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-503DE595,EVP-56DF0CE6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-7985F1AD,EVP-3AEC1157,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-35B85897,EVP-55ADEC03,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-33EBC758,EVP-970319ED,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-EE4F2531,EVP-4F6B896E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-AC195A73,EVP-49452A8C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-518942CB,EVP-72472871,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-9A4C05EC,EVP-815CDAD1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-319C8E95,EVP-1A04946F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-E7E4BEC5,EVP-FBDC054F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-DAAA0124,EVP-8CF85C3F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-537B6856,EVP-6118ECC2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-E4994BD9,EVP-0774A235,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-6E8208F7,EVP-FC54A1E4,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D475D9BF,EVP-C9649389,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-E3F01B27,EVP-E5036B01,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-7512A44B,EVP-C443492F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-07F4067A,EVP-DC7A0849,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-93AED21A,EVP-5779185C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-0413CE88,EVP-34F94119,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-B0244B51,EVP-4BD3B4CF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-7DCDC0D9,EVP-5B9525B8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A58EF583,EVP-48FD887A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-2C9B24EA,EVP-1C90BFC9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-04DD5EAD,EVP-3AC87AD3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-1A15849F,EVP-6627CF99,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-C18C10FC,EVP-6D5D4658,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-71E1487F,EVP-EFA4DBAF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-24BCF8B2,EVP-EB542F73,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-9DA2303B,EVP-792E0C21,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-DAC5B5F1,EVP-D136CB46,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-9B8EAC09,EVP-CFA70CB0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-73D69A24,EVP-B3C89CB6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-4207815A,EVP-5BA24393,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-ADE7C9A4,EVP-4428FD88,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-2915DDB3,EVP-F5BFAB40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A052308D,EVP-9DFD05A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-AC2CE914,EVP-249A8FF5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-FA40C962,EVP-C51A3CB1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-36FF015E,EVP-2ADA7DDB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-1583E843,EVP-89873D8A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-92D5F86F,EVP-5A852A89,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-9D68F8C0,EVP-A1C1B0DE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-91CD2AFA,EVP-DEB5E99F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-3A9003E3,EVP-9F5D2ECC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-8DEBBD40,EVP-466A5E93,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D10084C6,EVP-C99E1488,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-18FD81E4,EVP-F7D7A63F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D154C8B6,EVP-AE6FCA89,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-E3FA797D,EVP-9BC5A184,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-11AD13A4,EVP-36F96540,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D0A5449C,EVP-8F3CF97E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-FD268077,EVP-552EF2BA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-8997ADA5,EVP-D5ED852A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-3CA7CD81,EVP-BE6516F2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-8413A623,EVP-942BA688,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-666A2157,EVP-A8EE0690,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D85630BF,EVP-075EBC0C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-8D1A91DB,EVP-6AEB6F8E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-4505BD61,EVP-F8DEA1C8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-40D5EBA0,EVP-21CECF13,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-C0195FB8,EVP-4947AD23,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-992341D1,EVP-32342B56,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-45D674CB,EVP-17487002,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-0185BF7F,EVP-F7D95A05,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-ADE20920,EVP-2F05C6D0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-E7A640D0,EVP-B36F54D4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-08062BD6,EVP-E9ECC637,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-B395110E,EVP-16273AC2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D3572A5C,EVP-1186168F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-84A0DF34,EVP-B394964F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A078698B,EVP-E8AC5B21,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-6B441767,EVP-5A556898,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-F8B1958D,EVP-1F4BF9EF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-2F34207B,EVP-4CB54779,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-AC7F9690,EVP-B3B739B6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-8A563F0A,EVP-B73768B2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-9A7407F7,EVP-800FDA5F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-6F92C14F,EVP-D17E98C0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-3F78F76B,EVP-F99880D1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-AAA40B04,EVP-EB29D64C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-3F760018,EVP-22CB2DDA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-12B22F3F,EVP-D6B1BD71,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-85CF79FF,EVP-2204DB26,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-8A211949,EVP-4D6145AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-1D84F45B,EVP-8C29B344,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-7B437DF6,EVP-EA0E7CB3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-26D5C25B,EVP-045D7B72,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A8167B8A,EVP-26223A7D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-679391A4,EVP-62BB14AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-11B7C52E,EVP-AF674B6C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-33F09327,EVP-54FE2F49,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-551342A5,EVP-51745503,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-DFAAB5EF,EVP-0D9CD769,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-68941C11,EVP-62BFFEC8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-C5CCA6F0,EVP-B3CCCDCE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-E3370DA7,EVP-B6194824,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-662E8F70,EVP-DC28834F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-3840D6A4,EVP-0A91ADD6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-40233C8E,EVP-F4C3AFBB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-25320995,EVP-BB3597FF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A4527020,EVP-E33EB2B5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,28,27,22,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-0FDC56C1,EVP-9D94BA4F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-9C651F7A,EVP-C2DD0422,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-94F704DA,EVP-6EABA5F5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-962F1582,EVP-F842CBC1,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-50BAADC6,EVP-7A984A70,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-C2BBDFAB,EVP-B9DCC2D7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-78923900,EVP-5CA74D53,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-D298AD18,EVP-8E2FE422,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-7B7CF485,EVP-4AF041C9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-F2FCF817,EVP-4E6C4F35,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A72BF551,EVP-9A21D7BD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-0A7ADDBE,EVP-D5320817,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-4D4F1695,EVP-5342982F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-1C07BBEB,EVP-BD4FA96B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-F71B3ACA,EVP-78DF30CA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-655A0DA5,EVP-B7DF8B27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-3BA2BCBC,EVP-BE946A1B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-AB52C0EA,EVP-8017FE85,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-EF56671D,EVP-A5B2CBE3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-E649C319,EVP-A5B1687B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-CE4D0FE8,EVP-EED961BB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-99503B1E,EVP-FD7562F3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-A32D630B,EVP-D2BFAF27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-3B744C71,EVP-A3178219,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
EVC-34934F29,EVP-ACA04468,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,28,26,21,0,0,100.0,Complete,None,Evidence completeness assessed from available references
