priority_view_id,decision_package_id,approval_package_id,risk_tier,urgency,breach_status,sustained_movement_flag,management_attention_required,decision_readiness,governance_burden_status,evidence_status,financial_readiness,package_readiness,primary_sort_key,secondary_sort_key,priority_ordering_note
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220-PV,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001-PV,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,Not Assessable,,,,True,,Monitoring Only,Complete,Financial Analysis Not Assessable,Monitoring Only,7,4,Primary: risk tier. Secondary: urgency. Tertiary: governance burden. Financial value is not primary.
