integrated_management_brief_id,decision_package_id,decision_lineage_profile_id,lineage_completeness_status,orphaned_lineage_flag,governance_note
IMB-C7EB2C4D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,LNP-84514A09,Complete,False,Brief lineage cross-reference
IMB-DEF42196,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,LNP-BA05095A,Complete,False,Brief lineage cross-reference
IMB-0F75E8A3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,LNP-5C3B6217,Complete,False,Brief lineage cross-reference
IMB-19AE68D0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,LNP-1802915F,Complete,False,Brief lineage cross-reference
IMB-49E16A72,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,LNP-AF5F603D,Complete,False,Brief lineage cross-reference
IMB-14DA5FA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,LNP-7D492378,Complete,False,Brief lineage cross-reference
IMB-D007BBEA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,LNP-3330782C,Complete,False,Brief lineage cross-reference
IMB-8C7D2658,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,LNP-0707B640,Complete,False,Brief lineage cross-reference
IMB-99B2787D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,LNP-5A18ED98,Complete,False,Brief lineage cross-reference
IMB-4A9317D1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,LNP-095A3079,Complete,False,Brief lineage cross-reference
IMB-0CCDF8E3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,LNP-D0E98049,Complete,False,Brief lineage cross-reference
IMB-E4BECDCF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,LNP-FD718674,Complete,False,Brief lineage cross-reference
IMB-7B2710AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,LNP-54F2D211,Complete,False,Brief lineage cross-reference
IMB-E3BF1A90,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,LNP-22EE13E9,Complete,False,Brief lineage cross-reference
IMB-A10C4340,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,LNP-36156C12,Complete,False,Brief lineage cross-reference
IMB-8D0EBE98,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,LNP-77E8BD98,Complete,False,Brief lineage cross-reference
IMB-C270F775,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,LNP-75E3EA17,Complete,False,Brief lineage cross-reference
IMB-21BAE1F6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,LNP-7B2E2316,Complete,False,Brief lineage cross-reference
IMB-704E3A6B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,LNP-FC155F76,Complete,False,Brief lineage cross-reference
IMB-13971398,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,LNP-5E9CD280,Complete,False,Brief lineage cross-reference
IMB-D09F9D92,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,LNP-5A2EE71E,Complete,False,Brief lineage cross-reference
IMB-38083043,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,LNP-C3EBD11F,Complete,False,Brief lineage cross-reference
IMB-B72E9A7C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,LNP-27AF0690,Complete,False,Brief lineage cross-reference
IMB-39EBEF14,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,LNP-A03141CF,Complete,False,Brief lineage cross-reference
IMB-4EBA6A1A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,LNP-9521592B,Complete,False,Brief lineage cross-reference
IMB-1C93F6E5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,LNP-71ECE4E6,Complete,False,Brief lineage cross-reference
IMB-DF301168,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,LNP-8D345CBF,Complete,False,Brief lineage cross-reference
IMB-5544B70E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,LNP-7E8EE5F6,Complete,False,Brief lineage cross-reference
IMB-EE54FB27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,LNP-80592DE7,Complete,False,Brief lineage cross-reference
IMB-70C4774D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,LNP-4A2E7C8B,Complete,False,Brief lineage cross-reference
IMB-EE94CFFD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,LNP-236622D0,Complete,False,Brief lineage cross-reference
IMB-A97FA1DE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,LNP-378E2DEA,Complete,False,Brief lineage cross-reference
IMB-6F9B99A9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,LNP-5C8E9163,Complete,False,Brief lineage cross-reference
IMB-A20EC2B8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,LNP-66A050F5,Complete,False,Brief lineage cross-reference
IMB-FD00CEA9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,LNP-DAD150CA,Complete,False,Brief lineage cross-reference
IMB-AA67F2B5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,LNP-9DE4624F,Complete,False,Brief lineage cross-reference
IMB-2334E7D5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,LNP-F5599685,Complete,False,Brief lineage cross-reference
IMB-3605BFA0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,LNP-624AB600,Complete,False,Brief lineage cross-reference
IMB-B41D525C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,LNP-BAD26691,Complete,False,Brief lineage cross-reference
IMB-4C9C05A5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,LNP-F2322310,Complete,False,Brief lineage cross-reference
IMB-6F627747,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,LNP-C7EDC011,Complete,False,Brief lineage cross-reference
IMB-7A39B7B9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,LNP-4E416442,Complete,False,Brief lineage cross-reference
IMB-DD152564,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,LNP-C584D949,Complete,False,Brief lineage cross-reference
IMB-5E7EEE28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,LNP-539067E2,Complete,False,Brief lineage cross-reference
IMB-493ECBEF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,LNP-1DFBB8A9,Complete,False,Brief lineage cross-reference
IMB-D37F561B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,LNP-040AE0CD,Complete,False,Brief lineage cross-reference
IMB-4C3DE157,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,LNP-9CD52BBF,Complete,False,Brief lineage cross-reference
IMB-850E9522,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,LNP-B69205E4,Complete,False,Brief lineage cross-reference
IMB-F6CF713B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,LNP-79471827,Complete,False,Brief lineage cross-reference
IMB-47564E17,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,LNP-EF2004E3,Complete,False,Brief lineage cross-reference
IMB-9C6F7B27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,LNP-102A21BC,Complete,False,Brief lineage cross-reference
IMB-C01B690C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,LNP-A89030D6,Complete,False,Brief lineage cross-reference
IMB-9E4CA3AE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,LNP-DCF58EDE,Complete,False,Brief lineage cross-reference
IMB-E83A65A3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,LNP-3983C10F,Complete,False,Brief lineage cross-reference
IMB-43AE7423,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,LNP-E1CC2815,Complete,False,Brief lineage cross-reference
IMB-8122725A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,LNP-DDB6DCBC,Complete,False,Brief lineage cross-reference
IMB-24431709,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,LNP-4B6E0147,Complete,False,Brief lineage cross-reference
IMB-CF644B2D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,LNP-473DA081,Complete,False,Brief lineage cross-reference
IMB-9A563F16,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,LNP-C3DE1075,Complete,False,Brief lineage cross-reference
IMB-2B7E0C28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,LNP-44F8BF3E,Complete,False,Brief lineage cross-reference
IMB-25673786,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,LNP-DE59BCEB,Complete,False,Brief lineage cross-reference
IMB-824FD581,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,LNP-2BA95E9C,Complete,False,Brief lineage cross-reference
IMB-FEB0D3F0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,LNP-46802FBE,Complete,False,Brief lineage cross-reference
IMB-A99249FB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,LNP-958D684C,Complete,False,Brief lineage cross-reference
IMB-9C7E6060,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,LNP-5B5299F2,Complete,False,Brief lineage cross-reference
IMB-D24AABFA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,LNP-27B4209C,Complete,False,Brief lineage cross-reference
IMB-5F092CDC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,LNP-7B729622,Complete,False,Brief lineage cross-reference
IMB-821A8D96,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,LNP-10F1D810,Complete,False,Brief lineage cross-reference
IMB-300F2670,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,LNP-3539023D,Complete,False,Brief lineage cross-reference
IMB-817F1E61,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,LNP-B123B81D,Complete,False,Brief lineage cross-reference
IMB-99CB09FD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,LNP-D9E97361,Complete,False,Brief lineage cross-reference
IMB-6C1FBE0B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,LNP-CB034E53,Complete,False,Brief lineage cross-reference
IMB-011F0FD8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,LNP-2EF509D1,Complete,False,Brief lineage cross-reference
IMB-4DAFB72C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,LNP-7F305CD6,Complete,False,Brief lineage cross-reference
IMB-C3651C87,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,LNP-70EC93B6,Complete,False,Brief lineage cross-reference
IMB-7C992E13,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,LNP-48DF3F13,Complete,False,Brief lineage cross-reference
IMB-DE8CAE57,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,LNP-BB6CF7F1,Complete,False,Brief lineage cross-reference
IMB-1EE81D52,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,LNP-1FE11F04,Complete,False,Brief lineage cross-reference
IMB-4652D90D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,LNP-0C2CC708,Complete,False,Brief lineage cross-reference
IMB-4E556BA3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,LNP-7C3D6510,Complete,False,Brief lineage cross-reference
IMB-9019ECDB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,LNP-22B4B7FB,Complete,False,Brief lineage cross-reference
IMB-FCF9325A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,LNP-180E80B7,Complete,False,Brief lineage cross-reference
IMB-714D4F4E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,LNP-611C139D,Complete,False,Brief lineage cross-reference
IMB-D4D27EA4,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,LNP-1F50AA7D,Complete,False,Brief lineage cross-reference
IMB-1DB119D2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,LNP-C32ABA6F,Complete,False,Brief lineage cross-reference
IMB-88F660B3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,LNP-C92A249C,Complete,False,Brief lineage cross-reference
IMB-29DC7418,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,LNP-9F4126BC,Complete,False,Brief lineage cross-reference
IMB-1F38C247,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,LNP-53DFD2B3,Complete,False,Brief lineage cross-reference
IMB-AC4C0B5E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,LNP-29786E6B,Complete,False,Brief lineage cross-reference
IMB-7E93BD04,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,LNP-59C4ACE4,Complete,False,Brief lineage cross-reference
IMB-F3B08CAA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,LNP-7132BDCA,Complete,False,Brief lineage cross-reference
IMB-693FAE9C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,LNP-3BAF2A9A,Complete,False,Brief lineage cross-reference
IMB-53E17EB9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,LNP-57C27168,Complete,False,Brief lineage cross-reference
IMB-0A01F4D7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,LNP-98EEFDA0,Complete,False,Brief lineage cross-reference
IMB-C4231D7F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,LNP-091175A9,Complete,False,Brief lineage cross-reference
IMB-0FC7F4F6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,LNP-7DED5229,Complete,False,Brief lineage cross-reference
IMB-7939189A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,LNP-024CA96F,Complete,False,Brief lineage cross-reference
IMB-84A5A846,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,LNP-E922C45F,Complete,False,Brief lineage cross-reference
IMB-23A28C2A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,LNP-0ECD8441,Complete,False,Brief lineage cross-reference
IMB-58ED2471,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,LNP-4E60B4ED,Complete,False,Brief lineage cross-reference
IMB-3F7D5C7E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,LNP-19CA8FB0,Complete,False,Brief lineage cross-reference
IMB-5DCC1A6E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,LNP-B6E9368A,Complete,False,Brief lineage cross-reference
IMB-FF8C3E75,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,LNP-619F2C42,Complete,False,Brief lineage cross-reference
IMB-A01F9AFE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,LNP-DF229B3D,Complete,False,Brief lineage cross-reference
IMB-9F81A7DA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,LNP-6A3B0A25,Complete,False,Brief lineage cross-reference
IMB-717ECEE5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,LNP-3F3015B1,Complete,False,Brief lineage cross-reference
