interpretation_id,decision_package_id,approval_package_id,management_interpretation,interpretation_version,wording_compliance
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314-INT,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321-INT,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401-INT,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417-INT,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422-INT,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427-INT,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506-INT,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522-INT,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604-INT,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609-INT,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702-INT,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805-INT,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811-INT,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823-INT,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003-INT,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028-INT,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231-INT,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Monitoring Only. 7. Permitted next management action: Review Integrated Decision Package | Request Additional Scenario | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Validate Assumptions | Request Additional Scenario | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Validate Assumptions | Request Additional Scenario | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Validate Assumptions | Request Additional Scenario | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Validate Assumptions | Request Additional Scenario | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Validate Assumptions | Request Additional Scenario | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Validate Assumptions | Request Additional Scenario | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Validate Assumptions | Request Additional Scenario | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Validate Assumptions | Request Additional Scenario | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Validate Assumptions | Request Additional Scenario | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Validate Assumptions | Request Additional Scenario | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Validate Assumptions | Request Additional Scenario | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Validate Assumptions | Request Additional Scenario | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 1.0. 5. Main financial condition: Ready for Financial Comparison. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Continue Monitoring | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026-INT,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,1. Current risk: The operational risk tier is Not Assessable. 2. Analytical readiness: . 3. Main recommendation condition: 0.0. 4. Main scenario condition: 0.0. 5. Main financial condition: Financial Analysis Not Assessable. 6. Main governance warning: Governance burden is Moderate. 7. Permitted next management action: Review Integrated Decision Package | Validate Assumptions | Request Additional Scenario | Defer Decision.,1.0,"Permitted wording only. No 'best', 'optimal', 'guaranteed', or 'approved' language."
