source_to_decision_trace_id,decision_package_id,trace_summary,source_phase_path,source_record_path,transformation_path,configuration_version_path,evidence_reference_path,lineage_reference_path,trace_status,trace_limitation,governance_note
TRC-2D019218,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-OPC-kpi_006-20260119_hospital_HOSP-001_dept_DEPT-OPC,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,LNP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-8FD5E9A6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-OPC-kpi_006-20260129_hospital_HOSP-001_dept_DEPT-OPC,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,LNP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-30BEEA3E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-OPC-kpi_006-20260211_hospital_HOSP-001_dept_DEPT-OPC,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,LNP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-5F94C941,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-OPC-kpi_006-20260401_hospital_HOSP-001_dept_DEPT-OPC,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,LNP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-E7F12B86,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-OPC-kpi_006-20260415_hospital_HOSP-001_dept_DEPT-OPC,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,LNP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-58BA60D1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-OPC-kpi_006-20260425_hospital_HOSP-001_dept_DEPT-OPC,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,LNP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-9445D02D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-OPC-kpi_006-20260523_hospital_HOSP-001_dept_DEPT-OPC,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,LNP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-353DB88F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-OPC-kpi_006-20260601_hospital_HOSP-001_dept_DEPT-OPC,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,LNP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-ADE1DA62,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-OPC-kpi_006-20260606_hospital_HOSP-001_dept_DEPT-OPC,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,LNP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-4C034BE0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-OPC-kpi_006-20260715_hospital_HOSP-001_dept_DEPT-OPC,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,LNP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-EEC20B8B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-OPC-kpi_006-20260719_hospital_HOSP-001_dept_DEPT-OPC,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,LNP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-83DBB6FB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-OPC-kpi_006-20260802_hospital_HOSP-001_dept_DEPT-OPC,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,LNP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-AD093F19,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-OPC-kpi_006-20260818_hospital_HOSP-001_dept_DEPT-OPC,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,LNP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-ED4C495B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-OPC-kpi_006-20261020_hospital_HOSP-001_dept_DEPT-OPC,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,LNP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-0027A874,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-OPC-kpi_006-20261102_hospital_HOSP-001_dept_DEPT-OPC,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,LNP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-84C3A609,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-OPC-kpi_006-20261117_hospital_HOSP-001_dept_DEPT-OPC,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,LNP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-6FEAE6DA,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-OPC-kpi_006-20261204_hospital_HOSP-001_dept_DEPT-OPC,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,LNP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-8151664A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-OPC-kpi_006-20261215_hospital_HOSP-001_dept_DEPT-OPC,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,LNP-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Partial,Limited by readiness status: Monitoring Only,Trace does not claim completed management decision
TRC-38AEC0A0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-PEX-kpi_001-20260111_hospital_HOSP-001_dept_DEPT-PEX,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,LNP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Partial,Limited by readiness status: Requires Assumption Validation,Trace does not claim completed management decision
TRC-CD15936A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-PEX-kpi_001-20260115_hospital_HOSP-001_dept_DEPT-PEX,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,LNP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Partial,Limited by readiness status: Requires Assumption Validation,Trace does not claim completed management decision
TRC-D520DF5D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-PEX-kpi_001-20260203_hospital_HOSP-001_dept_DEPT-PEX,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,LNP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Partial,Limited by readiness status: Requires Assumption Validation,Trace does not claim completed management decision
TRC-152C4399,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-PEX-kpi_001-20260207_hospital_HOSP-001_dept_DEPT-PEX,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,LNP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Partial,Limited by readiness status: Requires Financial Input,Trace does not claim completed management decision
TRC-7BCC4B37,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-PEX-kpi_001-20260212_hospital_HOSP-001_dept_DEPT-PEX,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,LNP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Partial,Limited by readiness status: Requires Assumption Validation,Trace does not claim completed management decision
TRC-7CDEA512,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-PEX-kpi_001-20260326_hospital_HOSP-001_dept_DEPT-PEX,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,LNP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Partial,Limited by readiness status: Requires Benefit Validation,Trace does not claim completed management decision
TRC-7D95EB52,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-PEX-kpi_001-20260413_hospital_HOSP-001_dept_DEPT-PEX,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,LNP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Complete,,Trace does not claim completed management decision
TRC-422447CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-PEX-kpi_001-20260421_hospital_HOSP-001_dept_DEPT-PEX,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,LNP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Complete,,Trace does not claim completed management decision
TRC-56CDA6A7,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-PEX-kpi_001-20260502_hospital_HOSP-001_dept_DEPT-PEX,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,LNP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Partial,Limited by readiness status: Requires Assumption Validation,Trace does not claim completed management decision
TRC-AD9DD09F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-PEX-kpi_001-20260510_hospital_HOSP-001_dept_DEPT-PEX,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,LNP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Partial,Limited by readiness status: Requires Evidence Completion,Trace does not claim completed management decision
TRC-DA96B80C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-PEX-kpi_001-20260515_hospital_HOSP-001_dept_DEPT-PEX,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,LNP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Partial,Limited by readiness status: Requires Assumption Validation,Trace does not claim completed management decision
TRC-104EF7DE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Source data -> Processed data -> KPI calculation -> Threshold/trend analysis -> Risk prioritisation -> Contributing-factor analysis -> Recommendation generation -> Recommendation validation -> Approval-package preparation -> Scenario modelling -> Scenario validation -> Financial analysis -> Decision integration -> Decision package -> Scorecard -> Readiness assessment -> Action routing,1 -> 2A -> 2B -> 2C-1 -> 2C-2 -> 2C-3 -> 2D-1 -> 2D-2 -> 2D-3 -> 2D-4 -> 2D-5,episode_EP-HOSP-001-DEPT-PEX-kpi_001-20260521_hospital_HOSP-001_dept_DEPT-PEX,TXF-1 through TXF-17,1.0,EVP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,LNP-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Complete,,Trace does not claim completed management decision
