integrated_management_brief_id,decision_package_id,hospital_id,hospital_name,department_id,department_name,risk_tier,readiness_status,management_attention_level,urgency,primary_queue,scenario_summary_availability,financial_readiness,evidence_warning,action_queue_summary
IMB-F5FE764C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251012,HOSP-001,,DEPT-ICU,Intensive Care Unit,60.19,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-BE951130,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251022,HOSP-001,,DEPT-ICU,Intensive Care Unit,49.25,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-F2BE0F3C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251112,HOSP-001,,DEPT-ICU,Intensive Care Unit,59.17,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-01002709,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251117,HOSP-001,,DEPT-ICU,Intensive Care Unit,41.45,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-EF996049,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251126,HOSP-001,,DEPT-ICU,Intensive Care Unit,52.89,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-BA0044BF,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251205,HOSP-001,,DEPT-ICU,Intensive Care Unit,77.78,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-836DF5D4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251216,HOSP-001,,DEPT-ICU,Intensive Care Unit,74.54,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-9C61F185,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20251220,HOSP-001,,DEPT-ICU,Intensive Care Unit,64.12,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-9D731432,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250116,HOSP-001,,DEPT-MED,Medical Ward,55.93,Ready with Conditions,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-C5B48087,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250208,HOSP-001,,DEPT-MED,Medical Ward,46.49,Ready with Conditions,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-2EA1C64B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250330,HOSP-001,,DEPT-MED,Medical Ward,76.81,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-79A11B2E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250408,HOSP-001,,DEPT-MED,Medical Ward,56.19,Requires Baseline Validation,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-D3D0FABB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250421,HOSP-001,,DEPT-MED,Medical Ward,59.35,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-6B454D57,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250502,HOSP-001,,DEPT-MED,Medical Ward,60.11,Ready for Integrated Management Review,Standard Management Review,Prompt Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-2796B7CF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250605,HOSP-001,,DEPT-MED,Medical Ward,79.26,Requires Evidence Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-D04161A6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250616,HOSP-001,,DEPT-MED,Medical Ward,97.25,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-0D388BE3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250717,HOSP-001,,DEPT-MED,Medical Ward,67.53,Requires Benefit Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-3B3E7177,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250723,HOSP-001,,DEPT-MED,Medical Ward,84.79,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-72DA697D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250728,HOSP-001,,DEPT-MED,Medical Ward,89.76,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-65659028,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20250916,HOSP-001,,DEPT-MED,Medical Ward,59.93,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-94EED986,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251008,HOSP-001,,DEPT-MED,Medical Ward,64.5,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-E59022E1,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251102,HOSP-001,,DEPT-MED,Medical Ward,82.86,Requires Baseline Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-488F8429,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251107,HOSP-001,,DEPT-MED,Medical Ward,55.99,Requires Additional Scenario Analysis,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-ABBCB808,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251219,HOSP-001,,DEPT-MED,Medical Ward,67.7,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-66982692,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20251228,HOSP-001,,DEPT-MED,Medical Ward,75.68,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-5311A3C7,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250128,HOSP-001,,DEPT-MED,Medical Ward,57.61,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-6E77FE59,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250209,HOSP-001,,DEPT-MED,Medical Ward,81.18,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-B06689AF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250222,HOSP-001,,DEPT-MED,Medical Ward,75.53,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-A20204BB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250322,HOSP-001,,DEPT-MED,Medical Ward,63.26,Requires Baseline Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-DDBCA74A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250403,HOSP-001,,DEPT-MED,Medical Ward,81.89,Requires Baseline Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-9B3A037A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250411,HOSP-001,,DEPT-MED,Medical Ward,54.33,Requires Stakeholder Validation,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-C72DFD31,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250505,HOSP-001,,DEPT-MED,Medical Ward,73.77,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-C249D542,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250601,HOSP-001,,DEPT-MED,Medical Ward,57.09,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-21A4937C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250608,HOSP-001,,DEPT-MED,Medical Ward,80.02,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-18216C42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250617,HOSP-001,,DEPT-MED,Medical Ward,73.77,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-1E1235B6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250624,HOSP-001,,DEPT-MED,Medical Ward,70.64,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-EA925B2A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250701,HOSP-001,,DEPT-MED,Medical Ward,88.01,Requires Evidence Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-991D1296,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250709,HOSP-001,,DEPT-MED,Medical Ward,94.36,Requires Evidence Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-7D02BB10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20250802,HOSP-001,,DEPT-MED,Medical Ward,75.66,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-978488DA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20251111,HOSP-001,,DEPT-MED,Medical Ward,54.28,Requires Lineage Completion,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-DF6BD728,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250405,HOSP-001,,DEPT-MED,Medical Ward,69.37,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-8E809419,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250412,HOSP-001,,DEPT-MED,Medical Ward,73.44,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-C1CEA013,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250429,HOSP-001,,DEPT-MED,Medical Ward,69.63,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-D21BCD3C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250506,HOSP-001,,DEPT-MED,Medical Ward,74.33,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-59D32CD8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250510,HOSP-001,,DEPT-MED,Medical Ward,72.72,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-0982DC98,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250519,HOSP-001,,DEPT-MED,Medical Ward,69.58,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-555CD27D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250527,HOSP-001,,DEPT-MED,Medical Ward,78.58,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-420D3178,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250621,HOSP-001,,DEPT-MED,Medical Ward,79.55,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-03CC14C9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250626,HOSP-001,,DEPT-MED,Medical Ward,84.12,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-90B45E10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250704,HOSP-001,,DEPT-MED,Medical Ward,73.27,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-6014C03B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250711,HOSP-001,,DEPT-MED,Medical Ward,75.18,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-4476FEFB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250715,HOSP-001,,DEPT-MED,Medical Ward,70.08,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-E4F3B3FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250722,HOSP-001,,DEPT-MED,Medical Ward,79.42,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-8E77B23A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20250731,HOSP-001,,DEPT-MED,Medical Ward,67.58,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-4F662426,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250224,HOSP-001,,DEPT-MED,Medical Ward,62.5,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-1A3A1AB4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250313,HOSP-001,,DEPT-MED,Medical Ward,81.16,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-B44D5BA4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250410,HOSP-001,,DEPT-MED,Medical Ward,52.09,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-E40C31D9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250418,HOSP-001,,DEPT-MED,Medical Ward,49.69,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-D30D7F8E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250428,HOSP-001,,DEPT-MED,Medical Ward,70.36,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-B7461F23,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250503,HOSP-001,,DEPT-MED,Medical Ward,62.31,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-D6EC3D87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250522,HOSP-001,,DEPT-MED,Medical Ward,49.69,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-F068CF87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250603,HOSP-001,,DEPT-MED,Medical Ward,65.01,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-749CCBF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250619,HOSP-001,,DEPT-MED,Medical Ward,75.55,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-B928297C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250629,HOSP-001,,DEPT-MED,Medical Ward,61.99,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-E83B43E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250703,HOSP-001,,DEPT-MED,Medical Ward,58.47,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-D41D43FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250710,HOSP-001,,DEPT-MED,Medical Ward,80.41,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-522BED9F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250719,HOSP-001,,DEPT-MED,Medical Ward,57.51,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-3A7BDA20,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250726,HOSP-001,,DEPT-MED,Medical Ward,64.84,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-9B8EFE1F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20250903,HOSP-001,,DEPT-MED,Medical Ward,53.59,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-8B2A1CCD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251001,HOSP-001,,DEPT-MED,Medical Ward,63.88,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-07E0198D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251012,HOSP-001,,DEPT-MED,Medical Ward,72.47,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-7CB158B8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251025,HOSP-001,,DEPT-MED,Medical Ward,52.09,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-365FADBD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251120,HOSP-001,,DEPT-MED,Medical Ward,54.74,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-641C9EEA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251125,HOSP-001,,DEPT-MED,Medical Ward,57.99,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-9E410851,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251129,HOSP-001,,DEPT-MED,Medical Ward,46.56,Monitoring Only,Monitoring,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-AF647C97,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251212,HOSP-001,,DEPT-MED,Medical Ward,63.01,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-5496ED2B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251216,HOSP-001,,DEPT-MED,Medical Ward,58.23,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-520EDF42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20251226,HOSP-001,,DEPT-MED,Medical Ward,54.83,Monitoring Only,Monitoring,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-A5A04D64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250107,HOSP-001,,DEPT-OPC,Outpatient Clinic,77.13,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-66B1BFBE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250122,HOSP-001,,DEPT-OPC,Outpatient Clinic,50.96,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-0464A142,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250305,HOSP-001,,DEPT-OPC,Outpatient Clinic,79.17,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-3DD32D40,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250314,HOSP-001,,DEPT-OPC,Outpatient Clinic,80.02,Requires Lineage Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-C5401785,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250325,HOSP-001,,DEPT-OPC,Outpatient Clinic,57.95,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-48A31F90,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250331,HOSP-001,,DEPT-OPC,Outpatient Clinic,89.43,Requires Baseline Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-2A0F35D2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250405,HOSP-001,,DEPT-OPC,Outpatient Clinic,84.96,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-E3587609,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250417,HOSP-001,,DEPT-OPC,Outpatient Clinic,59.82,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-0AA92D43,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250423,HOSP-001,,DEPT-OPC,Outpatient Clinic,77.51,Requires Lineage Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-373DE03B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250428,HOSP-001,,DEPT-OPC,Outpatient Clinic,81.09,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-48377793,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250517,HOSP-001,,DEPT-OPC,Outpatient Clinic,60.46,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-71988048,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250530,HOSP-001,,DEPT-OPC,Outpatient Clinic,66.22,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-9EAB9324,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250616,HOSP-001,,DEPT-OPC,Outpatient Clinic,95.09,Requires Budget Data,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-3B9DA56D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250622,HOSP-001,,DEPT-OPC,Outpatient Clinic,93.14,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-500C91A1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250706,HOSP-001,,DEPT-OPC,Outpatient Clinic,90.03,Requires Stakeholder Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-727DC88B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250815,HOSP-001,,DEPT-OPC,Outpatient Clinic,76.44,Requires Evidence Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-233806C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250823,HOSP-001,,DEPT-OPC,Outpatient Clinic,52.94,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-5D07EFAF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250830,HOSP-001,,DEPT-OPC,Outpatient Clinic,74.39,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-3F5D7851,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20250929,HOSP-001,,DEPT-OPC,Outpatient Clinic,50.11,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-337E9546,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251008,HOSP-001,,DEPT-OPC,Outpatient Clinic,92.67,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-64CB2AB1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251017,HOSP-001,,DEPT-OPC,Outpatient Clinic,61.16,Requires Budget Data,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-7138618A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251029,HOSP-001,,DEPT-OPC,Outpatient Clinic,68.32,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-A7DD3EA1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251110,HOSP-001,,DEPT-OPC,Outpatient Clinic,85.12,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-C016253B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251116,HOSP-001,,DEPT-OPC,Outpatient Clinic,72.29,Requires Assumption Validation,Conditional Review,Immediate Review,General Queue,Unavailable,,,General Queue
IMB-4660BD77,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251128,HOSP-001,,DEPT-OPC,Outpatient Clinic,57.69,Requires Lineage Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-D455FC38,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251203,HOSP-001,,DEPT-OPC,Outpatient Clinic,55.91,Requires Baseline Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-64F9062C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251209,HOSP-001,,DEPT-OPC,Outpatient Clinic,53.49,Requires Lineage Completion,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-D4D88EDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251214,HOSP-001,,DEPT-OPC,Outpatient Clinic,54.28,Requires Assumption Validation,Conditional Review,Prompt Review,General Queue,Unavailable,,,General Queue
IMB-0C18AC25,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251219,HOSP-001,,DEPT-OPC,Outpatient Clinic,62.88,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-CC8A3007,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20251223,HOSP-001,,DEPT-OPC,Outpatient Clinic,84.12,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-B018B677,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250118,HOSP-001,,DEPT-OPC,Outpatient Clinic,61.91,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
IMB-E7B29B64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250319,HOSP-001,,DEPT-OPC,Outpatient Clinic,78.4,Requires Baseline Validation,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-ECC69A67,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250404,HOSP-001,,DEPT-OPC,Outpatient Clinic,63.98,Ready with Conditions,Conditional Review,Immediate Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-C37293B9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250414,HOSP-001,,DEPT-OPC,Outpatient Clinic,55.98,Ready with Conditions,Conditional Review,Prompt Review,General Queue,Unavailable,Ready for Financial Comparison,,General Queue
IMB-7F9439AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20250421,HOSP-001,,DEPT-OPC,Outpatient Clinic,82.06,Ready for Integrated Management Review,Standard Management Review,Immediate Review,General Queue,Available,Ready for Financial Comparison,,General Queue
