integrated_management_brief_id,decision_package_id,hospital_name,department_name,dominant_kpi_name,risk_tier,urgency,management_attention_level,final_readiness_status,approval_status,brief_title,executive_headline,current_issue_summary,why_it_matters,representative_recommendation,immediate_action_option,near_term_action_option,preventive_action_option,baseline_summary,conservative_summary,expected_summary,higher_intensity_summary,displacement_risk,estimated_scenario_cost,estimated_financial_benefit,estimated_net_financial_impact,lower_financial_estimate,central_financial_estimate,upper_financial_estimate,financial_confidence,affordability_status,main_blocking_condition,top_secondary_conditions,failed_gates,required_resolution,primary_permitted_action,secondary_permitted_actions,escalation_status,monitoring_required,top_management_questions,blocking_question_count,causality_status,provisional_warning,contradiction_warning,evidence_completeness_status,lineage_completeness_status,future_audit_status,display_colour,display_icon,display_priority
IMB-4A9317D1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Patient Experience Patient Satisfaction Score Attention,Patient Experience is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-0CCDF8E3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Patient Experience Patient Satisfaction Score Attention,Patient Experience is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-E4BECDCF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Patient Experience Patient Satisfaction Score Attention,Patient Experience is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-7B2710AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Patient Experience Patient Satisfaction Score Attention,Patient Experience is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-E3BF1A90,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Patient Experience Patient Satisfaction Score Attention,Patient Experience is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-A10C4340,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Patient Experience Patient Satisfaction Score Attention,Patient Experience is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-8D0EBE98,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Patient Experience Patient Satisfaction Score Attention,Patient Experience is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-C270F775,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Patient Experience Patient Satisfaction Score Attention,Patient Experience is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-21BAE1F6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Patient Experience Patient Satisfaction Score Attention,Patient Experience is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-704E3A6B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Patient Experience Patient Satisfaction Score Attention,Patient Experience is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-13971398,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Patient Experience Patient Satisfaction Score Attention,Patient Experience is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-D09F9D92,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,,Patient Experience,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Pending Management Review,Integrated Management Brief: Patient Experience Patient Satisfaction Score Attention,Patient Experience is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,,,,,,,Continue Monitoring,,Monitoring,True,,0,Not Confirmed,False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-38083043,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Assumptions,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-B72E9A7C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Assumptions,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-39EBEF14,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Assumptions,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-4EBA6A1A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,,Surgery,Staffing Level,,,Conditional Review,Requires Lineage Completion,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Lineage Completion,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-1C93F6E5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,,Surgery,Staffing Level,,,Standard Management Review,Ready for Integrated Management Review,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,Baseline value: 70.0,Estimated impact: 20.0%,Estimated impact: 30.0%,Estimated impact: 30.0%,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-DF301168,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,,Surgery,Staffing Level,,,Conditional Review,Requires Budget Data,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Provide Budget Information,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-5544B70E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,,Surgery,Staffing Level,,,Conditional Review,Requires Lineage Completion,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Lineage Completion,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-EE54FB27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,,Surgery,Staffing Level,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-70C4774D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Assumptions,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-EE94CFFD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Assumptions,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-A97FA1DE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Assumptions,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-6F9B99A9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Assumptions,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-A20EC2B8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Assumptions,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-FD00CEA9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Assumptions,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-AA67F2B5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,,Surgery,Staffing Level,,,Conditional Review,Requires Baseline Validation,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Baseline,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-2334E7D5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,,Surgery,Staffing Level,,,Conditional Review,Requires Evidence Completion,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Evidence Completion,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-3605BFA0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Assumptions,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-B41D525C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,,Surgery,Staffing Level,,,Conditional Review,Requires Evidence Completion,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Evidence Completion,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-4C9C05A5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,,Surgery,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Stakeholder Review,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-6F627747,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Assumptions,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-7A39B7B9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,,Surgery,Staffing Level,,,Conditional Review,Requires Lineage Completion,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Lineage Completion,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-DD152564,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,,Surgery,Staffing Level,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-5E7EEE28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,,Surgery,Staffing Level,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-493ECBEF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Assumptions,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-D37F561B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,,Surgery,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Stakeholder Review,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-4C3DE157,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,,Surgery,Staffing Level,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-850E9522,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,,Surgery,Staffing Level,,,Conditional Review,Requires Assumption Validation,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Validate Assumptions,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-F6CF713B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,,Surgery,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Stakeholder Review,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-47564E17,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,,Surgery,Staffing Level,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-9C6F7B27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,,Surgery,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Pending Management Review,Integrated Management Brief: Surgery Staffing Level Attention,Surgery is experiencing Staffing Level related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Stakeholder Review,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-C01B690C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-9E4CA3AE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Requires Stakeholder Validation,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Stakeholder Review,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-E83A65A3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,,Surgery,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,Baseline value: 18.181818181818183,Estimated impact: -9.999999999999991%,Estimated impact: -20.0%,Estimated impact: -35.0%,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-43AE7423,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-8122725A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,,Surgery,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,Baseline value: 15.384615384615383,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -34.99999999999999%,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-24431709,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-CF644B2D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-9A563F16,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Requires Additional Scenario Analysis,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Additional Scenario,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-2B7E0C28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Not Suitable for Decision Use,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Reject Decision Use,,Not Assessable,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-25673786,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,,Surgery,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,Baseline value: 16.536796536796537,Estimated impact: -9.999999999999996%,Estimated impact: -19.999999999999996%,Estimated impact: -35.0%,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Standard Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-824FD581,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Requires Stakeholder Validation,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Request Stakeholder Review,,Standard Review,False,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
IMB-FEB0D3F0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,,Surgery,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Pending Management Review,Integrated Management Brief: Surgery Staff Absenteeism Rate Attention,Surgery is experiencing Staff Absenteeism Rate related operational conditions. Management attention required.,,,,,,,,,,,0.0,,,,,,,Moderate,,,,,,Review Integrated Decision Package,,Priority Review,True,,0,Not Confirmed,False; False; False; False; False; False,,Complete,Complete,Awaiting Management Action,grey,clock,1
