monitoring_action_id,decision_action_routing_id,decision_package_id,monitoring_required,monitoring_kpi,monitoring_frequency,trigger_condition,escalation_condition,reassessment_condition,responsible_role,reporting_requirement,current_status,governance_note
MON-50599843,DAR-E760C1BD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-459619B0,DAR-5666C2FE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E66F0570,DAR-FE4BEED2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-C67AFF30,DAR-FA48EE25,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-886B035B,DAR-A54F1C46,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-9A2118EC,DAR-E9A79A09,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-110F72D8,DAR-405F62F0,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-02B3CF15,DAR-4881A844,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-8A54CB6D,DAR-E1B65DF8,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-81F46349,DAR-7EA8C5F6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-EB9A499F,DAR-A4772225,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-EA1A456C,DAR-F857BB12,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-4B813C60,DAR-9C0116DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-7F224F85,DAR-91E73187,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-63370CD1,DAR-42ECE7B2,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-3D601630,DAR-AD1F47AE,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-5D1A6CE0,DAR-FE9A11DB,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-ED48C3CB,DAR-5CB86B57,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-535C3B0D,DAR-3945D05F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-8A389D8D,DAR-230E6257,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-D9672F5C,DAR-BDACF543,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-D31A85A1,DAR-2C12C57C,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-2AA0DDA2,DAR-942A5D94,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-C7884AEF,DAR-257DA3D5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-DDFC1398,DAR-43AF3329,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-3A0433F2,DAR-AE66E7D4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-A86E340F,DAR-4F29CA80,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-90F9DB86,DAR-D907246E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-FF6448E2,DAR-B34ED18D,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-74185C34,DAR-DB446FFA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-F81D7DD2,DAR-7B683739,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-9E9BF823,DAR-01BC7F88,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-AF63D888,DAR-261F58D6,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-9011CAE7,DAR-B4E4F0EC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E8DC03DA,DAR-96805EF5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-73F1F87E,DAR-1C08A3A4,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-94A69E56,DAR-0ACE79DD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-984EA34B,DAR-E34A6E17,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-8E07102D,DAR-62C93CCD,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-6176DC88,DAR-4987729E,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-9BBF3256,DAR-2ADFF6B3,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-4A46A9C2,DAR-26705AC5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-737ED95B,DAR-0BBE09FC,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-49DE17C9,DAR-2D9B3621,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-66A304EA,DAR-AB4009FA,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-EA24DE20,DAR-3C74B5C5,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E2F40384,DAR-5F51FB89,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261126,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-EEA5A049,DAR-79771E48,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261205,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-1993C7C2,DAR-F8B73CA9,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261216,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-C998D961,DAR-E7431B6F,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261220,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E940340C,DAR-22438797,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-B826590F,DAR-918FAC8C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-D3D43614,DAR-221FF377,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-9AB4B788,DAR-E605D8D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-0C93117E,DAR-0ED11F75,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-747C7D6E,DAR-7748164D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-0DEA95DD,DAR-64F562FC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-C26E3C46,DAR-B6FBC309,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-1BD2E6F5,DAR-49076815,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-C84A0D50,DAR-D32ECEA5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-C1C695E3,DAR-4841C122,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-83A0C288,DAR-E8FC8FC4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-9C9EF122,DAR-5312D8A3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-1E6DBA07,DAR-B40F0EA3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-EA2ECFCB,DAR-8679C0B3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,False,Staffing Level,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-32D950E9,DAR-CCEFDA12,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-16130093,DAR-8277BFFC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,True,Staffing Level,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-06376287,DAR-B9C2DFDF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-B0EC3B42,DAR-D41A78A2,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-BF0785B5,DAR-D4AF6D63,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-6E5E110B,DAR-AFC76DD5,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-40C717EB,DAR-7D935A78,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-A6B72485,DAR-085E4166,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-1BE12CC5,DAR-08BDB08D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-59D88471,DAR-750EDF90,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-F806AAD7,DAR-28D2D301,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-95161807,DAR-E04E13D3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-659CB1A8,DAR-3F5F7FE6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-6AA3E0DA,DAR-4343723C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-8ED7BCF3,DAR-83E86EF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-DD0A97FC,DAR-E44AEB29,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,True,Staff Absenteeism Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-6848449A,DAR-9BFF5838,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,False,Staff Absenteeism Rate,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Operations Manager,Not Applicable,Pending Setup,Prototype default - Pending Setup
MON-49BD4299,DAR-B5ED7C2C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-4AE8FFC8,DAR-A0AB822C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-CCA5794F,DAR-CAEE9730,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-B17E0D4A,DAR-BF840961,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-09521BF3,DAR-0A64507D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-143C71DF,DAR-9B80F7C6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-7B4B63AF,DAR-23D5D874,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-C7E9595F,DAR-6E63C959,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-E26A17A3,DAR-E9BD62E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-2ECE3500,DAR-ACE02453,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-2A0CD032,DAR-F501B1EC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-C0565E5A,DAR-ABB8588C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-39A0F7B3,DAR-3DA7AA0E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-46DC8D1B,DAR-55D93A86,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,True,Bed Occupancy Rate,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
MON-BF1FE976,DAR-271C04DC,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,True,Patient Satisfaction Score,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,Operations Manager,Standard monitoring report,Pending Setup,Prototype default - Pending Setup
