integrated_management_brief_id,decision_package_id,hospital_name,department_name,dominant_kpi_name,risk_tier,urgency,management_attention_level,final_readiness_status,primary_permitted_action,main_blocking_condition,top_management_questions,central_financial_estimate,financial_confidence,evidence_completeness_status,lineage_completeness_status,approval_status
IMB-79A11B2E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,,Medical Ward,Staffing Level,,,Conditional Review,Requires Baseline Validation,Validate Baseline,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-D3D0FABB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,,Medical Ward,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-6B454D57,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,,Medical Ward,Staffing Level,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-2796B7CF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,,Medical Ward,Staffing Level,,,Conditional Review,Requires Evidence Completion,Request Evidence Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-D04161A6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,,Medical Ward,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-0D388BE3,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,,Medical Ward,Staffing Level,,,Conditional Review,Requires Benefit Validation,Validate Benefit Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-3B3E7177,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,,Medical Ward,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-72DA697D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,,Medical Ward,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-65659028,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,,Medical Ward,Staffing Level,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-94EED986,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,,Medical Ward,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-E59022E1,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,,Medical Ward,Staffing Level,,,Conditional Review,Requires Baseline Validation,Validate Baseline,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-488F8429,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,,Medical Ward,Staffing Level,,,Conditional Review,Requires Additional Scenario Analysis,Request Additional Scenario,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-ABBCB808,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,,Medical Ward,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-66982692,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,,Medical Ward,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-5311A3C7,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-6E77FE59,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,,Medical Ward,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-B06689AF,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-A20204BB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Requires Baseline Validation,Validate Baseline,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-DDBCA74A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260403,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Requires Baseline Validation,Validate Baseline,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-9B3A037A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260411,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-C72DFD31,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260505,,Medical Ward,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-C249D542,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260601,,Medical Ward,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-21A4937C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260608,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-18216C42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260617,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-1E1235B6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260624,,Medical Ward,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-EA925B2A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260701,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Requires Evidence Completion,Request Evidence Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-991D1296,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260709,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Requires Evidence Completion,Request Evidence Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-7D02BB10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260802,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-978488DA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20261111,,Medical Ward,Staff Absenteeism Rate,,,Conditional Review,Requires Lineage Completion,Request Lineage Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-DF6BD728,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260405,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-8E809419,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260412,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-C1CEA013,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260429,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-D21BCD3C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260506,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-59D32CD8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260510,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-0982DC98,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260519,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-555CD27D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260527,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-420D3178,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260621,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-03CC14C9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260626,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-90B45E10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-6014C03B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-4476FEFB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-E4F3B3FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-8E77B23A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,,Medical Ward,Bed Occupancy Rate,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-4F662426,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-1A3A1AB4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-B44D5BA4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-E40C31D9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-D30D7F8E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-B7461F23,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-D6EC3D87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-F068CF87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-749CCBF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-B928297C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-E83B43E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-D41D43FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-522BED9F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-3A7BDA20,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-9B8EFE1F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-8B2A1CCD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-07E0198D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-7CB158B8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-365FADBD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-641C9EEA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-9E410851,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-AF647C97,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-5496ED2B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-520EDF42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,,Medical Ward,Patient Satisfaction Score,,,Monitoring,Monitoring Only,Continue Monitoring,None,,,,Complete,Complete,Pending Management Review
IMB-A5A04D64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-66B1BFBE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-0464A142,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-3DD32D40,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Lineage Completion,Request Lineage Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-C5401785,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-48A31F90,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Baseline Validation,Validate Baseline,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-2A0F35D2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-E3587609,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-0AA92D43,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Lineage Completion,Request Lineage Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-373DE03B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-48377793,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-71988048,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-9EAB9324,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Budget Data,Provide Budget Information,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-3B9DA56D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,,Outpatient Clinic,Staffing Level,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-500C91A1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-727DC88B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Evidence Completion,Request Evidence Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-233806C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-5D07EFAF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-3F5D7851,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,,Outpatient Clinic,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-337E9546,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-64CB2AB1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Budget Data,Provide Budget Information,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-7138618A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-A7DD3EA1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,,Outpatient Clinic,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-C016253B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-4660BD77,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Lineage Completion,Request Lineage Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-D455FC38,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Baseline Validation,Validate Baseline,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-64F9062C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Lineage Completion,Request Lineage Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-D4D88EDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,,Outpatient Clinic,Staffing Level,,,Conditional Review,Requires Assumption Validation,Validate Assumptions,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-0C18AC25,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,,Outpatient Clinic,Staffing Level,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-CC8A3007,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,,Outpatient Clinic,Staffing Level,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-B018B677,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,,Outpatient Clinic,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-E7B29B64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,,Outpatient Clinic,Staff Absenteeism Rate,,,Conditional Review,Requires Baseline Validation,Validate Baseline,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-ECC69A67,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,,Outpatient Clinic,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-C37293B9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,,Outpatient Clinic,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-7F9439AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,,Outpatient Clinic,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-E32F4B41,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,,Outpatient Clinic,Staff Absenteeism Rate,,,Conditional Review,Requires Evidence Completion,Request Evidence Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-1487EEE7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,,Outpatient Clinic,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-CC65321E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,,Outpatient Clinic,Staff Absenteeism Rate,,,Conditional Review,Requires Stakeholder Validation,Request Stakeholder Review,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-E3B2359A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,,Outpatient Clinic,Staff Absenteeism Rate,,,Conditional Review,Requires Additional Scenario Analysis,Request Additional Scenario,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-E9C7C886,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,,Outpatient Clinic,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-85A3369E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,,Outpatient Clinic,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-E87609BE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,,Outpatient Clinic,Staff Absenteeism Rate,,,Conditional Review,Requires Lineage Completion,Request Lineage Completion,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-1724B02D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,,Outpatient Clinic,Staff Absenteeism Rate,,,Conditional Review,Ready with Conditions,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-64A6A46F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,,Outpatient Clinic,Staff Absenteeism Rate,,,Standard Management Review,Ready for Integrated Management Review,Review Integrated Decision Package,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-2683013D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,,Outpatient Clinic,Average Patient Waiting Time,,,Conditional Review,Requires Budget Data,Provide Budget Information,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-E2BF4CC1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,,Outpatient Clinic,Average Patient Waiting Time,,,Conditional Review,Requires Baseline Validation,Validate Baseline,None,,,Moderate,Complete,Complete,Pending Management Review
IMB-A2EF60AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,,Outpatient Clinic,Average Patient Waiting Time,,,Non-Quantitative Review,Non-Quantitative,Route to Non-Quantitative Review,None,,,,Complete,Complete,Pending Management Review
IMB-8D728E39,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,,Outpatient Clinic,Average Patient Waiting Time,,,Non-Quantitative Review,Non-Quantitative,Route to Non-Quantitative Review,None,,,,Complete,Complete,Pending Management Review
