decision_evidence_profile_id,decision_action_routing_id,decision_readiness_id,decision_scorecard_id,decision_package_id,integrated_decision_id,approval_package_id,episode_id,hospital_id,department_id,final_readiness_status,primary_action_id,primary_queue,approval_status,causality_status,governance_note
EVP-792E0C21,DAR-79B648D9,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,ID-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,EP-HOSP-001-DEPT-OPC-kpi_006-20261215,HOSP-001,DEPT-OPC,Monitoring Only,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-D136CB46,DAR-91132CD8,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,EP-HOSP-001-DEPT-PEX-kpi_001-20260111,HOSP-001,DEPT-PEX,Requires Assumption Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-CFA70CB0,DAR-85BE6AB8,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,EP-HOSP-001-DEPT-PEX-kpi_001-20260115,HOSP-001,DEPT-PEX,Requires Assumption Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-B3C89CB6,DAR-5E72DD37,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,EP-HOSP-001-DEPT-PEX-kpi_001-20260203,HOSP-001,DEPT-PEX,Requires Assumption Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-5BA24393,DAR-BD554CF0,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,EP-HOSP-001-DEPT-PEX-kpi_001-20260207,HOSP-001,DEPT-PEX,Requires Financial Input,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-4428FD88,DAR-BC81DEE3,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,EP-HOSP-001-DEPT-PEX-kpi_001-20260212,HOSP-001,DEPT-PEX,Requires Assumption Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-F5BFAB40,DAR-56A8C75D,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,EP-HOSP-001-DEPT-PEX-kpi_001-20260326,HOSP-001,DEPT-PEX,Requires Benefit Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-9DFD05A4,DAR-92187BB5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,EP-HOSP-001-DEPT-PEX-kpi_001-20260413,HOSP-001,DEPT-PEX,Ready with Conditions,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-249A8FF5,DAR-0B9EB225,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,EP-HOSP-001-DEPT-PEX-kpi_001-20260421,HOSP-001,DEPT-PEX,Ready for Integrated Management Review,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-C51A3CB1,DAR-0B636B36,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,EP-HOSP-001-DEPT-PEX-kpi_001-20260502,HOSP-001,DEPT-PEX,Requires Assumption Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-2ADA7DDB,DAR-017794B2,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,EP-HOSP-001-DEPT-PEX-kpi_001-20260510,HOSP-001,DEPT-PEX,Requires Evidence Completion,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-89873D8A,DAR-4D3397CA,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,EP-HOSP-001-DEPT-PEX-kpi_001-20260515,HOSP-001,DEPT-PEX,Requires Assumption Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-5A852A89,DAR-ED926096,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,EP-HOSP-001-DEPT-PEX-kpi_001-20260521,HOSP-001,DEPT-PEX,Ready for Integrated Management Review,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-A1C1B0DE,DAR-57A63AEB,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,EP-HOSP-001-DEPT-PEX-kpi_001-20260623,HOSP-001,DEPT-PEX,Requires Assumption Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-DEB5E99F,DAR-8D64AF46,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,EP-HOSP-001-DEPT-PEX-kpi_001-20260710,HOSP-001,DEPT-PEX,Ready for Integrated Management Review,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-9F5D2ECC,DAR-1ABB2275,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,EP-HOSP-001-DEPT-PEX-kpi_001-20260727,HOSP-001,DEPT-PEX,Ready with Conditions,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-466A5E93,DAR-C895CF39,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,EP-HOSP-001-DEPT-PEX-kpi_001-20260813,HOSP-001,DEPT-PEX,Requires Assumption Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-C99E1488,DAR-D388E5F9,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,EP-HOSP-001-DEPT-PEX-kpi_001-20260915,HOSP-001,DEPT-PEX,Ready for Integrated Management Review,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-F7D7A63F,DAR-B1534D7C,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,EP-HOSP-001-DEPT-PEX-kpi_001-20261024,HOSP-001,DEPT-PEX,Requires Assumption Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-AE6FCA89,DAR-067BBE3A,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,EP-HOSP-001-DEPT-PEX-kpi_001-20261110,HOSP-001,DEPT-PEX,Requires Assumption Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-9BC5A184,DAR-845120DB,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,EP-HOSP-001-DEPT-PEX-kpi_001-20261229,HOSP-001,DEPT-PEX,Requires Assumption Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-36F96540,DAR-8ADD4F28,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,EP-HOSP-001-DEPT-PEX-kpi_002-20260103,HOSP-001,DEPT-PEX,Ready with Conditions,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-8F3CF97E,DAR-C09045AD,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,EP-HOSP-001-DEPT-PEX-kpi_002-20260209,HOSP-001,DEPT-PEX,Ready for Integrated Management Review,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-552EF2BA,DAR-41EC1F94,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,EP-HOSP-001-DEPT-PEX-kpi_002-20260221,HOSP-001,DEPT-PEX,Requires Additional Scenario Analysis,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-D5ED852A,DAR-28A94246,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,EP-HOSP-001-DEPT-PEX-kpi_002-20260302,HOSP-001,DEPT-PEX,Ready for Integrated Management Review,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-BE6516F2,DAR-658D5A05,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,EP-HOSP-001-DEPT-PEX-kpi_002-20260328,HOSP-001,DEPT-PEX,Ready with Conditions,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-942BA688,DAR-CB813BFF,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,EP-HOSP-001-DEPT-PEX-kpi_002-20260406,HOSP-001,DEPT-PEX,Ready for Integrated Management Review,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-A8EE0690,DAR-6671F7E6,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,EP-HOSP-001-DEPT-PEX-kpi_002-20260416,HOSP-001,DEPT-PEX,Requires Lineage Completion,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-075EBC0C,DAR-0B9717C1,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,EP-HOSP-001-DEPT-PEX-kpi_002-20260424,HOSP-001,DEPT-PEX,Ready with Conditions,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-6AEB6F8E,DAR-F883E475,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,EP-HOSP-001-DEPT-PEX-kpi_002-20260430,HOSP-001,DEPT-PEX,Requires Benefit Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-F8DEA1C8,DAR-2014F10B,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,EP-HOSP-001-DEPT-PEX-kpi_002-20260519,HOSP-001,DEPT-PEX,Ready for Integrated Management Review,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-21CECF13,DAR-82FF9346,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,EP-HOSP-001-DEPT-PEX-kpi_002-20260529,HOSP-001,DEPT-PEX,Requires Stakeholder Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-4947AD23,DAR-72E13BF2,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,EP-HOSP-001-DEPT-PEX-kpi_002-20260603,HOSP-001,DEPT-PEX,Requires Additional Scenario Analysis,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-32342B56,DAR-C6911469,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,EP-HOSP-001-DEPT-PEX-kpi_002-20260613,HOSP-001,DEPT-PEX,Ready for Integrated Management Review,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-17487002,DAR-02BE61BA,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,EP-HOSP-001-DEPT-PEX-kpi_002-20260704,HOSP-001,DEPT-PEX,Requires Baseline Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-F7D95A05,DAR-3BE9BBDF,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,EP-HOSP-001-DEPT-PEX-kpi_002-20260708,HOSP-001,DEPT-PEX,Ready with Conditions,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-2F05C6D0,DAR-9157CEC0,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,EP-HOSP-001-DEPT-PEX-kpi_002-20260719,HOSP-001,DEPT-PEX,Requires Financial Input,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-B36F54D4,DAR-0F5582F7,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,EP-HOSP-001-DEPT-PEX-kpi_002-20260728,HOSP-001,DEPT-PEX,Ready for Integrated Management Review,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-E9ECC637,DAR-3BC4781E,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,EP-HOSP-001-DEPT-PEX-kpi_002-20260911,HOSP-001,DEPT-PEX,Requires Budget Data,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-16273AC2,DAR-1C309785,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,EP-HOSP-001-DEPT-PEX-kpi_002-20260925,HOSP-001,DEPT-PEX,Not Suitable for Decision Use,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-1186168F,DAR-573F14E9,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,EP-HOSP-001-DEPT-PEX-kpi_002-20261010,HOSP-001,DEPT-PEX,Requires Baseline Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-B394964F,DAR-105F67D6,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,EP-HOSP-001-DEPT-PEX-kpi_002-20261018,HOSP-001,DEPT-PEX,Requires Lineage Completion,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-E8AC5B21,DAR-6C009BE9,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,EP-HOSP-001-DEPT-PEX-kpi_002-20261025,HOSP-001,DEPT-PEX,Requires Stakeholder Validation,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-5A556898,DAR-16BFCF30,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,EP-HOSP-001-DEPT-PEX-kpi_002-20261104,HOSP-001,DEPT-PEX,Ready with Conditions,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-1F4BF9EF,DAR-42569235,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,EP-HOSP-001-DEPT-PEX-kpi_002-20261214,HOSP-001,DEPT-PEX,Ready with Conditions,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
EVP-4CB54779,DAR-2F98846C,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,ID-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,EP-HOSP-001-DEPT-PEX-kpi_006-20260121,HOSP-001,DEPT-PEX,Monitoring Only,,General Queue,Pending Management Review,Not Confirmed,Evidence profile for audit traceability
