action_evidence_id,decision_action_routing_id,decision_readiness_id,evidence_type,evidence_description,evidence_status,source_phase,reconciliation_status,governance_note
AEV-D6E2C0FC,DAR-D504E142,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F0717A87,DAR-38B05503,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A1B4028C,DAR-A79481F1,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-228335DA,DAR-98A3056A,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-3D1F4304,DAR-055DD4E2,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-D4CA86CC,DAR-A080D16B,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-CF446477,DAR-5730C828,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-2FB76A1F,DAR-D637E4D5,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-898FD526,DAR-28AB2A25,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-4401CF4F,DAR-4B27E726,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B064A701,DAR-8786A152,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-28EA7FCD,DAR-7DB39CF4,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-0B42335E,DAR-A394CB26,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-6C8148C8,DAR-702A86AC,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-DF68228D,DAR-6C03EBB8,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-6A8AF9F0,DAR-04E2E51A,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E6BA4B1B,DAR-BE2E413C,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-47BF5195,DAR-B6904B30,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-C03EE9DA,DAR-13302777,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-85F1696A,DAR-B193B83A,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-810D117B,DAR-DD7D5326,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E2AAA574,DAR-9CF634B0,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-17CDC7D5,DAR-642F3498,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-D905AA4D,DAR-802B91B0,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-BF809C90,DAR-A9286F9D,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-8F4F4ACE,DAR-8E141922,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-76FA31DE,DAR-3D4EFEF8,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A0814B94,DAR-667E4884,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-69144A1C,DAR-9D8EE118,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-BF8E8404,DAR-BB627492,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-578AC7B9,DAR-5FA84122,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-BD5A0273,DAR-2F052166,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-2983EE2A,DAR-D3E2D020,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-EEDCDFB9,DAR-E92BBF5A,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-3D6E73DB,DAR-6F94AF95,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-2154FAE8,DAR-5B29121D,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-D0413786,DAR-5A9D2A1A,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E7E12DA4,DAR-FA9D5418,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-20716EA4,DAR-60E864A0,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B334E875,DAR-C28BEDE4,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F18D0536,DAR-4DD779B5,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A7387C63,DAR-75F685D4,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-3C23E71F,DAR-E108DFAA,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B9332513,DAR-89FF9A00,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-74232185,DAR-39E716E6,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-5DB59FA7,DAR-C3E2F410,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-FE844115,DAR-011B9BEF,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-1A3ED818,DAR-7EDBEC74,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-2AB61FBD,DAR-D70E7695,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-4D1E7C63,DAR-16C3C92C,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B10B69CE,DAR-2325718B,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-8735E64E,DAR-5177B10C,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-3172C646,DAR-A5F75B70,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A0A122D8,DAR-79B648D9,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A74455D1,DAR-91132CD8,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-1BFBAA27,DAR-85BE6AB8,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-9B87E6BB,DAR-5E72DD37,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-703BABD6,DAR-BD554CF0,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-522E3A8B,DAR-BC81DEE3,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-945D02C8,DAR-56A8C75D,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-DD5B3B84,DAR-92187BB5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-08DE446E,DAR-0B9EB225,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-C7FE79B2,DAR-0B636B36,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A3D6A01E,DAR-017794B2,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F0348ECD,DAR-4D3397CA,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-811DE29A,DAR-ED926096,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-9EFB0047,DAR-57A63AEB,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-063C7DCD,DAR-8D64AF46,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-88A823FD,DAR-1ABB2275,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-3A194D34,DAR-C895CF39,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A64DF221,DAR-D388E5F9,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-71F33906,DAR-B1534D7C,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-FBEEFF36,DAR-067BBE3A,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B14089E2,DAR-845120DB,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-2EDBD161,DAR-8ADD4F28,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-92AF9C35,DAR-C09045AD,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-CB10AFFE,DAR-41EC1F94,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-12D92BFD,DAR-28A94246,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-64E07599,DAR-658D5A05,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-BFDCE4FE,DAR-CB813BFF,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A2329BF0,DAR-6671F7E6,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B8DE6D37,DAR-0B9717C1,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-6CD0F566,DAR-F883E475,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-AB8ED656,DAR-2014F10B,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-072E0728,DAR-82FF9346,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-8B16A41F,DAR-72E13BF2,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-01A5EFAB,DAR-C6911469,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-D842C7E1,DAR-02BE61BA,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-9DFE7F0F,DAR-3BE9BBDF,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-5DB3796E,DAR-9157CEC0,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-5FF66741,DAR-0F5582F7,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A2791B3C,DAR-3BC4781E,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-454B1905,DAR-1C309785,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-DF81BDC8,DAR-573F14E9,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F3342CB6,DAR-105F67D6,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-55EB63C7,DAR-6C009BE9,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-CAA510EC,DAR-16BFCF30,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E0C49BBB,DAR-42569235,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-309288C7,DAR-2F98846C,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-63307F90,DAR-59C011AE,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-DCE4C05D,DAR-6D176FA1,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-53E5D6BE,DAR-6F52AB4D,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-FED64A1B,DAR-ABE54BC8,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-8574A2F6,DAR-94A8124A,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-BC619B19,DAR-4152488A,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B765D2F0,DAR-E83F332E,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A0E4F61D,DAR-ABF7005F,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-C25F3891,DAR-F478CDDD,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E803A693,DAR-C77E9C9A,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A8004977,DAR-723BDBA2,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E3DA3C34,DAR-7D642AEB,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-37E88832,DAR-6107C21A,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-FC02BA1A,DAR-C17134B2,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B7108C8D,DAR-4DB86EB3,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-BE674712,DAR-93EE4994,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-3E86AC32,DAR-ED564EA1,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-C011494F,DAR-6AAB93D9,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-C284EACF,DAR-E21BF951,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-35FEEC3C,DAR-F9CD00DB,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-3C6E68CC,DAR-94B74FF2,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-A8EB73D8,DAR-882E9987,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-B092BD09,DAR-122243DB,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E455677E,DAR-D4F053B1,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F2933447,DAR-DD5492F2,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-DA506CB1,DAR-3659AEB0,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-EFD7B778,DAR-73469D08,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-774011BD,DAR-28169661,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-53FDEEA3,DAR-23DCEF09,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-C99CE7BB,DAR-DE83967F,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-11998CCD,DAR-D8F16A41,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-94CAEAE5,DAR-C5D71BB2,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-2B7C7603,DAR-821A79B5,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-009070FD,DAR-7039BD26,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-FD66EFC8,DAR-30907247,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-FB9A0321,DAR-7A3D6830,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-78BB5870,DAR-67B68C07,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-D4B07F02,DAR-9739DA27,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-F40E7997,DAR-20656E67,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-E3782F0C,DAR-51F39760,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-C737158C,DAR-15057934,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-BFDFD4CF,DAR-596246CF,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-5CADD4CD,DAR-8B037288,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-BB895227,DAR-18FB64D7,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-3CEDCADE,DAR-C3F1A180,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-FC7F18D6,DAR-B0F9ABE0,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-FE291014,DAR-436AC210,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-281D9C83,DAR-65082F7A,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
AEV-70E2048B,DAR-B3C2E998,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,General,,Pending,2D-4,Reconciled,Evidence reference carried forward from readiness
