integrated_management_brief_id,decision_package_id,decision_evidence_profile_id,evidence_completeness_status,evidence_coverage_pct,critical_missing_evidence_count,governance_note
IMB-C1223CB4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,EVP-AE6FCA89,Complete,100.0,0,Brief evidence cross-reference
IMB-62B3BEC9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,EVP-9BC5A184,Complete,100.0,0,Brief evidence cross-reference
IMB-F98C3B1A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,EVP-36F96540,Complete,100.0,0,Brief evidence cross-reference
IMB-BCEAEA0F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,EVP-8F3CF97E,Complete,100.0,0,Brief evidence cross-reference
IMB-29DA0441,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,EVP-552EF2BA,Complete,100.0,0,Brief evidence cross-reference
IMB-2260F12B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,EVP-D5ED852A,Complete,100.0,0,Brief evidence cross-reference
IMB-51EE0234,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,EVP-BE6516F2,Complete,100.0,0,Brief evidence cross-reference
IMB-F823ED18,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,EVP-942BA688,Complete,100.0,0,Brief evidence cross-reference
IMB-FC4A86D5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,EVP-A8EE0690,Complete,100.0,0,Brief evidence cross-reference
IMB-F7E0CD5B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,EVP-075EBC0C,Complete,100.0,0,Brief evidence cross-reference
IMB-46B596F0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,EVP-6AEB6F8E,Complete,100.0,0,Brief evidence cross-reference
IMB-B153EAEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,EVP-F8DEA1C8,Complete,100.0,0,Brief evidence cross-reference
IMB-1D017F60,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,EVP-21CECF13,Complete,100.0,0,Brief evidence cross-reference
IMB-1F247173,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,EVP-4947AD23,Complete,100.0,0,Brief evidence cross-reference
IMB-7A5A568B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,EVP-32342B56,Complete,100.0,0,Brief evidence cross-reference
IMB-9A7B75E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,EVP-17487002,Complete,100.0,0,Brief evidence cross-reference
IMB-2207CA95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,EVP-F7D95A05,Complete,100.0,0,Brief evidence cross-reference
IMB-919D58F4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,EVP-2F05C6D0,Complete,100.0,0,Brief evidence cross-reference
IMB-2EC732D3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,EVP-B36F54D4,Complete,100.0,0,Brief evidence cross-reference
IMB-5A25FB5E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,EVP-E9ECC637,Complete,100.0,0,Brief evidence cross-reference
IMB-C9EC0273,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,EVP-16273AC2,Complete,100.0,0,Brief evidence cross-reference
IMB-9EE286A6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,EVP-1186168F,Complete,100.0,0,Brief evidence cross-reference
IMB-DECBBCBA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,EVP-B394964F,Complete,100.0,0,Brief evidence cross-reference
IMB-E052EAC5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,EVP-E8AC5B21,Complete,100.0,0,Brief evidence cross-reference
IMB-A8DD9275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,EVP-5A556898,Complete,100.0,0,Brief evidence cross-reference
IMB-0DAA603C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,EVP-1F4BF9EF,Complete,100.0,0,Brief evidence cross-reference
IMB-B61916EB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,EVP-4CB54779,Complete,100.0,0,Brief evidence cross-reference
IMB-C7EB2C4D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,EVP-B3B739B6,Complete,100.0,0,Brief evidence cross-reference
IMB-DEF42196,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,EVP-B73768B2,Complete,100.0,0,Brief evidence cross-reference
IMB-0F75E8A3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,EVP-800FDA5F,Complete,100.0,0,Brief evidence cross-reference
IMB-19AE68D0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,EVP-D17E98C0,Complete,100.0,0,Brief evidence cross-reference
IMB-49E16A72,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,EVP-F99880D1,Complete,100.0,0,Brief evidence cross-reference
IMB-14DA5FA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,EVP-EB29D64C,Complete,100.0,0,Brief evidence cross-reference
IMB-D007BBEA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,EVP-22CB2DDA,Complete,100.0,0,Brief evidence cross-reference
IMB-8C7D2658,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,EVP-D6B1BD71,Complete,100.0,0,Brief evidence cross-reference
IMB-99B2787D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,EVP-2204DB26,Complete,100.0,0,Brief evidence cross-reference
IMB-4A9317D1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,EVP-4D6145AE,Complete,100.0,0,Brief evidence cross-reference
IMB-0CCDF8E3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,EVP-8C29B344,Complete,100.0,0,Brief evidence cross-reference
IMB-E4BECDCF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,EVP-EA0E7CB3,Complete,100.0,0,Brief evidence cross-reference
IMB-7B2710AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,EVP-045D7B72,Complete,100.0,0,Brief evidence cross-reference
IMB-E3BF1A90,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,EVP-26223A7D,Complete,100.0,0,Brief evidence cross-reference
IMB-A10C4340,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,EVP-62BB14AE,Complete,100.0,0,Brief evidence cross-reference
IMB-8D0EBE98,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,EVP-AF674B6C,Complete,100.0,0,Brief evidence cross-reference
IMB-C270F775,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,EVP-54FE2F49,Complete,100.0,0,Brief evidence cross-reference
IMB-21BAE1F6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,EVP-51745503,Complete,100.0,0,Brief evidence cross-reference
IMB-704E3A6B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,EVP-0D9CD769,Complete,100.0,0,Brief evidence cross-reference
IMB-13971398,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,EVP-62BFFEC8,Complete,100.0,0,Brief evidence cross-reference
IMB-D09F9D92,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,EVP-B3CCCDCE,Complete,100.0,0,Brief evidence cross-reference
IMB-38083043,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,EVP-B6194824,Complete,100.0,0,Brief evidence cross-reference
IMB-B72E9A7C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,EVP-DC28834F,Complete,100.0,0,Brief evidence cross-reference
IMB-39EBEF14,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,EVP-0A91ADD6,Complete,100.0,0,Brief evidence cross-reference
IMB-4EBA6A1A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,EVP-F4C3AFBB,Complete,100.0,0,Brief evidence cross-reference
IMB-1C93F6E5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,EVP-BB3597FF,Complete,100.0,0,Brief evidence cross-reference
IMB-DF301168,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,EVP-E33EB2B5,Complete,100.0,0,Brief evidence cross-reference
IMB-5544B70E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,EVP-9D94BA4F,Complete,100.0,0,Brief evidence cross-reference
IMB-EE54FB27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,EVP-C2DD0422,Complete,100.0,0,Brief evidence cross-reference
IMB-70C4774D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,EVP-6EABA5F5,Complete,100.0,0,Brief evidence cross-reference
IMB-EE94CFFD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,EVP-F842CBC1,Complete,100.0,0,Brief evidence cross-reference
IMB-A97FA1DE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,EVP-7A984A70,Complete,100.0,0,Brief evidence cross-reference
IMB-6F9B99A9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,EVP-B9DCC2D7,Complete,100.0,0,Brief evidence cross-reference
IMB-A20EC2B8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,EVP-5CA74D53,Complete,100.0,0,Brief evidence cross-reference
IMB-FD00CEA9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,EVP-8E2FE422,Complete,100.0,0,Brief evidence cross-reference
IMB-AA67F2B5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,EVP-4AF041C9,Complete,100.0,0,Brief evidence cross-reference
IMB-2334E7D5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,EVP-4E6C4F35,Complete,100.0,0,Brief evidence cross-reference
IMB-3605BFA0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,EVP-9A21D7BD,Complete,100.0,0,Brief evidence cross-reference
IMB-B41D525C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,EVP-D5320817,Complete,100.0,0,Brief evidence cross-reference
IMB-4C9C05A5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,EVP-5342982F,Complete,100.0,0,Brief evidence cross-reference
IMB-6F627747,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,EVP-BD4FA96B,Complete,100.0,0,Brief evidence cross-reference
IMB-7A39B7B9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,EVP-78DF30CA,Complete,100.0,0,Brief evidence cross-reference
IMB-DD152564,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,EVP-B7DF8B27,Complete,100.0,0,Brief evidence cross-reference
IMB-5E7EEE28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,EVP-BE946A1B,Complete,100.0,0,Brief evidence cross-reference
IMB-493ECBEF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,EVP-8017FE85,Complete,100.0,0,Brief evidence cross-reference
IMB-D37F561B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,EVP-A5B2CBE3,Complete,100.0,0,Brief evidence cross-reference
IMB-4C3DE157,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,EVP-A5B1687B,Complete,100.0,0,Brief evidence cross-reference
IMB-850E9522,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,EVP-EED961BB,Complete,100.0,0,Brief evidence cross-reference
IMB-F6CF713B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,EVP-FD7562F3,Complete,100.0,0,Brief evidence cross-reference
IMB-47564E17,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,EVP-D2BFAF27,Complete,100.0,0,Brief evidence cross-reference
IMB-9C6F7B27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,EVP-A3178219,Complete,100.0,0,Brief evidence cross-reference
IMB-C01B690C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,EVP-ACA04468,Complete,100.0,0,Brief evidence cross-reference
IMB-9E4CA3AE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,EVP-E4AEBC04,Complete,100.0,0,Brief evidence cross-reference
IMB-E83A65A3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,EVP-E9458235,Complete,100.0,0,Brief evidence cross-reference
IMB-43AE7423,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,EVP-14D4A096,Complete,100.0,0,Brief evidence cross-reference
IMB-8122725A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,EVP-4E7C55CC,Complete,100.0,0,Brief evidence cross-reference
IMB-24431709,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,EVP-FB4007EB,Complete,100.0,0,Brief evidence cross-reference
IMB-CF644B2D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,EVP-A0A640FA,Complete,100.0,0,Brief evidence cross-reference
IMB-9A563F16,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,EVP-F1C83A6B,Complete,100.0,0,Brief evidence cross-reference
IMB-2B7E0C28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,EVP-F78DCBAF,Complete,100.0,0,Brief evidence cross-reference
IMB-25673786,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,EVP-B13DEAA4,Complete,100.0,0,Brief evidence cross-reference
IMB-824FD581,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,EVP-BEFEA71B,Complete,100.0,0,Brief evidence cross-reference
IMB-FEB0D3F0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,EVP-E173A81E,Complete,100.0,0,Brief evidence cross-reference
IMB-A99249FB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,EVP-881497E6,Complete,100.0,0,Brief evidence cross-reference
IMB-9C7E6060,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,EVP-A660E211,Complete,100.0,0,Brief evidence cross-reference
IMB-D24AABFA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,EVP-7C38110C,Complete,100.0,0,Brief evidence cross-reference
IMB-5F092CDC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,EVP-83539504,Complete,100.0,0,Brief evidence cross-reference
IMB-821A8D96,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,EVP-ABCFAE50,Complete,100.0,0,Brief evidence cross-reference
IMB-300F2670,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,EVP-6C15E9AE,Complete,100.0,0,Brief evidence cross-reference
IMB-817F1E61,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,EVP-87D71FF5,Complete,100.0,0,Brief evidence cross-reference
IMB-99CB09FD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,EVP-800473F8,Complete,100.0,0,Brief evidence cross-reference
IMB-6C1FBE0B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,EVP-841D6833,Complete,100.0,0,Brief evidence cross-reference
IMB-011F0FD8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,EVP-80D662CA,Complete,100.0,0,Brief evidence cross-reference
IMB-4DAFB72C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,EVP-9487C472,Complete,100.0,0,Brief evidence cross-reference
IMB-C3651C87,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,EVP-594F9A02,Complete,100.0,0,Brief evidence cross-reference
IMB-7C992E13,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,EVP-3D2C28EA,Complete,100.0,0,Brief evidence cross-reference
IMB-DE8CAE57,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,EVP-78275897,Complete,100.0,0,Brief evidence cross-reference
IMB-1EE81D52,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,EVP-1EE93BBD,Complete,100.0,0,Brief evidence cross-reference
IMB-4652D90D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,EVP-3AB18154,Complete,100.0,0,Brief evidence cross-reference
IMB-4E556BA3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,EVP-4C2FFBD7,Complete,100.0,0,Brief evidence cross-reference
IMB-9019ECDB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,EVP-73D2FBCF,Complete,100.0,0,Brief evidence cross-reference
IMB-FCF9325A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,EVP-D70023BB,Complete,100.0,0,Brief evidence cross-reference
IMB-714D4F4E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,EVP-7C1717BD,Complete,100.0,0,Brief evidence cross-reference
IMB-D4D27EA4,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,EVP-E7CF5C6F,Complete,100.0,0,Brief evidence cross-reference
IMB-1DB119D2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,EVP-25CB0F2A,Complete,100.0,0,Brief evidence cross-reference
IMB-88F660B3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,EVP-CB693FDC,Complete,100.0,0,Brief evidence cross-reference
IMB-29DC7418,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,EVP-71DEBDAD,Complete,100.0,0,Brief evidence cross-reference
IMB-1F38C247,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,EVP-A535AAE6,Complete,100.0,0,Brief evidence cross-reference
IMB-AC4C0B5E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,EVP-8418C524,Complete,100.0,0,Brief evidence cross-reference
IMB-7E93BD04,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,EVP-27572C0F,Complete,100.0,0,Brief evidence cross-reference
IMB-F3B08CAA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,EVP-8BFCA5A5,Complete,100.0,0,Brief evidence cross-reference
IMB-693FAE9C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,EVP-29354DDA,Complete,100.0,0,Brief evidence cross-reference
IMB-53E17EB9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,EVP-B87916E2,Complete,100.0,0,Brief evidence cross-reference
IMB-0A01F4D7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,EVP-A132F1C4,Complete,100.0,0,Brief evidence cross-reference
IMB-C4231D7F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,EVP-897A2AE9,Complete,100.0,0,Brief evidence cross-reference
IMB-0FC7F4F6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,EVP-7A4B2AB6,Complete,100.0,0,Brief evidence cross-reference
IMB-7939189A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,EVP-7D605534,Complete,100.0,0,Brief evidence cross-reference
IMB-84A5A846,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,EVP-9E5E9302,Complete,100.0,0,Brief evidence cross-reference
IMB-23A28C2A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,EVP-33AD1F40,Complete,100.0,0,Brief evidence cross-reference
IMB-58ED2471,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,EVP-85F42623,Complete,100.0,0,Brief evidence cross-reference
IMB-3F7D5C7E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,EVP-64AEC66C,Complete,100.0,0,Brief evidence cross-reference
IMB-5DCC1A6E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,EVP-B7847797,Complete,100.0,0,Brief evidence cross-reference
IMB-FF8C3E75,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,EVP-DC395FB8,Complete,100.0,0,Brief evidence cross-reference
IMB-A01F9AFE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,EVP-E134EC3C,Complete,100.0,0,Brief evidence cross-reference
IMB-9F81A7DA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,EVP-6BCEBB59,Complete,100.0,0,Brief evidence cross-reference
IMB-717ECEE5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,EVP-6EEEAD2E,Complete,100.0,0,Brief evidence cross-reference
