lineage_link_id,decision_lineage_profile_id,decision_package_id,lineage_stage_number,lineage_stage_name,source_phase,source_file,source_record_id,parent_record_id,child_record_id,transformation_id,formula_id,configuration_id,version,source_checksum,link_status,orphan_flag,ambiguity_flag,governance_warning
LNL-24DBBC17,LNP-8CD901DC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,18,Audit Contract,2D-6,step_2d6_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404-18,LNL-298F59D5,LNL-24DBBC17,TXF-18,FML-18,LNSTG-018,1.0,,Complete with Conditions,False,False,
LNL-33A2047D,LNP-C9BDB6F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,1,Raw or Synthetic Source Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414-1,,LNL-33A2047D,TXF-1,FML-1,LNSTG-001,1.0,,Complete,False,False,
LNL-B47758EB,LNP-C9BDB6F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,2,Processed Operational Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414-2,LNL-33A2047D,LNL-B47758EB,TXF-2,FML-2,LNSTG-002,1.0,,Complete,False,False,
LNL-CA264C5C,LNP-C9BDB6F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,3,KPI Calculation,2A,step_2a_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414-3,LNL-B47758EB,LNL-CA264C5C,TXF-3,FML-3,LNSTG-003,1.0,,Complete,False,False,
LNL-EF86F5E4,LNP-C9BDB6F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,4,Threshold and Trend Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414-4,LNL-CA264C5C,LNL-EF86F5E4,TXF-4,FML-4,LNSTG-004,1.0,,Complete,False,False,
LNL-8C05094E,LNP-C9BDB6F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,5,Risk Prioritisation,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414-5,LNL-EF86F5E4,LNL-8C05094E,TXF-5,FML-5,LNSTG-005,1.0,,Complete,False,False,
LNL-B1EDDAF8,LNP-C9BDB6F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,6,Contributing-Factor Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414-6,LNL-8C05094E,LNL-B1EDDAF8,TXF-6,FML-6,LNSTG-006,1.0,,Complete,False,False,
LNL-344E2A2F,LNP-C9BDB6F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,7,Recommendation Generation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414-7,LNL-B1EDDAF8,LNL-344E2A2F,TXF-7,FML-7,LNSTG-007,1.0,,Complete,False,False,
LNL-D26B2EC0,LNP-C9BDB6F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,8,Recommendation Validation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414-8,LNL-344E2A2F,LNL-D26B2EC0,TXF-8,FML-8,LNSTG-008,1.0,,Complete,False,False,
LNL-A47059C9,LNP-C9BDB6F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,9,Approval-Package Preparation,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414-9,LNL-D26B2EC0,LNL-A47059C9,TXF-9,FML-9,LNSTG-009,1.0,,Complete,False,False,
LNL-D274F926,LNP-C9BDB6F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,10,Scenario Modelling,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414-10,LNL-A47059C9,LNL-D274F926,TXF-10,FML-10,LNSTG-010,1.0,,Complete,False,False,
LNL-4F44104A,LNP-C9BDB6F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,11,Scenario Validation,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414-11,LNL-D274F926,LNL-4F44104A,TXF-11,FML-11,LNSTG-011,1.0,,Complete,False,False,
LNL-C28C0CC1,LNP-C9BDB6F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,12,Financial Analysis,2C-3,step_2c3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414-12,LNL-4F44104A,LNL-C28C0CC1,TXF-12,FML-12,LNSTG-012,1.0,,Complete,False,False,
LNL-7DF3B2BE,LNP-C9BDB6F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,13,Decision Integration,2D-1,step_2d1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414-13,LNL-C28C0CC1,LNL-7DF3B2BE,TXF-13,FML-13,LNSTG-013,1.0,,Complete,False,False,
LNL-8287CDA4,LNP-C9BDB6F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,14,Decision Package,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414-14,LNL-7DF3B2BE,LNL-8287CDA4,TXF-14,FML-14,LNSTG-014,1.0,,Complete,False,False,
LNL-A04DB84A,LNP-C9BDB6F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,15,Decision Scorecard,2D-3,step_2d3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414-15,LNL-8287CDA4,LNL-A04DB84A,TXF-15,FML-15,LNSTG-015,1.0,,Complete,False,False,
LNL-DBAA8889,LNP-C9BDB6F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,16,Decision Readiness,2D-4,step_2d4_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414-16,LNL-A04DB84A,LNL-DBAA8889,TXF-16,FML-16,LNSTG-016,1.0,,Complete,False,False,
LNL-E5AAB7E6,LNP-C9BDB6F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,17,Action Routing,2D-5,step_2d5_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414-17,LNL-DBAA8889,LNL-E5AAB7E6,TXF-17,FML-17,LNSTG-017,1.0,,Complete,False,False,
LNL-9EA7C21D,LNP-C9BDB6F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,18,Audit Contract,2D-6,step_2d6_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414-18,LNL-E5AAB7E6,LNL-9EA7C21D,TXF-18,FML-18,LNSTG-018,1.0,,Complete with Conditions,False,False,
LNL-D21BACFF,LNP-9D0AF01B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,1,Raw or Synthetic Source Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421-1,,LNL-D21BACFF,TXF-1,FML-1,LNSTG-001,1.0,,Complete,False,False,
LNL-F5443258,LNP-9D0AF01B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,2,Processed Operational Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421-2,LNL-D21BACFF,LNL-F5443258,TXF-2,FML-2,LNSTG-002,1.0,,Complete,False,False,
LNL-93586E03,LNP-9D0AF01B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,3,KPI Calculation,2A,step_2a_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421-3,LNL-F5443258,LNL-93586E03,TXF-3,FML-3,LNSTG-003,1.0,,Complete,False,False,
LNL-4C190D75,LNP-9D0AF01B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,4,Threshold and Trend Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421-4,LNL-93586E03,LNL-4C190D75,TXF-4,FML-4,LNSTG-004,1.0,,Complete,False,False,
LNL-6621560E,LNP-9D0AF01B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,5,Risk Prioritisation,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421-5,LNL-4C190D75,LNL-6621560E,TXF-5,FML-5,LNSTG-005,1.0,,Complete,False,False,
LNL-6D72C1CA,LNP-9D0AF01B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,6,Contributing-Factor Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421-6,LNL-6621560E,LNL-6D72C1CA,TXF-6,FML-6,LNSTG-006,1.0,,Complete,False,False,
LNL-A9CFEAE1,LNP-9D0AF01B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,7,Recommendation Generation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421-7,LNL-6D72C1CA,LNL-A9CFEAE1,TXF-7,FML-7,LNSTG-007,1.0,,Complete,False,False,
LNL-3A560702,LNP-9D0AF01B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,8,Recommendation Validation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421-8,LNL-A9CFEAE1,LNL-3A560702,TXF-8,FML-8,LNSTG-008,1.0,,Complete,False,False,
LNL-2EF1D907,LNP-9D0AF01B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,9,Approval-Package Preparation,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421-9,LNL-3A560702,LNL-2EF1D907,TXF-9,FML-9,LNSTG-009,1.0,,Complete,False,False,
LNL-92A365CC,LNP-9D0AF01B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,10,Scenario Modelling,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421-10,LNL-2EF1D907,LNL-92A365CC,TXF-10,FML-10,LNSTG-010,1.0,,Complete,False,False,
LNL-9C8C9440,LNP-9D0AF01B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,11,Scenario Validation,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421-11,LNL-92A365CC,LNL-9C8C9440,TXF-11,FML-11,LNSTG-011,1.0,,Complete,False,False,
LNL-D896416E,LNP-9D0AF01B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,12,Financial Analysis,2C-3,step_2c3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421-12,LNL-9C8C9440,LNL-D896416E,TXF-12,FML-12,LNSTG-012,1.0,,Complete,False,False,
LNL-B13A64B7,LNP-9D0AF01B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,13,Decision Integration,2D-1,step_2d1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421-13,LNL-D896416E,LNL-B13A64B7,TXF-13,FML-13,LNSTG-013,1.0,,Complete,False,False,
LNL-27F1EDE7,LNP-9D0AF01B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,14,Decision Package,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421-14,LNL-B13A64B7,LNL-27F1EDE7,TXF-14,FML-14,LNSTG-014,1.0,,Complete,False,False,
LNL-6466C9A1,LNP-9D0AF01B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,15,Decision Scorecard,2D-3,step_2d3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421-15,LNL-27F1EDE7,LNL-6466C9A1,TXF-15,FML-15,LNSTG-015,1.0,,Complete,False,False,
LNL-D257C2FC,LNP-9D0AF01B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,16,Decision Readiness,2D-4,step_2d4_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421-16,LNL-6466C9A1,LNL-D257C2FC,TXF-16,FML-16,LNSTG-016,1.0,,Complete,False,False,
LNL-8422EFD0,LNP-9D0AF01B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,17,Action Routing,2D-5,step_2d5_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421-17,LNL-D257C2FC,LNL-8422EFD0,TXF-17,FML-17,LNSTG-017,1.0,,Complete,False,False,
LNL-E830576C,LNP-9D0AF01B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,18,Audit Contract,2D-6,step_2d6_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421-18,LNL-8422EFD0,LNL-E830576C,TXF-18,FML-18,LNSTG-018,1.0,,Complete with Conditions,False,False,
LNL-468B25C1,LNP-A5AFC08C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,1,Raw or Synthetic Source Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504-1,,LNL-468B25C1,TXF-1,FML-1,LNSTG-001,1.0,,Complete,False,False,
LNL-FE37FA35,LNP-A5AFC08C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,2,Processed Operational Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504-2,LNL-468B25C1,LNL-FE37FA35,TXF-2,FML-2,LNSTG-002,1.0,,Complete,False,False,
LNL-68426B6B,LNP-A5AFC08C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,3,KPI Calculation,2A,step_2a_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504-3,LNL-FE37FA35,LNL-68426B6B,TXF-3,FML-3,LNSTG-003,1.0,,Complete,False,False,
LNL-E7649B10,LNP-A5AFC08C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,4,Threshold and Trend Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504-4,LNL-68426B6B,LNL-E7649B10,TXF-4,FML-4,LNSTG-004,1.0,,Complete,False,False,
LNL-847D7DF0,LNP-A5AFC08C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,5,Risk Prioritisation,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504-5,LNL-E7649B10,LNL-847D7DF0,TXF-5,FML-5,LNSTG-005,1.0,,Complete,False,False,
LNL-CCF059DD,LNP-A5AFC08C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,6,Contributing-Factor Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504-6,LNL-847D7DF0,LNL-CCF059DD,TXF-6,FML-6,LNSTG-006,1.0,,Complete,False,False,
LNL-6C87E6C0,LNP-A5AFC08C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,7,Recommendation Generation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504-7,LNL-CCF059DD,LNL-6C87E6C0,TXF-7,FML-7,LNSTG-007,1.0,,Complete,False,False,
LNL-D4790CF5,LNP-A5AFC08C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,8,Recommendation Validation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504-8,LNL-6C87E6C0,LNL-D4790CF5,TXF-8,FML-8,LNSTG-008,1.0,,Complete,False,False,
LNL-AC6F47A6,LNP-A5AFC08C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,9,Approval-Package Preparation,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504-9,LNL-D4790CF5,LNL-AC6F47A6,TXF-9,FML-9,LNSTG-009,1.0,,Complete,False,False,
LNL-06C3758E,LNP-A5AFC08C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,10,Scenario Modelling,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504-10,LNL-AC6F47A6,LNL-06C3758E,TXF-10,FML-10,LNSTG-010,1.0,,Complete,False,False,
LNL-BF038FBB,LNP-A5AFC08C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,11,Scenario Validation,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504-11,LNL-06C3758E,LNL-BF038FBB,TXF-11,FML-11,LNSTG-011,1.0,,Complete,False,False,
LNL-5C0CCE27,LNP-A5AFC08C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,12,Financial Analysis,2C-3,step_2c3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504-12,LNL-BF038FBB,LNL-5C0CCE27,TXF-12,FML-12,LNSTG-012,1.0,,Complete,False,False,
LNL-04021F5E,LNP-A5AFC08C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,13,Decision Integration,2D-1,step_2d1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504-13,LNL-5C0CCE27,LNL-04021F5E,TXF-13,FML-13,LNSTG-013,1.0,,Complete,False,False,
LNL-DB5F4FB1,LNP-A5AFC08C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,14,Decision Package,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504-14,LNL-04021F5E,LNL-DB5F4FB1,TXF-14,FML-14,LNSTG-014,1.0,,Complete,False,False,
LNL-2C8917AF,LNP-A5AFC08C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,15,Decision Scorecard,2D-3,step_2d3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504-15,LNL-DB5F4FB1,LNL-2C8917AF,TXF-15,FML-15,LNSTG-015,1.0,,Complete,False,False,
LNL-992F04BE,LNP-A5AFC08C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,16,Decision Readiness,2D-4,step_2d4_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504-16,LNL-2C8917AF,LNL-992F04BE,TXF-16,FML-16,LNSTG-016,1.0,,Complete,False,False,
LNL-8DC6BA69,LNP-A5AFC08C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,17,Action Routing,2D-5,step_2d5_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504-17,LNL-992F04BE,LNL-8DC6BA69,TXF-17,FML-17,LNSTG-017,1.0,,Complete,False,False,
LNL-634A1BAC,LNP-A5AFC08C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,18,Audit Contract,2D-6,step_2d6_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504-18,LNL-8DC6BA69,LNL-634A1BAC,TXF-18,FML-18,LNSTG-018,1.0,,Complete with Conditions,False,False,
LNL-53AD4294,LNP-A627EFF6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,1,Raw or Synthetic Source Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704-1,,LNL-53AD4294,TXF-1,FML-1,LNSTG-001,1.0,,Complete,False,False,
LNL-D770EF55,LNP-A627EFF6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,2,Processed Operational Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704-2,LNL-53AD4294,LNL-D770EF55,TXF-2,FML-2,LNSTG-002,1.0,,Complete,False,False,
LNL-1DFBA3FF,LNP-A627EFF6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,3,KPI Calculation,2A,step_2a_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704-3,LNL-D770EF55,LNL-1DFBA3FF,TXF-3,FML-3,LNSTG-003,1.0,,Complete,False,False,
LNL-7094DBED,LNP-A627EFF6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,4,Threshold and Trend Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704-4,LNL-1DFBA3FF,LNL-7094DBED,TXF-4,FML-4,LNSTG-004,1.0,,Complete,False,False,
LNL-15F32776,LNP-A627EFF6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,5,Risk Prioritisation,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704-5,LNL-7094DBED,LNL-15F32776,TXF-5,FML-5,LNSTG-005,1.0,,Complete,False,False,
LNL-C5F8510A,LNP-A627EFF6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,6,Contributing-Factor Analysis,2B,step_2b_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704-6,LNL-15F32776,LNL-C5F8510A,TXF-6,FML-6,LNSTG-006,1.0,,Complete,False,False,
LNL-66E18A96,LNP-A627EFF6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,7,Recommendation Generation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704-7,LNL-C5F8510A,LNL-66E18A96,TXF-7,FML-7,LNSTG-007,1.0,,Complete,False,False,
LNL-9E88E4CF,LNP-A627EFF6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,8,Recommendation Validation,2C-1,step_2c1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704-8,LNL-66E18A96,LNL-9E88E4CF,TXF-8,FML-8,LNSTG-008,1.0,,Complete,False,False,
LNL-6F6ECC10,LNP-A627EFF6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,9,Approval-Package Preparation,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704-9,LNL-9E88E4CF,LNL-6F6ECC10,TXF-9,FML-9,LNSTG-009,1.0,,Complete,False,False,
LNL-0DEA0425,LNP-A627EFF6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,10,Scenario Modelling,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704-10,LNL-6F6ECC10,LNL-0DEA0425,TXF-10,FML-10,LNSTG-010,1.0,,Complete,False,False,
LNL-62208750,LNP-A627EFF6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,11,Scenario Validation,2C-2,step_2c2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704-11,LNL-0DEA0425,LNL-62208750,TXF-11,FML-11,LNSTG-011,1.0,,Complete,False,False,
LNL-D29D175F,LNP-A627EFF6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,12,Financial Analysis,2C-3,step_2c3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704-12,LNL-62208750,LNL-D29D175F,TXF-12,FML-12,LNSTG-012,1.0,,Complete,False,False,
LNL-5276F40F,LNP-A627EFF6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,13,Decision Integration,2D-1,step_2d1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704-13,LNL-D29D175F,LNL-5276F40F,TXF-13,FML-13,LNSTG-013,1.0,,Complete,False,False,
LNL-3C3AC36F,LNP-A627EFF6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,14,Decision Package,2D-2,step_2d2_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704-14,LNL-5276F40F,LNL-3C3AC36F,TXF-14,FML-14,LNSTG-014,1.0,,Complete,False,False,
LNL-F4714CBC,LNP-A627EFF6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,15,Decision Scorecard,2D-3,step_2d3_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704-15,LNL-3C3AC36F,LNL-F4714CBC,TXF-15,FML-15,LNSTG-015,1.0,,Complete,False,False,
LNL-1A700EB0,LNP-A627EFF6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,16,Decision Readiness,2D-4,step_2d4_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704-16,LNL-F4714CBC,LNL-1A700EB0,TXF-16,FML-16,LNSTG-016,1.0,,Complete,False,False,
LNL-C3A26D52,LNP-A627EFF6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,17,Action Routing,2D-5,step_2d5_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704-17,LNL-1A700EB0,LNL-C3A26D52,TXF-17,FML-17,LNSTG-017,1.0,,Complete,False,False,
LNL-E13577DA,LNP-A627EFF6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,18,Audit Contract,2D-6,step_2d6_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704-18,LNL-C3A26D52,LNL-E13577DA,TXF-18,FML-18,LNSTG-018,1.0,,Complete with Conditions,False,False,
LNL-D2168C36,LNP-92B04BF8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,1,Raw or Synthetic Source Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826-1,,LNL-D2168C36,TXF-1,FML-1,LNSTG-001,1.0,,Complete,False,False,
LNL-27A07320,LNP-92B04BF8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,2,Processed Operational Data,1,step_1_register.csv,SRC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826-2,LNL-D2168C36,LNL-27A07320,TXF-2,FML-2,LNSTG-002,1.0,,Complete,False,False,
