integrated_management_brief_id,decision_package_id,final_readiness_status,readiness_explanation,main_blocking_condition,blocking_condition_count,secondary_condition_count,top_secondary_conditions,failed_gates,pass_with_condition_gates,required_resolution,responsible_role
IMB-14DA5FA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-D007BBEA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-8C7D2658,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-99B2787D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-4A9317D1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-0CCDF8E3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-E4BECDCF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-7B2710AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-E3BF1A90,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-A10C4340,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-8D0EBE98,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-C270F775,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-21BAE1F6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-704E3A6B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-13971398,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-D09F9D92,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-38083043,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-B72E9A7C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-39EBEF14,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-4EBA6A1A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Requires Lineage Completion,,None,1,0,,,,,Operations Manager
IMB-1C93F6E5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-DF301168,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,Requires Budget Data,,None,1,0,,,,,Operations Manager
IMB-5544B70E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,Requires Lineage Completion,,None,1,0,,,,,Operations Manager
IMB-EE54FB27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-70C4774D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-EE94CFFD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-A97FA1DE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-6F9B99A9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-A20EC2B8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-FD00CEA9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-AA67F2B5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,Requires Baseline Validation,,None,2,0,,,,,Operations Manager
IMB-2334E7D5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,Requires Evidence Completion,,None,1,0,,,,,Operations Manager
IMB-3605BFA0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-B41D525C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,Requires Evidence Completion,,None,1,0,,,,,Operations Manager
IMB-4C9C05A5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-6F627747,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-7A39B7B9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,Requires Lineage Completion,,None,1,0,,,,,Operations Manager
IMB-DD152564,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-5E7EEE28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-493ECBEF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-D37F561B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-4C3DE157,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-850E9522,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Requires Assumption Validation,,None,1,0,,,,,Operations Manager
IMB-F6CF713B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-47564E17,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-9C6F7B27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-C01B690C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-9E4CA3AE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-E83A65A3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-43AE7423,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-8122725A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-24431709,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-CF644B2D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-9A563F16,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,Requires Additional Scenario Analysis,,None,1,0,,,,,Operations Manager
IMB-2B7E0C28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,Not Suitable for Decision Use,,None,2,0,,,,,Operations Manager
IMB-25673786,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-824FD581,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-FEB0D3F0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-A99249FB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-9C7E6060,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-D24AABFA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-5F092CDC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-821A8D96,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,Requires Stakeholder Validation,,None,1,0,,,,,Operations Manager
IMB-300F2670,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-817F1E61,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-99CB09FD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,Ready for Integrated Management Review,,None,0,0,,,,,Operations Manager
IMB-6C1FBE0B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,Requires Lineage Completion,,None,1,0,,,,,Operations Manager
IMB-011F0FD8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,Ready with Conditions,,None,0,0,,,,,Operations Manager
IMB-4DAFB72C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-C3651C87,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-7C992E13,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-DE8CAE57,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-1EE81D52,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-4652D90D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-4E556BA3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-9019ECDB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-FCF9325A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-714D4F4E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-D4D27EA4,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-1DB119D2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-88F660B3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-29DC7418,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-1F38C247,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-AC4C0B5E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-7E93BD04,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-F3B08CAA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-693FAE9C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-53E17EB9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-0A01F4D7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-C4231D7F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-0FC7F4F6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-7939189A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-84A5A846,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-23A28C2A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-58ED2471,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-3F7D5C7E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-5DCC1A6E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-FF8C3E75,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-A01F9AFE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-9F81A7DA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,Monitoring Only,,None,1,0,,,,,Operations Manager
IMB-717ECEE5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,Monitoring Only,,None,1,0,,,,,Operations Manager
