decision_package_id,cost_completeness,cost_components,benefit_components,net_financial_impact,lower_estimate,central_estimate,upper_estimate,financial_confidence,missing_input_warning,budget_info,affordability_status,roi_status,payback_status,double_counting_status
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250505,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250509,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-134350.0,,51250.0,102420.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250602,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-134350.0,,51250.0,102420.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250619,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-134350.0,,51250.0,102420.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250629,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-134350.0,,51250.0,102420.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250709,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-134350.0,,51250.0,102420.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250716,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-134350.0,,51250.0,102420.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20250721,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-134350.0,,51250.0,102420.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250518,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250526,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250624,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250728,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250808,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250921,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20251002,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20251225,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250119,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250129,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250211,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250401,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250415,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250425,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250523,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250601,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250606,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250715,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250719,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250802,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250818,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251020,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251102,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251117,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251204,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251215,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250111,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250115,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250203,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250207,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250212,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250326,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250413,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250421,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250502,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250510,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250515,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250521,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250623,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250710,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250727,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250813,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250915,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20251024,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20251110,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20251229,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250103,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250209,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250221,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250302,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250328,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250406,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250416,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250424,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250430,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250519,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250529,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250603,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250613,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250704,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250708,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250719,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250728,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250911,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250925,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251010,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251018,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251025,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251104,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251214,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250121,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250202,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250215,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250301,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250306,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250314,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250321,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250401,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250417,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250422,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250427,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250506,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250522,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250604,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250609,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250702,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250805,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250811,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250823,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20251003,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20251028,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20251231,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250127,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250131,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250209,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250301,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250305,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250311,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250401,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250411,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250415,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250429,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250504,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250517,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250521,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250529,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250606,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250613,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250618,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250702,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250709,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250726,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250802,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250822,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250903,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250916,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250929,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251020,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251026,,,,,,,,,Missing cost components,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251111,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251127,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251203,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-72780.0,,24820.0,47580.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250120,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250125,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250214,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250226,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250304,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250314,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250319,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250422,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250502,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250509,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250602,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250621,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250704,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250724,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250824,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250908,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250912,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20251004,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20251018,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20251030,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20251219,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20251230,Complete with Governed Assumptions,Complete with Governed Assumptions,Partial,-221250.0,,82180.0,124280.0,Ready for Financial Comparison,,,,ROI Calculated — Governed Inputs,Calculated,
