management_action_id,decision_package_id,approval_package_id,action_name,action_allowed,action_reason,prerequisite,blocking_condition,audit_required,action_selected
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Proceed to Limited-Trial Consideration,False,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Proceed to Limited-Trial Consideration,False,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Proceed to Limited-Trial Consideration,False,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Proceed to Limited-Trial Consideration,False,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Proceed to Limited-Trial Consideration,False,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Proceed to Limited-Trial Consideration,False,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Proceed to Limited-Trial Consideration,False,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601-ACT-REJ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Reject Decision Use,True,Permitted when package is Not Suitable.,Package marked Not Suitable,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606-ACT-REV,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Review Integrated Decision Package,True,Fundamental step for all packages.,None,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606-ACT-COM,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Compare Scenario Options,True,Permitted when scenarios are available.,Scenario data present,No scenario data,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Validate Assumptions,True,Required when assumption gaps exist.,Assumption validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Validate Baseline,True,Required when baseline uncertainty exists.,Baseline validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606-ACT-VAL,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Validate Financial Inputs,True,Required when financial completeness is partial.,Financial validation question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Request Additional Scenario,True,Permitted when current scenarios are insufficient.,Scenario analysis incomplete,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606-ACT-REQ,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Request Stakeholder Review,True,Permitted when stakeholder alignment is uncertain.,Stakeholder question open,None,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606-ACT-PRO,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Proceed to Limited-Trial Consideration,False,Permitted only for Ready with Conditions packages.,Package readiness is Ready with Conditions,Package not Ready with Conditions,True,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606-ACT-CON,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Continue Monitoring,True,Default action for Monitoring Only packages.,None,None,False,False
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606-ACT-DEF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Defer Decision,True,Permitted when further validation is needed.,Validation questions remain open,None,True,False
