decision_package_id,risk_tier,urgency,dominant_kpi_id,dominant_kpi_name,dominant_breach,contributing_factors,contradiction_warning,operational_escalation,management_attention,affected_department,reporting_date,primary_queue,monitoring_trigger
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250915,65.21,Immediate Review,kpi_001,Staffing Level,Department Patient Experience on 2025-09-15 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20251024,68.49,Immediate Review,kpi_001,Staffing Level,Department Patient Experience on 2025-10-24 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20251110,85.15,Immediate Review,kpi_001,Staffing Level,Department Patient Experience on 2025-11-10 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20251229,92.3,Immediate Review,kpi_001,Staffing Level,Department Patient Experience on 2025-12-29 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250103,53.67,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-01-03 assessed as Elevated priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250209,59.97,Prompt Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-02-09 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250221,58.95,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-02-21 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250302,85.15,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-03-02 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250328,56.37,Prompt Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-03-28 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250406,86.94,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-04-06 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250416,57.31,Prompt Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-04-16 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250424,60.14,Prompt Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-04-24 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250430,88.4,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-04-30 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250519,49.59,Prompt Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-05-19 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250529,60.93,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-05-29 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250603,64.02,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-06-03 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250613,75.48,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-06-13 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250704,63.23,Prompt Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-07-04 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250708,84.83,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-07-08 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250719,75.02,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-07-19 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250728,73.58,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-07-28 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250911,79.21,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-09-11 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20250925,56.46,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-09-25 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251010,70.85,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-10-10 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251018,54.48,Prompt Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-10-18 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251025,85.15,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-10-25 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251104,87.53,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-11-04 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20251214,66.97,Immediate Review,kpi_002,Staff Absenteeism Rate,Department Patient Experience on 2025-12-14 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staff Absenteeism Rate: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Patient Experience,,General Queue,5 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250121,54.97,Immediate Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-01-21 assessed as Elevated priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250202,50.92,Prompt Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-02-02 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250215,56.55,Immediate Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-02-15 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250301,68.21,Immediate Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-03-01 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250306,52.39,Prompt Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-03-06 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250314,73.69,Immediate Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-03-14 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250321,60.61,Immediate Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-03-21 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250401,67.27,Immediate Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-04-01 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250417,57.03,Immediate Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-04-17 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250422,74.45,Immediate Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-04-22 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250427,64.57,Immediate Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-04-27 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250506,54.29,Prompt Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-05-06 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250522,64.18,Immediate Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-05-22 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250604,67.44,Immediate Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-06-04 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250609,86.34,Immediate Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-06-09 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250702,62.21,Immediate Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-07-02 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250805,73.58,Immediate Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-08-05 assessed as High priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250811,51.52,Prompt Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-08-11 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20250823,57.06,Immediate Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-08-23 assessed as Elevated priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20251003,62.63,Prompt Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-10-03 assessed as High priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20251028,53.46,Immediate Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-10-28 assessed as Elevated priority with Immediate Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20251231,54.29,Prompt Review,kpi_006,Patient Satisfaction Score,Department Patient Experience on 2025-12-31 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Patient Satisfaction Score: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Average Patient Waiting Time may be associated with Patient Satisfaction Score,No Contradiction,No Escalation,Monitoring,Patient Experience,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250127,55.66,Prompt Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-01-27 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250131,56.3,Prompt Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-01-31 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250209,55.92,Prompt Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-02-09 assessed as High priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250301,78.54,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-03-01 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250305,80.64,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-03-05 assessed as Critical priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Standard Management Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250311,79.8,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-03-11 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250401,66.63,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-04-01 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250411,65.87,Immediate Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-04-11 assessed as High priority with Immediate Review urgency. The dominant risk driver is Staffing Level: threshold=Red; breach=Red Breach. Concurrent risk conditions observed in: kpi_001; kpi_002.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250415,54.26,Prompt Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-04-15 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250429,46.59,Prompt Review,kpi_001,Staffing Level,Department DEPT-SURG on 2025-04-29 assessed as Elevated priority with Prompt Review urgency. The dominant risk driver is Staffing Level: threshold=Amber; breach=Amber Condition. Concurrent risk conditions observed in: kpi_001; kpi_002; kpi_003; kpi_006.,Staffing Level may be associated with Staff Absenteeism Rate,No Contradiction,No Escalation,Conditional Review,Surgery,,General Queue,3 days
