integrated_management_brief_id,decision_package_id,brief_type,final_readiness_status,governance_note
IMB-29DA0441,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Integrated Management Review Brief,Requires Additional Scenario Analysis,Brief type mapped from readiness
IMB-2260F12B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-51EE0234,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-F823ED18,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-FC4A86D5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Lineage Completion Brief,Requires Lineage Completion,Brief type mapped from readiness
IMB-F7E0CD5B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-46B596F0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Benefit Validation Brief,Requires Benefit Validation,Brief type mapped from readiness
IMB-B153EAEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-1D017F60,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Stakeholder Validation Brief,Requires Stakeholder Validation,Brief type mapped from readiness
IMB-1F247173,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Integrated Management Review Brief,Requires Additional Scenario Analysis,Brief type mapped from readiness
IMB-7A5A568B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-9A7B75E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Baseline Validation Brief,Requires Baseline Validation,Brief type mapped from readiness
IMB-2207CA95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-919D58F4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Financial Input Brief,Requires Financial Input,Brief type mapped from readiness
IMB-2EC732D3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-5A25FB5E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,Integrated Management Review Brief,Requires Budget Data,Brief type mapped from readiness
IMB-C9EC0273,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Integrated Management Review Brief,Not Suitable for Decision Use,Brief type mapped from readiness
IMB-9EE286A6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,Baseline Validation Brief,Requires Baseline Validation,Brief type mapped from readiness
IMB-DECBBCBA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,Lineage Completion Brief,Requires Lineage Completion,Brief type mapped from readiness
IMB-E052EAC5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,Stakeholder Validation Brief,Requires Stakeholder Validation,Brief type mapped from readiness
IMB-A8DD9275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-0DAA603C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-B61916EB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-C7EB2C4D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-DEF42196,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-0F75E8A3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-19AE68D0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-49E16A72,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-14DA5FA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-D007BBEA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-8C7D2658,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-99B2787D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-4A9317D1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-0CCDF8E3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-E4BECDCF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-7B2710AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-E3BF1A90,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-A10C4340,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-8D0EBE98,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-C270F775,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-21BAE1F6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-704E3A6B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-13971398,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-D09F9D92,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-38083043,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-B72E9A7C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-39EBEF14,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-4EBA6A1A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Lineage Completion Brief,Requires Lineage Completion,Brief type mapped from readiness
IMB-1C93F6E5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-DF301168,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,Integrated Management Review Brief,Requires Budget Data,Brief type mapped from readiness
IMB-5544B70E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,Lineage Completion Brief,Requires Lineage Completion,Brief type mapped from readiness
IMB-EE54FB27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-70C4774D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-EE94CFFD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-A97FA1DE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-6F9B99A9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-A20EC2B8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-FD00CEA9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-AA67F2B5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,Baseline Validation Brief,Requires Baseline Validation,Brief type mapped from readiness
IMB-2334E7D5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,Evidence Completion Brief,Requires Evidence Completion,Brief type mapped from readiness
IMB-3605BFA0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-B41D525C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,Evidence Completion Brief,Requires Evidence Completion,Brief type mapped from readiness
IMB-4C9C05A5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,Stakeholder Validation Brief,Requires Stakeholder Validation,Brief type mapped from readiness
IMB-6F627747,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-7A39B7B9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,Lineage Completion Brief,Requires Lineage Completion,Brief type mapped from readiness
IMB-DD152564,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-5E7EEE28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-493ECBEF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-D37F561B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Stakeholder Validation Brief,Requires Stakeholder Validation,Brief type mapped from readiness
IMB-4C3DE157,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-850E9522,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Assumption Validation Brief,Requires Assumption Validation,Brief type mapped from readiness
IMB-F6CF713B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,Stakeholder Validation Brief,Requires Stakeholder Validation,Brief type mapped from readiness
IMB-47564E17,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-9C6F7B27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,Stakeholder Validation Brief,Requires Stakeholder Validation,Brief type mapped from readiness
IMB-C01B690C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-9E4CA3AE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,Stakeholder Validation Brief,Requires Stakeholder Validation,Brief type mapped from readiness
IMB-E83A65A3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-43AE7423,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-8122725A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-24431709,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-CF644B2D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-9A563F16,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,Integrated Management Review Brief,Requires Additional Scenario Analysis,Brief type mapped from readiness
IMB-2B7E0C28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,Integrated Management Review Brief,Not Suitable for Decision Use,Brief type mapped from readiness
IMB-25673786,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-824FD581,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,Stakeholder Validation Brief,Requires Stakeholder Validation,Brief type mapped from readiness
IMB-FEB0D3F0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-A99249FB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-9C7E6060,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-D24AABFA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,Stakeholder Validation Brief,Requires Stakeholder Validation,Brief type mapped from readiness
IMB-5F092CDC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-821A8D96,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,Stakeholder Validation Brief,Requires Stakeholder Validation,Brief type mapped from readiness
IMB-300F2670,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-817F1E61,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-99CB09FD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,Integrated Management Review Brief,Ready for Integrated Management Review,Brief type mapped from readiness
IMB-6C1FBE0B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,Lineage Completion Brief,Requires Lineage Completion,Brief type mapped from readiness
IMB-011F0FD8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,Conditional Management Review Brief,Ready with Conditions,Brief type mapped from readiness
IMB-4DAFB72C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-C3651C87,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-7C992E13,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-DE8CAE57,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-1EE81D52,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-4652D90D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-4E556BA3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-9019ECDB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-FCF9325A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-714D4F4E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-D4D27EA4,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-1DB119D2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-88F660B3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-29DC7418,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-1F38C247,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-AC4C0B5E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-7E93BD04,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-F3B08CAA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-693FAE9C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-53E17EB9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-0A01F4D7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-C4231D7F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-0FC7F4F6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-7939189A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-84A5A846,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-23A28C2A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-58ED2471,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-3F7D5C7E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-5DCC1A6E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-FF8C3E75,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-A01F9AFE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-9F81A7DA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
IMB-717ECEE5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,Monitoring Brief,Monitoring Only,Brief type mapped from readiness
