audit_event_contract_id,decision_action_routing_id,decision_package_id,action_id,audit_event_type,event_allowed,event_status,actor_role_required,actor_id,actor_name,event_timestamp,event_reason,management_comment,evidence_attachment_reference,approval_reference,previous_status,new_status,previous_version,new_version,source_snapshot_checksum,result_snapshot_checksum,audit_sequence_number,audit_integrity_status,governance_note
AEC-03080A10,DAR-573F14E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-3A635662,DAR-573F14E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-805F355A,DAR-573F14E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-16D35F3D,DAR-573F14E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-64F3DAFA,DAR-573F14E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-861A3602,DAR-573F14E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-6F0D5D88,DAR-573F14E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-FE8A674E,DAR-573F14E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-D11CCF64,DAR-573F14E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-532DD0D5,DAR-573F14E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-04D7BA0F,DAR-573F14E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-5DA2136B,DAR-573F14E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-0D6D966A,DAR-573F14E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-7D5C8EFA,DAR-573F14E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-061957B5,DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-497C011D,DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-96E55496,DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-6FB85BD1,DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-36EE92D8,DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-E99BD135,DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-AD21784D,DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-3D3EF68F,DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-86EC643B,DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-9EDCA5CA,DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-52125906,DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-6C23971A,DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-0F066376,DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-D7756B7C,DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-3637AADA,DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-0B86865B,DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-C4A2FBDB,DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-A74183BF,DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-3AC1872C,DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-CE468B23,DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-8CD4E789,DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-AD1614B7,DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-FD912CF7,DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-EBFC55BF,DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-5D2EE7F9,DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-374C6DDA,DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-DC40263E,DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-7D35A8A3,DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-411A9D66,DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-4B85FDE6,DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-1A13F2B2,DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-D6D0CDCA,DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-991A3249,DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-16C32D07,DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-05191098,DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-0BBA627D,DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-326D2FB4,DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-46A77BF4,DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-7EAD2CFC,DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-6A3A591A,DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-A2CCE566,DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-3C541015,DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-534455C1,DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-6AE5573F,DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-C83C8BC0,DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-792B793F,DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-E5E0C453,DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-6F0D67C8,DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-3F788F63,DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-27738E36,DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-61676DC7,DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-819E3C1D,DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-D92067AC,DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-8B539961,DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-501154CD,DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-20AB491D,DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-6CD6B4F9,DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-2D99A808,DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-57916C6A,DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-939032FD,DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-5F275D57,DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-F57ADA97,DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-5ADE05F4,DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-4394E9A4,DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-BBE29FEF,DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-D00DE2F6,DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-1CA672F2,DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-4ABF8AA5,DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-79935280,DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-473929AE,DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-E8C49406,DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-330A9B5F,DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-270B2500,DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-6C3E5E98,DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-EEF22197,DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-52BB53C1,DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-C7867D12,DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-BB05BFF9,DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-7DA6123E,DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-2DECFED3,DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-0F69EFAE,DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-F0815B3B,DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-7EDC9B15,DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-2E36140D,DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-B72A890E,DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-0308DBC6,DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,A006,Benefit Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-9F977253,DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,A007,Budget Information,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-82F012CA,DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,A008,Additional Scenario Request,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-C736AB9B,DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,A009,Stakeholder Review Request,True,Not Executed,Stakeholder Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-7BC2953A,DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,A010,Limited-Trial Consideration,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-67A86DB0,DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,A012,Escalation,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-D56E4546,DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,A013,Decision Deferral,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-9516F945,DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,A014,Decision Rejection,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-D84778BD,DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,A015,Evidence Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-B1434682,DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,A016,Lineage Request,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-07398273,DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,A017,Non-Quantitative Routing,True,Not Executed,Clinical Lead,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-2E2AEEFA,DAR-6D176FA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,A001,Decision Package Review,True,Not Executed,Hospital COO / General Manager,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-4354D0D2,DAR-6D176FA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,A002,Scenario Comparison,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-3DF308CB,DAR-6D176FA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,A003,Assumption Validation,True,Not Executed,Analytics Team,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-83F87A82,DAR-6D176FA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,A004,Baseline Validation,True,Not Executed,Data Owner,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
AEC-DDA0199C,DAR-6D176FA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,A005,Financial Validation,True,Not Executed,Finance,,,,,,,,,,,,,,0,Awaiting Event,Audit event contract for future management action
