integrated_management_brief_id,decision_package_id,no_preferred_scenario_selected,no_action_selected,no_recommendation_approved,no_budget_approved,no_management_review_fabricated,causality_not_confirmed,approval_status_pending,no_prohibited_wording,governance_passed,prohibited_words_found,governance_note
IMB-4A9317D1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-0CCDF8E3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E4BECDCF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-7B2710AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E3BF1A90,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-A10C4340,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-8D0EBE98,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C270F775,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-21BAE1F6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-704E3A6B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-13971398,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D09F9D92,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-38083043,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B72E9A7C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-39EBEF14,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-4EBA6A1A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-1C93F6E5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-DF301168,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-5544B70E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-EE54FB27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-70C4774D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-EE94CFFD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-A97FA1DE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-6F9B99A9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-A20EC2B8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-FD00CEA9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-AA67F2B5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-2334E7D5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-3605BFA0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-B41D525C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-4C9C05A5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-6F627747,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-7A39B7B9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-DD152564,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-5E7EEE28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-493ECBEF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D37F561B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-4C3DE157,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-850E9522,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-F6CF713B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-47564E17,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9C6F7B27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C01B690C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9E4CA3AE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-E83A65A3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-43AE7423,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-8122725A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-24431709,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-CF644B2D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9A563F16,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-2B7E0C28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-25673786,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-824FD581,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-FEB0D3F0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-A99249FB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9C7E6060,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D24AABFA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-5F092CDC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-821A8D96,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-300F2670,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-817F1E61,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-99CB09FD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-6C1FBE0B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-011F0FD8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-4DAFB72C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C3651C87,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-7C992E13,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-DE8CAE57,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-1EE81D52,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-4652D90D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-4E556BA3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9019ECDB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-FCF9325A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-714D4F4E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-D4D27EA4,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-1DB119D2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-88F660B3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-29DC7418,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-1F38C247,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-AC4C0B5E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-7E93BD04,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-F3B08CAA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-693FAE9C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-53E17EB9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-0A01F4D7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-C4231D7F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-0FC7F4F6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-7939189A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-84A5A846,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-23A28C2A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-58ED2471,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-3F7D5C7E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-5DCC1A6E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-FF8C3E75,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-A01F9AFE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-9F81A7DA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,True,True,True,True,True,True,True,True,True,,All governance checks passed
IMB-717ECEE5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,True,True,True,True,True,True,True,True,True,,All governance checks passed
