secondary_condition_id,decision_readiness_id,decision_scorecard_id,decision_package_id,condition_type,condition_category,condition_description,severity,blocking_flag,source_phase,source_record_id,responsible_role,required_action,current_status,visibility_required
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225-CF-provisional_threshold_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,provisional_threshold_condition,Secondary,Derived from provisional_threshold_flag = True,Moderate,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225-CF-provisional_threshold_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
SC-DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805-CF-monitoring_condition,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,monitoring_condition,Secondary,Derived from package_readiness = Monitoring Only,Low,False,2D-3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805-CF-monitoring_condition,Operations Manager,Review and resolve before proceeding,Pending,True
