decision_package_id,package_version,evidence_completeness,lineage_completeness,source_to_decision_trace,audit_requirements,audit_event_status,actor,timestamp,approval_reference,integrity_status,checksum,source_manifest,retention_classification
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,1.0,1.0,1.0,,Defined,Not Executed,,,,Verified,,,Governance
