decision_package_id,integrated_management_brief_id,executive_headline,issue_summary,why_it_matters,evidence_summary,recommendation_summary,scenario_summary,financial_summary,readiness,blocking_conditions,secondary_conditions,primary_permitted_action,management_questions,confirmations,monitoring,escalation,governance_and_limitations,audit_status,management_boundary
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250526,IMB-DF129B45,Outpatient Clinic is experiencing Patient Complaint Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate the complaint count, denominator, and recording practices for Outpatient Clinic during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250624,IMB-E6B2329C,Outpatient Clinic is experiencing Patient Complaint Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate the complaint count, denominator, and recording practices for Outpatient Clinic during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",,4,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250728,IMB-AF6DB0C8,Outpatient Clinic is experiencing Patient Complaint Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate the complaint count, denominator, and recording practices for Outpatient Clinic during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250808,IMB-33091146,Outpatient Clinic is experiencing Patient Complaint Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate the complaint count, denominator, and recording practices for Outpatient Clinic during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20250921,IMB-0C9280CF,Outpatient Clinic is experiencing Patient Complaint Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate the complaint count, denominator, and recording practices for Outpatient Clinic during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20251002,IMB-D2015798,Outpatient Clinic is experiencing Patient Complaint Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate the complaint count, denominator, and recording practices for Outpatient Clinic during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20251225,IMB-9DD66A55,Outpatient Clinic is experiencing Patient Complaint Rate related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Validate the complaint count, denominator, and recording practices for Outpatient Clinic during the reporting period. Review whether a specific service event, process failure, or communication issue generated multiple complaints. Do not assume a systemic service deterioration until validated.",,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250119,IMB-97D665D7,Outpatient Clinic is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Outpatient Clinic during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,2,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250129,IMB-44DD0CDC,Outpatient Clinic is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Outpatient Clinic during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,2,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250211,IMB-0B54726D,Outpatient Clinic is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Outpatient Clinic during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,2,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250401,IMB-E2CC0004,Outpatient Clinic is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Outpatient Clinic during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,2,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250415,IMB-D4C067C3,Outpatient Clinic is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Outpatient Clinic during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250425,IMB-C948C074,Outpatient Clinic is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Outpatient Clinic during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,4,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250523,IMB-6CA7D746,Outpatient Clinic is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Outpatient Clinic during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,2,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250601,IMB-02295614,Outpatient Clinic is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Outpatient Clinic during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,2,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250606,IMB-51B22CF8,Outpatient Clinic is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Outpatient Clinic during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250715,IMB-3078D9BC,Outpatient Clinic is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Outpatient Clinic during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,2,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250719,IMB-71F36AC2,Outpatient Clinic is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Outpatient Clinic during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,6,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250802,IMB-EB214648,Outpatient Clinic is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Outpatient Clinic during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,4,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20250818,IMB-9BAFAE33,Outpatient Clinic is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Outpatient Clinic during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,2,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251020,IMB-3813C2AB,Outpatient Clinic is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Outpatient Clinic during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,6,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251102,IMB-8F19C026,Outpatient Clinic is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Outpatient Clinic during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,2,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251117,IMB-5C11DD05,Outpatient Clinic is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Outpatient Clinic during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,2,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251204,IMB-5703ACA2,Outpatient Clinic is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Outpatient Clinic during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,4,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20251215,IMB-F9D6D32D,Outpatient Clinic is experiencing Patient Satisfaction Score related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Monitoring Only,,,"Verify the survey response volume, response rate, and methodology for Outpatient Clinic during the reporting period. Confirm that the score is based on sufficient responses and that no methodology change (timing, channel, question set) explains the movement. Flag low-confidence scores for management awareness.",,2,3 days,False,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250111,IMB-F98D4764,Patient Experience is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Requires Assumption Validation,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Patient Experience. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250115,IMB-8136893D,Patient Experience is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Requires Assumption Validation,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Patient Experience. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250203,IMB-97878504,Patient Experience is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Requires Assumption Validation,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Patient Experience. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250207,IMB-243F9F40,Patient Experience is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-72780.0,Requires Financial Input,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Patient Experience. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250212,IMB-717EBFBB,Patient Experience is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Requires Assumption Validation,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Patient Experience. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,4,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250326,IMB-B64E3623,Patient Experience is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-72780.0,Requires Benefit Validation,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Patient Experience. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,4,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250413,IMB-E896C962,Patient Experience is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-72780.0,Ready with Conditions,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Patient Experience. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250421,IMB-7C1CF550,Patient Experience is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,Estimated impact: 23.076923076923062%,-72780.0,Ready for Integrated Management Review,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Patient Experience. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250502,IMB-55A74C12,Patient Experience is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Requires Assumption Validation,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Patient Experience. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250510,IMB-0A9294CB,Patient Experience is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-72780.0,Requires Evidence Completion,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Patient Experience. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250515,IMB-86EFDEA0,Patient Experience is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Requires Assumption Validation,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Patient Experience. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250521,IMB-6725EF95,Patient Experience is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,Estimated impact: 25.0%,-72780.0,Ready for Integrated Management Review,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Patient Experience. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250623,IMB-B891715F,Patient Experience is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Requires Assumption Validation,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Patient Experience. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,8,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250710,IMB-D057EAE6,Patient Experience is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,Estimated impact: 17.151390276390273%,-72780.0,Ready for Integrated Management Review,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Patient Experience. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,8,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250727,IMB-23C00AEC,Patient Experience is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,-72780.0,Ready with Conditions,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Patient Experience. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250813,IMB-5A6E4713,Patient Experience is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Requires Assumption Validation,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Patient Experience. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,8,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20250915,IMB-B43D0E86,Patient Experience is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,Estimated impact: 27.272727272727263%,-72780.0,Ready for Integrated Management Review,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Patient Experience. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20251024,IMB-C401C8A4,Patient Experience is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Requires Assumption Validation,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Patient Experience. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,2,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20251110,IMB-C1223CB4,Patient Experience is experiencing Staffing Level related operational conditions. Management attention required.,,The  risk tier and  priority indicate this package requires management attention.,,,,,Requires Assumption Validation,,,Review current roster gaps and activate approved temporary or relief staffing arrangements for Patient Experience. Focus on shifts where staffing shortfall is most acute. Document activation rationale and expected coverage duration.,,4,3 days,True,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision.",Awaiting Management Action,"This view supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
