integrated_management_brief_id,decision_package_id,evidence_completeness_status,lineage_completeness_status,audit_traceability_status,integrity_status,current_package_version,source_manifest,audit_requirements_pending,future_audit_status
IMB-5A6E4713,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B43D0E86,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C401C8A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C1223CB4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-62B3BEC9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-F98C3B1A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-BCEAEA0F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-29DA0441,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-2260F12B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-51EE0234,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-F823ED18,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-FC4A86D5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-F7E0CD5B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-46B596F0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B153EAEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-1D017F60,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-1F247173,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-7A5A568B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9A7B75E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-2207CA95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-919D58F4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-2EC732D3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-5A25FB5E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C9EC0273,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9EE286A6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-DECBBCBA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E052EAC5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-A8DD9275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-0DAA603C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B61916EB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C7EB2C4D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-DEF42196,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-0F75E8A3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-19AE68D0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-49E16A72,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-14DA5FA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D007BBEA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-8C7D2658,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-99B2787D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-4A9317D1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-0CCDF8E3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E4BECDCF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-7B2710AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E3BF1A90,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-A10C4340,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-8D0EBE98,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C270F775,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-21BAE1F6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-704E3A6B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-13971398,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D09F9D92,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-38083043,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B72E9A7C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-39EBEF14,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-4EBA6A1A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-1C93F6E5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-DF301168,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-5544B70E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-EE54FB27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-70C4774D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-EE94CFFD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-A97FA1DE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-6F9B99A9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-A20EC2B8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-FD00CEA9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-AA67F2B5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-2334E7D5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-3605BFA0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-B41D525C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-4C9C05A5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-6F627747,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-7A39B7B9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-DD152564,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-5E7EEE28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-493ECBEF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D37F561B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-4C3DE157,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-850E9522,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-F6CF713B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-47564E17,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9C6F7B27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C01B690C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9E4CA3AE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-E83A65A3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-43AE7423,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-8122725A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-24431709,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-CF644B2D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9A563F16,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-2B7E0C28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-25673786,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-824FD581,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-FEB0D3F0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-A99249FB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9C7E6060,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D24AABFA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-5F092CDC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-821A8D96,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-300F2670,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-817F1E61,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-99CB09FD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-6C1FBE0B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-011F0FD8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-4DAFB72C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C3651C87,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-7C992E13,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-DE8CAE57,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-1EE81D52,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-4652D90D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-4E556BA3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9019ECDB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-FCF9325A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-714D4F4E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-D4D27EA4,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-1DB119D2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-88F660B3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-29DC7418,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-1F38C247,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-AC4C0B5E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-7E93BD04,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-F3B08CAA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-693FAE9C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-53E17EB9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-0A01F4D7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-C4231D7F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-0FC7F4F6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-7939189A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-84A5A846,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-23A28C2A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-58ED2471,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-3F7D5C7E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-5DCC1A6E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-FF8C3E75,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-A01F9AFE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-9F81A7DA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
IMB-717ECEE5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,Complete,Complete,Traceable,Verified,1.0,,,Awaiting Management Action
