integrated_management_brief_id,decision_package_id,export_type,export_appendix,display_order,available_flag,governance_note
IMB-5703ACA2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-5703ACA2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-5703ACA2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-5703ACA2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-F9D6D32D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-F9D6D32D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-F9D6D32D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-F9D6D32D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-F9D6D32D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-F9D6D32D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-F9D6D32D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-F9D6D32D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-F98D4764,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-F98D4764,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-F98D4764,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-F98D4764,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-F98D4764,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-F98D4764,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-F98D4764,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-F98D4764,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-8136893D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-8136893D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-8136893D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-8136893D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-8136893D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-8136893D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-8136893D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-8136893D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-97878504,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-97878504,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-97878504,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-97878504,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-97878504,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-97878504,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-97878504,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-97878504,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-243F9F40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-243F9F40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-243F9F40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-243F9F40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-243F9F40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-243F9F40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-243F9F40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-243F9F40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-717EBFBB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-717EBFBB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-717EBFBB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-717EBFBB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-717EBFBB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-717EBFBB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-717EBFBB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-717EBFBB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-B64E3623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-B64E3623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-B64E3623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-B64E3623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-B64E3623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-B64E3623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-B64E3623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-B64E3623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-E896C962,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-E896C962,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-E896C962,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-E896C962,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-E896C962,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-E896C962,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-E896C962,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-E896C962,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-7C1CF550,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-7C1CF550,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-7C1CF550,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-7C1CF550,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-7C1CF550,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-7C1CF550,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-7C1CF550,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-7C1CF550,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-55A74C12,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-55A74C12,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-55A74C12,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-55A74C12,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-55A74C12,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-55A74C12,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-55A74C12,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-55A74C12,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-0A9294CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-0A9294CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-0A9294CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-0A9294CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-0A9294CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-0A9294CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-0A9294CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-0A9294CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-86EFDEA0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-86EFDEA0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-86EFDEA0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-86EFDEA0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-86EFDEA0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-86EFDEA0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-86EFDEA0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-86EFDEA0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-6725EF95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-6725EF95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-6725EF95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-6725EF95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-6725EF95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-6725EF95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-6725EF95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-6725EF95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-B891715F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-B891715F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-B891715F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-B891715F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-B891715F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-B891715F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-B891715F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-B891715F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-D057EAE6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-D057EAE6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-D057EAE6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-D057EAE6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-D057EAE6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-D057EAE6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-D057EAE6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-D057EAE6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-23C00AEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-23C00AEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-23C00AEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-23C00AEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-23C00AEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-23C00AEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-23C00AEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-23C00AEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-5A6E4713,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-5A6E4713,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-5A6E4713,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-5A6E4713,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-5A6E4713,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-5A6E4713,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-5A6E4713,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-5A6E4713,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-B43D0E86,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-B43D0E86,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-B43D0E86,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-B43D0E86,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-B43D0E86,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-B43D0E86,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-B43D0E86,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-B43D0E86,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-C401C8A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-C401C8A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-C401C8A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-C401C8A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-C401C8A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-C401C8A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-C401C8A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-C401C8A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-C1223CB4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-C1223CB4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-C1223CB4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-C1223CB4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-C1223CB4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-C1223CB4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-C1223CB4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
IMB-C1223CB4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Validation Requirements Appendix,Validation Requirements,8,True,Export contract for future generation
IMB-62B3BEC9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,One-Page Executive Brief,Executive Brief,1,True,Export contract for future generation
IMB-62B3BEC9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Detailed Management Brief,Detailed Management Brief,2,True,Export contract for future generation
IMB-62B3BEC9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Scenario Comparison Appendix,Scenario Comparison,3,True,Export contract for future generation
IMB-62B3BEC9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Financial Comparison Appendix,Financial Comparison,4,True,Export contract for future generation
IMB-62B3BEC9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Evidence Summary Appendix,Evidence Summary,5,True,Export contract for future generation
IMB-62B3BEC9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Lineage and Audit Appendix,Lineage and Audit,6,True,Export contract for future generation
IMB-62B3BEC9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Monitoring Appendix,Monitoring,7,True,Export contract for future generation
