decision_package_id,baseline_summary,conservative_summary,expected_summary,higher_intensity_summary,scenario_assumptions,kpi_impact,tradeoffs,displacement_risk,financial_impact,confidence,validation_warning
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250305,Baseline value: 70.0,Estimated impact: 20.0%,Estimated impact: 30.0%,Estimated impact: 30.0%,No-Action or Baseline Comparator,,,,-72780.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250311,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250401,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250411,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250415,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250429,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250504,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250517,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250521,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250529,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250606,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250613,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250618,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250702,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250709,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250726,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250802,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250822,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250903,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250916,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20250929,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251020,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251026,,,,,No-Action or Baseline Comparator,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251111,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251127,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20251203,,,,,No-Action or Baseline Comparator,,,,-72780.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250120,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250125,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250214,Baseline value: 18.181818181818183,Estimated impact: -9.999999999999991%,Estimated impact: -20.0%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250226,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250304,Baseline value: 15.384615384615383,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -34.99999999999999%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250314,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250319,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250422,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250502,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250509,Baseline value: 16.536796536796537,Estimated impact: -9.999999999999996%,Estimated impact: -19.999999999999996%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250602,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250621,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250704,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250724,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250824,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250908,Baseline value: 30.0,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20250912,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20251004,Baseline value: 15.09920634920635,Estimated impact: -9.999999999999996%,Estimated impact: -19.999999999999996%,Estimated impact: -34.99999999999999%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20251018,Baseline value: 17.994505494505493,Estimated impact: -9.99999999999999%,Estimated impact: -20.0%,Estimated impact: -35.0%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20251030,Baseline value: 24.722222222222214,Estimated impact: -10.0%,Estimated impact: -20.0%,Estimated impact: -34.99999999999999%,No-Action or Baseline Comparator,,,,-221250.0,Insufficient Evidence,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20251219,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20251230,,,,,No-Action or Baseline Comparator,,,,-221250.0,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250407,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250516,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250526,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250530,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250604,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250608,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250623,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250627,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250708,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250714,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20250730,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250217,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250223,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250414,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250428,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250609,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250701,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250705,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250727,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250731,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250814,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250906,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250914,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20250927,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20251005,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20251009,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20251105,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20251117,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20251121,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20251202,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20251208,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20251214,,,,,Monitoring-Only or Validation Scenario,,,,,,
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20251226,,,,,Monitoring-Only or Validation Scenario,,,,,,
