decision_readiness_id,decision_scorecard_id,decision_package_id,integrated_decision_id,approval_package_id,episode_id,hospital_id,hospital_name,department_id,department_name,reporting_date,dominant_kpi_id,dominant_kpi_name,scenario_family,package_status,final_readiness_status,approval_status,causality_status,classification_source,classification_version,precedence_rank,deferral_reason
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,EP-HOSP-001-DEPT-ICU-kpi_003-20260604,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,EP-HOSP-001-DEPT-ICU-kpi_003-20260620,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,EP-HOSP-001-DEPT-ICU-kpi_003-20260708,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,EP-HOSP-001-DEPT-ICU-kpi_003-20260804,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,EP-HOSP-001-DEPT-ICU-kpi_003-20260821,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,EP-HOSP-001-DEPT-ICU-kpi_003-20260828,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,EP-HOSP-001-DEPT-ICU-kpi_003-20260901,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,EP-HOSP-001-DEPT-ICU-kpi_003-20260912,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,EP-HOSP-001-DEPT-ICU-kpi_003-20260926,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,EP-HOSP-001-DEPT-ICU-kpi_003-20261001,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,EP-HOSP-001-DEPT-ICU-kpi_003-20261007,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,EP-HOSP-001-DEPT-ICU-kpi_003-20261020,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,EP-HOSP-001-DEPT-ICU-kpi_003-20261025,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,EP-HOSP-001-DEPT-ICU-kpi_003-20261101,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,EP-HOSP-001-DEPT-ICU-kpi_003-20261109,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,EP-HOSP-001-DEPT-ICU-kpi_003-20261125,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,EP-HOSP-001-DEPT-ICU-kpi_003-20261202,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,EP-HOSP-001-DEPT-ICU-kpi_003-20261211,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,EP-HOSP-001-DEPT-ICU-kpi_003-20261215,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,EP-HOSP-001-DEPT-ICU-kpi_003-20261219,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,EP-HOSP-001-DEPT-ICU-kpi_003-20261224,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_003,Bed Occupancy Rate,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,EP-HOSP-001-DEPT-ICU-kpi_006-20260215,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,EP-HOSP-001-DEPT-ICU-kpi_006-20260403,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,EP-HOSP-001-DEPT-ICU-kpi_006-20260411,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,EP-HOSP-001-DEPT-ICU-kpi_006-20260509,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,EP-HOSP-001-DEPT-ICU-kpi_006-20260515,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260603,EP-HOSP-001-DEPT-ICU-kpi_006-20260603,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260619,EP-HOSP-001-DEPT-ICU-kpi_006-20260619,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260623,EP-HOSP-001-DEPT-ICU-kpi_006-20260623,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260628,EP-HOSP-001-DEPT-ICU-kpi_006-20260628,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260716,EP-HOSP-001-DEPT-ICU-kpi_006-20260716,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260725,EP-HOSP-001-DEPT-ICU-kpi_006-20260725,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260730,EP-HOSP-001-DEPT-ICU-kpi_006-20260730,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260809,EP-HOSP-001-DEPT-ICU-kpi_006-20260809,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260824,EP-HOSP-001-DEPT-ICU-kpi_006-20260824,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260903,EP-HOSP-001-DEPT-ICU-kpi_006-20260903,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260910,EP-HOSP-001-DEPT-ICU-kpi_006-20260910,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261012,EP-HOSP-001-DEPT-ICU-kpi_006-20261012,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261022,EP-HOSP-001-DEPT-ICU-kpi_006-20261022,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261112,EP-HOSP-001-DEPT-ICU-kpi_006-20261112,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
DR-DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,DSC-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,DPKG-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,ID-PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20261117,EP-HOSP-001-DEPT-ICU-kpi_006-20261117,HOSP-001,,DEPT-ICU,Intensive Care Unit,,kpi_006,Patient Satisfaction Score,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Pending Management Review,Not Confirmed,Step 2D-4 rule engine,1.0,4,Monitoring Only
