decision_package_id,integrated_management_brief_id,streamlit_ready,validation_outcome,correction_classification,handover_status
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,IMB-0DAA603C,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,IMB-B61916EB,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,IMB-C7EB2C4D,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,IMB-DEF42196,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,IMB-0F75E8A3,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,IMB-19AE68D0,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,IMB-49E16A72,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,IMB-14DA5FA1,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,IMB-D007BBEA,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,IMB-8C7D2658,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,IMB-99B2787D,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,IMB-4A9317D1,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,IMB-0CCDF8E3,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,IMB-E4BECDCF,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,IMB-7B2710AE,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,IMB-E3BF1A90,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,IMB-A10C4340,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,IMB-8D0EBE98,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,IMB-C270F775,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,IMB-21BAE1F6,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,IMB-704E3A6B,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,IMB-13971398,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,IMB-D09F9D92,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,IMB-38083043,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,IMB-B72E9A7C,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,IMB-39EBEF14,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,IMB-4EBA6A1A,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,IMB-1C93F6E5,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,IMB-DF301168,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,IMB-5544B70E,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,IMB-EE54FB27,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,IMB-70C4774D,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,IMB-EE94CFFD,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,IMB-A97FA1DE,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,IMB-6F9B99A9,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,IMB-A20EC2B8,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,IMB-FD00CEA9,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,IMB-AA67F2B5,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,IMB-2334E7D5,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,IMB-3605BFA0,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,IMB-B41D525C,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,IMB-4C9C05A5,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,IMB-6F627747,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,IMB-7A39B7B9,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,IMB-DD152564,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,IMB-5E7EEE28,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,IMB-493ECBEF,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,IMB-D37F561B,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,IMB-4C3DE157,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,IMB-850E9522,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,IMB-F6CF713B,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,IMB-47564E17,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,IMB-9C6F7B27,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,IMB-C01B690C,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,IMB-9E4CA3AE,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,IMB-E83A65A3,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,IMB-43AE7423,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,IMB-8122725A,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,IMB-24431709,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,IMB-CF644B2D,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,IMB-9A563F16,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,IMB-2B7E0C28,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,IMB-25673786,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,IMB-824FD581,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,IMB-FEB0D3F0,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,IMB-A99249FB,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,IMB-9C7E6060,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,IMB-D24AABFA,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,IMB-5F092CDC,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,IMB-821A8D96,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,IMB-300F2670,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,IMB-817F1E61,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,IMB-99CB09FD,True,Validated for Streamlit Handover,No Correction Required,Ready for Handover
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,IMB-6C1FBE0B,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,IMB-011F0FD8,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,IMB-4DAFB72C,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,IMB-C3651C87,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,IMB-7C992E13,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,IMB-DE8CAE57,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,IMB-1EE81D52,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,IMB-4652D90D,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,IMB-4E556BA3,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,IMB-9019ECDB,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,IMB-FCF9325A,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,IMB-714D4F4E,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,IMB-D4D27EA4,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,IMB-1DB119D2,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,IMB-88F660B3,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,IMB-29DC7418,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,IMB-1F38C247,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,IMB-AC4C0B5E,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,IMB-7E93BD04,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,IMB-F3B08CAA,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,IMB-693FAE9C,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,IMB-53E17EB9,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,IMB-0A01F4D7,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,IMB-C4231D7F,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,IMB-0FC7F4F6,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,IMB-7939189A,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,IMB-84A5A846,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261009,IMB-23A28C2A,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261105,IMB-58ED2471,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261117,IMB-3F7D5C7E,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261121,IMB-5DCC1A6E,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261202,IMB-FF8C3E75,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261208,IMB-A01F9AFE,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261214,IMB-9F81A7DA,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261226,IMB-717ECEE5,True,Validated with Conditions,Documentation Clarification,Ready with Conditions
