integrated_management_brief_id,decision_package_id,monitoring_required,monitoring_kpis,monitoring_frequency,trigger_condition,escalation_condition,reassessment_condition,monitoring_responsible_role,management_attention_required
IMB-DE6809A8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-91017594,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,True
IMB-C214655F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-8131CC19,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-AD0E56E9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-DF129B45,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-E6B2329C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-AF6DB0C8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-33091146,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-0C9280CF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-D2015798,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-9DD66A55,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-97D665D7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-44DD0CDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-0B54726D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-E2CC0004,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-D4C067C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-C948C074,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-6CA7D746,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-02295614,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-51B22CF8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-3078D9BC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-71F36AC2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-EB214648,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-9BAFAE33,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-3813C2AB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-8F19C026,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-5C11DD05,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-5703ACA2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-F9D6D32D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-F98D4764,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-8136893D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-97878504,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-243F9F40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-717EBFBB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-B64E3623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-E896C962,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-7C1CF550,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-55A74C12,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-0A9294CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-86EFDEA0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-6725EF95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-B891715F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-D057EAE6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-23C00AEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-5A6E4713,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-B43D0E86,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-C401C8A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-C1223CB4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-62B3BEC9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-F98C3B1A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-BCEAEA0F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-29DA0441,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-2260F12B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-51EE0234,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-F823ED18,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-FC4A86D5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-F7E0CD5B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-46B596F0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-B153EAEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-1D017F60,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-1F247173,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-7A5A568B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-9A7B75E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-2207CA95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-919D58F4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-2EC732D3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-5A25FB5E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-C9EC0273,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,True
IMB-9EE286A6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-DECBBCBA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-E052EAC5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-A8DD9275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-0DAA603C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-B61916EB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-C7EB2C4D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-DEF42196,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-0F75E8A3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-19AE68D0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-49E16A72,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-14DA5FA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-D007BBEA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-8C7D2658,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-99B2787D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-4A9317D1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-0CCDF8E3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-E4BECDCF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-7B2710AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-E3BF1A90,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-A10C4340,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-8D0EBE98,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-C270F775,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-21BAE1F6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-704E3A6B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-13971398,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-D09F9D92,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-38083043,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-B72E9A7C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-39EBEF14,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-4EBA6A1A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-1C93F6E5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-DF301168,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-5544B70E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-EE54FB27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-70C4774D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-EE94CFFD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-A97FA1DE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-6F9B99A9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-A20EC2B8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-FD00CEA9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-AA67F2B5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-2334E7D5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-3605BFA0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-B41D525C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-4C9C05A5,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-6F627747,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-7A39B7B9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-DD152564,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-5E7EEE28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-493ECBEF,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-D37F561B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-4C3DE157,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-850E9522,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-F6CF713B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-47564E17,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-9C6F7B27,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-C01B690C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-9E4CA3AE,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-E83A65A3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-43AE7423,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-8122725A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-24431709,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-CF644B2D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-9A563F16,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-2B7E0C28,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,True
IMB-25673786,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-824FD581,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-FEB0D3F0,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-A99249FB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-9C7E6060,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-D24AABFA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-5F092CDC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-821A8D96,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-300F2670,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-817F1E61,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-99CB09FD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-6C1FBE0B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,False,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,False
IMB-011F0FD8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,True
IMB-4DAFB72C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-C3651C87,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-7C992E13,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-DE8CAE57,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-1EE81D52,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-4652D90D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
IMB-4E556BA3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,True,,Monthly,KPI threshold breach,Sustained threshold breach > 2 periods,Quarterly review,,False
