management_selection_id,decision_action_routing_id,decision_package_id,eligible_action_id,selected_flag,selected_by,selected_timestamp,management_comment,approval_reference,decision_status,audit_status,governance_note
SEL-C9AEFD8E,DAR-4E924C75,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-58EE01A3,DAR-C0047D29,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-0CAC00B4,DAR-4A4831A3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-B716D4B6,DAR-CE116C97,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-62AFF335,DAR-A531B511,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-7765D46A,DAR-F3DD26A0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-32379662,DAR-E9ADAC44,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-0C047A31,DAR-768884EE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9925B7C5,DAR-5462F0CF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E04502EE,DAR-94C1E348,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-B69071A6,DAR-2CA720DF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-6784B86A,DAR-45744F6E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-92BF5746,DAR-6BEAC2FB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-37957E63,DAR-2FA00D42,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-060F0647,DAR-579843BD,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-7DA7E955,DAR-CFD7E5D6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-655A77C8,DAR-A80678B9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1AC72ECC,DAR-9D173217,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-95070A7F,DAR-D504E142,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A96F3DFA,DAR-38B05503,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-510E53BD,DAR-A79481F1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-01BB2A39,DAR-98A3056A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-962FB9D3,DAR-055DD4E2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-86C6AA7A,DAR-A080D16B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-7D8085D3,DAR-5730C828,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-D1541C5F,DAR-D637E4D5,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1F697EC2,DAR-28AB2A25,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-48015AB3,DAR-4B27E726,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-32FE766E,DAR-8786A152,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A849A0BF,DAR-7DB39CF4,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-20D7FD0E,DAR-A394CB26,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-BB9F1BAC,DAR-702A86AC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-0E613B83,DAR-6C03EBB8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-0D8B0C9E,DAR-04E2E51A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-3423B8A5,DAR-BE2E413C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E64130EE,DAR-B6904B30,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E634F555,DAR-13302777,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-0CE330A7,DAR-B193B83A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-71B078D6,DAR-DD7D5326,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-67BAD79B,DAR-9CF634B0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-65CC59FB,DAR-642F3498,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-944C0120,DAR-802B91B0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1AFBDE18,DAR-A9286F9D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-78C62403,DAR-8E141922,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-DDEBFA81,DAR-3D4EFEF8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-132216E4,DAR-667E4884,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-3C58B2D2,DAR-9D8EE118,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-676C2543,DAR-BB627492,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-7CFCE846,DAR-5FA84122,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A9D78C53,DAR-2F052166,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-99373142,DAR-D3E2D020,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-AFF4515B,DAR-E92BBF5A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-319A8D86,DAR-6F94AF95,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-FA30ABF0,DAR-5B29121D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-3D6D69B2,DAR-5A9D2A1A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-B2915A5D,DAR-FA9D5418,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-01D8CB29,DAR-60E864A0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A2E3EDC0,DAR-C28BEDE4,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9A5D8660,DAR-4DD779B5,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-B4612568,DAR-75F685D4,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-81FDEC0F,DAR-E108DFAA,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-47006864,DAR-89FF9A00,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-6E3AF9C9,DAR-39E716E6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-C5E1B08B,DAR-C3E2F410,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-EA7563C0,DAR-011B9BEF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-017FD1F1,DAR-7EDBEC74,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E0AB284D,DAR-D70E7695,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A207EE6D,DAR-16C3C92C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-5879AF67,DAR-2325718B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-4452927F,DAR-5177B10C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-0F2654E5,DAR-A5F75B70,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-B7BFE7FE,DAR-79B648D9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-AB739B86,DAR-91132CD8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-2229084C,DAR-85BE6AB8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-C1A33BF0,DAR-5E72DD37,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-90E49B93,DAR-BD554CF0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-92300483,DAR-BC81DEE3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-896312A9,DAR-56A8C75D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-87F5A303,DAR-92187BB5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-45444CD7,DAR-0B9EB225,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-03778903,DAR-0B636B36,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-BC269B97,DAR-017794B2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1F0AD653,DAR-4D3397CA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9CC74B7A,DAR-ED926096,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-D4CCF15E,DAR-57A63AEB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-6440614B,DAR-8D64AF46,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9E7D1D18,DAR-1ABB2275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E7AAC028,DAR-C895CF39,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E3679DB2,DAR-D388E5F9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-129ECFE6,DAR-B1534D7C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A025AC9E,DAR-067BBE3A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-3B307D3B,DAR-845120DB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-6E5199CC,DAR-8ADD4F28,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-49F97F0A,DAR-C09045AD,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-848307BE,DAR-41EC1F94,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-35C7EBA5,DAR-28A94246,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1DCF988D,DAR-658D5A05,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E39123D0,DAR-CB813BFF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-FEE9B1E7,DAR-6671F7E6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-84E4700A,DAR-0B9717C1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-CECF494B,DAR-F883E475,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-53C8703B,DAR-2014F10B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A4502177,DAR-82FF9346,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F9FE6DD4,DAR-72E13BF2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E837FF90,DAR-C6911469,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-C34B57D0,DAR-02BE61BA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-768C3A35,DAR-3BE9BBDF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9D0906D8,DAR-9157CEC0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-E744CD65,DAR-0F5582F7,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-81C3926A,DAR-3BC4781E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-04BE3B17,DAR-1C309785,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-CC0D65FF,DAR-573F14E9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-C8D9A4FC,DAR-105F67D6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-BCFDF79D,DAR-6C009BE9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1ACB1BF4,DAR-16BFCF30,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-CF2E05B9,DAR-42569235,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-4E7F0662,DAR-2F98846C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-356671BB,DAR-59C011AE,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-AC942780,DAR-6D176FA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-45DA3E71,DAR-6F52AB4D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-7904B095,DAR-ABE54BC8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A9D28C42,DAR-94A8124A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-1CE21F81,DAR-4152488A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-9AAA5FAD,DAR-E83F332E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-13F3145A,DAR-ABF7005F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-961AC1C8,DAR-F478CDDD,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F4F0C41C,DAR-C77E9C9A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-5D6E856F,DAR-723BDBA2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-CE0B2C41,DAR-7D642AEB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-776AF063,DAR-6107C21A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-06D70E25,DAR-C17134B2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-54D5C04C,DAR-4DB86EB3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-85BE1CD8,DAR-93EE4994,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-00F08466,DAR-ED564EA1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-09E0D601,DAR-6AAB93D9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-A3746513,DAR-E21BF951,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-F02B441F,DAR-F9CD00DB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-36CB0E69,DAR-94B74FF2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-62C4BE6D,DAR-882E9987,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-58B49604,DAR-122243DB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
SEL-99CB9D8A,DAR-D4F053B1,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,,False,,,,,Pending Management Review,Awaiting Management Action,No selection fabricated - contract for future use
