queue_assignment_id,decision_readiness_id,decision_scorecard_id,decision_package_id,final_readiness_status,primary_queue,secondary_queue,queue_entry_date,queue_priority,queue_status,governance_note
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.093986,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Requires Assumption Validation,Assumption Validation Queue,,2026-07-29T13:40:33.094015,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Requires Assumption Validation,Assumption Validation Queue,,2026-07-29T13:40:33.094044,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Requires Assumption Validation,Assumption Validation Queue,,2026-07-29T13:40:33.094073,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Requires Financial Input,Financial Input Queue,,2026-07-29T13:40:33.094101,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Requires Assumption Validation,Assumption Validation Queue,,2026-07-29T13:40:33.094130,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Requires Benefit Validation,Benefit Validation Queue,,2026-07-29T13:40:33.094159,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.094187,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.094223,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Requires Assumption Validation,Assumption Validation Queue,,2026-07-29T13:40:33.094254,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Requires Evidence Completion,Evidence Completion Queue,,2026-07-29T13:40:33.094286,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Requires Assumption Validation,Assumption Validation Queue,,2026-07-29T13:40:33.094316,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.094346,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Requires Assumption Validation,Assumption Validation Queue,,2026-07-29T13:40:33.094374,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.094403,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.094431,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Requires Assumption Validation,Assumption Validation Queue,,2026-07-29T13:40:33.094460,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.094488,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Requires Assumption Validation,Assumption Validation Queue,,2026-07-29T13:40:33.094517,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Requires Assumption Validation,Assumption Validation Queue,,2026-07-29T13:40:33.094545,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Requires Assumption Validation,Assumption Validation Queue,,2026-07-29T13:40:33.094573,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.094600,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.094628,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Requires Additional Scenario Analysis,Additional Scenario Queue,,2026-07-29T13:40:33.094656,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.094684,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.094711,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.094740,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Requires Lineage Completion,Lineage Completion Queue,,2026-07-29T13:40:33.094769,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.094796,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Requires Benefit Validation,Benefit Validation Queue,,2026-07-29T13:40:33.094825,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.094853,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Requires Stakeholder Validation,Stakeholder Validation Queue,,2026-07-29T13:40:33.094880,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Requires Additional Scenario Analysis,Additional Scenario Queue,,2026-07-29T13:40:33.094909,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.094938,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Requires Baseline Validation,Baseline Validation Queue,,2026-07-29T13:40:33.094967,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.095005,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Requires Financial Input,Financial Input Queue,,2026-07-29T13:40:33.095045,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,Ready for Integrated Management Review,Integrated Management Review Queue,,2026-07-29T13:40:33.095078,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,Requires Budget Data,Budget Information Queue,,2026-07-29T13:40:33.095110,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Not Suitable for Decision Use,Not Suitable Register,,2026-07-29T13:40:33.095140,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,Requires Baseline Validation,Baseline Validation Queue,,2026-07-29T13:40:33.095170,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,Requires Lineage Completion,Lineage Completion Queue,,2026-07-29T13:40:33.095200,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,Requires Stakeholder Validation,Stakeholder Validation Queue,,2026-07-29T13:40:33.095229,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.095258,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,Ready with Conditions,Conditional Review Queue,,2026-07-29T13:40:33.095288,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.095317,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.095347,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.095376,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.095405,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.095436,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.095466,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.095494,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.095522,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.095550,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.095579,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.095606,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.095635,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.095663,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.095691,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.095718,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.095747,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.095775,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.095804,Standard,Active,Exactly one primary queue assigned
QA-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,Monitoring Only,Monitoring Queue,,2026-07-29T13:40:33.095832,Standard,Active,Exactly one primary queue assigned
