integrated_management_brief_id,decision_package_id,primary_permitted_action,secondary_permitted_actions,blocked_action_summary,primary_queue,secondary_queues,responsible_role,escalation_required,escalation_status,escalation_reason
IMB-90B45E10,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260704,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-6014C03B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260711,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-4476FEFB,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260715,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-E4F3B3FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260722,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-8E77B23A,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_003-20260731,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-4F662426,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260224,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-1A3A1AB4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260313,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B44D5BA4,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260410,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-E40C31D9,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260418,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-D30D7F8E,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260428,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B7461F23,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260503,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-D6EC3D87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260522,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-F068CF87,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260603,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-749CCBF6,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260619,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B928297C,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260629,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-E83B43E8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260703,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-D41D43FE,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260710,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-522BED9F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260719,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-3A7BDA20,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260726,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-9B8EFE1F,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20260903,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-8B2A1CCD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261001,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-07E0198D,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261012,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-7CB158B8,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261025,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-365FADBD,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261120,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-641C9EEA,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261125,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-9E410851,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261129,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-AF647C97,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261212,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-5496ED2B,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261216,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-520EDF42,DPKG-PKG-EP-HOSP-001-DEPT-MED-kpi_006-20261226,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-A5A04D64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260107,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-66B1BFBE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260122,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-0464A142,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260305,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-3DD32D40,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260314,Request Lineage Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C5401785,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260325,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-48A31F90,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260331,Validate Baseline,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-2A0F35D2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260405,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-E3587609,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260417,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-0AA92D43,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260423,Request Lineage Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-373DE03B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260428,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-48377793,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260517,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-71988048,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260530,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-9EAB9324,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260616,Provide Budget Information,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-3B9DA56D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260622,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-500C91A1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260706,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-727DC88B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260815,Request Evidence Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-233806C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260823,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-5D07EFAF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260830,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-3F5D7851,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20260929,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-337E9546,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261008,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-64CB2AB1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261017,Provide Budget Information,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-7138618A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261029,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-A7DD3EA1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261110,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C016253B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261116,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-4660BD77,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261128,Request Lineage Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-D455FC38,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261203,Validate Baseline,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-64F9062C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,Request Lineage Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-D4D88EDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261214,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-0C18AC25,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261219,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-CC8A3007,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261223,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B018B677,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260118,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-E7B29B64,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260319,Validate Baseline,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-ECC69A67,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260404,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C37293B9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260414,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-7F9439AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260421,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-E32F4B41,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260504,Request Evidence Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-1487EEE7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260704,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-CC65321E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260826,Request Stakeholder Review,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-E3B2359A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20260926,Request Additional Scenario,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-E9C7C886,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261009,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-85A3369E,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261030,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-E87609BE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261112,Request Lineage Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-1724B02D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261121,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-64A6A46F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_002-20261226,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-2683013D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260402,Provide Budget Information,,,General Queue,,Operations Manager,False,Standard Review,
IMB-E2BF4CC1,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260410,Validate Baseline,,,General Queue,,Operations Manager,False,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-A2EF60AE,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260420,Route to Non-Quantitative Review,,,General Queue,,Operations Manager,False,Standard Review,
IMB-8D728E39,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260430,Route to Non-Quantitative Review,,,General Queue,,Operations Manager,False,Standard Review,
IMB-054A37CB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260505,Route to Non-Quantitative Review,,,General Queue,,Operations Manager,False,Standard Review,
IMB-DD372116,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260509,Review Integrated Decision Package,,,General Queue,,Operations Manager,False,Standard Review,
IMB-B20F8E28,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B5450655,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-DE6809A8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-91017594,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,Reject Decision Use,,,General Queue,,Operations Manager,False,Not Assessable,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C214655F,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,Review Integrated Decision Package,,,General Queue,,Operations Manager,False,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-8131CC19,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,Review Integrated Decision Package,,,General Queue,,Operations Manager,False,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-AD0E56E9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260518,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-DF129B45,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260526,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-E6B2329C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260624,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-AF6DB0C8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-33091146,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-0C9280CF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-D2015798,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-9DD66A55,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-97D665D7,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-44DD0CDC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-0B54726D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-E2CC0004,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-D4C067C3,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C948C074,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-6CA7D746,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,
IMB-02295614,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-51B22CF8,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-3078D9BC,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-71F36AC2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-EB214648,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-9BAFAE33,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-3813C2AB,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-8F19C026,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-5C11DD05,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-5703ACA2,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Continue Monitoring,,,General Queue,,Operations Manager,True,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-F9D6D32D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Continue Monitoring,,,General Queue,,Operations Manager,False,Monitoring,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-F98D4764,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-8136893D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-97878504,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-243F9F40,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Validate Financial Inputs,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-717EBFBB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B64E3623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Validate Benefit Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-E896C962,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-7C1CF550,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-55A74C12,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-0A9294CB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Request Evidence Completion,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-86EFDEA0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-6725EF95,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B891715F,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-D057EAE6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-23C00AEC,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Priority Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-5A6E4713,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-B43D0E86,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Review Integrated Decision Package,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
IMB-C401C8A4,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Validate Assumptions,,,General Queue,,Operations Manager,True,Standard Review,"Critical priority, Immediate Review urgency, or executive/clinical approval level required"
