transition_rule_id,decision_readiness_id,decision_package_id,current_state,eligible_next_state,transition_requirements,transition_not_executed_flag,transition_executed,execution_timestamp,executed_by,governance_note
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102-5,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117-5,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204-5,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215-5,DR-DSC-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111-0,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Requires Assumption Validation,Ready with Conditions,Required assumptions validated,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115-0,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Requires Assumption Validation,Ready with Conditions,Required assumptions validated,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203-0,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Requires Assumption Validation,Ready with Conditions,Required assumptions validated,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207-2,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Requires Financial Input,Ready with Conditions,Mandatory financial inputs provided and validated,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212-0,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Requires Assumption Validation,Ready with Conditions,Required assumptions validated,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326-10,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Requires Benefit Validation,Ready with Conditions,Benefit eligibility resolved,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413-4,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421-NA,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Ready for Integrated Management Review,No eligible transition defined,No transition available from this state,True,False,,,Terminal or stable state; no transition defined
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502-0,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Requires Assumption Validation,Ready with Conditions,Required assumptions validated,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510-7,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Requires Evidence Completion,Ready with Conditions,Required evidence references provided,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515-0,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Requires Assumption Validation,Ready with Conditions,Required assumptions validated,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521-NA,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Ready for Integrated Management Review,No eligible transition defined,No transition available from this state,True,False,,,Terminal or stable state; no transition defined
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623-0,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Requires Assumption Validation,Ready with Conditions,Required assumptions validated,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710-NA,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Ready for Integrated Management Review,No eligible transition defined,No transition available from this state,True,False,,,Terminal or stable state; no transition defined
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727-4,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813-0,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Requires Assumption Validation,Ready with Conditions,Required assumptions validated,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915-NA,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Ready for Integrated Management Review,No eligible transition defined,No transition available from this state,True,False,,,Terminal or stable state; no transition defined
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024-0,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Requires Assumption Validation,Ready with Conditions,Required assumptions validated,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110-0,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Requires Assumption Validation,Ready with Conditions,Required assumptions validated,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229-0,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Requires Assumption Validation,Ready with Conditions,Required assumptions validated,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103-4,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209-NA,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Ready for Integrated Management Review,No eligible transition defined,No transition available from this state,True,False,,,Terminal or stable state; no transition defined
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221-11,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Requires Additional Scenario Analysis,Ready with Conditions,Additional modelling completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302-NA,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Ready for Integrated Management Review,No eligible transition defined,No transition available from this state,True,False,,,Terminal or stable state; no transition defined
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328-4,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406-NA,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Ready for Integrated Management Review,No eligible transition defined,No transition available from this state,True,False,,,Terminal or stable state; no transition defined
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416-8,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Requires Lineage Completion,Ready with Conditions,Source-to-decision lineage completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424-4,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430-10,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Requires Benefit Validation,Ready with Conditions,Benefit eligibility resolved,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519-NA,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Ready for Integrated Management Review,No eligible transition defined,No transition available from this state,True,False,,,Terminal or stable state; no transition defined
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529-9,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Requires Stakeholder Validation,Ready with Conditions,Stakeholder confirmation received,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603-11,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Requires Additional Scenario Analysis,Ready with Conditions,Additional modelling completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613-NA,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Ready for Integrated Management Review,No eligible transition defined,No transition available from this state,True,False,,,Terminal or stable state; no transition defined
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704-1,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Requires Baseline Validation,Ready with Conditions,Baseline validation passes,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708-4,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719-2,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Requires Financial Input,Ready with Conditions,Mandatory financial inputs provided and validated,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728-NA,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,Ready for Integrated Management Review,No eligible transition defined,No transition available from this state,True,False,,,Terminal or stable state; no transition defined
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911-3,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,Requires Budget Data,Ready with Conditions,Authoritative budget data supplied,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925-NA,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Not Suitable for Decision Use,No eligible transition defined,No transition available from this state,True,False,,,Terminal or stable state; no transition defined
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010-1,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,Requires Baseline Validation,Ready with Conditions,Baseline validation passes,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018-8,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,Requires Lineage Completion,Ready with Conditions,Source-to-decision lineage completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025-9,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,Requires Stakeholder Validation,Ready with Conditions,Stakeholder confirmation received,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104-4,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214-4,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,Ready with Conditions,Ready for Integrated Management Review,All blocking conditions resolved and confirmations completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231-5,DR-DSC-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,Monitoring Only,Ready with Conditions,Escalation trigger met and valid intervention package available,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127-0,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,Requires Assumption Validation,Ready with Conditions,Required assumptions validated,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131-0,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,Requires Assumption Validation,Ready with Conditions,Required assumptions validated,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209-0,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,Requires Assumption Validation,Ready with Conditions,Required assumptions validated,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301-8,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Requires Lineage Completion,Ready with Conditions,Source-to-decision lineage completed,True,False,,,Rule created only; transition not executed in Step 2D-4
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305-NA,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,Ready for Integrated Management Review,No eligible transition defined,No transition available from this state,True,False,,,Terminal or stable state; no transition defined
TRANS-DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311-3,DR-DSC-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,Requires Budget Data,Ready with Conditions,Authoritative budget data supplied,True,False,,,Rule created only; transition not executed in Step 2D-4
