decision_action_routing_id,decision_package_id,secondary_permitted_action,assigned_flag,selected_flag,governance_note
DAR-2F052166,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260728,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-D3E2D020,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-D3E2D020,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260808,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-E92BBF5A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-E92BBF5A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20260921,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-6F94AF95,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-6F94AF95,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261002,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-5B29121D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-5B29121D,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_005-20261225,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-5A9D2A1A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-5A9D2A1A,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-FA9D5418,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-FA9D5418,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-60E864A0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-60E864A0,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-C28BEDE4,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-C28BEDE4,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-4DD779B5,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-4DD779B5,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-75F685D4,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-75F685D4,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-E108DFAA,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-E108DFAA,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-89FF9A00,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-89FF9A00,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-39E716E6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-39E716E6,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-C3E2F410,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-C3E2F410,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-011B9BEF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-011B9BEF,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-7EDBEC74,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-7EDBEC74,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-D70E7695,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-D70E7695,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-16C3C92C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-16C3C92C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-2325718B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-2325718B,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-5177B10C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-5177B10C,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-A5F75B70,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-A5F75B70,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-79B648D9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,No Action - Monitoring Continues,False,False,Secondary action for Monitoring Only
DAR-79B648D9,DPKG-PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Request Stakeholder Review,False,False,Secondary action for Monitoring Only
DAR-91132CD8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Request Stakeholder Review,False,False,Secondary action for Requires Assumption Validation
DAR-91132CD8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Continue Monitoring,False,False,Secondary action for Requires Assumption Validation
DAR-91132CD8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,Defer Decision,False,False,Secondary action for Requires Assumption Validation
DAR-85BE6AB8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Request Stakeholder Review,False,False,Secondary action for Requires Assumption Validation
DAR-85BE6AB8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Continue Monitoring,False,False,Secondary action for Requires Assumption Validation
DAR-85BE6AB8,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,Defer Decision,False,False,Secondary action for Requires Assumption Validation
DAR-5E72DD37,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Request Stakeholder Review,False,False,Secondary action for Requires Assumption Validation
DAR-5E72DD37,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Continue Monitoring,False,False,Secondary action for Requires Assumption Validation
DAR-5E72DD37,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,Defer Decision,False,False,Secondary action for Requires Assumption Validation
DAR-BD554CF0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Provide Budget Information,False,False,Secondary action for Requires Financial Input
DAR-BD554CF0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Request Stakeholder Review,False,False,Secondary action for Requires Financial Input
DAR-BD554CF0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Continue Monitoring,False,False,Secondary action for Requires Financial Input
DAR-BC81DEE3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Request Stakeholder Review,False,False,Secondary action for Requires Assumption Validation
DAR-BC81DEE3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Continue Monitoring,False,False,Secondary action for Requires Assumption Validation
DAR-BC81DEE3,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,Defer Decision,False,False,Secondary action for Requires Assumption Validation
DAR-56A8C75D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Request Stakeholder Review,False,False,Secondary action for Requires Benefit Validation
DAR-56A8C75D,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,Defer Decision,False,False,Secondary action for Requires Benefit Validation
DAR-92187BB5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-92187BB5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-92187BB5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-92187BB5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-92187BB5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-92187BB5,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-0B9EB225,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-0B9EB225,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-0B9EB225,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-0B636B36,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Request Stakeholder Review,False,False,Secondary action for Requires Assumption Validation
DAR-0B636B36,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Continue Monitoring,False,False,Secondary action for Requires Assumption Validation
DAR-0B636B36,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Defer Decision,False,False,Secondary action for Requires Assumption Validation
DAR-017794B2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Request Stakeholder Review,False,False,Secondary action for Requires Evidence Completion
DAR-017794B2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Continue Monitoring,False,False,Secondary action for Requires Evidence Completion
DAR-017794B2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Defer Decision,False,False,Secondary action for Requires Evidence Completion
DAR-4D3397CA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Request Stakeholder Review,False,False,Secondary action for Requires Assumption Validation
DAR-4D3397CA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Continue Monitoring,False,False,Secondary action for Requires Assumption Validation
DAR-4D3397CA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Defer Decision,False,False,Secondary action for Requires Assumption Validation
DAR-ED926096,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-ED926096,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-ED926096,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-57A63AEB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Request Stakeholder Review,False,False,Secondary action for Requires Assumption Validation
DAR-57A63AEB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Continue Monitoring,False,False,Secondary action for Requires Assumption Validation
DAR-57A63AEB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Defer Decision,False,False,Secondary action for Requires Assumption Validation
DAR-8D64AF46,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-8D64AF46,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-8D64AF46,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-1ABB2275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-1ABB2275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-1ABB2275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-1ABB2275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-1ABB2275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-1ABB2275,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-C895CF39,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Request Stakeholder Review,False,False,Secondary action for Requires Assumption Validation
DAR-C895CF39,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Continue Monitoring,False,False,Secondary action for Requires Assumption Validation
DAR-C895CF39,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Defer Decision,False,False,Secondary action for Requires Assumption Validation
DAR-D388E5F9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-D388E5F9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-D388E5F9,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-B1534D7C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Request Stakeholder Review,False,False,Secondary action for Requires Assumption Validation
DAR-B1534D7C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Continue Monitoring,False,False,Secondary action for Requires Assumption Validation
DAR-B1534D7C,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Defer Decision,False,False,Secondary action for Requires Assumption Validation
DAR-067BBE3A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Request Stakeholder Review,False,False,Secondary action for Requires Assumption Validation
DAR-067BBE3A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Continue Monitoring,False,False,Secondary action for Requires Assumption Validation
DAR-067BBE3A,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Defer Decision,False,False,Secondary action for Requires Assumption Validation
DAR-845120DB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Request Stakeholder Review,False,False,Secondary action for Requires Assumption Validation
DAR-845120DB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Continue Monitoring,False,False,Secondary action for Requires Assumption Validation
DAR-845120DB,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Defer Decision,False,False,Secondary action for Requires Assumption Validation
DAR-8ADD4F28,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-8ADD4F28,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-8ADD4F28,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-8ADD4F28,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-8ADD4F28,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-8ADD4F28,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-C09045AD,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-C09045AD,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-C09045AD,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-41EC1F94,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Validate Assumptions,False,False,Secondary action for Requires Additional Scenario Analysis
DAR-41EC1F94,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Validate Baseline,False,False,Secondary action for Requires Additional Scenario Analysis
DAR-41EC1F94,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Continue Monitoring,False,False,Secondary action for Requires Additional Scenario Analysis
DAR-28A94246,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-28A94246,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-28A94246,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-658D5A05,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-658D5A05,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-658D5A05,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-658D5A05,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-658D5A05,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-658D5A05,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-CB813BFF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-CB813BFF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-CB813BFF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-6671F7E6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Request Evidence Completion,False,False,Secondary action for Requires Lineage Completion
DAR-6671F7E6,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Defer Decision,False,False,Secondary action for Requires Lineage Completion
DAR-0B9717C1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-0B9717C1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-0B9717C1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-0B9717C1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-0B9717C1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-0B9717C1,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-F883E475,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Request Stakeholder Review,False,False,Secondary action for Requires Benefit Validation
DAR-F883E475,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Defer Decision,False,False,Secondary action for Requires Benefit Validation
DAR-2014F10B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-2014F10B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-2014F10B,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-82FF9346,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Validate Assumptions,False,False,Secondary action for Requires Stakeholder Validation
DAR-82FF9346,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Validate Financial Inputs,False,False,Secondary action for Requires Stakeholder Validation
DAR-82FF9346,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Continue Monitoring,False,False,Secondary action for Requires Stakeholder Validation
DAR-72E13BF2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Validate Assumptions,False,False,Secondary action for Requires Additional Scenario Analysis
DAR-72E13BF2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Validate Baseline,False,False,Secondary action for Requires Additional Scenario Analysis
DAR-72E13BF2,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Continue Monitoring,False,False,Secondary action for Requires Additional Scenario Analysis
DAR-C6911469,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-C6911469,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-C6911469,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-02BE61BA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Request Evidence Completion,False,False,Secondary action for Requires Baseline Validation
DAR-02BE61BA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Continue Monitoring,False,False,Secondary action for Requires Baseline Validation
DAR-02BE61BA,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Defer Decision,False,False,Secondary action for Requires Baseline Validation
DAR-3BE9BBDF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Compare Scenario Options,False,False,Secondary action for Ready with Conditions
DAR-3BE9BBDF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Validate Assumptions,False,False,Secondary action for Ready with Conditions
DAR-3BE9BBDF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Validate Baseline,False,False,Secondary action for Ready with Conditions
DAR-3BE9BBDF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Validate Financial Inputs,False,False,Secondary action for Ready with Conditions
DAR-3BE9BBDF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Request Stakeholder Review,False,False,Secondary action for Ready with Conditions
DAR-3BE9BBDF,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Continue Monitoring,False,False,Secondary action for Ready with Conditions
DAR-9157CEC0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Provide Budget Information,False,False,Secondary action for Requires Financial Input
DAR-9157CEC0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Request Stakeholder Review,False,False,Secondary action for Requires Financial Input
DAR-9157CEC0,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Continue Monitoring,False,False,Secondary action for Requires Financial Input
DAR-0F5582F7,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,Compare Scenario Options,False,False,Secondary action for Ready for Integrated Management Review
DAR-0F5582F7,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,Request Stakeholder Review,False,False,Secondary action for Ready for Integrated Management Review
DAR-0F5582F7,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,Defer Decision,False,False,Secondary action for Ready for Integrated Management Review
DAR-3BC4781E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,Validate Financial Inputs,False,False,Secondary action for Requires Budget Data
DAR-3BC4781E,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,Defer Decision,False,False,Secondary action for Requires Budget Data
DAR-1C309785,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Defer Decision,False,False,Secondary action for Not Suitable for Decision Use
DAR-1C309785,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Request Evidence Completion,False,False,Secondary action for Not Suitable for Decision Use
DAR-1C309785,DPKG-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Request Lineage Completion,False,False,Secondary action for Not Suitable for Decision Use
