queue_record_id,hospital_id,department_id,queue_date,reporting_date,reporting_month,queue_stage,arrivals_count,served_count,waiting_patient_count,average_wait_minutes,median_wait_minutes,maximum_wait_minutes,summary_source_flag,encounter_derived_flag,valid_queue_record_flag,source_primary_key,processing_run_id,validation_run_id,transformation_version,processed_datetime,source_row_number
QUEUE-000000835,HOSP-001,DEPT-OPC,2026-04-15,2026-04-15,2026-04,Consultation,74,74,0,49.2,46.5,,,,True,QUEUE-000000835,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000836,HOSP-001,DEPT-OPC,2026-04-16,2026-04-16,2026-04,Registration,102,100,2,44.6,45.0,,,,True,QUEUE-000000836,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000837,HOSP-001,DEPT-OPC,2026-04-17,2026-04-17,2026-04,Pharmacy,118,114,4,46.2,47.5,,,,True,QUEUE-000000837,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000838,HOSP-001,DEPT-OPC,2026-04-18,2026-04-18,2026-04,Billing,97,93,4,47.2,50.0,,,,True,QUEUE-000000838,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000839,HOSP-001,DEPT-OPC,2026-04-19,2026-04-19,2026-04,Pharmacy,117,114,3,46.6,50.0,,,,True,QUEUE-000000839,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000840,HOSP-001,DEPT-OPC,2026-04-20,2026-04-20,2026-04,Pharmacy,86,85,1,48.3,51.0,,,,True,QUEUE-000000840,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000841,HOSP-001,DEPT-OPC,2026-04-21,2026-04-21,2026-04,Pharmacy,106,102,4,44.6,44.0,,,,True,QUEUE-000000841,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000842,HOSP-001,DEPT-OPC,2026-04-22,2026-04-22,2026-04,Pharmacy,100,97,3,43.7,45.0,,,,True,QUEUE-000000842,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000843,HOSP-001,DEPT-OPC,2026-04-23,2026-04-23,2026-04,Pharmacy,102,97,5,47.2,50.0,,,,True,QUEUE-000000843,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000844,HOSP-001,DEPT-OPC,2026-04-24,2026-04-24,2026-04,Consultation,106,101,5,45.6,46.0,,,,True,QUEUE-000000844,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000845,HOSP-001,DEPT-OPC,2026-04-25,2026-04-25,2026-04,Radiology,102,100,2,45.8,48.0,,,,True,QUEUE-000000845,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000846,HOSP-001,DEPT-OPC,2026-04-26,2026-04-26,2026-04,Triage,106,103,3,43.9,44.0,,,,True,QUEUE-000000846,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000847,HOSP-001,DEPT-OPC,2026-04-27,2026-04-27,2026-04,Radiology,105,103,2,46.1,45.0,,,,True,QUEUE-000000847,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000848,HOSP-001,DEPT-OPC,2026-04-28,2026-04-28,2026-04,Registration,118,114,4,42.6,41.5,,,,True,QUEUE-000000848,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000849,HOSP-001,DEPT-OPC,2026-04-29,2026-04-29,2026-04,Radiology,112,109,3,41.9,41.0,,,,True,QUEUE-000000849,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000850,HOSP-001,DEPT-OPC,2026-04-30,2026-04-30,2026-04,Billing,73,70,3,49.1,51.0,,,,True,QUEUE-000000850,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000851,HOSP-001,DEPT-OPC,2026-05-01,2026-05-01,2026-05,Registration,119,116,3,45.5,46.5,,,,True,QUEUE-000000851,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000852,HOSP-001,DEPT-OPC,2026-05-02,2026-05-02,2026-05,Billing,101,98,3,46.0,45.0,,,,True,QUEUE-000000852,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000853,HOSP-001,DEPT-OPC,2026-05-03,2026-05-03,2026-05,Registration,86,84,2,45.7,49.0,,,,True,QUEUE-000000853,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000854,HOSP-001,DEPT-OPC,2026-05-04,2026-05-04,2026-05,Consultation,102,102,0,47.3,50.0,,,,True,QUEUE-000000854,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000855,HOSP-001,DEPT-OPC,2026-05-05,2026-05-05,2026-05,Billing,92,88,4,48.5,50.0,,,,True,QUEUE-000000855,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000856,HOSP-001,DEPT-OPC,2026-05-06,2026-05-06,2026-05,Consultation,99,95,4,45.6,47.0,,,,True,QUEUE-000000856,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000857,HOSP-001,DEPT-OPC,2026-05-07,2026-05-07,2026-05,Consultation,110,108,2,45.9,46.5,,,,True,QUEUE-000000857,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000858,HOSP-001,DEPT-OPC,2026-05-08,2026-05-08,2026-05,Registration,113,109,4,43.3,44.0,,,,True,QUEUE-000000858,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000859,HOSP-001,DEPT-OPC,2026-05-09,2026-05-09,2026-05,Pharmacy,78,77,1,48.4,50.0,,,,True,QUEUE-000000859,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000860,HOSP-001,DEPT-OPC,2026-05-10,2026-05-10,2026-05,Registration,100,99,1,46.7,48.0,,,,True,QUEUE-000000860,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000861,HOSP-001,DEPT-OPC,2026-05-11,2026-05-11,2026-05,Registration,76,73,3,46.3,45.0,,,,True,QUEUE-000000861,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000862,HOSP-001,DEPT-OPC,2026-05-12,2026-05-12,2026-05,Registration,83,81,2,42.0,43.0,,,,True,QUEUE-000000862,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000863,HOSP-001,DEPT-OPC,2026-05-13,2026-05-13,2026-05,Radiology,97,93,4,45.4,49.0,,,,True,QUEUE-000000863,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000864,HOSP-001,DEPT-OPC,2026-05-14,2026-05-14,2026-05,Radiology,85,83,2,46.6,46.0,,,,True,QUEUE-000000864,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000865,HOSP-001,DEPT-OPC,2026-05-15,2026-05-15,2026-05,Registration,103,97,6,45.2,46.0,,,,True,QUEUE-000000865,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000866,HOSP-001,DEPT-OPC,2026-05-16,2026-05-16,2026-05,Triage,113,113,0,44.4,47.0,,,,True,QUEUE-000000866,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000867,HOSP-001,DEPT-OPC,2026-05-17,2026-05-17,2026-05,Consultation,81,80,1,43.2,44.0,,,,True,QUEUE-000000867,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000868,HOSP-001,DEPT-OPC,2026-05-18,2026-05-18,2026-05,Billing,83,81,2,46.5,48.0,,,,True,QUEUE-000000868,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000869,HOSP-001,DEPT-OPC,2026-05-19,2026-05-19,2026-05,Billing,86,82,4,42.7,42.0,,,,True,QUEUE-000000869,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000870,HOSP-001,DEPT-OPC,2026-05-20,2026-05-20,2026-05,Billing,85,83,2,45.7,48.0,,,,True,QUEUE-000000870,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000871,HOSP-001,DEPT-OPC,2026-05-21,2026-05-21,2026-05,Pharmacy,101,100,1,44.6,44.5,,,,True,QUEUE-000000871,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000872,HOSP-001,DEPT-OPC,2026-05-22,2026-05-22,2026-05,Pharmacy,114,112,2,46.3,49.5,,,,True,QUEUE-000000872,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000873,HOSP-001,DEPT-OPC,2026-05-23,2026-05-23,2026-05,Triage,97,93,4,47.3,49.0,,,,True,QUEUE-000000873,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000874,HOSP-001,DEPT-OPC,2026-05-24,2026-05-24,2026-05,Registration,83,82,1,47.0,46.0,,,,True,QUEUE-000000874,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000875,HOSP-001,DEPT-OPC,2026-05-25,2026-05-25,2026-05,Triage,99,98,1,43.3,45.0,,,,True,QUEUE-000000875,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000876,HOSP-001,DEPT-OPC,2026-05-26,2026-05-26,2026-05,Radiology,88,86,2,43.4,43.5,,,,True,QUEUE-000000876,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000877,HOSP-001,DEPT-OPC,2026-05-27,2026-05-27,2026-05,Consultation,115,110,5,43.2,43.5,,,,True,QUEUE-000000877,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000878,HOSP-001,DEPT-OPC,2026-05-28,2026-05-28,2026-05,Triage,113,110,3,42.5,42.5,,,,True,QUEUE-000000878,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000879,HOSP-001,DEPT-OPC,2026-05-29,2026-05-29,2026-05,Radiology,108,101,7,46.3,47.0,,,,True,QUEUE-000000879,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000880,HOSP-001,DEPT-OPC,2026-05-30,2026-05-30,2026-05,Registration,81,80,1,47.6,50.5,,,,True,QUEUE-000000880,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000881,HOSP-001,DEPT-OPC,2026-05-31,2026-05-31,2026-05,Pharmacy,115,112,3,45.8,44.5,,,,True,QUEUE-000000881,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000882,HOSP-001,DEPT-OPC,2026-06-01,2026-06-01,2026-06,Registration,107,102,5,55.4,54.5,,,,True,QUEUE-000000882,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000883,HOSP-001,DEPT-OPC,2026-06-02,2026-06-02,2026-06,Triage,90,89,1,55.2,54.0,,,,True,QUEUE-000000883,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000884,HOSP-001,DEPT-OPC,2026-06-03,2026-06-03,2026-06,Triage,100,98,2,53.9,54.5,,,,True,QUEUE-000000884,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000885,HOSP-001,DEPT-OPC,2026-06-04,2026-06-04,2026-06,Consultation,93,90,3,58.5,56.0,,,,True,QUEUE-000000885,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000886,HOSP-001,DEPT-OPC,2026-06-05,2026-06-05,2026-06,Registration,97,90,7,55.5,57.0,,,,True,QUEUE-000000886,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000887,HOSP-001,DEPT-OPC,2026-06-06,2026-06-06,2026-06,Billing,122,121,1,56.6,58.0,,,,True,QUEUE-000000887,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000888,HOSP-001,DEPT-OPC,2026-06-07,2026-06-07,2026-06,Registration,110,108,2,54.8,57.0,,,,True,QUEUE-000000888,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000889,HOSP-001,DEPT-OPC,2026-06-08,2026-06-08,2026-06,Billing,98,95,3,55.0,58.0,,,,True,QUEUE-000000889,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000890,HOSP-001,DEPT-OPC,2026-06-09,2026-06-09,2026-06,Radiology,100,94,6,55.5,58.5,,,,True,QUEUE-000000890,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000891,HOSP-001,DEPT-OPC,2026-06-10,2026-06-10,2026-06,Pharmacy,124,122,2,56.8,54.5,,,,True,QUEUE-000000891,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000892,HOSP-001,DEPT-OPC,2026-06-11,2026-06-11,2026-06,Registration,82,80,2,53.5,52.0,,,,True,QUEUE-000000892,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000893,HOSP-001,DEPT-OPC,2026-06-12,2026-06-12,2026-06,Billing,101,98,3,54.1,55.0,,,,True,QUEUE-000000893,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000894,HOSP-001,DEPT-OPC,2026-06-13,2026-06-13,2026-06,Billing,134,128,6,53.8,53.0,,,,True,QUEUE-000000894,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000895,HOSP-001,DEPT-OPC,2026-06-14,2026-06-14,2026-06,Consultation,92,92,0,57.4,58.0,,,,True,QUEUE-000000895,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000896,HOSP-001,DEPT-OPC,2026-06-15,2026-06-15,2026-06,Triage,110,104,6,56.2,56.5,,,,True,QUEUE-000000896,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000897,HOSP-001,DEPT-OPC,2026-06-16,2026-06-16,2026-06,Radiology,115,114,1,57.0,59.0,,,,True,QUEUE-000000897,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000898,HOSP-001,DEPT-OPC,2026-06-17,2026-06-17,2026-06,Triage,116,113,3,54.0,52.0,,,,True,QUEUE-000000898,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000899,HOSP-001,DEPT-OPC,2026-06-18,2026-06-18,2026-06,Consultation,112,108,4,52.4,53.0,,,,True,QUEUE-000000899,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000900,HOSP-001,DEPT-OPC,2026-06-19,2026-06-19,2026-06,Billing,103,100,3,54.4,52.0,,,,True,QUEUE-000000900,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000901,HOSP-001,DEPT-OPC,2026-06-20,2026-06-20,2026-06,Triage,64,63,1,53.6,61.0,,,,True,QUEUE-000000901,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000902,HOSP-001,DEPT-OPC,2026-06-21,2026-06-21,2026-06,Radiology,77,75,2,56.9,59.0,,,,True,QUEUE-000000902,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000903,HOSP-001,DEPT-OPC,2026-06-22,2026-06-22,2026-06,Registration,101,97,4,57.3,60.0,,,,True,QUEUE-000000903,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000904,HOSP-001,DEPT-OPC,2026-06-23,2026-06-23,2026-06,Pharmacy,88,86,2,57.6,60.5,,,,True,QUEUE-000000904,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000905,HOSP-001,DEPT-OPC,2026-06-24,2026-06-24,2026-06,Billing,99,97,2,55.2,60.0,,,,True,QUEUE-000000905,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000906,HOSP-001,DEPT-OPC,2026-06-25,2026-06-25,2026-06,Triage,105,99,6,55.5,58.0,,,,True,QUEUE-000000906,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000907,HOSP-001,DEPT-OPC,2026-06-26,2026-06-26,2026-06,Pharmacy,107,99,8,49.9,48.0,,,,True,QUEUE-000000907,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000908,HOSP-001,DEPT-OPC,2026-06-27,2026-06-27,2026-06,Registration,131,128,3,54.9,55.0,,,,True,QUEUE-000000908,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000909,HOSP-001,DEPT-OPC,2026-06-28,2026-06-28,2026-06,Triage,113,112,1,56.5,57.5,,,,True,QUEUE-000000909,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000910,HOSP-001,DEPT-OPC,2026-06-29,2026-06-29,2026-06,Triage,88,86,2,57.3,59.5,,,,True,QUEUE-000000910,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000911,HOSP-001,DEPT-OPC,2026-06-30,2026-06-30,2026-06,Triage,100,97,3,56.8,60.0,,,,True,QUEUE-000000911,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000912,HOSP-001,DEPT-OPC,2026-07-01,2026-07-01,2026-07,Billing,110,106,4,52.1,50.0,,,,True,QUEUE-000000912,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000913,HOSP-001,DEPT-OPC,2026-07-02,2026-07-02,2026-07,Triage,107,99,8,58.3,58.0,,,,True,QUEUE-000000913,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000914,HOSP-001,DEPT-OPC,2026-07-03,2026-07-03,2026-07,Radiology,94,90,4,54.3,52.5,,,,True,QUEUE-000000914,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000915,HOSP-001,DEPT-OPC,2026-07-04,2026-07-04,2026-07,Registration,92,90,2,54.0,60.5,,,,True,QUEUE-000000915,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000916,HOSP-001,DEPT-OPC,2026-07-05,2026-07-05,2026-07,Triage,117,113,4,54.7,56.0,,,,True,QUEUE-000000916,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000917,HOSP-001,DEPT-OPC,2026-07-06,2026-07-06,2026-07,Registration,103,100,3,56.2,56.5,,,,True,QUEUE-000000917,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000918,HOSP-001,DEPT-OPC,2026-07-07,2026-07-07,2026-07,Registration,90,86,4,54.0,53.0,,,,True,QUEUE-000000918,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000919,HOSP-001,DEPT-OPC,2026-07-08,2026-07-08,2026-07,Consultation,111,106,5,52.4,50.5,,,,True,QUEUE-000000919,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000920,HOSP-001,DEPT-OPC,2026-07-09,2026-07-09,2026-07,Registration,86,85,1,56.3,58.0,,,,True,QUEUE-000000920,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000921,HOSP-001,DEPT-OPC,2026-07-10,2026-07-10,2026-07,Billing,94,90,4,50.3,48.0,,,,True,QUEUE-000000921,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000922,HOSP-001,DEPT-OPC,2026-07-11,2026-07-11,2026-07,Pharmacy,96,93,3,54.8,59.0,,,,True,QUEUE-000000922,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000923,HOSP-001,DEPT-OPC,2026-07-12,2026-07-12,2026-07,Consultation,105,101,4,55.9,53.0,,,,True,QUEUE-000000923,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000924,HOSP-001,DEPT-OPC,2026-07-13,2026-07-13,2026-07,Radiology,92,89,3,53.7,53.0,,,,True,QUEUE-000000924,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000925,HOSP-001,DEPT-OPC,2026-07-14,2026-07-14,2026-07,Registration,98,97,1,47.9,49.0,,,,True,QUEUE-000000925,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000926,HOSP-001,DEPT-OPC,2026-07-15,2026-07-15,2026-07,Triage,117,114,3,52.4,56.0,,,,True,QUEUE-000000926,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000927,HOSP-001,DEPT-OPC,2026-07-16,2026-07-16,2026-07,Billing,108,107,1,55.8,57.0,,,,True,QUEUE-000000927,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000928,HOSP-001,DEPT-OPC,2026-07-17,2026-07-17,2026-07,Radiology,96,90,6,54.1,56.0,,,,True,QUEUE-000000928,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000929,HOSP-001,DEPT-OPC,2026-07-18,2026-07-18,2026-07,Registration,94,90,4,54.0,54.5,,,,True,QUEUE-000000929,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000930,HOSP-001,DEPT-OPC,2026-07-19,2026-07-19,2026-07,Consultation,99,95,4,54.3,56.0,,,,True,QUEUE-000000930,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000931,HOSP-001,DEPT-OPC,2026-07-20,2026-07-20,2026-07,Consultation,103,100,3,46.7,46.5,,,,True,QUEUE-000000931,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000932,HOSP-001,DEPT-OPC,2026-07-21,2026-07-21,2026-07,Triage,97,95,2,55.5,54.0,,,,True,QUEUE-000000932,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000933,HOSP-001,DEPT-OPC,2026-07-22,2026-07-22,2026-07,Billing,86,85,1,56.6,57.0,,,,True,QUEUE-000000933,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000934,HOSP-001,DEPT-OPC,2026-07-23,2026-07-23,2026-07,Consultation,74,72,2,54.2,54.0,,,,True,QUEUE-000000934,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
QUEUE-000000935,HOSP-001,DEPT-OPC,2026-07-24,2026-07-24,2026-07,Pharmacy,84,84,0,56.7,56.5,,,,True,QUEUE-000000935,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.172746,
