service_schedule_id,hospital_id,department_id,service_date,reporting_date,reporting_month,service_type,session_start_datetime,session_end_datetime,planned_service_hours,planned_capacity,schedule_status,reduced_session_flag,cancelled_session_flag,extended_session_flag,valid_schedule_flag,source_primary_key,processing_run_id,validation_run_id,transformation_version,processed_datetime,source_row_number
SCH-00007783,HOSP-001,DEPT-MED,2026-11-21,2026-11-21,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,120,Planned,False,False,False,True,SCH-00007783,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007784,HOSP-001,DEPT-MED,2026-11-21,2026-11-21,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,120,Planned,False,False,False,True,SCH-00007784,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007785,HOSP-001,DEPT-MED,2026-11-21,2026-11-21,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,120,Planned,False,False,False,True,SCH-00007785,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007786,HOSP-001,DEPT-SURG,2026-11-21,2026-11-21,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,100,Planned,False,False,False,True,SCH-00007786,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007787,HOSP-001,DEPT-SURG,2026-11-21,2026-11-21,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,100,Planned,False,False,False,True,SCH-00007787,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007788,HOSP-001,DEPT-SURG,2026-11-21,2026-11-21,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,100,Planned,False,False,False,True,SCH-00007788,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007789,HOSP-001,DEPT-ICU,2026-11-21,2026-11-21,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,24,Planned,False,False,False,True,SCH-00007789,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007790,HOSP-001,DEPT-ICU,2026-11-21,2026-11-21,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,24,Planned,False,False,False,True,SCH-00007790,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007791,HOSP-001,DEPT-ICU,2026-11-21,2026-11-21,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,24,Planned,False,False,False,True,SCH-00007791,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007792,HOSP-001,DEPT-DIAG,2026-11-21,2026-11-21,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,60,Planned,False,False,False,True,SCH-00007792,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007793,HOSP-001,DEPT-DIAG,2026-11-21,2026-11-21,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,60,Planned,False,False,False,True,SCH-00007793,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007794,HOSP-001,DEPT-DIAG,2026-11-21,2026-11-21,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,60,Planned,False,False,False,True,SCH-00007794,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007795,HOSP-001,DEPT-PEX,2026-11-21,2026-11-21,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,20,Planned,False,False,False,True,SCH-00007795,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007796,HOSP-001,DEPT-PEX,2026-11-21,2026-11-21,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,20,Planned,False,False,False,True,SCH-00007796,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007797,HOSP-001,DEPT-PEX,2026-11-21,2026-11-21,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,20,Planned,False,False,False,True,SCH-00007797,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007798,HOSP-001,DEPT-ADM,2026-11-21,2026-11-21,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,20,Planned,False,False,False,True,SCH-00007798,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007799,HOSP-001,DEPT-ADM,2026-11-21,2026-11-21,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,20,Planned,False,False,False,True,SCH-00007799,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007800,HOSP-001,DEPT-ADM,2026-11-21,2026-11-21,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,20,Planned,False,False,False,True,SCH-00007800,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007801,HOSP-001,DEPT-ED,2026-11-22,2026-11-22,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,80,Planned,False,False,False,True,SCH-00007801,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007802,HOSP-001,DEPT-ED,2026-11-22,2026-11-22,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,80,Planned,False,False,False,True,SCH-00007802,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007803,HOSP-001,DEPT-ED,2026-11-22,2026-11-22,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,80,Planned,False,False,False,True,SCH-00007803,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007804,HOSP-001,DEPT-OPC,2026-11-22,2026-11-22,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,120,Planned,False,False,False,True,SCH-00007804,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007805,HOSP-001,DEPT-OPC,2026-11-22,2026-11-22,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,120,Planned,False,False,False,True,SCH-00007805,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007806,HOSP-001,DEPT-OPC,2026-11-22,2026-11-22,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,120,Planned,False,False,False,True,SCH-00007806,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007807,HOSP-001,DEPT-MED,2026-11-22,2026-11-22,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,120,Planned,False,False,False,True,SCH-00007807,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007808,HOSP-001,DEPT-MED,2026-11-22,2026-11-22,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,120,Planned,False,False,False,True,SCH-00007808,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007809,HOSP-001,DEPT-MED,2026-11-22,2026-11-22,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,120,Planned,False,False,False,True,SCH-00007809,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007810,HOSP-001,DEPT-SURG,2026-11-22,2026-11-22,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,100,Planned,False,False,False,True,SCH-00007810,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007811,HOSP-001,DEPT-SURG,2026-11-22,2026-11-22,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,100,Planned,False,False,False,True,SCH-00007811,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007812,HOSP-001,DEPT-SURG,2026-11-22,2026-11-22,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,100,Planned,False,False,False,True,SCH-00007812,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007813,HOSP-001,DEPT-ICU,2026-11-22,2026-11-22,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,24,Planned,False,False,False,True,SCH-00007813,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007814,HOSP-001,DEPT-ICU,2026-11-22,2026-11-22,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,24,Planned,False,False,False,True,SCH-00007814,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007815,HOSP-001,DEPT-ICU,2026-11-22,2026-11-22,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,24,Planned,False,False,False,True,SCH-00007815,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007816,HOSP-001,DEPT-DIAG,2026-11-22,2026-11-22,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,60,Planned,False,False,False,True,SCH-00007816,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007817,HOSP-001,DEPT-DIAG,2026-11-22,2026-11-22,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,60,Planned,False,False,False,True,SCH-00007817,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007818,HOSP-001,DEPT-DIAG,2026-11-22,2026-11-22,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,60,Planned,False,False,False,True,SCH-00007818,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007819,HOSP-001,DEPT-PEX,2026-11-22,2026-11-22,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,20,Planned,False,False,False,True,SCH-00007819,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007820,HOSP-001,DEPT-PEX,2026-11-22,2026-11-22,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,20,Planned,False,False,False,True,SCH-00007820,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007821,HOSP-001,DEPT-PEX,2026-11-22,2026-11-22,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,20,Planned,False,False,False,True,SCH-00007821,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007822,HOSP-001,DEPT-ADM,2026-11-22,2026-11-22,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,20,Planned,False,False,False,True,SCH-00007822,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007823,HOSP-001,DEPT-ADM,2026-11-22,2026-11-22,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,20,Planned,False,False,False,True,SCH-00007823,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007824,HOSP-001,DEPT-ADM,2026-11-22,2026-11-22,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,20,Planned,False,False,False,True,SCH-00007824,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007825,HOSP-001,DEPT-ED,2026-11-23,2026-11-23,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,80,Planned,False,False,False,True,SCH-00007825,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007826,HOSP-001,DEPT-ED,2026-11-23,2026-11-23,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,80,Planned,False,False,False,True,SCH-00007826,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007827,HOSP-001,DEPT-ED,2026-11-23,2026-11-23,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,80,Planned,False,False,False,True,SCH-00007827,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007828,HOSP-001,DEPT-OPC,2026-11-23,2026-11-23,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,120,Planned,False,False,False,True,SCH-00007828,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007829,HOSP-001,DEPT-OPC,2026-11-23,2026-11-23,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,120,Planned,False,False,False,True,SCH-00007829,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007830,HOSP-001,DEPT-OPC,2026-11-23,2026-11-23,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,120,Planned,False,False,False,True,SCH-00007830,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007831,HOSP-001,DEPT-MED,2026-11-23,2026-11-23,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,120,Planned,False,False,False,True,SCH-00007831,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007832,HOSP-001,DEPT-MED,2026-11-23,2026-11-23,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,120,Planned,False,False,False,True,SCH-00007832,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007833,HOSP-001,DEPT-MED,2026-11-23,2026-11-23,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,120,Planned,False,False,False,True,SCH-00007833,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007834,HOSP-001,DEPT-SURG,2026-11-23,2026-11-23,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,100,Planned,False,False,False,True,SCH-00007834,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007835,HOSP-001,DEPT-SURG,2026-11-23,2026-11-23,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,100,Planned,False,False,False,True,SCH-00007835,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007836,HOSP-001,DEPT-SURG,2026-11-23,2026-11-23,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,100,Planned,False,False,False,True,SCH-00007836,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007837,HOSP-001,DEPT-ICU,2026-11-23,2026-11-23,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,24,Planned,False,False,False,True,SCH-00007837,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007838,HOSP-001,DEPT-ICU,2026-11-23,2026-11-23,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,24,Planned,False,False,False,True,SCH-00007838,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007839,HOSP-001,DEPT-ICU,2026-11-23,2026-11-23,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,24,Planned,False,False,False,True,SCH-00007839,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007840,HOSP-001,DEPT-DIAG,2026-11-23,2026-11-23,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,60,Planned,False,False,False,True,SCH-00007840,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007841,HOSP-001,DEPT-DIAG,2026-11-23,2026-11-23,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,60,Planned,False,False,False,True,SCH-00007841,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007842,HOSP-001,DEPT-DIAG,2026-11-23,2026-11-23,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,60,Planned,False,False,False,True,SCH-00007842,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007843,HOSP-001,DEPT-PEX,2026-11-23,2026-11-23,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,20,Planned,False,False,False,True,SCH-00007843,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007844,HOSP-001,DEPT-PEX,2026-11-23,2026-11-23,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,20,Planned,False,False,False,True,SCH-00007844,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007845,HOSP-001,DEPT-PEX,2026-11-23,2026-11-23,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,20,Planned,False,False,False,True,SCH-00007845,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007846,HOSP-001,DEPT-ADM,2026-11-23,2026-11-23,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,20,Planned,False,False,False,True,SCH-00007846,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007847,HOSP-001,DEPT-ADM,2026-11-23,2026-11-23,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,20,Planned,False,False,False,True,SCH-00007847,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007848,HOSP-001,DEPT-ADM,2026-11-23,2026-11-23,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,20,Planned,False,False,False,True,SCH-00007848,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007849,HOSP-001,DEPT-ED,2026-11-24,2026-11-24,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,80,Planned,False,False,False,True,SCH-00007849,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007850,HOSP-001,DEPT-ED,2026-11-24,2026-11-24,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,80,Planned,False,False,False,True,SCH-00007850,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007851,HOSP-001,DEPT-ED,2026-11-24,2026-11-24,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,80,Planned,False,False,False,True,SCH-00007851,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007852,HOSP-001,DEPT-OPC,2026-11-24,2026-11-24,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,120,Planned,False,False,False,True,SCH-00007852,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007853,HOSP-001,DEPT-OPC,2026-11-24,2026-11-24,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,120,Planned,False,False,False,True,SCH-00007853,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007854,HOSP-001,DEPT-OPC,2026-11-24,2026-11-24,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,120,Planned,False,False,False,True,SCH-00007854,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007855,HOSP-001,DEPT-MED,2026-11-24,2026-11-24,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,120,Planned,False,False,False,True,SCH-00007855,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007856,HOSP-001,DEPT-MED,2026-11-24,2026-11-24,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,120,Planned,False,False,False,True,SCH-00007856,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007857,HOSP-001,DEPT-MED,2026-11-24,2026-11-24,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,120,Planned,False,False,False,True,SCH-00007857,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007858,HOSP-001,DEPT-SURG,2026-11-24,2026-11-24,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,100,Planned,False,False,False,True,SCH-00007858,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007859,HOSP-001,DEPT-SURG,2026-11-24,2026-11-24,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,100,Planned,False,False,False,True,SCH-00007859,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007860,HOSP-001,DEPT-SURG,2026-11-24,2026-11-24,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,100,Planned,False,False,False,True,SCH-00007860,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007861,HOSP-001,DEPT-ICU,2026-11-24,2026-11-24,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,24,Planned,False,False,False,True,SCH-00007861,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007862,HOSP-001,DEPT-ICU,2026-11-24,2026-11-24,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,24,Planned,False,False,False,True,SCH-00007862,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007863,HOSP-001,DEPT-ICU,2026-11-24,2026-11-24,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,24,Planned,False,False,False,True,SCH-00007863,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007864,HOSP-001,DEPT-DIAG,2026-11-24,2026-11-24,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,60,Planned,False,False,False,True,SCH-00007864,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007865,HOSP-001,DEPT-DIAG,2026-11-24,2026-11-24,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,60,Planned,False,False,False,True,SCH-00007865,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007866,HOSP-001,DEPT-DIAG,2026-11-24,2026-11-24,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,60,Planned,False,False,False,True,SCH-00007866,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007867,HOSP-001,DEPT-PEX,2026-11-24,2026-11-24,2026-11,MORNING,2026-07-26 07:00:00,2026-07-26 15:00:00,8.0,20,Planned,False,False,False,True,SCH-00007867,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007868,HOSP-001,DEPT-PEX,2026-11-24,2026-11-24,2026-11,EVENING,2026-07-26 15:00:00,2026-07-26 23:00:00,8.0,20,Planned,False,False,False,True,SCH-00007868,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
SCH-00007869,HOSP-001,DEPT-PEX,2026-11-24,2026-11-24,2026-11,NIGHT,2026-07-26 23:00:00,2026-07-26 07:00:00,8.0,20,Planned,False,False,False,True,SCH-00007869,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.288837,
