bed_capacity_record_id,hospital_id,department_id,reporting_date,reporting_month,licensed_beds,staffed_beds,operational_beds,occupied_beds,unavailable_beds,reserved_beds,beds_above_operational_capacity,overcapacity_flag,overcapacity_exception_flag,overcapacity_reason,valid_bed_record_flag,source_primary_key,processing_run_id,validation_run_id,transformation_version,processed_datetime,source_row_number
BED-000000813,HOSP-001,DEPT-ICU,2026-09-28,2026-09,24,23,21,18,3,0,0,False,False,,True,BED-000000813,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000814,HOSP-001,DEPT-MED,2026-09-29,2026-09,120,108,103,86,17,1,0,False,False,,True,BED-000000814,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000815,HOSP-001,DEPT-SURG,2026-09-29,2026-09,100,93,90,80,10,3,0,False,False,,True,BED-000000815,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000816,HOSP-001,DEPT-ICU,2026-09-29,2026-09,24,22,21,21,3,0,0,False,False,,True,BED-000000816,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000817,HOSP-001,DEPT-MED,2026-09-30,2026-09,120,109,104,88,16,2,0,False,False,,True,BED-000000817,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000818,HOSP-001,DEPT-SURG,2026-09-30,2026-09,100,93,85,73,15,3,0,False,False,,True,BED-000000818,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000819,HOSP-001,DEPT-ICU,2026-09-30,2026-09,24,22,20,18,4,0,0,False,False,,True,BED-000000819,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000820,HOSP-001,DEPT-MED,2026-10-01,2026-10,120,115,106,103,14,1,0,False,False,,True,BED-000000820,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000821,HOSP-001,DEPT-SURG,2026-10-01,2026-10,100,91,89,89,11,0,0,False,False,,True,BED-000000821,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000822,HOSP-001,DEPT-ICU,2026-10-01,2026-10,24,22,21,18,3,0,0,False,False,,True,BED-000000822,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000823,HOSP-001,DEPT-MED,2026-10-02,2026-10,120,116,106,103,14,4,0,False,False,,True,BED-000000823,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000824,HOSP-001,DEPT-SURG,2026-10-02,2026-10,100,98,93,96,7,1,3,True,True,Occupied exceeds operational capacity,True,BED-000000824,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000825,HOSP-001,DEPT-ICU,2026-10-02,2026-10,24,22,21,18,3,0,0,False,False,,True,BED-000000825,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000826,HOSP-001,DEPT-MED,2026-10-03,2026-10,120,118,115,109,5,5,0,False,False,,True,BED-000000826,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000827,HOSP-001,DEPT-SURG,2026-10-03,2026-10,100,94,92,83,8,0,0,False,False,,True,BED-000000827,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000828,HOSP-001,DEPT-ICU,2026-10-03,2026-10,24,23,21,18,3,0,0,False,False,,True,BED-000000828,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000829,HOSP-001,DEPT-MED,2026-10-04,2026-10,120,111,103,107,17,2,4,True,True,Occupied exceeds operational capacity,True,BED-000000829,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000830,HOSP-001,DEPT-SURG,2026-10-04,2026-10,100,99,97,81,3,4,0,False,False,,True,BED-000000830,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000831,HOSP-001,DEPT-ICU,2026-10-04,2026-10,24,22,20,18,4,0,0,False,False,,True,BED-000000831,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000832,HOSP-001,DEPT-MED,2026-10-05,2026-10,120,113,105,94,15,0,0,False,False,,True,BED-000000832,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000833,HOSP-001,DEPT-SURG,2026-10-05,2026-10,100,97,89,82,11,1,0,False,False,,True,BED-000000833,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000834,HOSP-001,DEPT-ICU,2026-10-05,2026-10,24,21,19,19,5,0,0,False,False,,True,BED-000000834,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000835,HOSP-001,DEPT-MED,2026-10-06,2026-10,120,118,115,101,5,3,0,False,False,,True,BED-000000835,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000836,HOSP-001,DEPT-SURG,2026-10-06,2026-10,100,94,86,73,14,2,0,False,False,,True,BED-000000836,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000837,HOSP-001,DEPT-ICU,2026-10-06,2026-10,24,23,22,20,2,0,0,False,False,,True,BED-000000837,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000838,HOSP-001,DEPT-MED,2026-10-07,2026-10,120,108,104,94,16,0,0,False,False,,True,BED-000000838,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000839,HOSP-001,DEPT-SURG,2026-10-07,2026-10,100,97,93,88,7,3,0,False,False,,True,BED-000000839,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000840,HOSP-001,DEPT-ICU,2026-10-07,2026-10,24,22,21,18,3,0,0,False,False,,True,BED-000000840,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000841,HOSP-001,DEPT-MED,2026-10-08,2026-10,120,119,114,96,6,0,0,False,False,,True,BED-000000841,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000842,HOSP-001,DEPT-SURG,2026-10-08,2026-10,100,90,83,75,17,3,0,False,False,,True,BED-000000842,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000843,HOSP-001,DEPT-ICU,2026-10-08,2026-10,24,23,22,20,2,0,0,False,False,,True,BED-000000843,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000844,HOSP-001,DEPT-MED,2026-10-09,2026-10,120,116,115,106,5,4,0,False,False,,True,BED-000000844,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000845,HOSP-001,DEPT-SURG,2026-10-09,2026-10,100,95,87,81,13,3,0,False,False,,True,BED-000000845,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000846,HOSP-001,DEPT-ICU,2026-10-09,2026-10,24,23,22,21,2,0,0,False,False,,True,BED-000000846,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000847,HOSP-001,DEPT-MED,2026-10-10,2026-10,120,111,104,98,16,1,0,False,False,,True,BED-000000847,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000848,HOSP-001,DEPT-SURG,2026-10-10,2026-10,100,94,91,79,9,1,0,False,False,,True,BED-000000848,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000849,HOSP-001,DEPT-ICU,2026-10-10,2026-10,24,22,21,21,3,0,0,False,False,,True,BED-000000849,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000850,HOSP-001,DEPT-MED,2026-10-11,2026-10,120,115,114,104,6,4,0,False,False,,True,BED-000000850,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000851,HOSP-001,DEPT-SURG,2026-10-11,2026-10,100,97,93,94,7,0,1,True,True,Occupied exceeds operational capacity,True,BED-000000851,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000852,HOSP-001,DEPT-ICU,2026-10-11,2026-10,24,23,21,19,3,0,0,False,False,,True,BED-000000852,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000853,HOSP-001,DEPT-MED,2026-10-12,2026-10,120,108,99,93,21,0,0,False,False,,True,BED-000000853,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000854,HOSP-001,DEPT-SURG,2026-10-12,2026-10,100,93,91,77,9,4,0,False,False,,True,BED-000000854,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000855,HOSP-001,DEPT-ICU,2026-10-12,2026-10,24,22,20,17,4,0,0,False,False,,True,BED-000000855,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000856,HOSP-001,DEPT-MED,2026-10-13,2026-10,120,108,99,96,21,3,0,False,False,,True,BED-000000856,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000857,HOSP-001,DEPT-SURG,2026-10-13,2026-10,100,91,86,81,14,2,0,False,False,,True,BED-000000857,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000858,HOSP-001,DEPT-ICU,2026-10-13,2026-10,24,23,21,21,3,0,0,False,False,,True,BED-000000858,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000859,HOSP-001,DEPT-MED,2026-10-14,2026-10,120,116,111,103,9,4,0,False,False,,True,BED-000000859,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000860,HOSP-001,DEPT-SURG,2026-10-14,2026-10,100,93,90,74,10,1,0,False,False,,True,BED-000000860,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000861,HOSP-001,DEPT-ICU,2026-10-14,2026-10,24,21,19,18,5,0,0,False,False,,True,BED-000000861,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000862,HOSP-001,DEPT-MED,2026-10-15,2026-10,120,119,116,119,4,4,3,True,True,Occupied exceeds operational capacity,True,BED-000000862,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000863,HOSP-001,DEPT-SURG,2026-10-15,2026-10,100,95,94,82,6,2,0,False,False,,True,BED-000000863,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000864,HOSP-001,DEPT-ICU,2026-10-15,2026-10,24,21,20,20,4,0,0,False,False,,True,BED-000000864,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000865,HOSP-001,DEPT-MED,2026-10-16,2026-10,120,115,106,108,14,0,2,True,True,Occupied exceeds operational capacity,True,BED-000000865,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000866,HOSP-001,DEPT-SURG,2026-10-16,2026-10,100,94,88,84,12,3,0,False,False,,True,BED-000000866,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000867,HOSP-001,DEPT-ICU,2026-10-16,2026-10,24,22,21,19,3,0,0,False,False,,True,BED-000000867,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000868,HOSP-001,DEPT-MED,2026-10-17,2026-10,120,116,106,91,14,1,0,False,False,,True,BED-000000868,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000869,HOSP-001,DEPT-SURG,2026-10-17,2026-10,100,98,94,86,6,1,0,False,False,,True,BED-000000869,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000870,HOSP-001,DEPT-ICU,2026-10-17,2026-10,24,22,20,19,4,0,0,False,False,,True,BED-000000870,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000871,HOSP-001,DEPT-MED,2026-10-18,2026-10,120,111,105,98,15,2,0,False,False,,True,BED-000000871,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000872,HOSP-001,DEPT-SURG,2026-10-18,2026-10,100,91,90,80,10,2,0,False,False,,True,BED-000000872,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000873,HOSP-001,DEPT-ICU,2026-10-18,2026-10,24,22,20,19,4,0,0,False,False,,True,BED-000000873,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000874,HOSP-001,DEPT-MED,2026-10-19,2026-10,120,116,108,111,12,0,3,True,True,Occupied exceeds operational capacity,True,BED-000000874,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000875,HOSP-001,DEPT-SURG,2026-10-19,2026-10,100,90,83,82,17,0,0,False,False,,True,BED-000000875,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000876,HOSP-001,DEPT-ICU,2026-10-19,2026-10,24,22,20,17,4,0,0,False,False,,True,BED-000000876,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000877,HOSP-001,DEPT-MED,2026-10-20,2026-10,120,119,109,106,11,5,0,False,False,,True,BED-000000877,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000878,HOSP-001,DEPT-SURG,2026-10-20,2026-10,100,99,95,95,5,2,0,False,False,,True,BED-000000878,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000879,HOSP-001,DEPT-ICU,2026-10-20,2026-10,24,23,22,18,2,0,0,False,False,,True,BED-000000879,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000880,HOSP-001,DEPT-MED,2026-10-21,2026-10,120,119,117,99,3,1,0,False,False,,True,BED-000000880,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000881,HOSP-001,DEPT-SURG,2026-10-21,2026-10,100,90,85,74,15,4,0,False,False,,True,BED-000000881,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000882,HOSP-001,DEPT-ICU,2026-10-21,2026-10,24,23,21,19,3,0,0,False,False,,True,BED-000000882,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000883,HOSP-001,DEPT-MED,2026-10-22,2026-10,120,118,113,95,7,0,0,False,False,,True,BED-000000883,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000884,HOSP-001,DEPT-SURG,2026-10-22,2026-10,100,90,88,89,12,0,1,True,True,Occupied exceeds operational capacity,True,BED-000000884,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000885,HOSP-001,DEPT-ICU,2026-10-22,2026-10,24,22,20,18,4,0,0,False,False,,True,BED-000000885,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000886,HOSP-001,DEPT-MED,2026-10-23,2026-10,120,117,114,112,6,3,0,False,False,,True,BED-000000886,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000887,HOSP-001,DEPT-SURG,2026-10-23,2026-10,100,92,90,80,10,0,0,False,False,,True,BED-000000887,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000888,HOSP-001,DEPT-ICU,2026-10-23,2026-10,24,22,21,20,3,0,0,False,False,,True,BED-000000888,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000889,HOSP-001,DEPT-MED,2026-10-24,2026-10,120,114,106,87,14,4,0,False,False,,True,BED-000000889,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000890,HOSP-001,DEPT-SURG,2026-10-24,2026-10,100,99,94,86,6,3,0,False,False,,True,BED-000000890,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000891,HOSP-001,DEPT-ICU,2026-10-24,2026-10,24,21,20,19,4,0,0,False,False,,True,BED-000000891,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000892,HOSP-001,DEPT-MED,2026-10-25,2026-10,120,109,104,99,16,5,0,False,False,,True,BED-000000892,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000893,HOSP-001,DEPT-SURG,2026-10-25,2026-10,100,94,89,84,11,1,0,False,False,,True,BED-000000893,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000894,HOSP-001,DEPT-ICU,2026-10-25,2026-10,24,23,21,18,3,0,0,False,False,,True,BED-000000894,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000895,HOSP-001,DEPT-MED,2026-10-26,2026-10,120,114,113,114,7,2,1,True,True,Occupied exceeds operational capacity,True,BED-000000895,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000896,HOSP-001,DEPT-SURG,2026-10-26,2026-10,100,93,87,80,13,2,0,False,False,,True,BED-000000896,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000897,HOSP-001,DEPT-ICU,2026-10-26,2026-10,24,23,21,20,3,1,0,False,False,,True,BED-000000897,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000898,HOSP-001,DEPT-MED,2026-10-27,2026-10,120,112,108,92,12,1,0,False,False,,True,BED-000000898,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000899,HOSP-001,DEPT-SURG,2026-10-27,2026-10,100,90,86,84,14,3,0,False,False,,True,BED-000000899,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000900,HOSP-001,DEPT-ICU,2026-10-27,2026-10,24,22,21,20,3,0,0,False,False,,True,BED-000000900,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000901,HOSP-001,DEPT-MED,2026-10-28,2026-10,120,109,106,96,14,3,0,False,False,,True,BED-000000901,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000902,HOSP-001,DEPT-SURG,2026-10-28,2026-10,100,94,88,82,12,2,0,False,False,,True,BED-000000902,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000903,HOSP-001,DEPT-ICU,2026-10-28,2026-10,24,23,21,18,3,0,0,False,False,,True,BED-000000903,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000904,HOSP-001,DEPT-MED,2026-10-29,2026-10,120,110,105,108,15,1,3,True,True,Occupied exceeds operational capacity,True,BED-000000904,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000905,HOSP-001,DEPT-SURG,2026-10-29,2026-10,100,97,89,81,11,0,0,False,False,,True,BED-000000905,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000906,HOSP-001,DEPT-ICU,2026-10-29,2026-10,24,23,22,19,2,0,0,False,False,,True,BED-000000906,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000907,HOSP-001,DEPT-MED,2026-10-30,2026-10,120,111,102,106,18,0,4,True,True,Occupied exceeds operational capacity,True,BED-000000907,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000908,HOSP-001,DEPT-SURG,2026-10-30,2026-10,100,94,88,73,12,2,0,False,False,,True,BED-000000908,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000909,HOSP-001,DEPT-ICU,2026-10-30,2026-10,24,23,22,20,2,0,0,False,False,,True,BED-000000909,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000910,HOSP-001,DEPT-MED,2026-10-31,2026-10,120,116,109,109,11,0,0,False,False,,True,BED-000000910,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000911,HOSP-001,DEPT-SURG,2026-10-31,2026-10,100,97,96,98,4,0,2,True,True,Occupied exceeds operational capacity,True,BED-000000911,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000912,HOSP-001,DEPT-ICU,2026-10-31,2026-10,24,21,19,17,5,0,0,False,False,,True,BED-000000912,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000913,HOSP-001,DEPT-MED,2026-11-01,2026-11,120,113,110,105,10,0,0,False,False,,True,BED-000000913,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000914,HOSP-001,DEPT-SURG,2026-11-01,2026-11,100,94,93,87,7,2,0,False,False,,True,BED-000000914,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000915,HOSP-001,DEPT-ICU,2026-11-01,2026-11,24,22,21,18,3,0,0,False,False,,True,BED-000000915,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000916,HOSP-001,DEPT-MED,2026-11-02,2026-11,120,119,115,96,5,3,0,False,False,,True,BED-000000916,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000917,HOSP-001,DEPT-SURG,2026-11-02,2026-11,100,97,89,73,11,1,0,False,False,,True,BED-000000917,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000918,HOSP-001,DEPT-ICU,2026-11-02,2026-11,24,23,22,22,2,0,0,False,False,,True,BED-000000918,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000919,HOSP-001,DEPT-MED,2026-11-03,2026-11,120,109,100,103,20,3,3,True,True,Occupied exceeds operational capacity,True,BED-000000919,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000920,HOSP-001,DEPT-SURG,2026-11-03,2026-11,100,94,90,77,10,3,0,False,False,,True,BED-000000920,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000921,HOSP-001,DEPT-ICU,2026-11-03,2026-11,24,22,20,19,4,0,0,False,False,,True,BED-000000921,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000922,HOSP-001,DEPT-MED,2026-11-04,2026-11,120,114,113,97,7,4,0,False,False,,True,BED-000000922,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000923,HOSP-001,DEPT-SURG,2026-11-04,2026-11,100,93,86,81,14,2,0,False,False,,True,BED-000000923,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000924,HOSP-001,DEPT-ICU,2026-11-04,2026-11,24,21,19,18,5,0,0,False,False,,True,BED-000000924,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
BED-000000925,HOSP-001,DEPT-MED,2026-11-05,2026-11,120,116,107,90,13,1,0,False,False,,True,BED-000000925,PROC-QCS-92010F32B162,VAL-C62B370EC6C3,2D-3B-1.0.0,2026-07-26 08:37:02.190341,
