schedule_id,hospital_id,department_id,service_date,planned_start_time,planned_end_time,planned_hours,planned_capacity,schedule_status,shift_code,source_system,created_at
SCH-00007791,HOSP-001,DEPT-ICU,2026-11-21,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007792,HOSP-001,DEPT-DIAG,2026-11-21,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007793,HOSP-001,DEPT-DIAG,2026-11-21,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007794,HOSP-001,DEPT-DIAG,2026-11-21,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007795,HOSP-001,DEPT-PEX,2026-11-21,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007796,HOSP-001,DEPT-PEX,2026-11-21,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007797,HOSP-001,DEPT-PEX,2026-11-21,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007798,HOSP-001,DEPT-ADM,2026-11-21,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007799,HOSP-001,DEPT-ADM,2026-11-21,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007800,HOSP-001,DEPT-ADM,2026-11-21,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007801,HOSP-001,DEPT-ED,2026-11-22,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007802,HOSP-001,DEPT-ED,2026-11-22,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007803,HOSP-001,DEPT-ED,2026-11-22,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007804,HOSP-001,DEPT-OPC,2026-11-22,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007805,HOSP-001,DEPT-OPC,2026-11-22,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007806,HOSP-001,DEPT-OPC,2026-11-22,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007807,HOSP-001,DEPT-MED,2026-11-22,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007808,HOSP-001,DEPT-MED,2026-11-22,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007809,HOSP-001,DEPT-MED,2026-11-22,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007810,HOSP-001,DEPT-SURG,2026-11-22,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007811,HOSP-001,DEPT-SURG,2026-11-22,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007812,HOSP-001,DEPT-SURG,2026-11-22,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007813,HOSP-001,DEPT-ICU,2026-11-22,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007814,HOSP-001,DEPT-ICU,2026-11-22,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007815,HOSP-001,DEPT-ICU,2026-11-22,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007816,HOSP-001,DEPT-DIAG,2026-11-22,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007817,HOSP-001,DEPT-DIAG,2026-11-22,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007818,HOSP-001,DEPT-DIAG,2026-11-22,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007819,HOSP-001,DEPT-PEX,2026-11-22,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007820,HOSP-001,DEPT-PEX,2026-11-22,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007821,HOSP-001,DEPT-PEX,2026-11-22,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007822,HOSP-001,DEPT-ADM,2026-11-22,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007823,HOSP-001,DEPT-ADM,2026-11-22,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007824,HOSP-001,DEPT-ADM,2026-11-22,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007825,HOSP-001,DEPT-ED,2026-11-23,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007826,HOSP-001,DEPT-ED,2026-11-23,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007827,HOSP-001,DEPT-ED,2026-11-23,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007828,HOSP-001,DEPT-OPC,2026-11-23,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007829,HOSP-001,DEPT-OPC,2026-11-23,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007830,HOSP-001,DEPT-OPC,2026-11-23,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007831,HOSP-001,DEPT-MED,2026-11-23,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007832,HOSP-001,DEPT-MED,2026-11-23,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007833,HOSP-001,DEPT-MED,2026-11-23,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007834,HOSP-001,DEPT-SURG,2026-11-23,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007835,HOSP-001,DEPT-SURG,2026-11-23,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007836,HOSP-001,DEPT-SURG,2026-11-23,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007837,HOSP-001,DEPT-ICU,2026-11-23,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007838,HOSP-001,DEPT-ICU,2026-11-23,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007839,HOSP-001,DEPT-ICU,2026-11-23,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007840,HOSP-001,DEPT-DIAG,2026-11-23,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007841,HOSP-001,DEPT-DIAG,2026-11-23,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007842,HOSP-001,DEPT-DIAG,2026-11-23,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007843,HOSP-001,DEPT-PEX,2026-11-23,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007844,HOSP-001,DEPT-PEX,2026-11-23,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007845,HOSP-001,DEPT-PEX,2026-11-23,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007846,HOSP-001,DEPT-ADM,2026-11-23,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007847,HOSP-001,DEPT-ADM,2026-11-23,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007848,HOSP-001,DEPT-ADM,2026-11-23,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007849,HOSP-001,DEPT-ED,2026-11-24,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007850,HOSP-001,DEPT-ED,2026-11-24,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007851,HOSP-001,DEPT-ED,2026-11-24,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007852,HOSP-001,DEPT-OPC,2026-11-24,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007853,HOSP-001,DEPT-OPC,2026-11-24,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007854,HOSP-001,DEPT-OPC,2026-11-24,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007855,HOSP-001,DEPT-MED,2026-11-24,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007856,HOSP-001,DEPT-MED,2026-11-24,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007857,HOSP-001,DEPT-MED,2026-11-24,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007858,HOSP-001,DEPT-SURG,2026-11-24,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007859,HOSP-001,DEPT-SURG,2026-11-24,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007860,HOSP-001,DEPT-SURG,2026-11-24,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007861,HOSP-001,DEPT-ICU,2026-11-24,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007862,HOSP-001,DEPT-ICU,2026-11-24,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007863,HOSP-001,DEPT-ICU,2026-11-24,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007864,HOSP-001,DEPT-DIAG,2026-11-24,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007865,HOSP-001,DEPT-DIAG,2026-11-24,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007866,HOSP-001,DEPT-DIAG,2026-11-24,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007867,HOSP-001,DEPT-PEX,2026-11-24,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007868,HOSP-001,DEPT-PEX,2026-11-24,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007869,HOSP-001,DEPT-PEX,2026-11-24,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007870,HOSP-001,DEPT-ADM,2026-11-24,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007871,HOSP-001,DEPT-ADM,2026-11-24,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007872,HOSP-001,DEPT-ADM,2026-11-24,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007873,HOSP-001,DEPT-ED,2026-11-25,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007874,HOSP-001,DEPT-ED,2026-11-25,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007875,HOSP-001,DEPT-ED,2026-11-25,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007876,HOSP-001,DEPT-OPC,2026-11-25,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007877,HOSP-001,DEPT-OPC,2026-11-25,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007878,HOSP-001,DEPT-OPC,2026-11-25,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007879,HOSP-001,DEPT-MED,2026-11-25,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007880,HOSP-001,DEPT-MED,2026-11-25,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007881,HOSP-001,DEPT-MED,2026-11-25,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007882,HOSP-001,DEPT-SURG,2026-11-25,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007883,HOSP-001,DEPT-SURG,2026-11-25,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007884,HOSP-001,DEPT-SURG,2026-11-25,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007885,HOSP-001,DEPT-ICU,2026-11-25,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007886,HOSP-001,DEPT-ICU,2026-11-25,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007887,HOSP-001,DEPT-ICU,2026-11-25,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007888,HOSP-001,DEPT-DIAG,2026-11-25,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007889,HOSP-001,DEPT-DIAG,2026-11-25,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007890,HOSP-001,DEPT-DIAG,2026-11-25,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007891,HOSP-001,DEPT-PEX,2026-11-25,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007892,HOSP-001,DEPT-PEX,2026-11-25,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007893,HOSP-001,DEPT-PEX,2026-11-25,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007894,HOSP-001,DEPT-ADM,2026-11-25,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007895,HOSP-001,DEPT-ADM,2026-11-25,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007896,HOSP-001,DEPT-ADM,2026-11-25,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007897,HOSP-001,DEPT-ED,2026-11-26,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007898,HOSP-001,DEPT-ED,2026-11-26,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007899,HOSP-001,DEPT-ED,2026-11-26,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007900,HOSP-001,DEPT-OPC,2026-11-26,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007901,HOSP-001,DEPT-OPC,2026-11-26,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007902,HOSP-001,DEPT-OPC,2026-11-26,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007903,HOSP-001,DEPT-MED,2026-11-26,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007904,HOSP-001,DEPT-MED,2026-11-26,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007905,HOSP-001,DEPT-MED,2026-11-26,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007906,HOSP-001,DEPT-SURG,2026-11-26,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007907,HOSP-001,DEPT-SURG,2026-11-26,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007908,HOSP-001,DEPT-SURG,2026-11-26,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007909,HOSP-001,DEPT-ICU,2026-11-26,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007910,HOSP-001,DEPT-ICU,2026-11-26,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007911,HOSP-001,DEPT-ICU,2026-11-26,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007912,HOSP-001,DEPT-DIAG,2026-11-26,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007913,HOSP-001,DEPT-DIAG,2026-11-26,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007914,HOSP-001,DEPT-DIAG,2026-11-26,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007915,HOSP-001,DEPT-PEX,2026-11-26,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007916,HOSP-001,DEPT-PEX,2026-11-26,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007917,HOSP-001,DEPT-PEX,2026-11-26,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007918,HOSP-001,DEPT-ADM,2026-11-26,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007919,HOSP-001,DEPT-ADM,2026-11-26,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007920,HOSP-001,DEPT-ADM,2026-11-26,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007921,HOSP-001,DEPT-ED,2026-11-27,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007922,HOSP-001,DEPT-ED,2026-11-27,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007923,HOSP-001,DEPT-ED,2026-11-27,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007924,HOSP-001,DEPT-OPC,2026-11-27,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007925,HOSP-001,DEPT-OPC,2026-11-27,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007926,HOSP-001,DEPT-OPC,2026-11-27,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007927,HOSP-001,DEPT-MED,2026-11-27,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007928,HOSP-001,DEPT-MED,2026-11-27,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007929,HOSP-001,DEPT-MED,2026-11-27,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007930,HOSP-001,DEPT-SURG,2026-11-27,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007931,HOSP-001,DEPT-SURG,2026-11-27,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007932,HOSP-001,DEPT-SURG,2026-11-27,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007933,HOSP-001,DEPT-ICU,2026-11-27,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007934,HOSP-001,DEPT-ICU,2026-11-27,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007935,HOSP-001,DEPT-ICU,2026-11-27,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007936,HOSP-001,DEPT-DIAG,2026-11-27,07:00:00,15:00:00,8.0,60,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007937,HOSP-001,DEPT-DIAG,2026-11-27,15:00:00,23:00:00,8.0,60,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007938,HOSP-001,DEPT-DIAG,2026-11-27,23:00:00,07:00:00,8.0,60,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007939,HOSP-001,DEPT-PEX,2026-11-27,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007940,HOSP-001,DEPT-PEX,2026-11-27,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007941,HOSP-001,DEPT-PEX,2026-11-27,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007942,HOSP-001,DEPT-ADM,2026-11-27,07:00:00,15:00:00,8.0,20,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007943,HOSP-001,DEPT-ADM,2026-11-27,15:00:00,23:00:00,8.0,20,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007944,HOSP-001,DEPT-ADM,2026-11-27,23:00:00,07:00:00,8.0,20,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007945,HOSP-001,DEPT-ED,2026-11-28,07:00:00,15:00:00,8.0,80,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007946,HOSP-001,DEPT-ED,2026-11-28,15:00:00,23:00:00,8.0,80,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007947,HOSP-001,DEPT-ED,2026-11-28,23:00:00,07:00:00,8.0,80,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007948,HOSP-001,DEPT-OPC,2026-11-28,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007949,HOSP-001,DEPT-OPC,2026-11-28,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007950,HOSP-001,DEPT-OPC,2026-11-28,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007951,HOSP-001,DEPT-MED,2026-11-28,07:00:00,15:00:00,8.0,120,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007952,HOSP-001,DEPT-MED,2026-11-28,15:00:00,23:00:00,8.0,120,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007953,HOSP-001,DEPT-MED,2026-11-28,23:00:00,07:00:00,8.0,120,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007954,HOSP-001,DEPT-SURG,2026-11-28,07:00:00,15:00:00,8.0,100,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007955,HOSP-001,DEPT-SURG,2026-11-28,15:00:00,23:00:00,8.0,100,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007956,HOSP-001,DEPT-SURG,2026-11-28,23:00:00,07:00:00,8.0,100,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007957,HOSP-001,DEPT-ICU,2026-11-28,07:00:00,15:00:00,8.0,24,Planned,MORNING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007958,HOSP-001,DEPT-ICU,2026-11-28,15:00:00,23:00:00,8.0,24,Planned,EVENING,SENTINEL_DEMO_SCHED,2025-01-01
SCH-00007959,HOSP-001,DEPT-ICU,2026-11-28,23:00:00,07:00:00,8.0,24,Planned,NIGHT,SENTINEL_DEMO_SCHED,2025-01-01
