department_risk_record_id,hospital_id,department_id,reporting_date,assessable_kpi_count,unavailable_kpi_count,green_kpi_count,amber_kpi_count,red_kpi_count,critical_kpi_count,low_utilisation_count,watch_condition_count,repeated_breach_count,deteriorating_kpi_count,provisional_kpi_count,maximum_kpi_risk_score,average_assessable_kpi_risk_score,concurrent_risk_flag,concurrent_kpi_count,concurrent_kpi_list,concurrence_score,concurrence_rule_id,escalation_score,department_risk_score_raw,department_risk_score_normalized,department_priority_tier,urgency_level,dominant_kpi_id,dominant_kpi_name,dominant_kpi_score,dominant_driver_reason,dominant_driver_is_provisional,secondary_driver_1,secondary_driver_2,contributing_kpi_count,contributing_kpi_list,confidence_level,contains_provisional_kpi,provisional_risk_flag,provisional_risk_contribution,provisional_contribution_materiality,governance_warning,evidence_pack_id,data_availability_status,department_data_availability_rate,minimum_assessable_kpi_requirement,engine_run_id,processed_at,kpi_id,threshold_state,threshold_is_provisional,dominant_threshold_is_provisional,dominant_breach_type_governed,dominant_driver_governance_warning,dominant_driver_reason_governed
DRS-9D1FC7F9BD26,HOSP-001,DEPT-ADM,2026-09-19,3,3,2,1,0,0,0,3,0,2,2,47.8261,28.9855,True,3,kpi_001; kpi_002; kpi_006,5.0,Workforce Pressure,4.0,31.367394999999995,42.9898,Elevated,Review Soon,kpi_001,Staffing Level,47.8261,threshold=Amber; breach=Provisional Breach; watch=Moderate,False,kpi_002,kpi_006,3,kpi_001; kpi_002; kpi_006,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-F933D99B36B8,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Amber,False,False,Amber Condition,Dominant risk driver uses approved threshold,threshold=Amber; breach=Amber Condition
DRS-11E40AD1E568,HOSP-001,DEPT-ED,2026-09-19,3,3,2,1,0,0,0,1,0,0,2,47.8261,18.840566666666664,False,1,kpi_001,0.0,,0.0,27.173915,37.2426,Elevated,Review Soon,kpi_001,Staffing Level,47.8261,threshold=Amber; breach=Provisional Breach; watch=Moderate,False,kpi_004,kpi_002,1,kpi_001,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-27515EE5DC1A,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Amber,False,False,Amber Condition,Dominant risk driver uses approved threshold,threshold=Amber; breach=Amber Condition
DRS-336F6DD7AAB0,HOSP-001,DEPT-ICU,2026-09-19,4,2,4,0,0,0,0,4,1,2,2,26.087,15.83155,True,2,kpi_001; kpi_002,5.0,Workforce Pressure,7.0,17.938615,24.5853,Monitor,Prompt Review,kpi_002,Staff Absenteeism Rate,26.087,watch=Moderate; trend=deteriorating,False,kpi_001,kpi_003,2,kpi_002; kpi_001,Moderate,True,False,11.1522,Minor,Department contains provisional threshold KPIs,DEP-EP-13D571AF6DD9,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-02F1E8CB521D,HOSP-001,DEPT-PEX,2026-09-19,3,3,3,0,0,0,0,3,0,2,2,23.913,15.217366666666663,True,2,kpi_001; kpi_002,5.0,Workforce Pressure,4.0,16.476059999999997,22.5809,Monitor,Routine Monitoring,kpi_002,Staff Absenteeism Rate,23.913,watch=Moderate; trend=deteriorating,False,kpi_001,kpi_006,2,kpi_002; kpi_001,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-6C5DE7025604,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-98D149C71BE8,HOSP-001,DEPT-MED,2026-09-19,4,2,4,0,0,0,0,4,0,2,2,23.913,14.201075,True,2,kpi_001; kpi_002,5.0,Workforce Pressure,4.0,16.171172499999997,22.163,Monitor,Routine Monitoring,kpi_001,Staffing Level,23.913,watch=Moderate; trend=deteriorating,False,kpi_002,kpi_003,2,kpi_001; kpi_002,Moderate,True,False,11.1522,Minor,Department contains provisional threshold KPIs,DEP-EP-29C609EEA874,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-8D6A32EAC0FD,HOSP-001,DEPT-OPC,2026-09-19,5,1,5,0,0,0,0,3,0,0,2,10.8696,8.19784,False,0,,0.0,,0.0,7.350671999999999,10.0743,Stable,Routine Monitoring,kpi_001,Staffing Level,10.8696,watch=Low,False,kpi_002,kpi_006,0,,Moderate,True,False,1.8587,Minor,Department contains provisional threshold KPIs,DEP-EP-203DBD4BE7F0,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-3C75B6D557C0,HOSP-001,DEPT-DIAG,2026-09-20,5,1,4,0,1,0,0,4,0,2,2,71.7391,26.45868,True,3,kpi_001; kpi_002; kpi_006,5.0,Workforce Pressure,4.0,41.370199,56.6989,High,Immediate Review,kpi_006,Patient Satisfaction Score,71.7391,threshold=Red; breach=Provisional Breach; watch=High,False,kpi_001,kpi_002,3,kpi_006; kpi_001; kpi_002,Moderate,True,False,1.8587,Minor,Department contains provisional threshold KPIs,DEP-EP-EA6A09C4DEA9,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_006,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-E56FBCADEA90,HOSP-001,DEPT-MED,2026-09-20,4,2,3,1,0,0,0,4,0,3,2,46.4674,25.2038,True,4,kpi_001; kpi_002; kpi_003; kpi_006,5.0,Workforce Pressure,6.0,29.82147,40.8711,Elevated,Review Soon,kpi_003,Bed Occupancy Rate,46.4674,threshold=Upper Amber; breach=Provisional Breach; watch=Moderate,True,kpi_001,kpi_002,4,kpi_003; kpi_001; kpi_002; kpi_006,Moderate,True,True,46.4674,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-C0A3C65A9D8B,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_003,Upper Amber,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Upper Amber; breach=Provisional Breach
DRS-D2BDA6D37FEE,HOSP-001,DEPT-OPC,2026-09-20,5,1,3,2,0,0,0,3,0,0,2,47.8261,22.11086,True,2,kpi_001; kpi_002,5.0,Workforce Pressure,0.0,28.905003,39.6151,Elevated,Review Soon,kpi_001,Staffing Level,47.8261,threshold=Amber; breach=Provisional Breach; watch=Moderate,False,kpi_002,kpi_004,2,kpi_001; kpi_002,Moderate,True,False,1.8587,Minor,Department contains provisional threshold KPIs,DEP-EP-8836193B2740,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Amber,False,False,Amber Condition,Dominant risk driver uses approved threshold,threshold=Amber; breach=Amber Condition
DRS-EA80A079FCC2,HOSP-001,DEPT-ICU,2026-09-20,4,2,4,0,0,0,0,4,1,2,2,26.087,18.00545,True,2,kpi_001; kpi_002,5.0,Workforce Pressure,7.0,18.590785,25.4792,Monitor,Prompt Review,kpi_002,Staff Absenteeism Rate,26.087,watch=Moderate; trend=deteriorating,False,kpi_001,kpi_003,2,kpi_002; kpi_001,Moderate,True,False,11.1522,Minor,Department contains provisional threshold KPIs,DEP-EP-CE899359861A,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-953C5E202866,HOSP-001,DEPT-ADM,2026-09-20,3,3,3,0,0,0,0,2,0,2,2,23.913,13.7681,False,2,kpi_002; kpi_006,0.0,,4.0,15.29128,20.9571,Monitor,Routine Monitoring,kpi_002,Staff Absenteeism Rate,23.913,watch=Moderate; trend=deteriorating,False,kpi_006,kpi_001,2,kpi_002; kpi_006,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-82C0153C080D,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-C04A8F724D98,HOSP-001,DEPT-SURG,2026-09-20,4,2,4,0,0,0,0,4,0,1,2,23.913,14.043475,False,1,kpi_001,0.0,,2.0,15.1738925,20.7962,Monitor,Routine Monitoring,kpi_001,Staffing Level,23.913,watch=Moderate; trend=deteriorating,False,kpi_003,kpi_002,1,kpi_001,Moderate,True,False,14.8696,Minor,Department contains provisional threshold KPIs,DEP-EP-A5FD6D89439E,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-09D7DBA50CCA,HOSP-001,DEPT-PEX,2026-09-20,3,3,3,0,0,0,0,2,0,0,2,6.5217,6.5217,False,0,,0.0,,0.0,4.891275,6.7036,Stable,Routine Monitoring,kpi_001,Staffing Level,6.5217,watch=Low,False,kpi_002,kpi_006,0,,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-6D013C355491,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-75E32FAC6AA8,HOSP-001,DEPT-ED,2026-09-20,3,3,3,0,0,0,0,0,0,0,2,6.5217,5.072433333333334,False,0,,0.0,,0.0,4.456495,6.1077,Stable,Routine Monitoring,kpi_001,Staffing Level,6.5217,No current adverse indicators,False,kpi_004,kpi_002,0,,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-1965990C4173,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-1485B2218659,HOSP-001,DEPT-SURG,2026-09-21,4,2,2,1,1,0,0,4,0,1,2,76.087,33.978275000000004,False,2,kpi_001; kpi_003,0.0,,2.0,44.63263250000001,61.1702,High,Immediate Review,kpi_001,Staffing Level,76.087,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_003,kpi_002,2,kpi_001; kpi_003,Moderate,True,True,44.6087,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-802F0DA09A81,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-A2A069948F9A,HOSP-001,DEPT-ED,2026-09-21,5,1,4,0,1,0,0,3,0,2,2,76.087,20.86304,False,1,kpi_006,0.0,,4.0,40.898062,56.0519,High,Immediate Review,kpi_006,Patient Satisfaction Score,76.087,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_005,kpi_001,1,kpi_006,Moderate,True,False,13.0109,Minor,Department contains provisional threshold KPIs,DEP-EP-6F57D2A11371,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_006,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-44A1587808C6,HOSP-001,DEPT-MED,2026-09-21,3,3,2,1,0,0,0,3,0,2,2,65.2174,34.666666666666664,True,2,kpi_001; kpi_002,5.0,Workforce Pressure,4.0,40.89782999999999,56.0515,High,Prompt Review,kpi_001,Staffing Level,65.2174,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_002,kpi_003,2,kpi_001; kpi_002,Moderate,True,False,14.8696,Minor,Department contains provisional threshold KPIs,DEP-EP-FECB3D4A0746,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Amber,False,False,Amber Condition,Dominant risk driver uses approved threshold,threshold=Amber; breach=Amber Condition
DRS-1C791085F67A,HOSP-001,DEPT-OPC,2026-09-21,5,1,4,0,1,0,0,2,0,0,2,57.6196,15.00216,False,1,kpi_005,0.0,,0.0,30.429468,41.7044,Elevated,Immediate Review,kpi_005,Patient Complaint Rate,57.6196,threshold=Red; breach=Provisional Breach; watch=High,True,kpi_004,kpi_006,1,kpi_005,Moderate,True,True,57.6196,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-1256E39D626C,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_005,Red,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Red; breach=Provisional Breach
DRS-C17DC5CD0A34,HOSP-001,DEPT-DIAG,2026-09-21,5,1,4,1,0,0,0,3,0,2,2,65.2174,21.67608,True,2,kpi_001; kpi_002,5.0,Workforce Pressure,4.0,37.000654,50.7104,Elevated,Prompt Review,kpi_002,Staff Absenteeism Rate,65.2174,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_001,kpi_006,2,kpi_002; kpi_001,Moderate,True,False,1.8587,Minor,Department contains provisional threshold KPIs,DEP-EP-1ED15F708540,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Amber,False,False,Amber Condition,Dominant risk driver uses approved threshold,threshold=Amber; breach=Amber Condition
DRS-1E45C533935D,HOSP-001,DEPT-ICU,2026-09-21,4,2,4,0,0,0,0,4,1,2,2,26.087,18.00545,True,2,kpi_001; kpi_002,5.0,Workforce Pressure,7.0,18.590785,25.4792,Monitor,Prompt Review,kpi_002,Staff Absenteeism Rate,26.087,watch=Moderate; trend=deteriorating,False,kpi_001,kpi_003,2,kpi_002; kpi_001,Moderate,True,False,11.1522,Minor,Department contains provisional threshold KPIs,DEP-EP-8577D55E87BE,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-C5A0EAE5F730,HOSP-001,DEPT-ADM,2026-09-21,3,3,3,0,0,0,0,3,0,2,2,15.2174,13.768133333333331,False,2,kpi_002; kpi_006,0.0,,4.0,11.37827,15.5942,Monitor,Routine Monitoring,kpi_002,Staff Absenteeism Rate,15.2174,watch=Low; trend=deteriorating,False,kpi_006,kpi_001,2,kpi_002; kpi_006,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-CB457FB01F75,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-8203074029AE,HOSP-001,DEPT-PEX,2026-09-21,3,3,3,0,0,0,0,2,0,1,2,15.2174,9.420266666666668,False,1,kpi_001,0.0,,2.0,9.87391,13.5325,Stable,Routine Monitoring,kpi_001,Staffing Level,15.2174,watch=Low; trend=deteriorating,False,kpi_002,kpi_006,1,kpi_001,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-2F4054FFDAAD,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-2EF80E0D9D6C,HOSP-001,DEPT-DIAG,2026-09-22,4,2,1,0,3,0,0,3,0,2,2,93.4783,63.703825,True,3,kpi_001; kpi_002; kpi_005,5.0,Workforce Pressure,4.0,62.3263825,85.4199,Critical,Immediate Review,kpi_001,Staffing Level,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_002,kpi_005,3,kpi_001; kpi_002; kpi_005,Moderate,True,True,61.337,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-B828128F4D14,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-0DCB98266ECE,HOSP-001,DEPT-ICU,2026-09-22,4,2,2,1,1,0,0,4,1,2,2,93.4783,45.722825,True,2,kpi_001; kpi_002,5.0,Workforce Pressure,7.0,57.2320825,78.4381,Critical,Immediate Review,kpi_001,Staffing Level,93.4783,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,False,kpi_002,kpi_003,2,kpi_001; kpi_002,Moderate,True,False,11.1522,Minor,Department contains provisional threshold KPIs,DEP-EP-B3CA3AAB3DF7,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-80A1D03CE632,HOSP-001,DEPT-MED,2026-09-22,4,2,3,1,0,0,0,4,0,3,2,44.6087,24.739125,True,4,kpi_001; kpi_002; kpi_003; kpi_006,5.0,Workforce Pressure,6.0,28.8456525,39.5337,Elevated,Review Soon,kpi_003,Bed Occupancy Rate,44.6087,threshold=Lower Amber; breach=Provisional Breach; watch=Moderate,True,kpi_002,kpi_001,4,kpi_003; kpi_002; kpi_001; kpi_006,Moderate,True,True,44.6087,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-186A8F9843C5,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_003,Lower Amber,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Lower Amber; breach=Provisional Breach
DRS-DDED4711340F,HOSP-001,DEPT-SURG,2026-09-22,3,3,2,1,0,0,0,3,0,1,2,44.6087,21.3913,False,2,kpi_001; kpi_003,0.0,,2.0,26.691305,36.5811,Elevated,Review Soon,kpi_003,Bed Occupancy Rate,44.6087,threshold=Lower Amber; breach=Provisional Breach; watch=Moderate,True,kpi_001,kpi_002,2,kpi_003; kpi_001,Moderate,True,True,44.6087,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-E222F42FFA91,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_003,Lower Amber,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Lower Amber; breach=Provisional Breach
DRS-BEFCBEF546CB,HOSP-001,DEPT-OPC,2026-09-22,3,3,2,1,0,0,0,1,0,0,2,43.4783,17.391299999999998,False,1,kpi_001,0.0,,0.0,24.782625,33.9652,Monitor,Review Soon,kpi_001,Staffing Level,43.4783,threshold=Amber; breach=Provisional Breach; watch=Moderate,False,kpi_004,kpi_002,1,kpi_001,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-2A06A9DD316B,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Amber,False,False,Amber Condition,Dominant risk driver uses approved threshold,threshold=Amber; breach=Amber Condition
DRS-AC74132266E9,HOSP-001,DEPT-ADM,2026-09-22,3,3,3,0,0,0,0,3,0,3,2,23.913,18.11593333333333,True,3,kpi_001; kpi_002; kpi_006,5.0,Workforce Pressure,6.0,17.545630000000003,24.0467,Monitor,Routine Monitoring,kpi_001,Staffing Level,23.913,watch=Moderate; trend=deteriorating,False,kpi_002,kpi_006,3,kpi_001; kpi_002; kpi_006,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-E1FCA09F27B2,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-481E0C1AE636,HOSP-001,DEPT-PEX,2026-09-22,3,3,3,0,0,0,0,3,0,2,2,23.913,18.1159,True,2,kpi_001; kpi_002,5.0,Workforce Pressure,4.0,17.345619999999997,23.7726,Monitor,Routine Monitoring,kpi_001,Staffing Level,23.913,watch=Moderate; trend=deteriorating,False,kpi_002,kpi_006,2,kpi_001; kpi_002,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-CF79D947AB77,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-551DF7AF1713,HOSP-001,DEPT-ED,2026-09-22,5,1,5,0,0,0,0,3,0,3,2,23.913,12.16738,False,2,kpi_004; kpi_006,0.0,,6.0,15.011064,20.5731,Monitor,Routine Monitoring,kpi_004,Average Patient Waiting Time,23.913,watch=Moderate; trend=deteriorating,False,kpi_006,kpi_005,2,kpi_004; kpi_006,Moderate,True,False,13.0109,Minor,Department contains provisional threshold KPIs,DEP-EP-424B3192D168,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_004,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-3FF703020BCF,HOSP-001,DEPT-ADM,2026-09-23,3,3,2,0,1,0,0,3,0,3,2,76.087,41.30433333333334,True,3,kpi_001; kpi_002; kpi_006,5.0,Workforce Pressure,6.0,47.980450000000005,65.7585,High,Immediate Review,kpi_006,Patient Satisfaction Score,76.087,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_001,kpi_002,3,kpi_006; kpi_001; kpi_002,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-89257811E79D,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_006,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-F35459C2C5E5,HOSP-001,DEPT-ED,2026-09-23,5,1,4,0,1,0,0,4,0,3,2,67.3913,25.21086,False,3,kpi_002; kpi_004; kpi_006,0.0,,6.0,38.489343000000005,52.7507,Elevated,Immediate Review,kpi_002,Staff Absenteeism Rate,67.3913,threshold=Red; breach=Provisional Breach; watch=High,False,kpi_004,kpi_006,3,kpi_002; kpi_004; kpi_006,Moderate,True,False,13.0109,Minor,Department contains provisional threshold KPIs,DEP-EP-D03035492958,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Red,False,False,Red Breach,Dominant risk driver uses approved threshold,threshold=Red; breach=Red Breach
DRS-0B064FC35CFD,HOSP-001,DEPT-DIAG,2026-09-23,5,1,4,0,1,0,0,4,0,2,2,61.337,23.57174,True,3,kpi_001; kpi_002; kpi_005,5.0,Workforce Pressure,4.0,35.823172,49.0966,Elevated,Immediate Review,kpi_005,Patient Complaint Rate,61.337,threshold=Red; breach=Provisional Breach; watch=High,True,kpi_002,kpi_001,3,kpi_005; kpi_002; kpi_001,Moderate,True,True,61.337,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-25B63799D926,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_005,Red,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Red; breach=Provisional Breach
DRS-1DD9F35624B1,HOSP-001,DEPT-MED,2026-09-23,4,2,2,2,0,0,0,4,0,2,2,60.8696,33.0489,True,3,kpi_001; kpi_002; kpi_003,5.0,Workforce Pressure,4.0,38.45599,52.7049,Elevated,Prompt Review,kpi_001,Staffing Level,60.8696,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,False,kpi_003,kpi_002,3,kpi_001; kpi_003; kpi_002,Moderate,True,True,40.8913,Material,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,DEP-EP-80A4CEEF03B9,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Amber,False,False,Amber Condition,Dominant risk driver uses approved threshold,threshold=Amber; breach=Amber Condition
DRS-E18DCC35798F,HOSP-001,DEPT-SURG,2026-09-23,4,2,3,1,0,0,0,4,0,1,2,46.4674,19.769025,False,2,kpi_001; kpi_003,0.0,,2.0,27.0410375,37.0604,Elevated,Review Soon,kpi_003,Bed Occupancy Rate,46.4674,threshold=Upper Amber; breach=Provisional Breach; watch=Moderate,True,kpi_001,kpi_006,2,kpi_003; kpi_001,Moderate,True,True,46.4674,Dominant,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,DEP-EP-4E5F446BC7FD,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_003,Upper Amber,True,True,Provisional Breach,Dominant risk driver uses provisional threshold,threshold=Upper Amber; breach=Provisional Breach
DRS-505105E8F62A,HOSP-001,DEPT-ICU,2026-09-23,4,2,4,0,0,0,0,4,1,2,2,30.4348,18.005425,True,2,kpi_001; kpi_002,5.0,Workforce Pressure,7.0,20.5472875,28.1606,Monitor,Prompt Review,kpi_002,Staff Absenteeism Rate,30.4348,watch=Moderate; trend=deteriorating,False,kpi_001,kpi_003,2,kpi_002; kpi_001,Moderate,True,False,11.1522,Minor,Department contains provisional threshold KPIs,DEP-EP-466CD7DB282E,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-E20CC561D564,HOSP-001,DEPT-PEX,2026-09-23,3,3,3,0,0,0,0,2,0,1,2,23.913,12.3188,False,1,kpi_001,0.0,,2.0,14.656489999999998,20.0871,Monitor,Routine Monitoring,kpi_001,Staffing Level,23.913,watch=Moderate; trend=deteriorating,False,kpi_002,kpi_006,1,kpi_001,High,True,False,0.0,,Department contains provisional threshold KPIs,DEP-EP-11EE7B2CA16C,Limited,0.5,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_001,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-2F9C1C3A336B,HOSP-001,DEPT-OPC,2026-09-23,5,1,5,0,0,0,0,1,0,0,2,6.5217,3.84998,False,0,,0.0,,0.0,4.089759,5.6051,Stable,Routine Monitoring,kpi_004,Average Patient Waiting Time,6.5217,No current adverse indicators,False,kpi_006,kpi_001,0,,Moderate,True,False,1.8587,Minor,Department contains provisional threshold KPIs,DEP-EP-6F96F3A8AB25,Sufficient,0.8333333333333334,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_004,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
DRS-1EBB06D71699,HOSP-001,DEPT-MED,2026-09-24,4,2,3,1,0,0,0,4,0,2,2,47.8261,22.353275,True,3,kpi_001; kpi_002; kpi_006,5.0,Workforce Pressure,4.0,29.3777275,40.2629,Elevated,Review Soon,kpi_006,Patient Satisfaction Score,47.8261,threshold=Amber; breach=Provisional Breach; watch=Moderate,False,kpi_001,kpi_002,3,kpi_006; kpi_001; kpi_002,Moderate,True,False,11.1522,Minor,Department contains provisional threshold KPIs,DEP-EP-811FA26B41BA,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_006,Amber,False,False,Amber Condition,Dominant risk driver uses approved threshold,threshold=Amber; breach=Amber Condition
DRS-BD2D157D23AB,HOSP-001,DEPT-ICU,2026-09-24,4,2,4,0,0,0,0,4,1,2,2,30.4348,18.934775,True,2,kpi_001; kpi_002,5.0,Workforce Pressure,7.0,20.8260925,28.5427,Monitor,Prompt Review,kpi_002,Staff Absenteeism Rate,30.4348,watch=Moderate; trend=deteriorating,False,kpi_001,kpi_003,2,kpi_002; kpi_001,Moderate,True,False,14.8696,Minor,Department contains provisional threshold KPIs,DEP-EP-AAABBDD7FD65,Sufficient,0.6666666666666666,4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471,kpi_002,Green,False,False,No Breach,Dominant risk driver uses approved threshold,No current adverse indicators
