lineage_id,scenario_run_id,source_type,source_id,source_file,link_type,recorded_at
LIN-EV-SR-BL-C8E7D25BF661D607-COMP-EXP-001-REC-2,SR-BL-C8E7D25BF661D607-COMP-EXP-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260312,,Contributed To,2026-07-28T14:59:08.593330
LIN-EV-SR-BL-C8E7D25BF661D607-COMP-EXP-001-RECID-3,SR-BL-C8E7D25BF661D607-COMP-EXP-001,Recommendation,REC-CASE-DEPT-SURG-20260311-OPT1,,Approved By,2026-07-28T14:59:08.593340
LIN-EV-SR-BL-C8E7D25BF661D607-COMP-EXP-001-RECID-4,SR-BL-C8E7D25BF661D607-COMP-EXP-001,Recommendation,REC-CASE-DEPT-SURG-20260312-OPT1,,Approved By,2026-07-28T14:59:08.593347
LIN-EV-SR-BL-C8E7D25BF661D607-COMP-EXP-001-COMP-5,SR-BL-C8E7D25BF661D607-COMP-EXP-001,Comparator Config,COMP-EXP-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:08.593355
LIN-EV-SR-BL-C8E7D25BF661D607-COMP-EXP-001-PKG-6,SR-BL-C8E7D25BF661D607-COMP-EXP-001,Package,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:08.593363
LIN-EV-SR-BL-C8E7D25BF661D607-COMP-EXP-001-EP-7,SR-BL-C8E7D25BF661D607-COMP-EXP-001,Episode,EP-HOSP-001-DEPT-SURG-kpi_001-20260311,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:08.593370
LIN-EV-SR-BL-C8E7D25BF661D607-COMP-HIGH-001-BASE-0,SR-BL-C8E7D25BF661D607-COMP-HIGH-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:08.602451
LIN-EV-SR-BL-C8E7D25BF661D607-COMP-HIGH-001-REC-1,SR-BL-C8E7D25BF661D607-COMP-HIGH-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260311,,Contributed To,2026-07-28T14:59:08.602473
LIN-EV-SR-BL-C8E7D25BF661D607-COMP-HIGH-001-REC-2,SR-BL-C8E7D25BF661D607-COMP-HIGH-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260312,,Contributed To,2026-07-28T14:59:08.602481
LIN-EV-SR-BL-C8E7D25BF661D607-COMP-HIGH-001-RECID-3,SR-BL-C8E7D25BF661D607-COMP-HIGH-001,Recommendation,REC-CASE-DEPT-SURG-20260311-OPT1,,Approved By,2026-07-28T14:59:08.602488
LIN-EV-SR-BL-C8E7D25BF661D607-COMP-HIGH-001-RECID-4,SR-BL-C8E7D25BF661D607-COMP-HIGH-001,Recommendation,REC-CASE-DEPT-SURG-20260312-OPT1,,Approved By,2026-07-28T14:59:08.602494
LIN-EV-SR-BL-C8E7D25BF661D607-COMP-HIGH-001-COMP-5,SR-BL-C8E7D25BF661D607-COMP-HIGH-001,Comparator Config,COMP-HIGH-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:08.602500
LIN-EV-SR-BL-C8E7D25BF661D607-COMP-HIGH-001-PKG-6,SR-BL-C8E7D25BF661D607-COMP-HIGH-001,Package,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:08.602506
LIN-EV-SR-BL-C8E7D25BF661D607-COMP-HIGH-001-EP-7,SR-BL-C8E7D25BF661D607-COMP-HIGH-001,Episode,EP-HOSP-001-DEPT-SURG-kpi_001-20260311,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:08.602512
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-BASE-001-BASE-0,SR-BL-DFA8AC3275555F17-COMP-BASE-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:08.627699
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-BASE-001-REC-1,SR-BL-DFA8AC3275555F17-COMP-BASE-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260401,,Contributed To,2026-07-28T14:59:08.627712
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-BASE-001-REC-2,SR-BL-DFA8AC3275555F17-COMP-BASE-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260402,,Contributed To,2026-07-28T14:59:08.627719
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-BASE-001-RECID-3,SR-BL-DFA8AC3275555F17-COMP-BASE-001,Recommendation,REC-CASE-DEPT-SURG-20260401-OPT1,,Approved By,2026-07-28T14:59:08.627726
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-BASE-001-RECID-4,SR-BL-DFA8AC3275555F17-COMP-BASE-001,Recommendation,REC-CASE-DEPT-SURG-20260402-OPT1,,Approved By,2026-07-28T14:59:08.627733
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-BASE-001-COMP-5,SR-BL-DFA8AC3275555F17-COMP-BASE-001,Comparator Config,COMP-BASE-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:08.627740
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-BASE-001-PKG-6,SR-BL-DFA8AC3275555F17-COMP-BASE-001,Package,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:08.627747
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-BASE-001-EP-7,SR-BL-DFA8AC3275555F17-COMP-BASE-001,Episode,EP-HOSP-001-DEPT-SURG-kpi_001-20260401,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:08.627753
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-CONS-001-BASE-0,SR-BL-DFA8AC3275555F17-COMP-CONS-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:08.638104
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-CONS-001-REC-1,SR-BL-DFA8AC3275555F17-COMP-CONS-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260401,,Contributed To,2026-07-28T14:59:08.638246
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-CONS-001-REC-2,SR-BL-DFA8AC3275555F17-COMP-CONS-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260402,,Contributed To,2026-07-28T14:59:08.638263
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-CONS-001-RECID-3,SR-BL-DFA8AC3275555F17-COMP-CONS-001,Recommendation,REC-CASE-DEPT-SURG-20260401-OPT1,,Approved By,2026-07-28T14:59:08.638273
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-CONS-001-RECID-4,SR-BL-DFA8AC3275555F17-COMP-CONS-001,Recommendation,REC-CASE-DEPT-SURG-20260402-OPT1,,Approved By,2026-07-28T14:59:08.638280
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-CONS-001-COMP-5,SR-BL-DFA8AC3275555F17-COMP-CONS-001,Comparator Config,COMP-CONS-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:08.638289
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-CONS-001-PKG-6,SR-BL-DFA8AC3275555F17-COMP-CONS-001,Package,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:08.638297
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-CONS-001-EP-7,SR-BL-DFA8AC3275555F17-COMP-CONS-001,Episode,EP-HOSP-001-DEPT-SURG-kpi_001-20260401,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:08.638305
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-EXP-001-BASE-0,SR-BL-DFA8AC3275555F17-COMP-EXP-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:08.649218
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-EXP-001-REC-1,SR-BL-DFA8AC3275555F17-COMP-EXP-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260401,,Contributed To,2026-07-28T14:59:08.649230
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-EXP-001-REC-2,SR-BL-DFA8AC3275555F17-COMP-EXP-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260402,,Contributed To,2026-07-28T14:59:08.649237
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-EXP-001-RECID-3,SR-BL-DFA8AC3275555F17-COMP-EXP-001,Recommendation,REC-CASE-DEPT-SURG-20260401-OPT1,,Approved By,2026-07-28T14:59:08.649245
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-EXP-001-RECID-4,SR-BL-DFA8AC3275555F17-COMP-EXP-001,Recommendation,REC-CASE-DEPT-SURG-20260402-OPT1,,Approved By,2026-07-28T14:59:08.649251
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-EXP-001-COMP-5,SR-BL-DFA8AC3275555F17-COMP-EXP-001,Comparator Config,COMP-EXP-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:08.649258
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-EXP-001-PKG-6,SR-BL-DFA8AC3275555F17-COMP-EXP-001,Package,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:08.649267
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-EXP-001-EP-7,SR-BL-DFA8AC3275555F17-COMP-EXP-001,Episode,EP-HOSP-001-DEPT-SURG-kpi_001-20260401,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:08.649273
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-HIGH-001-BASE-0,SR-BL-DFA8AC3275555F17-COMP-HIGH-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:08.663404
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-HIGH-001-REC-1,SR-BL-DFA8AC3275555F17-COMP-HIGH-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260401,,Contributed To,2026-07-28T14:59:08.663415
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-HIGH-001-REC-2,SR-BL-DFA8AC3275555F17-COMP-HIGH-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260402,,Contributed To,2026-07-28T14:59:08.663422
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-HIGH-001-RECID-3,SR-BL-DFA8AC3275555F17-COMP-HIGH-001,Recommendation,REC-CASE-DEPT-SURG-20260401-OPT1,,Approved By,2026-07-28T14:59:08.663429
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-HIGH-001-RECID-4,SR-BL-DFA8AC3275555F17-COMP-HIGH-001,Recommendation,REC-CASE-DEPT-SURG-20260402-OPT1,,Approved By,2026-07-28T14:59:08.663435
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-HIGH-001-COMP-5,SR-BL-DFA8AC3275555F17-COMP-HIGH-001,Comparator Config,COMP-HIGH-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:08.663441
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-HIGH-001-PKG-6,SR-BL-DFA8AC3275555F17-COMP-HIGH-001,Package,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:08.663447
LIN-EV-SR-BL-DFA8AC3275555F17-COMP-HIGH-001-EP-7,SR-BL-DFA8AC3275555F17-COMP-HIGH-001,Episode,EP-HOSP-001-DEPT-SURG-kpi_001-20260401,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:08.663454
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-BASE-001-BASE-0,SR-BL-D3E53C0D5F8F1B80-COMP-BASE-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:08.683294
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-BASE-001-REC-1,SR-BL-D3E53C0D5F8F1B80-COMP-BASE-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260411,,Contributed To,2026-07-28T14:59:08.683306
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-BASE-001-RECID-2,SR-BL-D3E53C0D5F8F1B80-COMP-BASE-001,Recommendation,REC-CASE-DEPT-SURG-20260411-OPT1,,Approved By,2026-07-28T14:59:08.683314
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-BASE-001-COMP-3,SR-BL-D3E53C0D5F8F1B80-COMP-BASE-001,Comparator Config,COMP-BASE-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:08.683321
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-BASE-001-PKG-4,SR-BL-D3E53C0D5F8F1B80-COMP-BASE-001,Package,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:08.683328
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-BASE-001-EP-5,SR-BL-D3E53C0D5F8F1B80-COMP-BASE-001,Episode,EP-HOSP-001-DEPT-SURG-kpi_001-20260411,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:08.683335
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-CONS-001-BASE-0,SR-BL-D3E53C0D5F8F1B80-COMP-CONS-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:08.695688
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-CONS-001-REC-1,SR-BL-D3E53C0D5F8F1B80-COMP-CONS-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260411,,Contributed To,2026-07-28T14:59:08.695702
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-CONS-001-RECID-2,SR-BL-D3E53C0D5F8F1B80-COMP-CONS-001,Recommendation,REC-CASE-DEPT-SURG-20260411-OPT1,,Approved By,2026-07-28T14:59:08.695710
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-CONS-001-COMP-3,SR-BL-D3E53C0D5F8F1B80-COMP-CONS-001,Comparator Config,COMP-CONS-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:08.695717
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-CONS-001-PKG-4,SR-BL-D3E53C0D5F8F1B80-COMP-CONS-001,Package,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:08.695725
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-CONS-001-EP-5,SR-BL-D3E53C0D5F8F1B80-COMP-CONS-001,Episode,EP-HOSP-001-DEPT-SURG-kpi_001-20260411,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:08.695732
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-EXP-001-BASE-0,SR-BL-D3E53C0D5F8F1B80-COMP-EXP-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:08.702752
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-EXP-001-REC-1,SR-BL-D3E53C0D5F8F1B80-COMP-EXP-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260411,,Contributed To,2026-07-28T14:59:08.702758
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-EXP-001-RECID-2,SR-BL-D3E53C0D5F8F1B80-COMP-EXP-001,Recommendation,REC-CASE-DEPT-SURG-20260411-OPT1,,Approved By,2026-07-28T14:59:08.702761
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-EXP-001-COMP-3,SR-BL-D3E53C0D5F8F1B80-COMP-EXP-001,Comparator Config,COMP-EXP-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:08.702765
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-EXP-001-PKG-4,SR-BL-D3E53C0D5F8F1B80-COMP-EXP-001,Package,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:08.702768
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-EXP-001-EP-5,SR-BL-D3E53C0D5F8F1B80-COMP-EXP-001,Episode,EP-HOSP-001-DEPT-SURG-kpi_001-20260411,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:08.702771
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-HIGH-001-BASE-0,SR-BL-D3E53C0D5F8F1B80-COMP-HIGH-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:08.710224
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-HIGH-001-REC-1,SR-BL-D3E53C0D5F8F1B80-COMP-HIGH-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260411,,Contributed To,2026-07-28T14:59:08.710229
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-HIGH-001-RECID-2,SR-BL-D3E53C0D5F8F1B80-COMP-HIGH-001,Recommendation,REC-CASE-DEPT-SURG-20260411-OPT1,,Approved By,2026-07-28T14:59:08.710233
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-HIGH-001-COMP-3,SR-BL-D3E53C0D5F8F1B80-COMP-HIGH-001,Comparator Config,COMP-HIGH-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:08.710236
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-HIGH-001-PKG-4,SR-BL-D3E53C0D5F8F1B80-COMP-HIGH-001,Package,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:08.710239
LIN-EV-SR-BL-D3E53C0D5F8F1B80-COMP-HIGH-001-EP-5,SR-BL-D3E53C0D5F8F1B80-COMP-HIGH-001,Episode,EP-HOSP-001-DEPT-SURG-kpi_001-20260411,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:08.710242
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-BASE-001-BASE-0,SR-BL-49D9FF836B7F98D5-COMP-BASE-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:08.717493
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-BASE-001-REC-1,SR-BL-49D9FF836B7F98D5-COMP-BASE-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260415,,Contributed To,2026-07-28T14:59:08.717499
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-BASE-001-RECID-2,SR-BL-49D9FF836B7F98D5-COMP-BASE-001,Recommendation,REC-CASE-DEPT-SURG-20260415-OPT1,,Approved By,2026-07-28T14:59:08.717503
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-BASE-001-COMP-3,SR-BL-49D9FF836B7F98D5-COMP-BASE-001,Comparator Config,COMP-BASE-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:08.717507
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-BASE-001-PKG-4,SR-BL-49D9FF836B7F98D5-COMP-BASE-001,Package,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:08.717510
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-BASE-001-EP-5,SR-BL-49D9FF836B7F98D5-COMP-BASE-001,Episode,EP-HOSP-001-DEPT-SURG-kpi_001-20260415,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:08.717513
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-CONS-001-BASE-0,SR-BL-49D9FF836B7F98D5-COMP-CONS-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:08.725547
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-CONS-001-REC-1,SR-BL-49D9FF836B7F98D5-COMP-CONS-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260415,,Contributed To,2026-07-28T14:59:08.725560
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-CONS-001-RECID-2,SR-BL-49D9FF836B7F98D5-COMP-CONS-001,Recommendation,REC-CASE-DEPT-SURG-20260415-OPT1,,Approved By,2026-07-28T14:59:08.725573
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-CONS-001-COMP-3,SR-BL-49D9FF836B7F98D5-COMP-CONS-001,Comparator Config,COMP-CONS-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:08.725581
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-CONS-001-PKG-4,SR-BL-49D9FF836B7F98D5-COMP-CONS-001,Package,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:08.725587
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-CONS-001-EP-5,SR-BL-49D9FF836B7F98D5-COMP-CONS-001,Episode,EP-HOSP-001-DEPT-SURG-kpi_001-20260415,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:08.725593
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-EXP-001-BASE-0,SR-BL-49D9FF836B7F98D5-COMP-EXP-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:08.733807
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-EXP-001-REC-1,SR-BL-49D9FF836B7F98D5-COMP-EXP-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260415,,Contributed To,2026-07-28T14:59:08.733820
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-EXP-001-RECID-2,SR-BL-49D9FF836B7F98D5-COMP-EXP-001,Recommendation,REC-CASE-DEPT-SURG-20260415-OPT1,,Approved By,2026-07-28T14:59:08.733830
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-EXP-001-COMP-3,SR-BL-49D9FF836B7F98D5-COMP-EXP-001,Comparator Config,COMP-EXP-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:08.733841
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-EXP-001-PKG-4,SR-BL-49D9FF836B7F98D5-COMP-EXP-001,Package,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:08.733848
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-EXP-001-EP-5,SR-BL-49D9FF836B7F98D5-COMP-EXP-001,Episode,EP-HOSP-001-DEPT-SURG-kpi_001-20260415,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:08.733856
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-HIGH-001-BASE-0,SR-BL-49D9FF836B7F98D5-COMP-HIGH-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:08.743711
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-HIGH-001-REC-1,SR-BL-49D9FF836B7F98D5-COMP-HIGH-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260415,,Contributed To,2026-07-28T14:59:08.743719
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-HIGH-001-RECID-2,SR-BL-49D9FF836B7F98D5-COMP-HIGH-001,Recommendation,REC-CASE-DEPT-SURG-20260415-OPT1,,Approved By,2026-07-28T14:59:08.743726
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-HIGH-001-COMP-3,SR-BL-49D9FF836B7F98D5-COMP-HIGH-001,Comparator Config,COMP-HIGH-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:08.743732
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-HIGH-001-PKG-4,SR-BL-49D9FF836B7F98D5-COMP-HIGH-001,Package,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:08.743737
LIN-EV-SR-BL-49D9FF836B7F98D5-COMP-HIGH-001-EP-5,SR-BL-49D9FF836B7F98D5-COMP-HIGH-001,Episode,EP-HOSP-001-DEPT-SURG-kpi_001-20260415,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:08.743743
LIN-EV-SR-BL-C655127B554A64AE-COMP-BASE-001-BASE-0,SR-BL-C655127B554A64AE-COMP-BASE-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:08.761909
LIN-EV-SR-BL-C655127B554A64AE-COMP-BASE-001-REC-1,SR-BL-C655127B554A64AE-COMP-BASE-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260429,,Contributed To,2026-07-28T14:59:08.761918
LIN-EV-SR-BL-C655127B554A64AE-COMP-BASE-001-RECID-2,SR-BL-C655127B554A64AE-COMP-BASE-001,Recommendation,REC-CASE-DEPT-SURG-20260429-OPT1,,Approved By,2026-07-28T14:59:08.761924
LIN-EV-SR-BL-C655127B554A64AE-COMP-BASE-001-COMP-3,SR-BL-C655127B554A64AE-COMP-BASE-001,Comparator Config,COMP-BASE-001,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:08.761930
LIN-EV-SR-BL-C655127B554A64AE-COMP-BASE-001-PKG-4,SR-BL-C655127B554A64AE-COMP-BASE-001,Package,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:08.761935
LIN-EV-SR-BL-C655127B554A64AE-COMP-BASE-001-EP-5,SR-BL-C655127B554A64AE-COMP-BASE-001,Episode,EP-HOSP-001-DEPT-SURG-kpi_001-20260429,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:08.761941
LIN-EV-SR-BL-C655127B554A64AE-COMP-CONS-001-BASE-0,SR-BL-C655127B554A64AE-COMP-CONS-001,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:08.768431
LIN-EV-SR-BL-C655127B554A64AE-COMP-CONS-001-REC-1,SR-BL-C655127B554A64AE-COMP-CONS-001,Analytical Record,AKPI-kpi_001-HOSP-001-DEPT-SURG-20260429,,Contributed To,2026-07-28T14:59:08.768438
