interpretation_id,approval_package_id,scenario_template_id,episode_id,scenario_family,comparator_summary,primary_kpi_effect,supporting_kpi_effects,adverse_effects,displacement_risk,assumption_drivers,management_validation_required,sensitivity_classification,diminishing_return_classification,trade_off_band,management_readiness,interpretation_text
INT-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108,SCEN-STAFF-001,EP-HOSP-001-DEPT-ADM-kpi_001-20260108,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (11.1111111111111%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%),Staffing coverage adjusted from 83.33% to 100.00%. Adjusted available staff: 20.0 (required: 18.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (11.1111111111111%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260305,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (20.0%); Expected: Increase (30.0%); Higher Intensity: Increase (30.0%),Staffing coverage adjusted from 70.00% to 100.00%. Adjusted available staff: 12.0 (required: 10.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (20.0%); Expected: Increase (30.0%); Higher Intensity: Increase (30.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260311,Staffing Coverage Adjustment,Baseline: Decrease (-1.4210854715202004e-14%); Conservative: Increase (16.66666666666667%); Expected: Increase (20.83333333333333%); Higher Intensity: Increase (20.83333333333333%),Staffing coverage adjusted from 79.17% to 100.00%. Adjusted available staff: 14.5 (required: 12.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Direction Reversal,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311 (SCEN-STAFF-001): Comparators show Baseline: Decrease (-1.4210854715202004e-14%); Conservative: Increase (16.66666666666667%); Expected: Increase (20.83333333333333%); Higher Intensity: Increase (20.83333333333333%). Sensitivity: Direction Reversal. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260401,Staffing Coverage Adjustment,Baseline: Decrease (-0.2525252525252597%); Conservative: Increase (19.74747474747474%); Expected: Increase (24.74747474747474%); Higher Intensity: Increase (24.74747474747474%),Staffing coverage adjusted from 75.25% to 100.00%. Adjusted available staff: 12.5 (required: 10.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Direction Reversal,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401 (SCEN-STAFF-001): Comparators show Baseline: Decrease (-0.2525252525252597%); Conservative: Increase (19.74747474747474%); Expected: Increase (24.74747474747474%); Higher Intensity: Increase (24.74747474747474%). Sensitivity: Direction Reversal. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260411,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (16.666666666666686%); Expected: Increase (33.33333333333334%); Higher Intensity: Increase (33.33333333333334%),Staffing coverage adjusted from 66.67% to 100.00%. Adjusted available staff: 13.0 (required: 12.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (16.666666666666686%); Expected: Increase (33.33333333333334%); Higher Intensity: Increase (33.33333333333334%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260415,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%),Staffing coverage adjusted from 83.33% to 100.00%. Adjusted available staff: 15.0 (required: 12.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260429,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (18.181818181818173%); Expected: Increase (18.181818181818173%); Higher Intensity: Increase (18.181818181818173%),Staffing coverage adjusted from 81.82% to 100.00%. Adjusted available staff: 14.0 (required: 11.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (18.181818181818173%); Expected: Increase (18.181818181818173%); Higher Intensity: Increase (18.181818181818173%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260504,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%),Staffing coverage adjusted from 83.33% to 100.00%. Adjusted available staff: 15.0 (required: 12.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (16.666666666666657%); Higher Intensity: Increase (16.666666666666657%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260517,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (18.181818181818173%); Expected: Increase (18.181818181818173%); Higher Intensity: Increase (18.181818181818173%),Staffing coverage adjusted from 81.82% to 100.00%. Adjusted available staff: 14.0 (required: 11.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (18.181818181818173%); Expected: Increase (18.181818181818173%); Higher Intensity: Increase (18.181818181818173%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260521,Staffing Coverage Adjustment,Baseline: Increase (0.3520671834625233%); Conservative: Increase (14.305555555555543%); Expected: Increase (14.305555555555543%); Higher Intensity: Increase (14.305555555555543%),Staffing coverage adjusted from 85.69% to 100.00%. Adjusted available staff: 14.2 (required: 10.8).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Stable with Magnitude Variation,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521 (SCEN-STAFF-001): Comparators show Baseline: Increase (0.3520671834625233%); Conservative: Increase (14.305555555555543%); Expected: Increase (14.305555555555543%); Higher Intensity: Increase (14.305555555555543%). Sensitivity: Stable with Magnitude Variation. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260529,Staffing Coverage Adjustment,Baseline: Increase (0.23088023088024556%); Conservative: Increase (18.41269841269842%); Expected: Increase (18.41269841269842%); Higher Intensity: Increase (18.41269841269842%),Staffing coverage adjusted from 81.59% to 100.00%. Adjusted available staff: 14.0 (required: 11.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Stable with Magnitude Variation,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529 (SCEN-STAFF-001): Comparators show Baseline: Increase (0.23088023088024556%); Conservative: Increase (18.41269841269842%); Expected: Increase (18.41269841269842%); Higher Intensity: Increase (18.41269841269842%). Sensitivity: Stable with Magnitude Variation. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260606,Staffing Coverage Adjustment,Baseline: Decrease (-0.07770007770010068%); Conservative: Increase (18.104118104118086%); Expected: Increase (22.649572649572633%); Higher Intensity: Increase (22.649572649572633%),Staffing coverage adjusted from 77.35% to 100.00%. Adjusted available staff: 13.5 (required: 11.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Direction Reversal,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606 (SCEN-STAFF-001): Comparators show Baseline: Decrease (-0.07770007770010068%); Conservative: Increase (18.104118104118086%); Expected: Increase (22.649572649572633%); Higher Intensity: Increase (22.649572649572633%). Sensitivity: Direction Reversal. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260613,Staffing Coverage Adjustment,Baseline: Decrease (-0.07770007770010068%); Conservative: Increase (18.104118104118086%); Expected: Increase (22.649572649572633%); Higher Intensity: Increase (22.649572649572633%),Staffing coverage adjusted from 77.35% to 100.00%. Adjusted available staff: 13.5 (required: 11.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Direction Reversal,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613 (SCEN-STAFF-001): Comparators show Baseline: Decrease (-0.07770007770010068%); Conservative: Increase (18.104118104118086%); Expected: Increase (22.649572649572633%); Higher Intensity: Increase (22.649572649572633%). Sensitivity: Direction Reversal. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260618,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (20.0%); Expected: Increase (20.0%); Higher Intensity: Increase (20.0%),Staffing coverage adjusted from 80.00% to 100.00%. Adjusted available staff: 13.0 (required: 10.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (20.0%); Expected: Increase (20.0%); Higher Intensity: Increase (20.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260702,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (15.384615384615373%); Expected: Increase (23.076923076923066%); Higher Intensity: Increase (23.076923076923066%),Staffing coverage adjusted from 76.92% to 100.00%. Adjusted available staff: 15.0 (required: 13.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (15.384615384615373%); Expected: Increase (23.076923076923066%); Higher Intensity: Increase (23.076923076923066%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260709,Staffing Coverage Adjustment,Baseline: Increase (0.2818886539816674%); Conservative: Increase (18.886539816772355%); Expected: Increase (21.212121212121204%); Higher Intensity: Increase (21.212121212121204%),Staffing coverage adjusted from 78.79% to 100.00%. Adjusted available staff: 13.5 (required: 10.8).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Stable with Magnitude Variation,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709 (SCEN-STAFF-001): Comparators show Baseline: Increase (0.2818886539816674%); Conservative: Increase (18.886539816772355%); Expected: Increase (21.212121212121204%); Higher Intensity: Increase (21.212121212121204%). Sensitivity: Stable with Magnitude Variation. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260726,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (22.222222222222214%); Expected: Increase (22.222222222222214%); Higher Intensity: Increase (22.222222222222214%),Staffing coverage adjusted from 77.78% to 100.00%. Adjusted available staff: 12.0 (required: 9.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (22.222222222222214%); Expected: Increase (22.222222222222214%); Higher Intensity: Increase (22.222222222222214%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260802,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (18.181818181818173%); Expected: Increase (27.272727272727266%); Higher Intensity: Increase (27.272727272727266%),Staffing coverage adjusted from 72.73% to 100.00%. Adjusted available staff: 13.0 (required: 11.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (18.181818181818173%); Expected: Increase (27.272727272727266%); Higher Intensity: Increase (27.272727272727266%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260822,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (25.0%); Higher Intensity: Increase (25.0%),Staffing coverage adjusted from 75.00% to 100.00%. Adjusted available staff: 14.0 (required: 12.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (25.0%); Higher Intensity: Increase (25.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (15.384615384615373%); Expected: Increase (23.076923076923066%); Higher Intensity: Increase (23.076923076923066%),Staffing coverage adjusted from 76.92% to 100.00%. Adjusted available staff: 15.0 (required: 13.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (15.384615384615373%); Expected: Increase (23.076923076923066%); Higher Intensity: Increase (23.076923076923066%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Staffing Coverage Adjustment,Baseline: Decrease (-0.14277389277390284%); Conservative: Increase (16.78030303030303%); Expected: Increase (16.78030303030303%); Higher Intensity: Increase (16.78030303030303%),Staffing coverage adjusted from 83.22% to 100.00%. Adjusted available staff: 14.0 (required: 10.8).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Direction Reversal,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916 (SCEN-STAFF-001): Comparators show Baseline: Decrease (-0.14277389277390284%); Conservative: Increase (16.78030303030303%); Expected: Increase (16.78030303030303%); Higher Intensity: Increase (16.78030303030303%). Sensitivity: Direction Reversal. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (25.0%); Higher Intensity: Increase (25.0%),Staffing coverage adjusted from 75.00% to 100.00%. Adjusted available staff: 14.0 (required: 12.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (16.666666666666657%); Expected: Increase (25.0%); Higher Intensity: Increase (25.0%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (14.285714285714292%); Expected: Increase (21.42857142857143%); Higher Intensity: Increase (21.42857142857143%),Staffing coverage adjusted from 78.57% to 100.00%. Adjusted available staff: 16.0 (required: 14.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (14.285714285714292%); Expected: Increase (21.42857142857143%); Higher Intensity: Increase (21.42857142857143%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (22.222222222222214%); Expected: Increase (22.222222222222214%); Higher Intensity: Increase (22.222222222222214%),Staffing coverage adjusted from 77.78% to 100.00%. Adjusted available staff: 12.0 (required: 9.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (22.222222222222214%); Expected: Increase (22.222222222222214%); Higher Intensity: Increase (22.222222222222214%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20261111,Staffing Coverage Adjustment,Baseline: No Change (0.0%); Conservative: Increase (15.384615384615373%); Expected: Increase (23.076923076923066%); Higher Intensity: Increase (23.076923076923066%),Staffing coverage adjusted from 76.92% to 100.00%. Adjusted available staff: 15.0 (required: 13.0).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Sensitive to Assumption Intensity,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111 (SCEN-STAFF-001): Comparators show Baseline: No Change (0.0%); Conservative: Increase (15.384615384615373%); Expected: Increase (23.076923076923066%); Higher Intensity: Increase (23.076923076923066%). Sensitivity: Sensitive to Assumption Intensity. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20261127,Staffing Coverage Adjustment,Baseline: Increase (1.1103479853479996%); Conservative: Increase (19.860347985348%); Expected: Increase (22.985347985347985%); Higher Intensity: Increase (22.985347985347985%),Staffing coverage adjusted from 77.01% to 100.00%. Adjusted available staff: 13.3 (required: 10.7).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Stable with Magnitude Variation,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127 (SCEN-STAFF-001): Comparators show Baseline: Increase (1.1103479853479996%); Conservative: Increase (19.860347985348%); Expected: Increase (22.985347985347985%); Higher Intensity: Increase (22.985347985347985%). Sensitivity: Stable with Magnitude Variation. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
INT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,SCEN-STAFF-001,EP-HOSP-001-DEPT-SURG-kpi_001-20261203,Staffing Coverage Adjustment,Baseline: Increase (0.6265664160401201%); Conservative: Increase (16.41604010025064%); Expected: Increase (19.04761904761905%); Higher Intensity: Increase (19.04761904761905%),Staffing coverage adjusted from 80.95% to 100.00%. Adjusted available staff: 15.3 (required: 12.7).,See supporting KPI impact records,See effect classification records,See displacement records,See assumption validation records,False,Stable with Magnitude Variation,Diminishing,See trade-off profile records,Suitable for Management Comparison,Package PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203 (SCEN-STAFF-001): Comparators show Baseline: Increase (0.6265664160401201%); Conservative: Increase (16.41604010025064%); Expected: Increase (19.04761904761905%); Higher Intensity: Increase (19.04761904761905%). Sensitivity: Stable with Magnitude Variation. Diminishing returns: Diminishing. Management validation required for assumption accuracy and operational feasibility.
