primary_impact_id,scenario_run_id,approval_package_id,episode_id,primary_kpi_id,baseline_primary_kpi_value,scenario_primary_kpi_value,absolute_change,percentage_change,direction_of_change,comparator_type,scenario_family,final_scenario_confidence,impact_classification,effect_direction,evidence_language
PI-SR-BL-4353BDC43D1E45D6-COMP-BASE-003,SR-BL-4353BDC43D1E45D6-COMP-BASE-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,EP-HOSP-001-DEPT-OPC-kpi_004-20260602,kpi_004,55.48675934738411,55.48675934738411,0.0,0.0,No Change,Baseline,Patient-Flow and Waiting-Time Adjustment,Moderate,No Material Change,Neutral,analytical approximation
PI-SR-BL-4353BDC43D1E45D6-COMP-CONS-003,SR-BL-4353BDC43D1E45D6-COMP-CONS-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,EP-HOSP-001-DEPT-OPC-kpi_004-20260602,kpi_004,55.48675934738411,58.98123359386502,3.4944742464809124,6.297852474323061,Increase,Conservative,Patient-Flow and Waiting-Time Adjustment,Moderate,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-4353BDC43D1E45D6-COMP-EXP-003,SR-BL-4353BDC43D1E45D6-COMP-EXP-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,EP-HOSP-001-DEPT-OPC-kpi_004-20260602,kpi_004,55.48675934738411,62.18840690492531,6.7016475575412,12.077922077922084,Increase,Expected,Patient-Flow and Waiting-Time Adjustment,Moderate,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-4353BDC43D1E45D6-COMP-HIGH-003,SR-BL-4353BDC43D1E45D6-COMP-HIGH-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260602,EP-HOSP-001-DEPT-OPC-kpi_004-20260602,kpi_004,55.48675934738411,67.1323732437458,11.645613896361695,20.98809523809525,Increase,Higher Intensity,Patient-Flow and Waiting-Time Adjustment,Moderate,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-D047A91EA624E09F-COMP-BASE-003,SR-BL-D047A91EA624E09F-COMP-BASE-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,EP-HOSP-001-DEPT-OPC-kpi_004-20260619,kpi_004,55.94509604106967,55.94509604106967,0.0,0.0,No Change,Baseline,Patient-Flow and Waiting-Time Adjustment,Moderate,No Material Change,Neutral,analytical approximation
PI-SR-BL-D047A91EA624E09F-COMP-CONS-003,SR-BL-D047A91EA624E09F-COMP-CONS-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,EP-HOSP-001-DEPT-OPC-kpi_004-20260619,kpi_004,55.94509604106967,59.4684356563546,3.5233396152849323,6.297852474323085,Increase,Conservative,Patient-Flow and Waiting-Time Adjustment,Moderate,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-D047A91EA624E09F-COMP-EXP-003,SR-BL-D047A91EA624E09F-COMP-EXP-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,EP-HOSP-001-DEPT-OPC-kpi_004-20260619,kpi_004,55.94509604106967,62.70210114732874,6.757005106259072,12.077922077922093,Increase,Expected,Patient-Flow and Waiting-Time Adjustment,Moderate,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-D047A91EA624E09F-COMP-HIGH-003,SR-BL-D047A91EA624E09F-COMP-HIGH-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260619,EP-HOSP-001-DEPT-OPC-kpi_004-20260619,kpi_004,55.94509604106967,67.68690607921322,11.741810038143548,20.988095238095234,Increase,Higher Intensity,Patient-Flow and Waiting-Time Adjustment,Moderate,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-29B3FB2AD64EF4C5-COMP-BASE-003,SR-BL-29B3FB2AD64EF4C5-COMP-BASE-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,EP-HOSP-001-DEPT-OPC-kpi_004-20260629,kpi_004,55.3536873800953,55.3536873800953,0.0,0.0,No Change,Baseline,Patient-Flow and Waiting-Time Adjustment,Moderate,No Material Change,Neutral,analytical approximation
PI-SR-BL-29B3FB2AD64EF4C5-COMP-CONS-003,SR-BL-29B3FB2AD64EF4C5-COMP-CONS-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,EP-HOSP-001-DEPT-OPC-kpi_004-20260629,kpi_004,55.3536873800953,58.839780950391685,3.486093570296383,6.29785247432306,Increase,Conservative,Patient-Flow and Waiting-Time Adjustment,Moderate,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-29B3FB2AD64EF4C5-COMP-EXP-003,SR-BL-29B3FB2AD64EF4C5-COMP-EXP-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,EP-HOSP-001-DEPT-OPC-kpi_004-20260629,kpi_004,55.3536873800953,62.0392626091198,6.685575229024501,12.077922077922084,Increase,Expected,Patient-Flow and Waiting-Time Adjustment,Moderate,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-29B3FB2AD64EF4C5-COMP-HIGH-003,SR-BL-29B3FB2AD64EF4C5-COMP-HIGH-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260629,EP-HOSP-001-DEPT-OPC-kpi_004-20260629,kpi_004,55.3536873800953,66.97137200522721,11.617684625131908,20.98809523809524,Increase,Higher Intensity,Patient-Flow and Waiting-Time Adjustment,Moderate,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-B91B9DB362E2B380-COMP-BASE-003,SR-BL-B91B9DB362E2B380-COMP-BASE-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,EP-HOSP-001-DEPT-OPC-kpi_004-20260709,kpi_004,54.31412169679967,54.31412169679967,0.0,0.0,No Change,Baseline,Patient-Flow and Waiting-Time Adjustment,Moderate,No Material Change,Neutral,analytical approximation
PI-SR-BL-B91B9DB362E2B380-COMP-CONS-003,SR-BL-B91B9DB362E2B380-COMP-CONS-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,EP-HOSP-001-DEPT-OPC-kpi_004-20260709,kpi_004,54.31412169679967,57.734744953988404,3.420623257188737,6.297852474323062,Increase,Conservative,Patient-Flow and Waiting-Time Adjustment,Moderate,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-B91B9DB362E2B380-COMP-EXP-003,SR-BL-B91B9DB362E2B380-COMP-EXP-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,EP-HOSP-001-DEPT-OPC-kpi_004-20260709,kpi_004,54.31412169679967,60.874138992646905,6.5600172958472385,12.07792207792209,Increase,Expected,Patient-Flow and Waiting-Time Adjustment,Moderate,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-B91B9DB362E2B380-COMP-HIGH-003,SR-BL-B91B9DB362E2B380-COMP-HIGH-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260709,EP-HOSP-001-DEPT-OPC-kpi_004-20260709,kpi_004,54.31412169679967,65.71362128625893,11.39949958945926,20.988095238095234,Increase,Higher Intensity,Patient-Flow and Waiting-Time Adjustment,Moderate,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-2A324A709B5C1AD8-COMP-BASE-003,SR-BL-2A324A709B5C1AD8-COMP-BASE-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,EP-HOSP-001-DEPT-OPC-kpi_004-20260716,kpi_004,54.93961578400831,54.93961578400831,0.0,0.0,No Change,Baseline,Patient-Flow and Waiting-Time Adjustment,Moderate,No Material Change,Neutral,analytical approximation
PI-SR-BL-2A324A709B5C1AD8-COMP-CONS-003,SR-BL-2A324A709B5C1AD8-COMP-CONS-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,EP-HOSP-001-DEPT-OPC-kpi_004-20260716,kpi_004,54.93961578400831,58.39963173604506,3.4600159520367484,6.297852474323057,Increase,Conservative,Patient-Flow and Waiting-Time Adjustment,Moderate,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-2A324A709B5C1AD8-COMP-EXP-003,SR-BL-2A324A709B5C1AD8-COMP-EXP-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,EP-HOSP-001-DEPT-OPC-kpi_004-20260716,kpi_004,54.93961578400831,61.57517976831062,6.635563984302308,12.07792207792209,Increase,Expected,Patient-Flow and Waiting-Time Adjustment,Moderate,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-2A324A709B5C1AD8-COMP-HIGH-003,SR-BL-2A324A709B5C1AD8-COMP-HIGH-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,EP-HOSP-001-DEPT-OPC-kpi_004-20260716,kpi_004,54.93961578400831,66.47039466819957,11.530778884191264,20.98809523809523,Increase,Higher Intensity,Patient-Flow and Waiting-Time Adjustment,Moderate,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-84B64722FA0A3F3C-COMP-BASE-003,SR-BL-84B64722FA0A3F3C-COMP-BASE-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,EP-HOSP-001-DEPT-OPC-kpi_004-20260721,kpi_004,55.4471983614125,55.4471983614125,0.0,0.0,No Change,Baseline,Patient-Flow and Waiting-Time Adjustment,Moderate,No Material Change,Neutral,analytical approximation
PI-SR-BL-84B64722FA0A3F3C-COMP-CONS-003,SR-BL-84B64722FA0A3F3C-COMP-CONS-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,EP-HOSP-001-DEPT-OPC-kpi_004-20260721,kpi_004,55.4471983614125,58.93918111535953,3.4919827539470347,6.297852474323065,Increase,Conservative,Patient-Flow and Waiting-Time Adjustment,Moderate,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-84B64722FA0A3F3C-COMP-EXP-003,SR-BL-84B64722FA0A3F3C-COMP-EXP-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,EP-HOSP-001-DEPT-OPC-kpi_004-20260721,kpi_004,55.4471983614125,62.14406777389479,6.696869412482293,12.077922077922086,Increase,Expected,Patient-Flow and Waiting-Time Adjustment,Moderate,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-84B64722FA0A3F3C-COMP-HIGH-003,SR-BL-84B64722FA0A3F3C-COMP-HIGH-003,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,EP-HOSP-001-DEPT-OPC-kpi_004-20260721,kpi_004,55.4471983614125,67.08450916036134,11.637310798948839,20.98809523809524,Increase,Higher Intensity,Patient-Flow and Waiting-Time Adjustment,Moderate,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-182E7B2A3B235385-COMP-BASE-001,SR-BL-182E7B2A3B235385-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,EP-HOSP-001-DEPT-PEX-kpi_001-20260111,kpi_001,77.77777777777779,77.77777777777779,0.0,0.0,No Change,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-182E7B2A3B235385-COMP-CONS-001,SR-BL-182E7B2A3B235385-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,EP-HOSP-001-DEPT-PEX-kpi_001-20260111,kpi_001,77.77777777777779,100.0,2.0,22.222222222222214,Increase,Conservative,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-182E7B2A3B235385-COMP-EXP-001,SR-BL-182E7B2A3B235385-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,EP-HOSP-001-DEPT-PEX-kpi_001-20260111,kpi_001,77.77777777777779,100.0,5.0,22.222222222222214,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-182E7B2A3B235385-COMP-HIGH-001,SR-BL-182E7B2A3B235385-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,EP-HOSP-001-DEPT-PEX-kpi_001-20260111,kpi_001,77.77777777777779,100.0,9.0,22.222222222222214,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-AD1C877F1BC887EE-COMP-BASE-001,SR-BL-AD1C877F1BC887EE-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,EP-HOSP-001-DEPT-PEX-kpi_001-20260115,kpi_001,81.81818181818183,81.81818181818183,0.0,0.0,No Change,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-AD1C877F1BC887EE-COMP-CONS-001,SR-BL-AD1C877F1BC887EE-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,EP-HOSP-001-DEPT-PEX-kpi_001-20260115,kpi_001,81.81818181818183,100.0,2.0,18.181818181818173,Increase,Conservative,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-AD1C877F1BC887EE-COMP-EXP-001,SR-BL-AD1C877F1BC887EE-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,EP-HOSP-001-DEPT-PEX-kpi_001-20260115,kpi_001,81.81818181818183,100.0,5.0,18.181818181818173,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-AD1C877F1BC887EE-COMP-HIGH-001,SR-BL-AD1C877F1BC887EE-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,EP-HOSP-001-DEPT-PEX-kpi_001-20260115,kpi_001,81.81818181818183,100.0,9.0,18.181818181818173,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-93B129DAE7183D19-COMP-BASE-001,SR-BL-93B129DAE7183D19-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,EP-HOSP-001-DEPT-PEX-kpi_001-20260203,kpi_001,83.33333333333334,83.33333333333334,0.0,0.0,No Change,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-93B129DAE7183D19-COMP-CONS-001,SR-BL-93B129DAE7183D19-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,EP-HOSP-001-DEPT-PEX-kpi_001-20260203,kpi_001,83.33333333333334,100.0,2.0,16.666666666666657,Increase,Conservative,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-93B129DAE7183D19-COMP-EXP-001,SR-BL-93B129DAE7183D19-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,EP-HOSP-001-DEPT-PEX-kpi_001-20260203,kpi_001,83.33333333333334,100.0,5.0,16.666666666666657,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-93B129DAE7183D19-COMP-HIGH-001,SR-BL-93B129DAE7183D19-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,EP-HOSP-001-DEPT-PEX-kpi_001-20260203,kpi_001,83.33333333333334,100.0,9.0,16.666666666666657,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-D7B90663401662DF-COMP-BASE-001,SR-BL-D7B90663401662DF-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,EP-HOSP-001-DEPT-PEX-kpi_001-20260207,kpi_001,78.57142857142857,78.57142857142857,0.0,0.0,No Change,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-D7B90663401662DF-COMP-CONS-001,SR-BL-D7B90663401662DF-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,EP-HOSP-001-DEPT-PEX-kpi_001-20260207,kpi_001,78.57142857142857,92.85714285714286,2.0,14.285714285714292,Increase,Conservative,Staffing Coverage Adjustment,Low,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-D7B90663401662DF-COMP-EXP-001,SR-BL-D7B90663401662DF-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,EP-HOSP-001-DEPT-PEX-kpi_001-20260207,kpi_001,78.57142857142857,100.0,5.0,21.42857142857143,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-D7B90663401662DF-COMP-HIGH-001,SR-BL-D7B90663401662DF-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,EP-HOSP-001-DEPT-PEX-kpi_001-20260207,kpi_001,78.57142857142857,100.0,9.0,21.42857142857143,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-FF9AC0333269B79A-COMP-BASE-001,SR-BL-FF9AC0333269B79A-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,EP-HOSP-001-DEPT-PEX-kpi_001-20260212,kpi_001,85.81973581973581,86.11111111111111,0.0,0.29137529137530294,Increase,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-FF9AC0333269B79A-COMP-CONS-001,SR-BL-FF9AC0333269B79A-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,EP-HOSP-001-DEPT-PEX-kpi_001-20260212,kpi_001,85.81973581973581,100.0,2.0,14.180264180264189,Increase,Conservative,Staffing Coverage Adjustment,Low,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-FF9AC0333269B79A-COMP-EXP-001,SR-BL-FF9AC0333269B79A-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,EP-HOSP-001-DEPT-PEX-kpi_001-20260212,kpi_001,85.81973581973581,100.0,5.0,14.180264180264189,Increase,Expected,Staffing Coverage Adjustment,Low,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-FF9AC0333269B79A-COMP-HIGH-001,SR-BL-FF9AC0333269B79A-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,EP-HOSP-001-DEPT-PEX-kpi_001-20260212,kpi_001,85.81973581973581,100.0,9.000000000000002,14.180264180264189,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-43D5C387B09CE936-COMP-BASE-001,SR-BL-43D5C387B09CE936-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,EP-HOSP-001-DEPT-PEX-kpi_001-20260326,kpi_001,76.38888888888889,76.19047619047619,0.0,-0.19841269841269593,Decrease,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-43D5C387B09CE936-COMP-CONS-001,SR-BL-43D5C387B09CE936-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,EP-HOSP-001-DEPT-PEX-kpi_001-20260326,kpi_001,76.38888888888889,95.23809523809523,2.0,18.84920634920634,Increase,Conservative,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-43D5C387B09CE936-COMP-EXP-001,SR-BL-43D5C387B09CE936-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,EP-HOSP-001-DEPT-PEX-kpi_001-20260326,kpi_001,76.38888888888889,100.0,5.0,23.611111111111114,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-43D5C387B09CE936-COMP-HIGH-001,SR-BL-43D5C387B09CE936-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,EP-HOSP-001-DEPT-PEX-kpi_001-20260326,kpi_001,76.38888888888889,100.0,9.0,23.611111111111114,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-E236601C63E281B9-COMP-BASE-001,SR-BL-E236601C63E281B9-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,EP-HOSP-001-DEPT-PEX-kpi_001-20260413,kpi_001,78.57142857142857,78.57142857142857,0.0,0.0,No Change,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-E236601C63E281B9-COMP-CONS-001,SR-BL-E236601C63E281B9-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,EP-HOSP-001-DEPT-PEX-kpi_001-20260413,kpi_001,78.57142857142857,92.85714285714286,2.0,14.285714285714292,Increase,Conservative,Staffing Coverage Adjustment,Low,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-E236601C63E281B9-COMP-EXP-001,SR-BL-E236601C63E281B9-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,EP-HOSP-001-DEPT-PEX-kpi_001-20260413,kpi_001,78.57142857142857,100.0,5.0,21.42857142857143,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-E236601C63E281B9-COMP-HIGH-001,SR-BL-E236601C63E281B9-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,EP-HOSP-001-DEPT-PEX-kpi_001-20260413,kpi_001,78.57142857142857,100.0,9.0,21.42857142857143,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-5641CB60A6BE0C5D-COMP-BASE-001,SR-BL-5641CB60A6BE0C5D-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,EP-HOSP-001-DEPT-PEX-kpi_001-20260421,kpi_001,76.92307692307693,76.92307692307693,0.0,0.0,No Change,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-5641CB60A6BE0C5D-COMP-CONS-001,SR-BL-5641CB60A6BE0C5D-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,EP-HOSP-001-DEPT-PEX-kpi_001-20260421,kpi_001,76.92307692307693,92.3076923076923,2.0,15.384615384615373,Increase,Conservative,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-5641CB60A6BE0C5D-COMP-EXP-001,SR-BL-5641CB60A6BE0C5D-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,EP-HOSP-001-DEPT-PEX-kpi_001-20260421,kpi_001,76.92307692307693,100.0,5.0,23.076923076923066,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-5641CB60A6BE0C5D-COMP-HIGH-001,SR-BL-5641CB60A6BE0C5D-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,EP-HOSP-001-DEPT-PEX-kpi_001-20260421,kpi_001,76.92307692307693,100.0,9.0,23.076923076923066,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-A18AA17B5A374474-COMP-BASE-001,SR-BL-A18AA17B5A374474-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,EP-HOSP-001-DEPT-PEX-kpi_001-20260502,kpi_001,81.81818181818183,81.81818181818183,0.0,0.0,No Change,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-A18AA17B5A374474-COMP-CONS-001,SR-BL-A18AA17B5A374474-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,EP-HOSP-001-DEPT-PEX-kpi_001-20260502,kpi_001,81.81818181818183,100.0,2.0,18.181818181818173,Increase,Conservative,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-A18AA17B5A374474-COMP-EXP-001,SR-BL-A18AA17B5A374474-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,EP-HOSP-001-DEPT-PEX-kpi_001-20260502,kpi_001,81.81818181818183,100.0,5.0,18.181818181818173,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-A18AA17B5A374474-COMP-HIGH-001,SR-BL-A18AA17B5A374474-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,EP-HOSP-001-DEPT-PEX-kpi_001-20260502,kpi_001,81.81818181818183,100.0,9.0,18.181818181818173,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-4003FA96E45DE8D4-COMP-BASE-001,SR-BL-4003FA96E45DE8D4-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,EP-HOSP-001-DEPT-PEX-kpi_001-20260510,kpi_001,71.42857142857143,71.42857142857143,0.0,0.0,No Change,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-4003FA96E45DE8D4-COMP-CONS-001,SR-BL-4003FA96E45DE8D4-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,EP-HOSP-001-DEPT-PEX-kpi_001-20260510,kpi_001,71.42857142857143,85.71428571428571,2.0,14.285714285714278,Increase,Conservative,Staffing Coverage Adjustment,Low,Moderate Directional Improvement,Improvement,estimated operational change
PI-SR-BL-4003FA96E45DE8D4-COMP-EXP-001,SR-BL-4003FA96E45DE8D4-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,EP-HOSP-001-DEPT-PEX-kpi_001-20260510,kpi_001,71.42857142857143,100.0,5.0,28.57142857142857,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-4003FA96E45DE8D4-COMP-HIGH-001,SR-BL-4003FA96E45DE8D4-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,EP-HOSP-001-DEPT-PEX-kpi_001-20260510,kpi_001,71.42857142857143,100.0,9.0,28.57142857142857,Increase,Higher Intensity,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-CAA7A936D38C352B-COMP-BASE-001,SR-BL-CAA7A936D38C352B-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,EP-HOSP-001-DEPT-PEX-kpi_001-20260515,kpi_001,83.33333333333334,83.33333333333334,0.0,0.0,No Change,Baseline,Staffing Coverage Adjustment,Low,No Material Change,Neutral,analytical approximation
PI-SR-BL-CAA7A936D38C352B-COMP-CONS-001,SR-BL-CAA7A936D38C352B-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,EP-HOSP-001-DEPT-PEX-kpi_001-20260515,kpi_001,83.33333333333334,100.0,2.0,16.666666666666657,Increase,Conservative,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
PI-SR-BL-CAA7A936D38C352B-COMP-EXP-001,SR-BL-CAA7A936D38C352B-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,EP-HOSP-001-DEPT-PEX-kpi_001-20260515,kpi_001,83.33333333333334,100.0,5.0,16.666666666666657,Increase,Expected,Staffing Coverage Adjustment,Low,Strong Directional Improvement,Improvement,estimated directional improvement
