watch_record_id,integration_record_id,hospital_id,department_id,reporting_date,kpi_id,trend_direction,operational_trend_interpretation,trend_confidence,sustained_movement_flag,statistical_signal_flag,source_trend_record_id,engine_run_id,processed_at
WCH-97A8115CC24944E4,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260414,HOSP-001,DEPT-PEX,2026-04-14,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260414-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A9B20AA158A243BF,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260415,HOSP-001,DEPT-PEX,2026-04-15,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260415-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8B55244C1FC44766,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260416,HOSP-001,DEPT-PEX,2026-04-16,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260416-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5E69CCFADA7243A2,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260417,HOSP-001,DEPT-PEX,2026-04-17,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260417-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E43227F24DC14A33,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260418,HOSP-001,DEPT-PEX,2026-04-18,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260418-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-7189C864BCEB4BFA,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260419,HOSP-001,DEPT-PEX,2026-04-19,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260419-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-3022D38CA2CF4248,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260420,HOSP-001,DEPT-PEX,2026-04-20,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260420-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-DE48E86E1CD64F82,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260421,HOSP-001,DEPT-PEX,2026-04-21,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260421-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-FD3725E172E544D0,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260422,HOSP-001,DEPT-PEX,2026-04-22,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260422-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-41AC1D117F024DE5,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260423,HOSP-001,DEPT-PEX,2026-04-23,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260423-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-639FF63438B741B2,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260424,HOSP-001,DEPT-PEX,2026-04-24,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260424-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-FAD7EBB0C26E4D57,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260425,HOSP-001,DEPT-PEX,2026-04-25,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260425-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D44480436F0F46B4,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260426,HOSP-001,DEPT-PEX,2026-04-26,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260426-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-B13F74A83A5F40F4,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260427,HOSP-001,DEPT-PEX,2026-04-27,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260427-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-31CA49C4D6B44589,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260428,HOSP-001,DEPT-PEX,2026-04-28,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260428-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-675B001300B843F1,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260429,HOSP-001,DEPT-PEX,2026-04-29,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260429-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-845280FD45E24D1D,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260430,HOSP-001,DEPT-PEX,2026-04-30,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260430-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-47197BDE4D21462D,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260501,HOSP-001,DEPT-PEX,2026-05-01,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260501-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C93057AA6B0F46E7,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260502,HOSP-001,DEPT-PEX,2026-05-02,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260502-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-21D8596859D046ED,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260503,HOSP-001,DEPT-PEX,2026-05-03,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260503-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-74014F1FDDD843BA,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260504,HOSP-001,DEPT-PEX,2026-05-04,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260504-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9CBF76F722C14D42,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260505,HOSP-001,DEPT-PEX,2026-05-05,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260505-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-17E73DE42E1845F2,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260506,HOSP-001,DEPT-PEX,2026-05-06,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260506-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8AD6AF3A0D6947A2,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260507,HOSP-001,DEPT-PEX,2026-05-07,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260507-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-74562B4DFDE54E91,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260508,HOSP-001,DEPT-PEX,2026-05-08,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260508-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-65EFF499ADB54703,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260509,HOSP-001,DEPT-PEX,2026-05-09,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260509-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-68C49BAF71114C2C,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260510,HOSP-001,DEPT-PEX,2026-05-10,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260510-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-3FD017C31CD4454C,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260511,HOSP-001,DEPT-PEX,2026-05-11,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260511-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C5211A3A1CA34FD9,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260512,HOSP-001,DEPT-PEX,2026-05-12,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260512-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9957A76252F7434D,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260513,HOSP-001,DEPT-PEX,2026-05-13,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260513-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-AE9E7FD5542C4D53,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260514,HOSP-001,DEPT-PEX,2026-05-14,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260514-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-FE5574764C744BF3,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260515,HOSP-001,DEPT-PEX,2026-05-15,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260515-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9B8C04D6DE1049C2,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260516,HOSP-001,DEPT-PEX,2026-05-16,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260516-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F27AF70DF1354F90,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260517,HOSP-001,DEPT-PEX,2026-05-17,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260517-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E43550FF8EB942DE,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260518,HOSP-001,DEPT-PEX,2026-05-18,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260518-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6E6ECC391BEC4D3D,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260519,HOSP-001,DEPT-PEX,2026-05-19,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260519-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-EB21C558191B4E54,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260520,HOSP-001,DEPT-PEX,2026-05-20,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260520-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9A6E736B51304A24,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260521,HOSP-001,DEPT-PEX,2026-05-21,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260521-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-AA0DA0E71F1C4B71,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260522,HOSP-001,DEPT-PEX,2026-05-22,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260522-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-7A8199689CC14A71,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260523,HOSP-001,DEPT-PEX,2026-05-23,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260523-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E0C2478361AD4830,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260524,HOSP-001,DEPT-PEX,2026-05-24,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260524-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F4EFBD656FB74EF1,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260525,HOSP-001,DEPT-PEX,2026-05-25,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260525-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-06989EF7979B4EE9,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260526,HOSP-001,DEPT-PEX,2026-05-26,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260526-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-7C61EE546B4F4691,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260527,HOSP-001,DEPT-PEX,2026-05-27,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260527-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-396984DE324845FB,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260528,HOSP-001,DEPT-PEX,2026-05-28,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260528-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1BA78B4D17294B45,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260529,HOSP-001,DEPT-PEX,2026-05-29,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260529-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-7195E86911EA4ECD,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260530,HOSP-001,DEPT-PEX,2026-05-30,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260530-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-2EE4FF3AD70E4259,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260531,HOSP-001,DEPT-PEX,2026-05-31,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260531-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A789C96FA96E4FAC,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260601,HOSP-001,DEPT-PEX,2026-06-01,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260601-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8DF2E08CE79349A8,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260602,HOSP-001,DEPT-PEX,2026-06-02,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260602-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-93275A34895149CF,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260603,HOSP-001,DEPT-PEX,2026-06-03,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260603-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D11EBA9BC0844341,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260604,HOSP-001,DEPT-PEX,2026-06-04,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260604-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-DE6D7A4F0829459B,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260605,HOSP-001,DEPT-PEX,2026-06-05,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260605-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-EAFA155FF86849BF,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260606,HOSP-001,DEPT-PEX,2026-06-06,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260606-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8FA3A882E85B4809,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260607,HOSP-001,DEPT-PEX,2026-06-07,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260607-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D9FB26240F9C4145,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260608,HOSP-001,DEPT-PEX,2026-06-08,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260608-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9D0537D3ECEE46CF,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260609,HOSP-001,DEPT-PEX,2026-06-09,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260609-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-4D16749C697044F1,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260610,HOSP-001,DEPT-PEX,2026-06-10,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260610-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-22390EE71F024D47,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260611,HOSP-001,DEPT-PEX,2026-06-11,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260611-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9D1BF60997A6496D,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260612,HOSP-001,DEPT-PEX,2026-06-12,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260612-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-98BD9163C5DB4D89,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260613,HOSP-001,DEPT-PEX,2026-06-13,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260613-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-762310DCB9164CE3,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260614,HOSP-001,DEPT-PEX,2026-06-14,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260614-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-FFF8C3431B3344D6,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260615,HOSP-001,DEPT-PEX,2026-06-15,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260615-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9BA53327424C4E7E,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260616,HOSP-001,DEPT-PEX,2026-06-16,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260616-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-908EAE150540487F,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260617,HOSP-001,DEPT-PEX,2026-06-17,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260617-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D2B5519D16534D63,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260618,HOSP-001,DEPT-PEX,2026-06-18,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260618-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-EC9027D21E6A43E2,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260619,HOSP-001,DEPT-PEX,2026-06-19,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260619-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-0928351E58C647F1,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260620,HOSP-001,DEPT-PEX,2026-06-20,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260620-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8AF4204AB60F4DB7,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260621,HOSP-001,DEPT-PEX,2026-06-21,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260621-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CABB94346DCD4993,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260622,HOSP-001,DEPT-PEX,2026-06-22,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260622-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-04CB8A4ACCC44A42,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260623,HOSP-001,DEPT-PEX,2026-06-23,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260623-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-011280E4F7F44282,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260624,HOSP-001,DEPT-PEX,2026-06-24,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260624-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-2AD31E03FEF8403F,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260625,HOSP-001,DEPT-PEX,2026-06-25,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260625-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-EC753C9A8FD54D6F,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260626,HOSP-001,DEPT-PEX,2026-06-26,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260626-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-54B464C2F34644F1,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260627,HOSP-001,DEPT-PEX,2026-06-27,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260627-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-69037FB8C87844B8,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260628,HOSP-001,DEPT-PEX,2026-06-28,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260628-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-85A93BCB4EB74DA8,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260629,HOSP-001,DEPT-PEX,2026-06-29,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260629-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6BE986555C70474E,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260630,HOSP-001,DEPT-PEX,2026-06-30,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260630-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8FC7057925A34C3B,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260701,HOSP-001,DEPT-PEX,2026-07-01,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260701-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-48406E81991A43EA,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260702,HOSP-001,DEPT-PEX,2026-07-02,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260702-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6D4D502FB2EC4A84,IKPI-kpi_002-HOSP-001-DEPT-PEX-20260703,HOSP-001,DEPT-PEX,2026-07-03,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-PEX-20260703-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
