summary_id,hospital_id,department_id,reporting_date,department_risk_score,priority_tier,urgency_level,dominant_kpi_id,strongest_associated_kpi_id,strongest_cf_hypothesis,contributing_factor_score,supporting_relationship_count,contradictory_relationship_count,relationship_confidence,provisional_relationship_flag,evidence_pack_id,human_validation_required,engine_run_id,processed_at
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260905,HOSP-001,DEPT-ADM,2026-09-05,58.8194,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260905,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260905,HOSP-001,DEPT-ED,2026-09-05,52.3931,Elevated,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260905,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260905,HOSP-001,DEPT-DIAG,2026-09-05,51.5124,Elevated,Prompt Review,kpi_005,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260905,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260905,HOSP-001,DEPT-MED,2026-09-05,36.0091,Elevated,Review Soon,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260905,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260906,HOSP-001,DEPT-SURG,2026-09-06,56.1283,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260906,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260906,HOSP-001,DEPT-PEX,2026-09-06,61.1881,High,Prompt Review,kpi_002,kpi_001,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260906,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260906,HOSP-001,DEPT-MED,2026-09-06,36.17,Elevated,Review Soon,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260906,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260907,HOSP-001,DEPT-DIAG,2026-09-07,40.098,Elevated,Review Soon,kpi_005,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260907,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260907,HOSP-001,DEPT-ADM,2026-09-07,36.027,Elevated,Review Soon,kpi_002,kpi_001,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260907,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260908,HOSP-001,DEPT-SURG,2026-09-08,77.3565,Critical,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260908,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260909,HOSP-001,DEPT-ED,2026-09-09,50.1443,Elevated,Prompt Review,kpi_006,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260909,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260909,HOSP-001,DEPT-SURG,2026-09-09,36.5848,Elevated,Review Soon,kpi_003,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260909,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260910,HOSP-001,DEPT-DIAG,2026-09-10,74.3037,High,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260910,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260910,HOSP-001,DEPT-ICU,2026-09-10,39.0451,Elevated,Prompt Review,kpi_006,kpi_001,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260910,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260910,HOSP-001,DEPT-ADM,2026-09-10,40.6689,Elevated,Review Soon,kpi_002,kpi_001,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260910,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260910,HOSP-001,DEPT-MED,2026-09-10,36.6135,Elevated,Review Soon,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260910,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260911,HOSP-001,DEPT-PEX,2026-09-11,79.2135,Critical,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260911,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260911,HOSP-001,DEPT-DIAG,2026-09-11,67.7819,High,Immediate Review,kpi_005,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260911,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260911,HOSP-001,DEPT-ICU,2026-09-11,58.9326,High,Prompt Review,kpi_002,kpi_001,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260911,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260912,HOSP-001,DEPT-DIAG,2026-09-12,62.4238,High,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260912,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260912,HOSP-001,DEPT-SURG,2026-09-12,52.1932,Elevated,Prompt Review,kpi_002,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260912,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260912,HOSP-001,DEPT-ICU,2026-09-12,37.6664,Elevated,Prompt Review,kpi_003,kpi_001,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260912,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260912,HOSP-001,DEPT-MED,2026-09-12,35.2761,Elevated,Review Soon,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260912,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260913,HOSP-001,DEPT-PEX,2026-09-13,49.7084,Elevated,Prompt Review,kpi_002,kpi_001,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260913,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260913,HOSP-001,DEPT-DIAG,2026-09-13,48.2053,Elevated,Prompt Review,kpi_005,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260913,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260913,HOSP-001,DEPT-ED,2026-09-13,46.5011,Elevated,Prompt Review,kpi_005,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260913,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260913,HOSP-001,DEPT-OPC,2026-09-13,38.3601,Elevated,Review Soon,kpi_002,kpi_001,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260913,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260914,HOSP-001,DEPT-ED,2026-09-14,57.3336,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260914,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260914,HOSP-001,DEPT-ICU,2026-09-14,58.1036,High,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260914,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260914,HOSP-001,DEPT-DIAG,2026-09-14,55.5519,High,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260914,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260914,HOSP-001,DEPT-SURG,2026-09-14,51.5824,Elevated,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260914,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260914,HOSP-001,DEPT-OPC,2026-09-14,38.3601,Elevated,Review Soon,kpi_002,kpi_001,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260914,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260915,HOSP-001,DEPT-ICU,2026-09-15,81.9709,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260915,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260915,HOSP-001,DEPT-DIAG,2026-09-15,74.694,High,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260915,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260915,HOSP-001,DEPT-PEX,2026-09-15,65.2102,High,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260915,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260915,HOSP-001,DEPT-MED,2026-09-15,35.2761,Elevated,Review Soon,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260915,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260916,HOSP-001,DEPT-MED,2026-09-16,58.2474,High,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260916,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260916,HOSP-001,DEPT-DIAG,2026-09-16,54.9405,Elevated,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260916,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260916,HOSP-001,DEPT-SURG,2026-09-16,50.2924,Elevated,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260916,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260917,HOSP-001,DEPT-ED,2026-09-17,49.5404,Elevated,Immediate Review,kpi_005,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260917,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260917,HOSP-001,DEPT-ICU,2026-09-17,49.5617,Elevated,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260917,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260918,HOSP-001,DEPT-SURG,2026-09-18,75.7417,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260918,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260918,HOSP-001,DEPT-DIAG,2026-09-18,70.4638,High,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260918,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260918,HOSP-001,DEPT-MED,2026-09-18,59.927,High,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260918,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260919,HOSP-001,DEPT-DIAG,2026-09-19,75.0515,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260919,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260919,HOSP-001,DEPT-SURG,2026-09-19,59.0548,High,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260919,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260919,HOSP-001,DEPT-ADM,2026-09-19,42.9898,Elevated,Review Soon,kpi_001,kpi_002,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260919,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260919,HOSP-001,DEPT-ED,2026-09-19,37.2426,Elevated,Review Soon,kpi_001,kpi_002,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260919,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260920,HOSP-001,DEPT-DIAG,2026-09-20,56.6989,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260920,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260920,HOSP-001,DEPT-MED,2026-09-20,40.8711,Elevated,Review Soon,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260920,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260920,HOSP-001,DEPT-OPC,2026-09-20,39.6151,Elevated,Review Soon,kpi_001,kpi_002,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260920,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260921,HOSP-001,DEPT-SURG,2026-09-21,61.1702,High,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260921,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260921,HOSP-001,DEPT-ED,2026-09-21,56.0519,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260921,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260921,HOSP-001,DEPT-MED,2026-09-21,56.0515,High,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260921,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260921,HOSP-001,DEPT-OPC,2026-09-21,41.7044,Elevated,Immediate Review,kpi_005,kpi_001,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260921,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260921,HOSP-001,DEPT-DIAG,2026-09-21,50.7104,Elevated,Prompt Review,kpi_002,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260921,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260922,HOSP-001,DEPT-DIAG,2026-09-22,85.4199,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260922,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260922,HOSP-001,DEPT-ICU,2026-09-22,78.4381,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260922,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260922,HOSP-001,DEPT-MED,2026-09-22,39.5337,Elevated,Review Soon,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260922,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260922,HOSP-001,DEPT-SURG,2026-09-22,36.5811,Elevated,Review Soon,kpi_003,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260922,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260923,HOSP-001,DEPT-ADM,2026-09-23,65.7585,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260923,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260923,HOSP-001,DEPT-ED,2026-09-23,52.7507,Elevated,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260923,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260923,HOSP-001,DEPT-DIAG,2026-09-23,49.0966,Elevated,Immediate Review,kpi_005,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260923,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260923,HOSP-001,DEPT-MED,2026-09-23,52.7049,Elevated,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260923,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260923,HOSP-001,DEPT-SURG,2026-09-23,37.0604,Elevated,Review Soon,kpi_003,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260923,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260924,HOSP-001,DEPT-MED,2026-09-24,40.2629,Elevated,Review Soon,kpi_006,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260924,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260925,HOSP-001,DEPT-ADM,2026-09-25,84.5287,Critical,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260925,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260925,HOSP-001,DEPT-PEX,2026-09-25,56.4597,High,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260925,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260925,HOSP-001,DEPT-DIAG,2026-09-25,55.5745,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260925,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260926,HOSP-001,DEPT-OPC,2026-09-26,55.8638,High,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260926,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260926,HOSP-001,DEPT-ICU,2026-09-26,38.1453,Elevated,Prompt Review,kpi_003,kpi_001,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260926,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260926,HOSP-001,DEPT-MED,2026-09-26,37.2656,Elevated,Review Soon,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260926,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260927,HOSP-001,DEPT-SURG,2026-09-27,58.6797,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260927,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260927,HOSP-001,DEPT-OPC,2026-09-27,44.1724,Elevated,Review Soon,kpi_006,kpi_001,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260927,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260927,HOSP-001,DEPT-PEX,2026-09-27,38.1364,Elevated,Review Soon,kpi_006,kpi_001,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260927,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260928,HOSP-001,DEPT-ADM,2026-09-28,77.6761,Critical,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260928,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260929,HOSP-001,DEPT-SURG,2026-09-29,65.8687,High,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260929,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260929,HOSP-001,DEPT-ADM,2026-09-29,54.6482,Elevated,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260929,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260929,HOSP-001,DEPT-OPC,2026-09-29,50.1091,Elevated,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260929,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
