diminishing_return_id,approval_package_id,scenario_template_id,diminishing_return_classification,diminishing_return_rationale,incremental_effect_ratios_json
DR-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716-SCEN-FLOW-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,SCEN-FLOW-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 6.297852474323057, ""intensity_step"": 1, ""incremental_effect_ratio"": 6.297852474323057}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 5.780069603599032, ""intensity_step"": 1, ""incremental_effect_ratio"": 5.780069603599032}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 8.91017316017314, ""intensity_step"": 1, ""incremental_effect_ratio"": 8.91017316017314}]"
DR-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721-SCEN-FLOW-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,SCEN-FLOW-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 6.297852474323065, ""intensity_step"": 1, ""incremental_effect_ratio"": 6.297852474323065}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 5.780069603599021, ""intensity_step"": 1, ""incremental_effect_ratio"": 5.780069603599021}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 8.910173160173155, ""intensity_step"": 1, ""incremental_effect_ratio"": 8.910173160173155}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 22.222222222222214, ""intensity_step"": 1, ""incremental_effect_ratio"": 22.222222222222214}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 18.181818181818173, ""intensity_step"": 1, ""incremental_effect_ratio"": 18.181818181818173}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 16.666666666666657, ""intensity_step"": 1, ""incremental_effect_ratio"": 16.666666666666657}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 14.285714285714292, ""intensity_step"": 1, ""incremental_effect_ratio"": 14.285714285714292}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 7.142857142857139, ""intensity_step"": 1, ""incremental_effect_ratio"": 7.142857142857139}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 13.888888888888886, ""intensity_step"": 1, ""incremental_effect_ratio"": 13.888888888888886}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 19.047619047619037, ""intensity_step"": 1, ""incremental_effect_ratio"": 19.047619047619037}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 4.761904761904773, ""intensity_step"": 1, ""incremental_effect_ratio"": 4.761904761904773}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 14.285714285714292, ""intensity_step"": 1, ""incremental_effect_ratio"": 14.285714285714292}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 7.142857142857139, ""intensity_step"": 1, ""incremental_effect_ratio"": 7.142857142857139}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 15.384615384615373, ""intensity_step"": 1, ""incremental_effect_ratio"": 15.384615384615373}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 7.692307692307693, ""intensity_step"": 1, ""incremental_effect_ratio"": 7.692307692307693}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 18.181818181818173, ""intensity_step"": 1, ""incremental_effect_ratio"": 18.181818181818173}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 14.285714285714278, ""intensity_step"": 1, ""incremental_effect_ratio"": 14.285714285714278}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 14.285714285714292, ""intensity_step"": 1, ""incremental_effect_ratio"": 14.285714285714292}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 16.666666666666657, ""intensity_step"": 1, ""incremental_effect_ratio"": 16.666666666666657}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 16.666666666666657, ""intensity_step"": 1, ""incremental_effect_ratio"": 16.666666666666657}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 8.333333333333343, ""intensity_step"": 1, ""incremental_effect_ratio"": 8.333333333333343}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 17.07317073170732, ""intensity_step"": 1, ""incremental_effect_ratio"": 17.07317073170732}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 15.841584158415841, ""intensity_step"": 1, ""incremental_effect_ratio"": 15.841584158415841}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 0.9900990099009874, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.9900990099009874}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 14.285714285714292, ""intensity_step"": 1, ""incremental_effect_ratio"": 14.285714285714292}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 7.142857142857139, ""intensity_step"": 1, ""incremental_effect_ratio"": 7.142857142857139}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 17.241379310344826, ""intensity_step"": 1, ""incremental_effect_ratio"": 17.241379310344826}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 18.181818181818173, ""intensity_step"": 1, ""incremental_effect_ratio"": 18.181818181818173}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 9.090909090909093, ""intensity_step"": 1, ""incremental_effect_ratio"": 9.090909090909093}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 22.222222222222214, ""intensity_step"": 1, ""incremental_effect_ratio"": 22.222222222222214}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 10.416666666666657, ""intensity_step"": 1, ""incremental_effect_ratio"": 10.416666666666657}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,SCEN-STAFF-001,Diminishing,Incremental improvement decreases significantly with higher intensity,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": 22.222222222222214, ""intensity_step"": 1, ""incremental_effect_ratio"": 22.222222222222214}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": 0.0, ""intensity_step"": 1, ""incremental_effect_ratio"": 0.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -9.999999999999998, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999998}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -9.999999999999998, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999998}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.000000000000004, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.000000000000004}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -9.999999999999991, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999991}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.000000000000009, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.000000000000009}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -14.999999999999993, ""intensity_step"": 1, ""incremental_effect_ratio"": -14.999999999999993}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -14.999999999999993, ""intensity_step"": 1, ""incremental_effect_ratio"": -14.999999999999993}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -9.999999999999998, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999998}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -9.999999999999998, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999998}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -14.999999999999996, ""intensity_step"": 1, ""incremental_effect_ratio"": -14.999999999999996}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -9.999999999999998, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999998}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -9.999999999999998, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999998}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.000000000000004, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.000000000000004}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -9.999999999999998, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999998}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -9.999999999999998, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999998}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -14.999999999999996, ""intensity_step"": 1, ""incremental_effect_ratio"": -14.999999999999996}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.0}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -9.999999999999998, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999998}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -9.999999999999998, ""intensity_step"": 1, ""incremental_effect_ratio"": -9.999999999999998}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -15.000000000000004, ""intensity_step"": 1, ""incremental_effect_ratio"": -15.000000000000004}]"
DR-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,SCEN-ABS-001,Not Assessable,Inconsistent improvement pattern across intensities,"[{""from_comparator"": ""Baseline"", ""to_comparator"": ""Conservative"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Conservative"", ""to_comparator"": ""Expected"", ""incremental_improvement"": -10.0, ""intensity_step"": 1, ""incremental_effect_ratio"": -10.0}, {""from_comparator"": ""Expected"", ""to_comparator"": ""Higher Intensity"", ""incremental_improvement"": -14.999999999999993, ""intensity_step"": 1, ""incremental_effect_ratio"": -14.999999999999993}]"
