reporting_date,hospital_id,department_id,department_risk_score_normalized,department_priority_tier,urgency_level,rank_within_hospital,dominant_kpi_id,dominant_kpi_name,dominant_driver_reason,secondary_driver_1,secondary_driver_2,assessable_kpi_count,provisional_risk_flag,confidence_level,evidence_pack_id,engine_run_id,processed_at
2026-09-08,HOSP-001,DEPT-ED,23.2402,Monitor,Routine Monitoring,3,kpi_004,Average Patient Waiting Time,watch=Moderate; trend=deteriorating,kpi_005,kpi_006,5,True,Moderate,DEP-EP-F4ADF483D924,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-08,HOSP-001,DEPT-MED,20.3493,Monitor,Routine Monitoring,4,kpi_006,Patient Satisfaction Score,watch=Moderate; trend=deteriorating,kpi_003,kpi_001,4,False,Moderate,DEP-EP-F496BA366BBC,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-08,HOSP-001,DEPT-OPC,18.8953,Monitor,Routine Monitoring,5,kpi_004,Average Patient Waiting Time,watch=Moderate; trend=deteriorating,kpi_001,kpi_002,3,False,High,DEP-EP-9FA078DC4BEA,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-08,HOSP-001,DEPT-DIAG,13.8635,Stable,Routine Monitoring,6,kpi_006,Patient Satisfaction Score,watch=Low; trend=deteriorating,kpi_005,kpi_004,5,False,Moderate,DEP-EP-077D1CC34F1C,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-08,HOSP-001,DEPT-PEX,13.6814,Stable,Routine Monitoring,7,kpi_002,Staff Absenteeism Rate,watch=Low; trend=deteriorating,kpi_001,,2,False,High,DEP-EP-2E4BDE546E2E,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-08,HOSP-001,DEPT-ADM,13.2345,Stable,Routine Monitoring,8,kpi_002,Staff Absenteeism Rate,watch=Low; trend=deteriorating,kpi_001,,2,False,High,DEP-EP-573C66DDC57A,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-09,HOSP-001,DEPT-ED,50.1443,Elevated,Prompt Review,1,kpi_006,Patient Satisfaction Score,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_004,kpi_005,5,True,Moderate,DEP-EP-6036C40C016F,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-09,HOSP-001,DEPT-SURG,36.5848,Elevated,Review Soon,2,kpi_003,Bed Occupancy Rate,threshold=Lower Amber; breach=Provisional Breach; watch=Moderate,kpi_001,kpi_002,4,True,Moderate,DEP-EP-70A6E36A595C,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-09,HOSP-001,DEPT-ICU,17.9896,Monitor,Prompt Review,3,kpi_002,Staff Absenteeism Rate,watch=Moderate,kpi_001,kpi_003,4,False,Moderate,DEP-EP-0D22CE564ED6,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-09,HOSP-001,DEPT-MED,34.2214,Monitor,Review Soon,4,kpi_003,Bed Occupancy Rate,threshold=Lower Amber; breach=Provisional Breach; watch=Moderate,kpi_001,kpi_002,3,True,Moderate,DEP-EP-79A9615AD837,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-09,HOSP-001,DEPT-PEX,20.9809,Monitor,Routine Monitoring,5,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_006,kpi_001,3,False,High,DEP-EP-7AEACFB8167E,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-09,HOSP-001,DEPT-DIAG,20.5731,Monitor,Routine Monitoring,6,kpi_006,Patient Satisfaction Score,watch=Moderate; trend=deteriorating,kpi_004,kpi_005,5,False,Moderate,DEP-EP-5815A7B84E70,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-09,HOSP-001,DEPT-OPC,19.5385,Monitor,Routine Monitoring,7,kpi_004,Average Patient Waiting Time,watch=Moderate; trend=deteriorating,kpi_005,kpi_001,4,False,Moderate,DEP-EP-053C8609B88B,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-09,HOSP-001,DEPT-ADM,12.3407,Stable,Routine Monitoring,8,kpi_006,Patient Satisfaction Score,watch=Low; trend=deteriorating,kpi_001,kpi_002,3,False,High,DEP-EP-16ACC2CFB61B,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-10,HOSP-001,DEPT-DIAG,74.3037,High,Immediate Review,1,kpi_002,Staff Absenteeism Rate,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_006,kpi_001,5,False,Moderate,DEP-EP-FC29DED5B7EC,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-10,HOSP-001,DEPT-ICU,39.0451,Elevated,Prompt Review,2,kpi_006,Patient Satisfaction Score,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_002,kpi_001,4,False,Moderate,DEP-EP-5958E0DB92F7,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-10,HOSP-001,DEPT-ADM,40.6689,Elevated,Review Soon,3,kpi_002,Staff Absenteeism Rate,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_001,,2,False,High,DEP-EP-E8D9EEEB997B,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-10,HOSP-001,DEPT-MED,36.6135,Elevated,Review Soon,4,kpi_003,Bed Occupancy Rate,threshold=Upper Amber; breach=Provisional Breach; watch=Moderate,kpi_006,kpi_001,4,True,Moderate,DEP-EP-42543B6B7BFF,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-10,HOSP-001,DEPT-SURG,23.4389,Monitor,Routine Monitoring,5,kpi_001,Staffing Level,watch=Moderate; trend=deteriorating,kpi_002,kpi_003,4,False,Moderate,DEP-EP-27852D6A5E0C,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-10,HOSP-001,DEPT-ED,23.2402,Monitor,Routine Monitoring,6,kpi_004,Average Patient Waiting Time,watch=Moderate; trend=deteriorating,kpi_005,kpi_006,5,True,Moderate,DEP-EP-2A67DCED5433,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-10,HOSP-001,DEPT-PEX,20.3851,Monitor,Routine Monitoring,7,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_001,kpi_006,3,False,High,DEP-EP-35C317CEE21F,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-10,HOSP-001,DEPT-OPC,19.5839,Monitor,Routine Monitoring,8,kpi_004,Average Patient Waiting Time,watch=Moderate; trend=deteriorating,kpi_005,kpi_006,5,False,Moderate,DEP-EP-5F5BDB1AB8EF,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-11,HOSP-001,DEPT-PEX,79.2135,Critical,Immediate Review,1,kpi_002,Staff Absenteeism Rate,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_001,kpi_006,3,False,High,DEP-EP-DB75BF526AAF,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-11,HOSP-001,DEPT-DIAG,67.7819,High,Immediate Review,2,kpi_005,Patient Complaint Rate,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_004,kpi_006,5,True,Moderate,DEP-EP-531C91176AE0,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-11,HOSP-001,DEPT-ICU,58.9326,High,Prompt Review,3,kpi_002,Staff Absenteeism Rate,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_001,kpi_003,4,False,Moderate,DEP-EP-2A8723A02DA2,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-11,HOSP-001,DEPT-ED,24.6703,Monitor,Routine Monitoring,4,kpi_004,Average Patient Waiting Time,watch=Moderate; trend=deteriorating,kpi_006,kpi_005,5,True,Moderate,DEP-EP-633837A0733A,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-11,HOSP-001,DEPT-SURG,22.5451,Monitor,Routine Monitoring,5,kpi_001,Staffing Level,watch=Moderate; trend=deteriorating,kpi_002,kpi_003,4,False,Moderate,DEP-EP-ABD7135643C9,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-11,HOSP-001,DEPT-ADM,21.553,Monitor,Routine Monitoring,6,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_006,kpi_001,3,False,High,DEP-EP-DD21653EDB61,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-11,HOSP-001,DEPT-OPC,19.5839,Monitor,Routine Monitoring,7,kpi_004,Average Patient Waiting Time,watch=Moderate; trend=deteriorating,kpi_005,kpi_006,5,False,Moderate,DEP-EP-7BF332CDC5B8,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-11,HOSP-001,DEPT-MED,12.9962,Stable,Routine Monitoring,8,kpi_003,Bed Occupancy Rate,watch=Low,kpi_001,kpi_002,3,True,Moderate,DEP-EP-C4AC891C01A8,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-12,HOSP-001,DEPT-DIAG,62.4238,High,Prompt Review,1,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_002,kpi_005,4,True,Moderate,DEP-EP-DCB42A1C7093,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-12,HOSP-001,DEPT-SURG,52.1932,Elevated,Prompt Review,2,kpi_002,Staff Absenteeism Rate,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_003,kpi_001,4,True,Moderate,DEP-EP-DB9AE4FE4B55,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-12,HOSP-001,DEPT-ICU,37.6664,Elevated,Prompt Review,3,kpi_003,Bed Occupancy Rate,threshold=Lower Amber; breach=Provisional Breach; watch=Moderate,kpi_002,kpi_001,4,True,Moderate,DEP-EP-9A557A5A8A87,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-12,HOSP-001,DEPT-MED,35.2761,Elevated,Review Soon,4,kpi_003,Bed Occupancy Rate,threshold=Lower Amber; breach=Provisional Breach; watch=Moderate,kpi_006,kpi_001,4,True,Moderate,DEP-EP-C94C773A9EC9,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-12,HOSP-001,DEPT-ED,21.2881,Monitor,Routine Monitoring,5,kpi_004,Average Patient Waiting Time,watch=Moderate; trend=deteriorating,kpi_006,kpi_005,5,False,Moderate,DEP-EP-84122FC3ECDD,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-12,HOSP-001,DEPT-ADM,20.9571,Monitor,Routine Monitoring,6,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_006,kpi_001,3,False,High,DEP-EP-DC8427F29414,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-12,HOSP-001,DEPT-OPC,20.2155,Monitor,Routine Monitoring,7,kpi_004,Average Patient Waiting Time,watch=Moderate; trend=deteriorating,kpi_006,kpi_005,5,False,Moderate,DEP-EP-1BE5AC09856C,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-12,HOSP-001,DEPT-PEX,14.1283,Stable,Routine Monitoring,8,kpi_002,Staff Absenteeism Rate,watch=Low; trend=deteriorating,kpi_001,kpi_006,3,False,High,DEP-EP-09614581B66F,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-13,HOSP-001,DEPT-PEX,49.7084,Elevated,Prompt Review,1,kpi_002,Staff Absenteeism Rate,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_006,kpi_001,3,False,High,DEP-EP-0019E381F03F,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-13,HOSP-001,DEPT-DIAG,48.2053,Elevated,Prompt Review,2,kpi_005,Patient Complaint Rate,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_001,kpi_002,5,True,Moderate,DEP-EP-98818ED92E4C,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-13,HOSP-001,DEPT-ED,46.5011,Elevated,Prompt Review,3,kpi_005,Patient Complaint Rate,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_004,kpi_006,5,True,Moderate,DEP-EP-844195301DD4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-13,HOSP-001,DEPT-OPC,38.3601,Elevated,Review Soon,4,kpi_002,Staff Absenteeism Rate,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_004,kpi_006,5,False,Moderate,DEP-EP-F580181C5071,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-13,HOSP-001,DEPT-ICU,28.1606,Monitor,Prompt Review,5,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_001,kpi_003,4,False,Moderate,DEP-EP-3B955EE25CB8,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-13,HOSP-001,DEPT-SURG,24.9167,Monitor,Routine Monitoring,6,kpi_001,Staffing Level,watch=Moderate; trend=deteriorating,kpi_002,kpi_003,3,False,Moderate,DEP-EP-60DB7DBDC50D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-13,HOSP-001,DEPT-ADM,21.553,Monitor,Routine Monitoring,7,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_006,kpi_001,3,False,High,DEP-EP-E44376204623,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-13,HOSP-001,DEPT-MED,12.8167,Stable,Routine Monitoring,8,kpi_006,Patient Satisfaction Score,watch=Low; trend=deteriorating,kpi_003,kpi_001,4,False,Moderate,DEP-EP-9832D191600B,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-14,HOSP-001,DEPT-ED,57.3336,High,Immediate Review,1,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_005,kpi_004,5,True,Moderate,DEP-EP-05BDB0C24C5C,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-14,HOSP-001,DEPT-ICU,58.1036,High,Prompt Review,2,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_006,kpi_002,4,False,Moderate,DEP-EP-E26B1FDA5787,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-14,HOSP-001,DEPT-DIAG,55.5519,High,Prompt Review,3,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_002,kpi_005,5,True,Moderate,DEP-EP-DA9F70DA45E8,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-14,HOSP-001,DEPT-SURG,51.5824,Elevated,Immediate Review,4,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High,kpi_003,kpi_002,4,False,Moderate,DEP-EP-71EFDB6DDFAC,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-14,HOSP-001,DEPT-OPC,38.3601,Elevated,Review Soon,5,kpi_002,Staff Absenteeism Rate,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_004,kpi_006,5,False,Moderate,DEP-EP-A75B6CD32B17,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-14,HOSP-001,DEPT-ADM,21.553,Monitor,Routine Monitoring,6,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_006,kpi_001,3,False,High,DEP-EP-ED6C4BD7A66A,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-14,HOSP-001,DEPT-PEX,14.1283,Stable,Routine Monitoring,7,kpi_002,Staff Absenteeism Rate,watch=Low; trend=deteriorating,kpi_001,kpi_006,3,False,High,DEP-EP-618F14333BB2,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-14,HOSP-001,DEPT-MED,13.1988,Stable,Routine Monitoring,8,kpi_006,Patient Satisfaction Score,watch=Low; trend=deteriorating,kpi_003,kpi_001,4,False,Moderate,DEP-EP-D7A13CA99C06,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-15,HOSP-001,DEPT-ICU,81.9709,Critical,Immediate Review,1,kpi_001,Staffing Level,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_003,kpi_002,3,True,Moderate,DEP-EP-FA40654A9C06,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-15,HOSP-001,DEPT-DIAG,74.694,High,Immediate Review,2,kpi_002,Staff Absenteeism Rate,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_001,kpi_005,5,False,Moderate,DEP-EP-17DC1FF0C4BF,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-15,HOSP-001,DEPT-PEX,65.2102,High,Immediate Review,3,kpi_001,Staffing Level,threshold=Red; breach=Provisional Breach; watch=High,kpi_002,kpi_006,3,False,High,DEP-EP-5294C2F24B06,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-15,HOSP-001,DEPT-MED,35.2761,Elevated,Review Soon,4,kpi_003,Bed Occupancy Rate,threshold=Lower Amber; breach=Provisional Breach; watch=Moderate,kpi_006,kpi_001,4,True,Moderate,DEP-EP-3F13D6232C6B,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-15,HOSP-001,DEPT-ADM,21.2789,Monitor,Routine Monitoring,5,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_001,,2,False,High,DEP-EP-74545717CE21,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-15,HOSP-001,DEPT-OPC,20.9306,Monitor,Routine Monitoring,6,kpi_004,Average Patient Waiting Time,watch=Moderate; trend=deteriorating,kpi_006,kpi_005,5,False,Moderate,DEP-EP-9FD4D8AB53BA,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-15,HOSP-001,DEPT-SURG,20.1907,Monitor,Routine Monitoring,7,kpi_001,Staffing Level,watch=Moderate; trend=deteriorating,kpi_003,kpi_002,4,False,Moderate,DEP-EP-AD402C37C82C,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-15,HOSP-001,DEPT-ED,18.0122,Monitor,Routine Monitoring,8,kpi_005,Patient Complaint Rate,watch=Moderate; trend=deteriorating,kpi_006,kpi_001,5,True,Moderate,DEP-EP-39B041A9A5C0,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-16,HOSP-001,DEPT-MED,58.2474,High,Immediate Review,1,kpi_001,Staffing Level,threshold=Red; breach=Provisional Breach; watch=High,kpi_002,kpi_006,4,False,Moderate,DEP-EP-86197D5BE640,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-16,HOSP-001,DEPT-DIAG,54.9405,Elevated,Prompt Review,2,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_002,kpi_005,5,False,Moderate,DEP-EP-985B60A94E57,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-16,HOSP-001,DEPT-SURG,50.2924,Elevated,Prompt Review,3,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_003,kpi_006,4,False,Moderate,DEP-EP-310F680772A5,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-16,HOSP-001,DEPT-ICU,25.2654,Monitor,Prompt Review,4,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_001,kpi_003,3,False,Moderate,DEP-EP-07159B97EC04,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-16,HOSP-001,DEPT-PEX,23.7726,Monitor,Routine Monitoring,5,kpi_001,Staffing Level,watch=Moderate; trend=deteriorating,kpi_002,kpi_006,3,False,High,DEP-EP-F67736A12645,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-16,HOSP-001,DEPT-OPC,20.2155,Monitor,Routine Monitoring,6,kpi_004,Average Patient Waiting Time,watch=Moderate; trend=deteriorating,kpi_006,kpi_005,5,False,Moderate,DEP-EP-228FBFB94CDB,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-16,HOSP-001,DEPT-ED,18.0122,Monitor,Routine Monitoring,7,kpi_005,Patient Complaint Rate,watch=Moderate; trend=deteriorating,kpi_006,kpi_001,5,True,Moderate,DEP-EP-C4A51A71DF7B,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-16,HOSP-001,DEPT-ADM,14.9983,Stable,Routine Monitoring,8,kpi_002,Staff Absenteeism Rate,watch=Low; trend=deteriorating,kpi_006,kpi_001,3,False,High,DEP-EP-C51F241AF6FD,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-17,HOSP-001,DEPT-ED,49.5404,Elevated,Immediate Review,1,kpi_005,Patient Complaint Rate,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_001,kpi_004,4,True,Moderate,DEP-EP-1743470122ED,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-17,HOSP-001,DEPT-ICU,49.5617,Elevated,Prompt Review,2,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_002,kpi_003,4,False,Moderate,DEP-EP-9666F66D5775,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-17,HOSP-001,DEPT-PEX,23.7726,Monitor,Routine Monitoring,3,kpi_001,Staffing Level,watch=Moderate; trend=deteriorating,kpi_002,kpi_006,3,False,High,DEP-EP-C0AE8AE47D28,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-17,HOSP-001,DEPT-DIAG,22.6735,Monitor,Routine Monitoring,4,kpi_001,Staffing Level,watch=Moderate; trend=deteriorating,kpi_002,kpi_005,5,False,Moderate,DEP-EP-024D4D1953D0,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-17,HOSP-001,DEPT-OPC,20.4545,Monitor,Routine Monitoring,5,kpi_004,Average Patient Waiting Time,watch=Moderate; trend=deteriorating,kpi_006,kpi_001,5,False,Moderate,DEP-EP-31284B20EC78,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-17,HOSP-001,DEPT-SURG,14.3809,Stable,Routine Monitoring,6,kpi_001,Staffing Level,watch=Low; trend=deteriorating,kpi_003,kpi_006,4,False,Moderate,DEP-EP-7CEBE2F56608,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-17,HOSP-001,DEPT-ADM,14.1283,Stable,Routine Monitoring,7,kpi_002,Staff Absenteeism Rate,watch=Low; trend=deteriorating,kpi_001,,2,False,High,DEP-EP-220B0D644D04,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-17,HOSP-001,DEPT-MED,11.8044,Stable,Routine Monitoring,8,kpi_003,Bed Occupancy Rate,watch=Low,kpi_001,kpi_002,3,True,Moderate,DEP-EP-BE05BFD76C51,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-18,HOSP-001,DEPT-SURG,75.7417,Critical,Immediate Review,1,kpi_001,Staffing Level,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_002,kpi_003,4,False,Moderate,DEP-EP-F3E2308C53A6,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-18,HOSP-001,DEPT-DIAG,70.4638,High,Immediate Review,2,kpi_001,Staffing Level,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_002,kpi_006,5,False,Moderate,DEP-EP-B03A6BED93EC,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-18,HOSP-001,DEPT-MED,59.927,High,Immediate Review,3,kpi_001,Staffing Level,threshold=Red; breach=Provisional Breach; watch=High,kpi_002,kpi_006,4,False,Moderate,DEP-EP-D7CC8B722869,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-18,HOSP-001,DEPT-ICU,24.2032,Monitor,Prompt Review,4,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_001,kpi_006,4,False,Moderate,DEP-EP-97E8BC875240,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-18,HOSP-001,DEPT-ADM,22.1489,Monitor,Routine Monitoring,5,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_006,kpi_001,3,False,High,DEP-EP-D7C00DE65EB4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-18,HOSP-001,DEPT-PEX,16.0262,Monitor,Routine Monitoring,6,kpi_001,Staffing Level,watch=Low; trend=deteriorating,kpi_002,kpi_006,3,False,High,DEP-EP-A13D2E543821,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-18,HOSP-001,DEPT-ED,13.1484,Stable,Routine Monitoring,7,kpi_006,Patient Satisfaction Score,watch=Low; trend=deteriorating,kpi_005,kpi_004,5,False,Moderate,DEP-EP-EDDC7E06BF44,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-18,HOSP-001,DEPT-OPC,11.871,Stable,Routine Monitoring,8,kpi_005,Patient Complaint Rate,watch=Low; trend=deteriorating,kpi_006,kpi_001,5,True,Moderate,DEP-EP-C95F9322152A,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-19,HOSP-001,DEPT-DIAG,75.0515,Critical,Immediate Review,1,kpi_001,Staffing Level,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_002,kpi_005,5,False,Moderate,DEP-EP-3ACD425ADDFC,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-19,HOSP-001,DEPT-SURG,59.0548,High,Prompt Review,2,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_002,kpi_003,3,False,Moderate,DEP-EP-19A8C0BA1BE1,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-19,HOSP-001,DEPT-ADM,42.9898,Elevated,Review Soon,3,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_002,kpi_006,3,False,High,DEP-EP-F933D99B36B8,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-19,HOSP-001,DEPT-ED,37.2426,Elevated,Review Soon,4,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_004,kpi_002,3,False,High,DEP-EP-27515EE5DC1A,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-19,HOSP-001,DEPT-ICU,24.5853,Monitor,Prompt Review,5,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_001,kpi_003,4,False,Moderate,DEP-EP-13D571AF6DD9,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-19,HOSP-001,DEPT-PEX,22.5809,Monitor,Routine Monitoring,6,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_001,kpi_006,3,False,High,DEP-EP-6C5DE7025604,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-09-19,HOSP-001,DEPT-MED,22.163,Monitor,Routine Monitoring,7,kpi_001,Staffing Level,watch=Moderate; trend=deteriorating,kpi_002,kpi_003,4,False,Moderate,DEP-EP-29C609EEA874,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
