evidence_id,scenario_run_id,evidence_type,source_type,source_id,source_file,link_type,recorded_at,metadata_json
EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-BASE-0,SR-BL-FF275071CC199C1D-COMP-EXP-002,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:06.802298,{}
EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-REC-1,SR-BL-FF275071CC199C1D-COMP-EXP-002,Source Record,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-PEX-20260209,,Contributed To,2026-07-28T14:59:06.802307,{}
EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-RECID-2,SR-BL-FF275071CC199C1D-COMP-EXP-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260209-OPT1,,Approved By,2026-07-28T14:59:06.802313,{}
EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-RECID-3,SR-BL-FF275071CC199C1D-COMP-EXP-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260209-OPT2,,Approved By,2026-07-28T14:59:06.802318,{}
EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-COMP-4,SR-BL-FF275071CC199C1D-COMP-EXP-002,Comparator Configuration,Comparator Config,COMP-EXP-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:06.802324,{}
EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-PKG-5,SR-BL-FF275071CC199C1D-COMP-EXP-002,Approval Package,Package,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:06.802331,{}
EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-EP-6,SR-BL-FF275071CC199C1D-COMP-EXP-002,Episode,Episode,EP-HOSP-001-DEPT-PEX-kpi_002-20260209,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:06.802336,{}
EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-BASE-0,SR-BL-FF275071CC199C1D-COMP-HIGH-002,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:06.815778,{}
EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-REC-1,SR-BL-FF275071CC199C1D-COMP-HIGH-002,Source Record,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-PEX-20260209,,Contributed To,2026-07-28T14:59:06.815791,{}
EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-RECID-2,SR-BL-FF275071CC199C1D-COMP-HIGH-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260209-OPT1,,Approved By,2026-07-28T14:59:06.815800,{}
EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-RECID-3,SR-BL-FF275071CC199C1D-COMP-HIGH-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260209-OPT2,,Approved By,2026-07-28T14:59:06.815806,{}
EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-COMP-4,SR-BL-FF275071CC199C1D-COMP-HIGH-002,Comparator Configuration,Comparator Config,COMP-HIGH-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:06.815814,{}
EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-PKG-5,SR-BL-FF275071CC199C1D-COMP-HIGH-002,Approval Package,Package,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:06.815821,{}
EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-EP-6,SR-BL-FF275071CC199C1D-COMP-HIGH-002,Episode,Episode,EP-HOSP-001-DEPT-PEX-kpi_002-20260209,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:06.815828,{}
EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-BASE-0,SR-BL-2622B2F5170D6F57-COMP-BASE-002,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:06.829788,{}
EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-REC-1,SR-BL-2622B2F5170D6F57-COMP-BASE-002,Source Record,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-PEX-20260221,,Contributed To,2026-07-28T14:59:06.829797,{}
EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-RECID-2,SR-BL-2622B2F5170D6F57-COMP-BASE-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260221-OPT1,,Approved By,2026-07-28T14:59:06.829804,{}
EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-RECID-3,SR-BL-2622B2F5170D6F57-COMP-BASE-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260221-OPT2,,Approved By,2026-07-28T14:59:06.829810,{}
EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-COMP-4,SR-BL-2622B2F5170D6F57-COMP-BASE-002,Comparator Configuration,Comparator Config,COMP-BASE-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:06.829817,{}
EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-PKG-5,SR-BL-2622B2F5170D6F57-COMP-BASE-002,Approval Package,Package,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:06.829823,{}
EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-EP-6,SR-BL-2622B2F5170D6F57-COMP-BASE-002,Episode,Episode,EP-HOSP-001-DEPT-PEX-kpi_002-20260221,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:06.829829,{}
EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-BASE-0,SR-BL-2622B2F5170D6F57-COMP-CONS-002,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:06.835994,{}
EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-REC-1,SR-BL-2622B2F5170D6F57-COMP-CONS-002,Source Record,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-PEX-20260221,,Contributed To,2026-07-28T14:59:06.836000,{}
EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-RECID-2,SR-BL-2622B2F5170D6F57-COMP-CONS-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260221-OPT1,,Approved By,2026-07-28T14:59:06.836004,{}
EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-RECID-3,SR-BL-2622B2F5170D6F57-COMP-CONS-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260221-OPT2,,Approved By,2026-07-28T14:59:06.836007,{}
EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-COMP-4,SR-BL-2622B2F5170D6F57-COMP-CONS-002,Comparator Configuration,Comparator Config,COMP-CONS-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:06.836010,{}
EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-PKG-5,SR-BL-2622B2F5170D6F57-COMP-CONS-002,Approval Package,Package,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:06.836014,{}
EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-EP-6,SR-BL-2622B2F5170D6F57-COMP-CONS-002,Episode,Episode,EP-HOSP-001-DEPT-PEX-kpi_002-20260221,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:06.836017,{}
EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-BASE-0,SR-BL-2622B2F5170D6F57-COMP-EXP-002,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:06.844439,{}
EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-REC-1,SR-BL-2622B2F5170D6F57-COMP-EXP-002,Source Record,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-PEX-20260221,,Contributed To,2026-07-28T14:59:06.844455,{}
EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-RECID-2,SR-BL-2622B2F5170D6F57-COMP-EXP-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260221-OPT1,,Approved By,2026-07-28T14:59:06.844463,{}
EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-RECID-3,SR-BL-2622B2F5170D6F57-COMP-EXP-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260221-OPT2,,Approved By,2026-07-28T14:59:06.844470,{}
EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-COMP-4,SR-BL-2622B2F5170D6F57-COMP-EXP-002,Comparator Configuration,Comparator Config,COMP-EXP-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:06.844477,{}
EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-PKG-5,SR-BL-2622B2F5170D6F57-COMP-EXP-002,Approval Package,Package,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:06.844484,{}
EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-EP-6,SR-BL-2622B2F5170D6F57-COMP-EXP-002,Episode,Episode,EP-HOSP-001-DEPT-PEX-kpi_002-20260221,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:06.844490,{}
EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-BASE-0,SR-BL-2622B2F5170D6F57-COMP-HIGH-002,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:06.852098,{}
EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-REC-1,SR-BL-2622B2F5170D6F57-COMP-HIGH-002,Source Record,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-PEX-20260221,,Contributed To,2026-07-28T14:59:06.852108,{}
EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-RECID-2,SR-BL-2622B2F5170D6F57-COMP-HIGH-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260221-OPT1,,Approved By,2026-07-28T14:59:06.852113,{}
EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-RECID-3,SR-BL-2622B2F5170D6F57-COMP-HIGH-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260221-OPT2,,Approved By,2026-07-28T14:59:06.852117,{}
EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-COMP-4,SR-BL-2622B2F5170D6F57-COMP-HIGH-002,Comparator Configuration,Comparator Config,COMP-HIGH-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:06.852123,{}
EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-PKG-5,SR-BL-2622B2F5170D6F57-COMP-HIGH-002,Approval Package,Package,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:06.852128,{}
EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-EP-6,SR-BL-2622B2F5170D6F57-COMP-HIGH-002,Episode,Episode,EP-HOSP-001-DEPT-PEX-kpi_002-20260221,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:06.852133,{}
EV-SR-BL-C9B74F8865C841A1-COMP-BASE-002-BASE-0,SR-BL-C9B74F8865C841A1-COMP-BASE-002,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:06.892149,{}
EV-SR-BL-C9B74F8865C841A1-COMP-BASE-002-REC-1,SR-BL-C9B74F8865C841A1-COMP-BASE-002,Source Record,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-PEX-20260302,,Contributed To,2026-07-28T14:59:06.892170,{}
EV-SR-BL-C9B74F8865C841A1-COMP-BASE-002-REC-2,SR-BL-C9B74F8865C841A1-COMP-BASE-002,Source Record,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-PEX-20260303,,Contributed To,2026-07-28T14:59:06.892177,{}
EV-SR-BL-C9B74F8865C841A1-COMP-BASE-002-REC-3,SR-BL-C9B74F8865C841A1-COMP-BASE-002,Source Record,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-PEX-20260304,,Contributed To,2026-07-28T14:59:06.892184,{}
EV-SR-BL-C9B74F8865C841A1-COMP-BASE-002-RECID-4,SR-BL-C9B74F8865C841A1-COMP-BASE-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260302-OPT1,,Approved By,2026-07-28T14:59:06.892190,{}
EV-SR-BL-C9B74F8865C841A1-COMP-BASE-002-RECID-5,SR-BL-C9B74F8865C841A1-COMP-BASE-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260302-OPT2,,Approved By,2026-07-28T14:59:06.892198,{}
EV-SR-BL-C9B74F8865C841A1-COMP-BASE-002-RECID-6,SR-BL-C9B74F8865C841A1-COMP-BASE-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260303-OPT1,,Approved By,2026-07-28T14:59:06.892205,{}
EV-SR-BL-C9B74F8865C841A1-COMP-BASE-002-RECID-7,SR-BL-C9B74F8865C841A1-COMP-BASE-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260303-OPT2,,Approved By,2026-07-28T14:59:06.892211,{}
EV-SR-BL-C9B74F8865C841A1-COMP-BASE-002-RECID-8,SR-BL-C9B74F8865C841A1-COMP-BASE-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260304-OPT1,,Approved By,2026-07-28T14:59:06.892217,{}
EV-SR-BL-C9B74F8865C841A1-COMP-BASE-002-RECID-9,SR-BL-C9B74F8865C841A1-COMP-BASE-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260304-OPT2,,Approved By,2026-07-28T14:59:06.892224,{}
EV-SR-BL-C9B74F8865C841A1-COMP-BASE-002-COMP-10,SR-BL-C9B74F8865C841A1-COMP-BASE-002,Comparator Configuration,Comparator Config,COMP-BASE-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:06.892231,{}
EV-SR-BL-C9B74F8865C841A1-COMP-BASE-002-PKG-11,SR-BL-C9B74F8865C841A1-COMP-BASE-002,Approval Package,Package,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:06.892237,{}
EV-SR-BL-C9B74F8865C841A1-COMP-BASE-002-EP-12,SR-BL-C9B74F8865C841A1-COMP-BASE-002,Episode,Episode,EP-HOSP-001-DEPT-PEX-kpi_002-20260302,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:06.892243,{}
EV-SR-BL-C9B74F8865C841A1-COMP-CONS-002-BASE-0,SR-BL-C9B74F8865C841A1-COMP-CONS-002,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:06.899701,{}
EV-SR-BL-C9B74F8865C841A1-COMP-CONS-002-REC-1,SR-BL-C9B74F8865C841A1-COMP-CONS-002,Source Record,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-PEX-20260302,,Contributed To,2026-07-28T14:59:06.899711,{}
EV-SR-BL-C9B74F8865C841A1-COMP-CONS-002-REC-2,SR-BL-C9B74F8865C841A1-COMP-CONS-002,Source Record,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-PEX-20260303,,Contributed To,2026-07-28T14:59:06.899717,{}
EV-SR-BL-C9B74F8865C841A1-COMP-CONS-002-REC-3,SR-BL-C9B74F8865C841A1-COMP-CONS-002,Source Record,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-PEX-20260304,,Contributed To,2026-07-28T14:59:06.899723,{}
EV-SR-BL-C9B74F8865C841A1-COMP-CONS-002-RECID-4,SR-BL-C9B74F8865C841A1-COMP-CONS-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260302-OPT1,,Approved By,2026-07-28T14:59:06.899730,{}
EV-SR-BL-C9B74F8865C841A1-COMP-CONS-002-RECID-5,SR-BL-C9B74F8865C841A1-COMP-CONS-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260302-OPT2,,Approved By,2026-07-28T14:59:06.899737,{}
EV-SR-BL-C9B74F8865C841A1-COMP-CONS-002-RECID-6,SR-BL-C9B74F8865C841A1-COMP-CONS-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260303-OPT1,,Approved By,2026-07-28T14:59:06.899742,{}
EV-SR-BL-C9B74F8865C841A1-COMP-CONS-002-RECID-7,SR-BL-C9B74F8865C841A1-COMP-CONS-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260303-OPT2,,Approved By,2026-07-28T14:59:06.899748,{}
EV-SR-BL-C9B74F8865C841A1-COMP-CONS-002-RECID-8,SR-BL-C9B74F8865C841A1-COMP-CONS-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260304-OPT1,,Approved By,2026-07-28T14:59:06.899754,{}
EV-SR-BL-C9B74F8865C841A1-COMP-CONS-002-RECID-9,SR-BL-C9B74F8865C841A1-COMP-CONS-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260304-OPT2,,Approved By,2026-07-28T14:59:06.899759,{}
EV-SR-BL-C9B74F8865C841A1-COMP-CONS-002-COMP-10,SR-BL-C9B74F8865C841A1-COMP-CONS-002,Comparator Configuration,Comparator Config,COMP-CONS-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:06.899765,{}
EV-SR-BL-C9B74F8865C841A1-COMP-CONS-002-PKG-11,SR-BL-C9B74F8865C841A1-COMP-CONS-002,Approval Package,Package,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:06.899771,{}
EV-SR-BL-C9B74F8865C841A1-COMP-CONS-002-EP-12,SR-BL-C9B74F8865C841A1-COMP-CONS-002,Episode,Episode,EP-HOSP-001-DEPT-PEX-kpi_002-20260302,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:06.899776,{}
EV-SR-BL-C9B74F8865C841A1-COMP-EXP-002-BASE-0,SR-BL-C9B74F8865C841A1-COMP-EXP-002,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:06.913196,{}
EV-SR-BL-C9B74F8865C841A1-COMP-EXP-002-REC-1,SR-BL-C9B74F8865C841A1-COMP-EXP-002,Source Record,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-PEX-20260302,,Contributed To,2026-07-28T14:59:06.913204,{}
EV-SR-BL-C9B74F8865C841A1-COMP-EXP-002-REC-2,SR-BL-C9B74F8865C841A1-COMP-EXP-002,Source Record,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-PEX-20260303,,Contributed To,2026-07-28T14:59:06.913210,{}
EV-SR-BL-C9B74F8865C841A1-COMP-EXP-002-REC-3,SR-BL-C9B74F8865C841A1-COMP-EXP-002,Source Record,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-PEX-20260304,,Contributed To,2026-07-28T14:59:06.913216,{}
EV-SR-BL-C9B74F8865C841A1-COMP-EXP-002-RECID-4,SR-BL-C9B74F8865C841A1-COMP-EXP-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260302-OPT1,,Approved By,2026-07-28T14:59:06.913221,{}
EV-SR-BL-C9B74F8865C841A1-COMP-EXP-002-RECID-5,SR-BL-C9B74F8865C841A1-COMP-EXP-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260302-OPT2,,Approved By,2026-07-28T14:59:06.913227,{}
EV-SR-BL-C9B74F8865C841A1-COMP-EXP-002-RECID-6,SR-BL-C9B74F8865C841A1-COMP-EXP-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260303-OPT1,,Approved By,2026-07-28T14:59:06.913231,{}
EV-SR-BL-C9B74F8865C841A1-COMP-EXP-002-RECID-7,SR-BL-C9B74F8865C841A1-COMP-EXP-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260303-OPT2,,Approved By,2026-07-28T14:59:06.913236,{}
EV-SR-BL-C9B74F8865C841A1-COMP-EXP-002-RECID-8,SR-BL-C9B74F8865C841A1-COMP-EXP-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260304-OPT1,,Approved By,2026-07-28T14:59:06.913240,{}
EV-SR-BL-C9B74F8865C841A1-COMP-EXP-002-RECID-9,SR-BL-C9B74F8865C841A1-COMP-EXP-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260304-OPT2,,Approved By,2026-07-28T14:59:06.913245,{}
EV-SR-BL-C9B74F8865C841A1-COMP-EXP-002-COMP-10,SR-BL-C9B74F8865C841A1-COMP-EXP-002,Comparator Configuration,Comparator Config,COMP-EXP-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:06.913252,{}
EV-SR-BL-C9B74F8865C841A1-COMP-EXP-002-PKG-11,SR-BL-C9B74F8865C841A1-COMP-EXP-002,Approval Package,Package,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:06.913257,{}
EV-SR-BL-C9B74F8865C841A1-COMP-EXP-002-EP-12,SR-BL-C9B74F8865C841A1-COMP-EXP-002,Episode,Episode,EP-HOSP-001-DEPT-PEX-kpi_002-20260302,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:06.913263,{}
EV-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-BASE-0,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:06.934184,{}
EV-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-REC-1,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,Source Record,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-PEX-20260302,,Contributed To,2026-07-28T14:59:06.934197,{}
EV-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-REC-2,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,Source Record,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-PEX-20260303,,Contributed To,2026-07-28T14:59:06.934204,{}
EV-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-REC-3,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,Source Record,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-PEX-20260304,,Contributed To,2026-07-28T14:59:06.934211,{}
EV-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-RECID-4,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260302-OPT1,,Approved By,2026-07-28T14:59:06.934218,{}
EV-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-RECID-5,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260302-OPT2,,Approved By,2026-07-28T14:59:06.934224,{}
EV-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-RECID-6,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260303-OPT1,,Approved By,2026-07-28T14:59:06.934231,{}
EV-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-RECID-7,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260303-OPT2,,Approved By,2026-07-28T14:59:06.934237,{}
EV-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-RECID-8,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260304-OPT1,,Approved By,2026-07-28T14:59:06.934242,{}
EV-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-RECID-9,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260304-OPT2,,Approved By,2026-07-28T14:59:06.934248,{}
EV-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-COMP-10,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,Comparator Configuration,Comparator Config,COMP-HIGH-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:06.934254,{}
EV-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-PKG-11,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,Approval Package,Package,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:06.934260,{}
EV-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-EP-12,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,Episode,Episode,EP-HOSP-001-DEPT-PEX-kpi_002-20260302,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:06.934267,{}
EV-SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002-BASE-0,SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002,Baseline,Analytical Dataset,analytical_workforce_kpi_daily.csv,analytical_workforce_kpi_daily.csv,Derived From,2026-07-28T14:59:06.965070,{}
EV-SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002-REC-1,SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002,Source Record,Analytical Record,AKPI-kpi_002-HOSP-001-DEPT-PEX-20260328,,Contributed To,2026-07-28T14:59:06.965082,{}
EV-SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002-RECID-2,SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260328-OPT1,,Approved By,2026-07-28T14:59:06.965090,{}
EV-SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002-RECID-3,SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002,Recommendation,Recommendation,REC-CASE-DEPT-PEX-20260328-OPT2,,Approved By,2026-07-28T14:59:06.965097,{}
EV-SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002-COMP-4,SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002,Comparator Configuration,Comparator Config,COMP-BASE-002,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:59:06.965104,{}
EV-SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002-PKG-5,SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002,Approval Package,Package,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:59:06.965111,{}
EV-SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002-EP-6,SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002,Episode,Episode,EP-HOSP-001-DEPT-PEX-kpi_002-20260328,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:59:06.965118,{}
