issue_id,severity,issue_type,kpi_id,hospital_id,department_id,reporting_date,message,source_dataset,source_record_id,calculation_run_id,_source_domain,integration_issue_id,source_issue_id,issue_origin,integration_run_id
ISS-kpi_006-0E009304,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-SURG,2026-04-27,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260427,PEX-KPI-DCF120177644,patient_experience,IISS-892102E2,ISS-kpi_006-0E009304,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-A131DEC1,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-04-28,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260428,PEX-KPI-DCF120177644,patient_experience,IISS-267564D3,ISS-kpi_005-A131DEC1,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-F50C134C,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-04-29,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260429,PEX-KPI-DCF120177644,patient_experience,IISS-F4BF7B63,ISS-kpi_005-F50C134C,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-A40B61C3,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-04-30,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260430,PEX-KPI-DCF120177644,patient_experience,IISS-4F70C7C2,ISS-kpi_005-A40B61C3,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-090A4523,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-01,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260501,PEX-KPI-DCF120177644,patient_experience,IISS-4B569401,ISS-kpi_005-090A4523,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-8940B52F,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-SURG,2026-05-01,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260501,PEX-KPI-DCF120177644,patient_experience,IISS-5E2CD72C,ISS-kpi_006-8940B52F,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-801F414E,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-02,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260502,PEX-KPI-DCF120177644,patient_experience,IISS-ADAE4BEE,ISS-kpi_005-801F414E,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-EFD116BE,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-SURG,2026-05-02,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260502,PEX-KPI-DCF120177644,patient_experience,IISS-B34BCB3E,ISS-kpi_006-EFD116BE,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-7A11B060,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-03,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260503,PEX-KPI-DCF120177644,patient_experience,IISS-8C3F2EFE,ISS-kpi_005-7A11B060,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-D83470C0,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-04,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260504,PEX-KPI-DCF120177644,patient_experience,IISS-4CDE5888,ISS-kpi_005-D83470C0,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-7A1FF3ED,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-05,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260505,PEX-KPI-DCF120177644,patient_experience,IISS-E82FF4D0,ISS-kpi_005-7A1FF3ED,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-0755BB5C,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-06,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260506,PEX-KPI-DCF120177644,patient_experience,IISS-8418D8BA,ISS-kpi_005-0755BB5C,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-15CBD36C,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-07,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260507,PEX-KPI-DCF120177644,patient_experience,IISS-2347C0B3,ISS-kpi_005-15CBD36C,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-E7FCAC84,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-08,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260508,PEX-KPI-DCF120177644,patient_experience,IISS-8CA0A3CD,ISS-kpi_005-E7FCAC84,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-3737EE61,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-SURG,2026-05-08,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260508,PEX-KPI-DCF120177644,patient_experience,IISS-125ACA29,ISS-kpi_006-3737EE61,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-991CF1EF,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-09,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260509,PEX-KPI-DCF120177644,patient_experience,IISS-ACBF7B56,ISS-kpi_005-991CF1EF,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-176D2419,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-SURG,2026-05-09,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260509,PEX-KPI-DCF120177644,patient_experience,IISS-28613113,ISS-kpi_006-176D2419,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-58B7BA3F,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-10,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260510,PEX-KPI-DCF120177644,patient_experience,IISS-79AF9CB2,ISS-kpi_005-58B7BA3F,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-000EC6A4,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-SURG,2026-05-10,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260510,PEX-KPI-DCF120177644,patient_experience,IISS-F212547F,ISS-kpi_006-000EC6A4,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-67C25549,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-11,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260511,PEX-KPI-DCF120177644,patient_experience,IISS-240A0342,ISS-kpi_005-67C25549,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-E849400E,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-SURG,2026-05-11,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260511,PEX-KPI-DCF120177644,patient_experience,IISS-0494E451,ISS-kpi_006-E849400E,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-6138E69A,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-12,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260512,PEX-KPI-DCF120177644,patient_experience,IISS-4BCDB2DF,ISS-kpi_005-6138E69A,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-510F4026,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-13,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260513,PEX-KPI-DCF120177644,patient_experience,IISS-9F157EC2,ISS-kpi_005-510F4026,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-BB4F61F7,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-14,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260514,PEX-KPI-DCF120177644,patient_experience,IISS-9702E58A,ISS-kpi_005-BB4F61F7,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-87F4BA0B,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-15,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260515,PEX-KPI-DCF120177644,patient_experience,IISS-CF52072A,ISS-kpi_005-87F4BA0B,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-F64C58A8,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-SURG,2026-05-15,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260515,PEX-KPI-DCF120177644,patient_experience,IISS-8A12B7DC,ISS-kpi_006-F64C58A8,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-A0E8CF91,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-16,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260516,PEX-KPI-DCF120177644,patient_experience,IISS-FA5AEFCE,ISS-kpi_005-A0E8CF91,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-74304ADD,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-17,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260517,PEX-KPI-DCF120177644,patient_experience,IISS-266D6C72,ISS-kpi_005-74304ADD,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-9AD7C0C6,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-18,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260518,PEX-KPI-DCF120177644,patient_experience,IISS-D3BC591F,ISS-kpi_005-9AD7C0C6,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-965D6188,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-19,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260519,PEX-KPI-DCF120177644,patient_experience,IISS-17785B21,ISS-kpi_005-965D6188,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-5AD63C35,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-SURG,2026-05-19,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260519,PEX-KPI-DCF120177644,patient_experience,IISS-A7697526,ISS-kpi_006-5AD63C35,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-7993BBFB,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-20,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260520,PEX-KPI-DCF120177644,patient_experience,IISS-EE2EB46C,ISS-kpi_005-7993BBFB,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-57D5C737,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-21,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260521,PEX-KPI-DCF120177644,patient_experience,IISS-C986F39E,ISS-kpi_005-57D5C737,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-9C3286E2,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-22,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260522,PEX-KPI-DCF120177644,patient_experience,IISS-1A8296AA,ISS-kpi_005-9C3286E2,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-D5DD4828,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-23,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260523,PEX-KPI-DCF120177644,patient_experience,IISS-233177C9,ISS-kpi_005-D5DD4828,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-92D2E8B8,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-24,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260524,PEX-KPI-DCF120177644,patient_experience,IISS-2A0B67B1,ISS-kpi_005-92D2E8B8,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-E126F872,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-25,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260525,PEX-KPI-DCF120177644,patient_experience,IISS-E30A19CE,ISS-kpi_005-E126F872,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-5D3F4577,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-26,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260526,PEX-KPI-DCF120177644,patient_experience,IISS-5321DECA,ISS-kpi_005-5D3F4577,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-30792D71,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-SURG,2026-05-27,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260527,PEX-KPI-DCF120177644,patient_experience,IISS-5E49A78A,ISS-kpi_005-30792D71,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-57B72F31,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-SURG,2026-05-27,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260527,PEX-KPI-DCF120177644,patient_experience,IISS-48D89987,ISS-kpi_006-57B72F31,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-7D05E44E,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-28,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260528,PEX-KPI-DCF120177644,patient_experience,IISS-8BB3E212,ISS-kpi_005-7D05E44E,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-ADA2DA1F,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-SURG,2026-05-28,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260528,PEX-KPI-DCF120177644,patient_experience,IISS-EABFBD57,ISS-kpi_006-ADA2DA1F,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-A76A8F5B,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-29,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260529,PEX-KPI-DCF120177644,patient_experience,IISS-94905471,ISS-kpi_005-A76A8F5B,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-C71138AB,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-30,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260530,PEX-KPI-DCF120177644,patient_experience,IISS-E151A690,ISS-kpi_005-C71138AB,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-F82B129C,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-05-31,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260531,PEX-KPI-DCF120177644,patient_experience,IISS-93FE538F,ISS-kpi_005-F82B129C,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-EF1924AD,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-01,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260601,PEX-KPI-DCF120177644,patient_experience,IISS-FEEA7CA0,ISS-kpi_005-EF1924AD,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-12EF7C10,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-SURG,2026-06-01,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260601,PEX-KPI-DCF120177644,patient_experience,IISS-67C8733E,ISS-kpi_006-12EF7C10,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-F69404DF,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-02,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260602,PEX-KPI-DCF120177644,patient_experience,IISS-50D351B5,ISS-kpi_005-F69404DF,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-66150AF1,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-03,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260603,PEX-KPI-DCF120177644,patient_experience,IISS-E58AD40C,ISS-kpi_005-66150AF1,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-225DCF48,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-04,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260604,PEX-KPI-DCF120177644,patient_experience,IISS-D2169EF3,ISS-kpi_005-225DCF48,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-601A3CFE,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-05,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260605,PEX-KPI-DCF120177644,patient_experience,IISS-C620EC62,ISS-kpi_005-601A3CFE,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-E0DFD586,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-06,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260606,PEX-KPI-DCF120177644,patient_experience,IISS-0A131847,ISS-kpi_005-E0DFD586,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-B02D4E4F,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-07,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260607,PEX-KPI-DCF120177644,patient_experience,IISS-905BB9BA,ISS-kpi_005-B02D4E4F,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-26487F2B,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-08,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260608,PEX-KPI-DCF120177644,patient_experience,IISS-158EC2DD,ISS-kpi_005-26487F2B,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-15BE5FB4,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-09,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260609,PEX-KPI-DCF120177644,patient_experience,IISS-16D756F2,ISS-kpi_005-15BE5FB4,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-898DB16C,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-10,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260610,PEX-KPI-DCF120177644,patient_experience,IISS-95AA844F,ISS-kpi_005-898DB16C,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-B6511D5C,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-11,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260611,PEX-KPI-DCF120177644,patient_experience,IISS-6F843561,ISS-kpi_005-B6511D5C,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-D23FD9E5,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-12,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260612,PEX-KPI-DCF120177644,patient_experience,IISS-20B7E786,ISS-kpi_005-D23FD9E5,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-ED4AF78F,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-13,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260613,PEX-KPI-DCF120177644,patient_experience,IISS-A5180149,ISS-kpi_005-ED4AF78F,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-638F5B4A,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-14,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260614,PEX-KPI-DCF120177644,patient_experience,IISS-CF855BE3,ISS-kpi_005-638F5B4A,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-6E52A172,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-15,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260615,PEX-KPI-DCF120177644,patient_experience,IISS-F94037B4,ISS-kpi_005-6E52A172,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-5346CA55,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-16,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260616,PEX-KPI-DCF120177644,patient_experience,IISS-4C8BF0B1,ISS-kpi_005-5346CA55,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-93A435C5,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-SURG,2026-06-17,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260617,PEX-KPI-DCF120177644,patient_experience,IISS-2C46D56B,ISS-kpi_005-93A435C5,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-BEFCAB03,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-SURG,2026-06-17,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260617,PEX-KPI-DCF120177644,patient_experience,IISS-7ED2E532,ISS-kpi_006-BEFCAB03,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-EDA7956A,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-18,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260618,PEX-KPI-DCF120177644,patient_experience,IISS-50FB3835,ISS-kpi_005-EDA7956A,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-A6C481BE,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-19,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260619,PEX-KPI-DCF120177644,patient_experience,IISS-502634B1,ISS-kpi_005-A6C481BE,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-FA32858F,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-20,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260620,PEX-KPI-DCF120177644,patient_experience,IISS-DA0A7563,ISS-kpi_005-FA32858F,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-8079D618,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-21,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260621,PEX-KPI-DCF120177644,patient_experience,IISS-2A394F52,ISS-kpi_005-8079D618,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-86AA71CF,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-SURG,2026-06-21,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260621,PEX-KPI-DCF120177644,patient_experience,IISS-9DB329DE,ISS-kpi_006-86AA71CF,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-E01DD238,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-22,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260622,PEX-KPI-DCF120177644,patient_experience,IISS-3D8CCC4B,ISS-kpi_005-E01DD238,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-790481B2,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-23,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260623,PEX-KPI-DCF120177644,patient_experience,IISS-019F3658,ISS-kpi_005-790481B2,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-226216A0,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-SURG,2026-06-23,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260623,PEX-KPI-DCF120177644,patient_experience,IISS-913A3B91,ISS-kpi_006-226216A0,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-F66B1FC1,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-24,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260624,PEX-KPI-DCF120177644,patient_experience,IISS-2F797130,ISS-kpi_005-F66B1FC1,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_006-F1F86D38,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-SURG,2026-06-24,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260624,PEX-KPI-DCF120177644,patient_experience,IISS-0CC9A340,ISS-kpi_006-F1F86D38,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-204AA8FF,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-25,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260625,PEX-KPI-DCF120177644,patient_experience,IISS-904BED39,ISS-kpi_005-204AA8FF,source_engine,SIX-KPI-8EC2F4190438
ISS-kpi_005-2DB6F664,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-SURG,2026-06-26,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-SURG-20260626,PEX-KPI-DCF120177644,patient_experience,IISS-CCB4DE87,ISS-kpi_005-2DB6F664,source_engine,SIX-KPI-8EC2F4190438
