episode_id,hospital_id,department_id,department_name,episode_start_date,episode_end_date,linked_case_count,maximum_risk_score,maximum_urgency,priority_tiers,dominant_kpi_id,dominant_kpi_name,representative_recommendation,representative_recommendation_id,persistence_summary,episode_grouping_basis,episode_grouping_kpi_id
EP-HOSP-001-DEPT-OPC-kpi_006-20261102,HOSP-001,DEPT-OPC,Outpatient Clinic,2026-11-02,2026-11-02,1,56.03,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-OPC-20261102-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-11-02 to 2026-11-02. Max risk: 56.0. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-OPC-kpi_006-20261117,HOSP-001,DEPT-OPC,Outpatient Clinic,2026-11-17,2026-11-17,1,60.49,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-OPC-20261117-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-11-17 to 2026-11-17. Max risk: 60.5. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-OPC-kpi_006-20261204,HOSP-001,DEPT-OPC,Outpatient Clinic,2026-12-04,2026-12-06,2,79.74,Immediate Review,"Critical, High",kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-OPC-20261204-OPT1,Dominant KPI Patient Satisfaction Score persisted across 2 reporting date(s) from 2026-12-04 to 2026-12-06. Max risk: 79.7. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-OPC-kpi_006-20261215,HOSP-001,DEPT-OPC,Outpatient Clinic,2026-12-15,2026-12-15,1,74.6,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-OPC-20261215-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-12-15 to 2026-12-15. Max risk: 74.6. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-PEX-kpi_001-20260111,HOSP-001,DEPT-PEX,Patient Experience,2026-01-11,2026-01-11,1,70.25,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20260111-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-01-11 to 2026-01-11. Max risk: 70.3. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_001-20260115,HOSP-001,DEPT-PEX,Patient Experience,2026-01-15,2026-01-15,1,59.38,Prompt Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20260115-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-01-15 to 2026-01-15. Max risk: 59.4. Max urgency: Prompt Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_001-20260203,HOSP-001,DEPT-PEX,Patient Experience,2026-02-03,2026-02-03,1,47.18,Prompt Review,Elevated,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20260203-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-02-03 to 2026-02-03. Max risk: 47.2. Max urgency: Prompt Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_001-20260207,HOSP-001,DEPT-PEX,Patient Experience,2026-02-07,2026-02-07,1,55.86,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20260207-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-02-07 to 2026-02-07. Max risk: 55.9. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_001-20260212,HOSP-001,DEPT-PEX,Patient Experience,2026-02-12,2026-02-14,2,50.44,Prompt Review,Elevated,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20260212-OPT1,Dominant KPI Staffing Level persisted across 2 reporting date(s) from 2026-02-12 to 2026-02-14. Max risk: 50.4. Max urgency: Prompt Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_001-20260326,HOSP-001,DEPT-PEX,Patient Experience,2026-03-26,2026-03-27,2,85.15,Immediate Review,Critical,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20260327-OPT1,Dominant KPI Staffing Level persisted across 2 reporting date(s) from 2026-03-26 to 2026-03-27. Max risk: 85.1. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_001-20260413,HOSP-001,DEPT-PEX,Patient Experience,2026-04-13,2026-04-13,1,63.38,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20260413-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-04-13 to 2026-04-13. Max risk: 63.4. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_001-20260421,HOSP-001,DEPT-PEX,Patient Experience,2026-04-21,2026-04-21,1,57.93,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20260421-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-04-21 to 2026-04-21. Max risk: 57.9. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_001-20260502,HOSP-001,DEPT-PEX,Patient Experience,2026-05-02,2026-05-02,1,54.29,Prompt Review,Elevated,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20260502-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-05-02 to 2026-05-02. Max risk: 54.3. Max urgency: Prompt Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_001-20260510,HOSP-001,DEPT-PEX,Patient Experience,2026-05-10,2026-05-10,1,85.74,Immediate Review,Critical,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20260510-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-05-10 to 2026-05-10. Max risk: 85.7. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_001-20260515,HOSP-001,DEPT-PEX,Patient Experience,2026-05-15,2026-05-15,1,50.63,Prompt Review,Elevated,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20260515-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-05-15 to 2026-05-15. Max risk: 50.6. Max urgency: Prompt Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_001-20260521,HOSP-001,DEPT-PEX,Patient Experience,2026-05-21,2026-05-21,1,66.43,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20260521-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-05-21 to 2026-05-21. Max risk: 66.4. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_001-20260623,HOSP-001,DEPT-PEX,Patient Experience,2026-06-23,2026-06-29,4,91.41,Immediate Review,"Critical, High",kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20260629-OPT1,Dominant KPI Staffing Level persisted across 4 reporting date(s) from 2026-06-23 to 2026-06-29. Max risk: 91.4. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_001-20260710,HOSP-001,DEPT-PEX,Patient Experience,2026-07-10,2026-07-17,4,85.74,Immediate Review,"Critical, Elevated, High",kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20260710-OPT1,Dominant KPI Staffing Level persisted across 4 reporting date(s) from 2026-07-10 to 2026-07-17. Max risk: 85.7. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_001-20260727,HOSP-001,DEPT-PEX,Patient Experience,2026-07-27,2026-07-27,1,67.62,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20260727-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-07-27 to 2026-07-27. Max risk: 67.6. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_001-20260813,HOSP-001,DEPT-PEX,Patient Experience,2026-08-13,2026-08-17,4,59.38,Immediate Review,"Elevated, High",kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20260816-OPT1,Dominant KPI Staffing Level persisted across 4 reporting date(s) from 2026-08-13 to 2026-08-17. Max risk: 59.4. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_001-20260915,HOSP-001,DEPT-PEX,Patient Experience,2026-09-15,2026-09-15,1,65.21,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20260915-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-09-15 to 2026-09-15. Max risk: 65.2. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_001-20261024,HOSP-001,DEPT-PEX,Patient Experience,2026-10-24,2026-10-24,1,68.49,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20261024-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-10-24 to 2026-10-24. Max risk: 68.5. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_001-20261110,HOSP-001,DEPT-PEX,Patient Experience,2026-11-10,2026-11-13,2,85.15,Immediate Review,Critical,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20261113-OPT1,Dominant KPI Staffing Level persisted across 2 reporting date(s) from 2026-11-10 to 2026-11-13. Max risk: 85.1. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_001-20261229,HOSP-001,DEPT-PEX,Patient Experience,2026-12-29,2026-12-29,1,92.3,Immediate Review,Critical,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-PEX-20261229-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-12-29 to 2026-12-29. Max risk: 92.3. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-PEX-kpi_002-20260103,HOSP-001,DEPT-PEX,Patient Experience,2026-01-03,2026-01-03,1,53.67,Immediate Review,Elevated,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20260103-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-01-03 to 2026-01-03. Max risk: 53.7. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20260209,HOSP-001,DEPT-PEX,Patient Experience,2026-02-09,2026-02-09,1,59.97,Prompt Review,High,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20260209-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-02-09 to 2026-02-09. Max risk: 60.0. Max urgency: Prompt Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20260221,HOSP-001,DEPT-PEX,Patient Experience,2026-02-21,2026-02-21,1,58.95,Immediate Review,High,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20260221-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-02-21 to 2026-02-21. Max risk: 59.0. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20260302,HOSP-001,DEPT-PEX,Patient Experience,2026-03-02,2026-03-04,3,85.15,Immediate Review,"Critical, Elevated",kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20260303-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 3 reporting date(s) from 2026-03-02 to 2026-03-04. Max risk: 85.1. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20260328,HOSP-001,DEPT-PEX,Patient Experience,2026-03-28,2026-03-28,1,56.37,Prompt Review,High,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20260328-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-03-28 to 2026-03-28. Max risk: 56.4. Max urgency: Prompt Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20260406,HOSP-001,DEPT-PEX,Patient Experience,2026-04-06,2026-04-06,1,86.94,Immediate Review,Critical,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20260406-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-04-06 to 2026-04-06. Max risk: 86.9. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20260416,HOSP-001,DEPT-PEX,Patient Experience,2026-04-16,2026-04-16,1,57.31,Prompt Review,High,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20260416-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-04-16 to 2026-04-16. Max risk: 57.3. Max urgency: Prompt Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20260424,HOSP-001,DEPT-PEX,Patient Experience,2026-04-24,2026-04-24,1,60.14,Prompt Review,High,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20260424-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-04-24 to 2026-04-24. Max risk: 60.1. Max urgency: Prompt Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20260430,HOSP-001,DEPT-PEX,Patient Experience,2026-04-30,2026-05-04,3,88.4,Immediate Review,"Critical, High",kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20260504-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 3 reporting date(s) from 2026-04-30 to 2026-05-04. Max risk: 88.4. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20260519,HOSP-001,DEPT-PEX,Patient Experience,2026-05-19,2026-05-19,1,49.59,Prompt Review,Elevated,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20260519-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-05-19 to 2026-05-19. Max risk: 49.6. Max urgency: Prompt Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20260529,HOSP-001,DEPT-PEX,Patient Experience,2026-05-29,2026-05-29,1,60.93,Immediate Review,High,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20260529-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-05-29 to 2026-05-29. Max risk: 60.9. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20260603,HOSP-001,DEPT-PEX,Patient Experience,2026-06-03,2026-06-03,1,64.02,Immediate Review,High,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20260603-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-06-03 to 2026-06-03. Max risk: 64.0. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20260613,HOSP-001,DEPT-PEX,Patient Experience,2026-06-13,2026-06-17,4,75.48,Immediate Review,"Critical, Elevated, High",kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20260614-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 4 reporting date(s) from 2026-06-13 to 2026-06-17. Max risk: 75.5. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20260704,HOSP-001,DEPT-PEX,Patient Experience,2026-07-04,2026-07-04,1,63.23,Prompt Review,High,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20260704-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-07-04 to 2026-07-04. Max risk: 63.2. Max urgency: Prompt Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20260708,HOSP-001,DEPT-PEX,Patient Experience,2026-07-08,2026-07-08,1,84.83,Immediate Review,Critical,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20260708-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-07-08 to 2026-07-08. Max risk: 84.8. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20260719,HOSP-001,DEPT-PEX,Patient Experience,2026-07-19,2026-07-24,3,75.02,Immediate Review,"Critical, Elevated, High",kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20260719-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 3 reporting date(s) from 2026-07-19 to 2026-07-24. Max risk: 75.0. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20260728,HOSP-001,DEPT-PEX,Patient Experience,2026-07-28,2026-07-30,3,73.58,Immediate Review,"Elevated, High",kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20260729-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 3 reporting date(s) from 2026-07-28 to 2026-07-30. Max risk: 73.6. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20260911,HOSP-001,DEPT-PEX,Patient Experience,2026-09-11,2026-09-13,2,79.21,Immediate Review,"Critical, Elevated",kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20260911-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 2 reporting date(s) from 2026-09-11 to 2026-09-13. Max risk: 79.2. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20260925,HOSP-001,DEPT-PEX,Patient Experience,2026-09-25,2026-09-25,1,56.46,Immediate Review,High,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20260925-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-09-25 to 2026-09-25. Max risk: 56.5. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20261010,HOSP-001,DEPT-PEX,Patient Experience,2026-10-10,2026-10-12,2,70.85,Immediate Review,"Elevated, High",kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20261010-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 2 reporting date(s) from 2026-10-10 to 2026-10-12. Max risk: 70.8. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20261018,HOSP-001,DEPT-PEX,Patient Experience,2026-10-18,2026-10-20,2,54.48,Prompt Review,Elevated,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20261020-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 2 reporting date(s) from 2026-10-18 to 2026-10-20. Max risk: 54.5. Max urgency: Prompt Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20261025,HOSP-001,DEPT-PEX,Patient Experience,2026-10-25,2026-10-25,1,85.15,Immediate Review,Critical,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20261025-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-10-25 to 2026-10-25. Max risk: 85.1. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20261104,HOSP-001,DEPT-PEX,Patient Experience,2026-11-04,2026-11-04,1,87.53,Immediate Review,Critical,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20261104-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-11-04 to 2026-11-04. Max risk: 87.5. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_002-20261214,HOSP-001,DEPT-PEX,Patient Experience,2026-12-14,2026-12-16,2,66.97,Immediate Review,"Elevated, High",kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-PEX-20261214-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 2 reporting date(s) from 2026-12-14 to 2026-12-16. Max risk: 67.0. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-PEX-kpi_006-20260121,HOSP-001,DEPT-PEX,Patient Experience,2026-01-21,2026-01-21,1,54.97,Immediate Review,Elevated,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-PEX-20260121-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-01-21 to 2026-01-21. Max risk: 55.0. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-PEX-kpi_006-20260202,HOSP-001,DEPT-PEX,Patient Experience,2026-02-02,2026-02-02,1,50.92,Prompt Review,Elevated,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-PEX-20260202-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-02-02 to 2026-02-02. Max risk: 50.9. Max urgency: Prompt Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-PEX-kpi_006-20260215,HOSP-001,DEPT-PEX,Patient Experience,2026-02-15,2026-02-15,1,56.55,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-PEX-20260215-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-02-15 to 2026-02-15. Max risk: 56.5. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-PEX-kpi_006-20260301,HOSP-001,DEPT-PEX,Patient Experience,2026-03-01,2026-03-01,1,68.21,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-PEX-20260301-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-03-01 to 2026-03-01. Max risk: 68.2. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-PEX-kpi_006-20260306,HOSP-001,DEPT-PEX,Patient Experience,2026-03-06,2026-03-06,1,52.39,Prompt Review,Elevated,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-PEX-20260306-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-03-06 to 2026-03-06. Max risk: 52.4. Max urgency: Prompt Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-PEX-kpi_006-20260314,HOSP-001,DEPT-PEX,Patient Experience,2026-03-14,2026-03-16,2,73.69,Immediate Review,"Elevated, High",kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-PEX-20260314-OPT1,Dominant KPI Patient Satisfaction Score persisted across 2 reporting date(s) from 2026-03-14 to 2026-03-16. Max risk: 73.7. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-PEX-kpi_006-20260321,HOSP-001,DEPT-PEX,Patient Experience,2026-03-21,2026-03-21,1,60.61,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-PEX-20260321-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-03-21 to 2026-03-21. Max risk: 60.6. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-PEX-kpi_006-20260401,HOSP-001,DEPT-PEX,Patient Experience,2026-04-01,2026-04-03,2,67.27,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-PEX-20260403-OPT1,Dominant KPI Patient Satisfaction Score persisted across 2 reporting date(s) from 2026-04-01 to 2026-04-03. Max risk: 67.3. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-PEX-kpi_006-20260417,HOSP-001,DEPT-PEX,Patient Experience,2026-04-17,2026-04-17,1,57.03,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-PEX-20260417-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-04-17 to 2026-04-17. Max risk: 57.0. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-PEX-kpi_006-20260422,HOSP-001,DEPT-PEX,Patient Experience,2026-04-22,2026-04-22,1,74.45,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-PEX-20260422-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-04-22 to 2026-04-22. Max risk: 74.4. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-PEX-kpi_006-20260427,HOSP-001,DEPT-PEX,Patient Experience,2026-04-27,2026-04-27,1,64.57,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-PEX-20260427-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-04-27 to 2026-04-27. Max risk: 64.6. Max urgency: Immediate Review.,dominant_kpi,kpi_006
