scenario_run_id,approval_package_id,comparator_type,scenario_family,baseline_validity,assumption_plausibility,numerical_validity,comparator_set_status,governance_compliant,final_validation_status,revision_id,revision_type,revision_timestamp,revision_status
SR-BL-CAA7A936D38C352B-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1041,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-CAA7A936D38C352B-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1042,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-CAA7A936D38C352B-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1043,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-CAA7A936D38C352B-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1044,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-DFC54352043A385E-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1045,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-DFC54352043A385E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1046,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-DFC54352043A385E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1047,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-DFC54352043A385E-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1048,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-189E500248EDE815-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Conservative,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1049,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-189E500248EDE815-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Expected,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1050,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-189E500248EDE815-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Higher Intensity,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1051,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-E46ACAA2117B4B13-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Conservative,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1052,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-E46ACAA2117B4B13-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Expected,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1053,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-E46ACAA2117B4B13-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Higher Intensity,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1054,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-3085970FCFAE6598-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1055,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-3085970FCFAE6598-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1056,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-3085970FCFAE6598-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1057,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-3085970FCFAE6598-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1058,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-BDDEF6B0E1FF18BC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Conservative,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1059,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-BDDEF6B0E1FF18BC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Expected,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1060,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-BDDEF6B0E1FF18BC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Higher Intensity,Staffing Coverage Adjustment,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1061,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C336FF5427DF84D8-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1062,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C336FF5427DF84D8-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1063,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C336FF5427DF84D8-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1064,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C336FF5427DF84D8-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1065,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-F587D2679E8D8D1B-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1066,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-F587D2679E8D8D1B-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1067,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-F587D2679E8D8D1B-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1068,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-F587D2679E8D8D1B-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1069,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-06EB9F3F16F87F6B-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Conservative,Staffing Coverage Adjustment,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1070,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-06EB9F3F16F87F6B-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Expected,Staffing Coverage Adjustment,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1071,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Higher Intensity,Staffing Coverage Adjustment,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1072,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-D0586F0E81DE2802-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Baseline,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1073,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-D0586F0E81DE2802-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Conservative,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1074,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-D0586F0E81DE2802-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Expected,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1075,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-D0586F0E81DE2802-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Higher Intensity,Staffing Coverage Adjustment,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1076,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-969096010C63457B-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1077,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-969096010C63457B-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1078,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-969096010C63457B-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1079,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-969096010C63457B-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1080,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-FF275071CC199C1D-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1081,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-FF275071CC199C1D-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1082,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-FF275071CC199C1D-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1083,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-FF275071CC199C1D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1084,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-2622B2F5170D6F57-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1085,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-2622B2F5170D6F57-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1086,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-2622B2F5170D6F57-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1087,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-2622B2F5170D6F57-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1088,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C9B74F8865C841A1-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Baseline,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1089,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C9B74F8865C841A1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Conservative,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1090,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C9B74F8865C841A1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Expected,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1091,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C9B74F8865C841A1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Higher Intensity,Absenteeism Contingency,Valid with Conditions,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1092,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1093,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-E0E67AE8A9F6E66E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1094,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-E0E67AE8A9F6E66E-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1095,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-E0E67AE8A9F6E66E-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1096,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-B45700FF8087B88D-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1097,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-B45700FF8087B88D-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1098,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-B45700FF8087B88D-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1099,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-B45700FF8087B88D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1100,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-9F034FA6AFEB31EB-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1101,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-9F034FA6AFEB31EB-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1102,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-9F034FA6AFEB31EB-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1103,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-9F034FA6AFEB31EB-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1104,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-A0DB19C8B5ADF890-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1105,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-A0DB19C8B5ADF890-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1106,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-A0DB19C8B5ADF890-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1107,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-A0DB19C8B5ADF890-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1108,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-3B9F7771186FD5C5-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Baseline,Absenteeism Contingency,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1109,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-3B9F7771186FD5C5-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Conservative,Absenteeism Contingency,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1110,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-3B9F7771186FD5C5-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Expected,Absenteeism Contingency,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1111,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-3B9F7771186FD5C5-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Higher Intensity,Absenteeism Contingency,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1112,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-AD702A568FB0D1F5-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1113,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-AD702A568FB0D1F5-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1114,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-AD702A568FB0D1F5-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1115,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-AD702A568FB0D1F5-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1116,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-7D3C3A536A1A4A00-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1117,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-7D3C3A536A1A4A00-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1118,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-7D3C3A536A1A4A00-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1119,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-7D3C3A536A1A4A00-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1120,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-0DEEC7144486CE6A-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1121,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-0DEEC7144486CE6A-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1122,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-0DEEC7144486CE6A-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1123,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-0DEEC7144486CE6A-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1124,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-8688180A719A997D-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Baseline,Absenteeism Contingency,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1125,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-8688180A719A997D-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Conservative,Absenteeism Contingency,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1126,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-8688180A719A997D-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Expected,Absenteeism Contingency,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1127,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-8688180A719A997D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Higher Intensity,Absenteeism Contingency,Valid,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1128,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-8FD95C27F6570DB1-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1129,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-8FD95C27F6570DB1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1130,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-8FD95C27F6570DB1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1131,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-8FD95C27F6570DB1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1132,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C26C09113F5A653F-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Baseline,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1133,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C26C09113F5A653F-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Conservative,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1134,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C26C09113F5A653F-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Expected,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1135,Material,2026-07-28T21:56:45.904073,Pending
SR-BL-C26C09113F5A653F-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Higher Intensity,Absenteeism Contingency,Unrepresentative,Internally Inconsistent,Pass,Inconsistent,True,Requires Material Revision,1136,Material,2026-07-28T21:56:45.904073,Pending
