scenario_run_id,approval_package_id,comparator_type,assumption_plausibility,hard_limit_violated,soft_limit_violated
SR-BL-5641CB60A6BE0C5D-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Baseline,Internally Inconsistent,False,False
SR-BL-5641CB60A6BE0C5D-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Conservative,Internally Inconsistent,False,False
SR-BL-5641CB60A6BE0C5D-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Expected,Internally Inconsistent,False,False
SR-BL-5641CB60A6BE0C5D-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,Higher Intensity,Internally Inconsistent,False,False
SR-BL-A18AA17B5A374474-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Baseline,Internally Inconsistent,False,False
SR-BL-A18AA17B5A374474-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Conservative,Internally Inconsistent,False,False
SR-BL-A18AA17B5A374474-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Expected,Internally Inconsistent,False,False
SR-BL-A18AA17B5A374474-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,Higher Intensity,Internally Inconsistent,False,False
SR-BL-4003FA96E45DE8D4-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Baseline,Internally Inconsistent,False,False
SR-BL-4003FA96E45DE8D4-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Conservative,Internally Inconsistent,False,False
SR-BL-4003FA96E45DE8D4-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Expected,Internally Inconsistent,False,False
SR-BL-4003FA96E45DE8D4-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,Higher Intensity,Internally Inconsistent,False,False
SR-BL-CAA7A936D38C352B-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Baseline,Internally Inconsistent,False,False
SR-BL-CAA7A936D38C352B-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Conservative,Internally Inconsistent,False,False
SR-BL-CAA7A936D38C352B-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Expected,Internally Inconsistent,False,False
SR-BL-CAA7A936D38C352B-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,Higher Intensity,Internally Inconsistent,False,False
SR-BL-DFC54352043A385E-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Baseline,Internally Inconsistent,False,False
SR-BL-DFC54352043A385E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Conservative,Internally Inconsistent,False,False
SR-BL-DFC54352043A385E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Expected,Internally Inconsistent,False,False
SR-BL-DFC54352043A385E-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,Higher Intensity,Internally Inconsistent,False,False
SR-BL-189E500248EDE815-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Baseline,Internally Inconsistent,False,False
SR-BL-189E500248EDE815-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Conservative,Internally Inconsistent,False,False
SR-BL-189E500248EDE815-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Expected,Internally Inconsistent,False,False
SR-BL-189E500248EDE815-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,Higher Intensity,Internally Inconsistent,False,False
SR-BL-E46ACAA2117B4B13-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Baseline,Internally Inconsistent,False,False
SR-BL-E46ACAA2117B4B13-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Conservative,Internally Inconsistent,False,False
SR-BL-E46ACAA2117B4B13-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Expected,Internally Inconsistent,False,False
SR-BL-E46ACAA2117B4B13-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,Higher Intensity,Internally Inconsistent,False,False
SR-BL-3085970FCFAE6598-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Baseline,Internally Inconsistent,False,False
SR-BL-3085970FCFAE6598-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Conservative,Internally Inconsistent,False,False
SR-BL-3085970FCFAE6598-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Expected,Internally Inconsistent,False,False
SR-BL-3085970FCFAE6598-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,Higher Intensity,Internally Inconsistent,False,False
SR-BL-BDDEF6B0E1FF18BC-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Baseline,Internally Inconsistent,False,False
SR-BL-BDDEF6B0E1FF18BC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Conservative,Internally Inconsistent,False,False
SR-BL-BDDEF6B0E1FF18BC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Expected,Internally Inconsistent,False,False
SR-BL-BDDEF6B0E1FF18BC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,Higher Intensity,Internally Inconsistent,False,False
SR-BL-C336FF5427DF84D8-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Baseline,Internally Inconsistent,False,False
SR-BL-C336FF5427DF84D8-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Conservative,Internally Inconsistent,False,False
SR-BL-C336FF5427DF84D8-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Expected,Internally Inconsistent,False,False
SR-BL-C336FF5427DF84D8-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,Higher Intensity,Internally Inconsistent,False,False
SR-BL-F587D2679E8D8D1B-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Baseline,Internally Inconsistent,False,False
SR-BL-F587D2679E8D8D1B-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Conservative,Internally Inconsistent,False,False
SR-BL-F587D2679E8D8D1B-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Expected,Internally Inconsistent,False,False
SR-BL-F587D2679E8D8D1B-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,Higher Intensity,Internally Inconsistent,False,False
SR-BL-06EB9F3F16F87F6B-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Baseline,Internally Inconsistent,False,False
SR-BL-06EB9F3F16F87F6B-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Conservative,Internally Inconsistent,False,False
SR-BL-06EB9F3F16F87F6B-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Expected,Internally Inconsistent,False,False
SR-BL-06EB9F3F16F87F6B-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,Higher Intensity,Internally Inconsistent,False,False
SR-BL-D0586F0E81DE2802-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Baseline,Internally Inconsistent,False,False
SR-BL-D0586F0E81DE2802-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Conservative,Internally Inconsistent,False,False
SR-BL-D0586F0E81DE2802-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Expected,Internally Inconsistent,False,False
SR-BL-D0586F0E81DE2802-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,Higher Intensity,Internally Inconsistent,False,False
SR-BL-969096010C63457B-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Baseline,Internally Inconsistent,False,False
SR-BL-969096010C63457B-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Conservative,Internally Inconsistent,False,False
SR-BL-969096010C63457B-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Expected,Internally Inconsistent,False,False
SR-BL-969096010C63457B-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,Higher Intensity,Internally Inconsistent,False,False
SR-BL-FF275071CC199C1D-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Baseline,Internally Inconsistent,False,False
SR-BL-FF275071CC199C1D-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Conservative,Internally Inconsistent,False,False
SR-BL-FF275071CC199C1D-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Expected,Internally Inconsistent,False,False
SR-BL-FF275071CC199C1D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,Higher Intensity,Internally Inconsistent,False,False
SR-BL-2622B2F5170D6F57-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Baseline,Internally Inconsistent,False,False
SR-BL-2622B2F5170D6F57-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Conservative,Internally Inconsistent,False,False
SR-BL-2622B2F5170D6F57-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Expected,Internally Inconsistent,False,False
SR-BL-2622B2F5170D6F57-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Higher Intensity,Internally Inconsistent,False,False
SR-BL-C9B74F8865C841A1-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Baseline,Internally Inconsistent,False,False
SR-BL-C9B74F8865C841A1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Conservative,Internally Inconsistent,False,False
SR-BL-C9B74F8865C841A1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Expected,Internally Inconsistent,False,False
SR-BL-C9B74F8865C841A1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Higher Intensity,Internally Inconsistent,False,False
SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Baseline,Internally Inconsistent,False,False
SR-BL-E0E67AE8A9F6E66E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Conservative,Internally Inconsistent,False,False
SR-BL-E0E67AE8A9F6E66E-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Expected,Internally Inconsistent,False,False
SR-BL-E0E67AE8A9F6E66E-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Higher Intensity,Internally Inconsistent,False,False
SR-BL-B45700FF8087B88D-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Baseline,Internally Inconsistent,False,False
SR-BL-B45700FF8087B88D-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Conservative,Internally Inconsistent,False,False
SR-BL-B45700FF8087B88D-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Expected,Internally Inconsistent,False,False
SR-BL-B45700FF8087B88D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Higher Intensity,Internally Inconsistent,False,False
SR-BL-9F034FA6AFEB31EB-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Baseline,Internally Inconsistent,False,False
SR-BL-9F034FA6AFEB31EB-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Conservative,Internally Inconsistent,False,False
SR-BL-9F034FA6AFEB31EB-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Expected,Internally Inconsistent,False,False
SR-BL-9F034FA6AFEB31EB-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Higher Intensity,Internally Inconsistent,False,False
SR-BL-A0DB19C8B5ADF890-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Baseline,Internally Inconsistent,False,False
SR-BL-A0DB19C8B5ADF890-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Conservative,Internally Inconsistent,False,False
SR-BL-A0DB19C8B5ADF890-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Expected,Internally Inconsistent,False,False
SR-BL-A0DB19C8B5ADF890-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,Higher Intensity,Internally Inconsistent,False,False
SR-BL-3B9F7771186FD5C5-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Baseline,Internally Inconsistent,False,False
SR-BL-3B9F7771186FD5C5-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Conservative,Internally Inconsistent,False,False
SR-BL-3B9F7771186FD5C5-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Expected,Internally Inconsistent,False,False
SR-BL-3B9F7771186FD5C5-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,Higher Intensity,Internally Inconsistent,False,False
SR-BL-AD702A568FB0D1F5-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Baseline,Internally Inconsistent,False,False
SR-BL-AD702A568FB0D1F5-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Conservative,Internally Inconsistent,False,False
SR-BL-AD702A568FB0D1F5-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Expected,Internally Inconsistent,False,False
SR-BL-AD702A568FB0D1F5-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,Higher Intensity,Internally Inconsistent,False,False
SR-BL-7D3C3A536A1A4A00-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Baseline,Internally Inconsistent,False,False
SR-BL-7D3C3A536A1A4A00-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Conservative,Internally Inconsistent,False,False
SR-BL-7D3C3A536A1A4A00-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Expected,Internally Inconsistent,False,False
SR-BL-7D3C3A536A1A4A00-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,Higher Intensity,Internally Inconsistent,False,False
SR-BL-0DEEC7144486CE6A-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Baseline,Internally Inconsistent,False,False
SR-BL-0DEEC7144486CE6A-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Conservative,Internally Inconsistent,False,False
SR-BL-0DEEC7144486CE6A-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Expected,Internally Inconsistent,False,False
SR-BL-0DEEC7144486CE6A-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,Higher Intensity,Internally Inconsistent,False,False
SR-BL-8688180A719A997D-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Baseline,Internally Inconsistent,False,False
SR-BL-8688180A719A997D-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Conservative,Internally Inconsistent,False,False
SR-BL-8688180A719A997D-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Expected,Internally Inconsistent,False,False
SR-BL-8688180A719A997D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,Higher Intensity,Internally Inconsistent,False,False
SR-BL-8FD95C27F6570DB1-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Baseline,Internally Inconsistent,False,False
SR-BL-8FD95C27F6570DB1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Conservative,Internally Inconsistent,False,False
SR-BL-8FD95C27F6570DB1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Expected,Internally Inconsistent,False,False
SR-BL-8FD95C27F6570DB1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,Higher Intensity,Internally Inconsistent,False,False
SR-BL-C26C09113F5A653F-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Baseline,Internally Inconsistent,False,False
SR-BL-C26C09113F5A653F-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Conservative,Internally Inconsistent,False,False
SR-BL-C26C09113F5A653F-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Expected,Internally Inconsistent,False,False
SR-BL-C26C09113F5A653F-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,Higher Intensity,Internally Inconsistent,False,False
SR-BL-3960628B08FD4EDB-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Baseline,Internally Inconsistent,False,False
SR-BL-3960628B08FD4EDB-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Conservative,Internally Inconsistent,False,False
SR-BL-3960628B08FD4EDB-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Expected,Internally Inconsistent,False,False
SR-BL-3960628B08FD4EDB-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,Higher Intensity,Internally Inconsistent,False,False
SR-BL-79B48ACEE595A4FE-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,Baseline,Internally Inconsistent,False,False
SR-BL-79B48ACEE595A4FE-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,Conservative,Internally Inconsistent,False,False
SR-BL-79B48ACEE595A4FE-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,Expected,Internally Inconsistent,False,False
SR-BL-79B48ACEE595A4FE-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,Higher Intensity,Internally Inconsistent,False,False
SR-BL-8799DFF4CFD9A522-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,Baseline,Internally Inconsistent,False,False
SR-BL-8799DFF4CFD9A522-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,Conservative,Internally Inconsistent,False,False
SR-BL-8799DFF4CFD9A522-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,Expected,Internally Inconsistent,False,False
SR-BL-8799DFF4CFD9A522-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,Higher Intensity,Internally Inconsistent,False,False
SR-BL-93FFE139AD57EDF7-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Baseline,Internally Inconsistent,False,False
SR-BL-93FFE139AD57EDF7-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Conservative,Internally Inconsistent,False,False
SR-BL-93FFE139AD57EDF7-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Expected,Internally Inconsistent,False,False
SR-BL-93FFE139AD57EDF7-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,Higher Intensity,Internally Inconsistent,False,False
SR-BL-A6FC1D16B597CE2B-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,Baseline,Internally Inconsistent,False,False
SR-BL-A6FC1D16B597CE2B-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,Conservative,Internally Inconsistent,False,False
SR-BL-A6FC1D16B597CE2B-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,Expected,Internally Inconsistent,False,False
SR-BL-A6FC1D16B597CE2B-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,Higher Intensity,Internally Inconsistent,False,False
SR-BL-1DA70840F8567175-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,Baseline,Internally Inconsistent,False,False
SR-BL-1DA70840F8567175-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,Conservative,Internally Inconsistent,False,False
SR-BL-1DA70840F8567175-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,Expected,Internally Inconsistent,False,False
SR-BL-1DA70840F8567175-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,Higher Intensity,Internally Inconsistent,False,False
SR-BL-EB898D9326FD37E6-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,Baseline,Internally Inconsistent,False,False
SR-BL-EB898D9326FD37E6-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,Conservative,Internally Inconsistent,False,False
SR-BL-EB898D9326FD37E6-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,Expected,Internally Inconsistent,False,False
SR-BL-EB898D9326FD37E6-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,Higher Intensity,Internally Inconsistent,False,False
SR-BL-19149A65686D4F03-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,Baseline,Internally Inconsistent,False,False
SR-BL-19149A65686D4F03-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,Conservative,Internally Inconsistent,False,False
SR-BL-19149A65686D4F03-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,Expected,Internally Inconsistent,False,False
SR-BL-19149A65686D4F03-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,Higher Intensity,Internally Inconsistent,False,False
SR-BL-2E513237A24AEEA4-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,Baseline,Internally Inconsistent,False,False
SR-BL-2E513237A24AEEA4-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,Conservative,Internally Inconsistent,False,False
SR-BL-2E513237A24AEEA4-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,Expected,Internally Inconsistent,False,False
SR-BL-2E513237A24AEEA4-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,Higher Intensity,Internally Inconsistent,False,False
SR-BL-1CE526D285AE659C-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,Baseline,Internally Inconsistent,False,False
SR-BL-1CE526D285AE659C-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,Conservative,Internally Inconsistent,False,False
SR-BL-1CE526D285AE659C-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,Expected,Internally Inconsistent,False,False
SR-BL-1CE526D285AE659C-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,Higher Intensity,Internally Inconsistent,False,False
SR-BL-0DDD3FFA1684B6E6-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,Baseline,Internally Inconsistent,False,False
SR-BL-0DDD3FFA1684B6E6-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,Conservative,Internally Inconsistent,False,False
SR-BL-0DDD3FFA1684B6E6-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,Expected,Internally Inconsistent,False,False
SR-BL-0DDD3FFA1684B6E6-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,Higher Intensity,Internally Inconsistent,False,False
SR-BL-E2C476FA3A57C725-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,Baseline,Internally Inconsistent,False,False
SR-BL-E2C476FA3A57C725-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,Conservative,Internally Inconsistent,False,False
SR-BL-E2C476FA3A57C725-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,Expected,Internally Inconsistent,False,False
SR-BL-E2C476FA3A57C725-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,Higher Intensity,Internally Inconsistent,False,False
SR-BL-89DD22282A56088C-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Baseline,Internally Inconsistent,False,False
SR-BL-89DD22282A56088C-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Conservative,Internally Inconsistent,False,False
SR-BL-89DD22282A56088C-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Expected,Internally Inconsistent,False,False
SR-BL-89DD22282A56088C-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,Higher Intensity,Internally Inconsistent,False,False
SR-BL-C5D2C5695B684DC1-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,Baseline,Internally Inconsistent,False,False
SR-BL-C5D2C5695B684DC1-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,Conservative,Internally Inconsistent,False,False
SR-BL-C5D2C5695B684DC1-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,Expected,Internally Inconsistent,False,False
SR-BL-C5D2C5695B684DC1-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,Higher Intensity,Internally Inconsistent,False,False
SR-BL-C8E7D25BF661D607-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,Baseline,Internally Inconsistent,False,False
SR-BL-C8E7D25BF661D607-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,Conservative,Internally Inconsistent,False,False
SR-BL-C8E7D25BF661D607-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,Expected,Internally Inconsistent,False,False
SR-BL-C8E7D25BF661D607-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,Higher Intensity,Internally Inconsistent,False,False
