financial_input_requirement_id,approval_package_id,management_scenario_package_id,scenario_run_id,scenario_family,intervention_type,required_cost_input,financial_driver,cost_unit,required_period,one_time_or_recurring,direct_or_indirect,expected_input_owner,potential_source,actual_input_available,financial_input_status,missing_input_flag,missing_input_flag,stakeholder_validation_required,governance_warning,matched_input_id
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,SR-BL-2A324A709B5C1AD8-COMP-BASE-003,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260716,SR-BL-2A324A709B5C1AD8-COMP-BASE-003,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,SR-BL-84B64722FA0A3F3C-COMP-BASE-003,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,MGMT-PKG-EP-HOSP-001-DEPT-OPC-kpi_004-20260721,SR-BL-84B64722FA0A3F3C-COMP-BASE-003,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,SR-BL-D7B90663401662DF-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,SR-BL-D7B90663401662DF-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,SR-BL-43D5C387B09CE936-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,SR-BL-43D5C387B09CE936-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,SR-BL-E236601C63E281B9-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,SR-BL-E236601C63E281B9-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,SR-BL-5641CB60A6BE0C5D-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,SR-BL-5641CB60A6BE0C5D-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,SR-BL-4003FA96E45DE8D4-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,SR-BL-4003FA96E45DE8D4-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,SR-BL-DFC54352043A385E-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,SR-BL-DFC54352043A385E-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,SR-BL-E46ACAA2117B4B13-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,SR-BL-E46ACAA2117B4B13-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,SR-BL-3085970FCFAE6598-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,SR-BL-3085970FCFAE6598-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,SR-BL-C336FF5427DF84D8-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,SR-BL-C336FF5427DF84D8-COMP-BASE-001,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,SR-BL-969096010C63457B-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,SR-BL-969096010C63457B-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,SR-BL-FF275071CC199C1D-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,SR-BL-FF275071CC199C1D-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,SR-BL-2622B2F5170D6F57-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,SR-BL-2622B2F5170D6F57-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,SR-BL-C9B74F8865C841A1-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,SR-BL-C9B74F8865C841A1-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,SR-BL-E0E67AE8A9F6E66E-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,SR-BL-B45700FF8087B88D-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,SR-BL-B45700FF8087B88D-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,SR-BL-9F034FA6AFEB31EB-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,SR-BL-9F034FA6AFEB31EB-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,SR-BL-A0DB19C8B5ADF890-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,SR-BL-A0DB19C8B5ADF890-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,SR-BL-3B9F7771186FD5C5-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,SR-BL-3B9F7771186FD5C5-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,SR-BL-AD702A568FB0D1F5-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,SR-BL-AD702A568FB0D1F5-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,SR-BL-7D3C3A536A1A4A00-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,SR-BL-7D3C3A536A1A4A00-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,SR-BL-0DEEC7144486CE6A-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,SR-BL-0DEEC7144486CE6A-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,SR-BL-8688180A719A997D-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,SR-BL-8688180A719A997D-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,SR-BL-8FD95C27F6570DB1-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,SR-BL-8FD95C27F6570DB1-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,SR-BL-C26C09113F5A653F-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,SR-BL-C26C09113F5A653F-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,SR-BL-3960628B08FD4EDB-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,SR-BL-3960628B08FD4EDB-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,SR-BL-79B48ACEE595A4FE-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,SR-BL-79B48ACEE595A4FE-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,recurring_monitoring_cost,recurring_monitoring_cost,currency per month,per intervention period,Recurring,Indirect,Operations,Budget forecast,False,Missing,True,True,True,Missing input — value not available,
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,SR-BL-8799DFF4CFD9A522-COMP-BASE-002,No-Action or Baseline Comparator,No-Action or Baseline Comparator,implementation_cost,implementation_cost,currency,per intervention period,One-time,Direct,Project Office,Project plan,False,Missing,True,True,True,Missing input — value not available,
