scenario_run_id,approval_package_id,cost_component_name,financial_input_id,base_cost,base_rate,uncertainty_eligibility,uncertainty_status,governance_warning
SR-BL-8E0C244E3C833C85-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-8E0C244E3C833C85-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-8E0C244E3C833C85-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,Administrative Burden Cost,FIN-ADMIN-BURDEN,6000.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Additional Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Avoided Overtime Value,FIN-OVERTIME-HOUR,0.0,25.0,Ineligible — Not Applicable,Ineligible,Component cost is zero; no material uncertainty to quantify.
SR-BL-05D2340EF87B4C00-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Additional Shift Cost,FIN-ADD-SHIFT,1260.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Monitoring Cost,FIN-MONITOR-MONTH,70.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Administrative Burden Cost,FIN-ADMIN-BURDEN,1400.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Additional Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Avoided Overtime Value,FIN-OVERTIME-HOUR,14000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Additional Shift Cost,FIN-ADD-SHIFT,2520.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Monitoring Cost,FIN-MONITOR-MONTH,140.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Administrative Burden Cost,FIN-ADMIN-BURDEN,2800.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Additional Staff Cost,FIN-TEMP-STAFF-DAY,3360.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,2520.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Avoided Overtime Value,FIN-OVERTIME-HOUR,28000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Additional Shift Cost,FIN-ADD-SHIFT,5400.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Monitoring Cost,FIN-MONITOR-MONTH,300.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-05D2340EF87B4C00-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,Administrative Burden Cost,FIN-ADMIN-BURDEN,6000.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Additional Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Avoided Overtime Value,FIN-OVERTIME-HOUR,0.0,25.0,Ineligible — Not Applicable,Ineligible,Component cost is zero; no material uncertainty to quantify.
SR-BL-EA6F2DA241BAFEF5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Additional Shift Cost,FIN-ADD-SHIFT,1260.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Monitoring Cost,FIN-MONITOR-MONTH,70.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Administrative Burden Cost,FIN-ADMIN-BURDEN,1400.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Additional Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Avoided Overtime Value,FIN-OVERTIME-HOUR,14000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Additional Shift Cost,FIN-ADD-SHIFT,2520.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Monitoring Cost,FIN-MONITOR-MONTH,140.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Administrative Burden Cost,FIN-ADMIN-BURDEN,2800.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Additional Staff Cost,FIN-TEMP-STAFF-DAY,3360.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,2520.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Avoided Overtime Value,FIN-OVERTIME-HOUR,28000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Additional Shift Cost,FIN-ADD-SHIFT,5400.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Monitoring Cost,FIN-MONITOR-MONTH,300.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-EA6F2DA241BAFEF5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,Administrative Burden Cost,FIN-ADMIN-BURDEN,6000.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Additional Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Avoided Overtime Value,FIN-OVERTIME-HOUR,0.0,25.0,Ineligible — Not Applicable,Ineligible,Component cost is zero; no material uncertainty to quantify.
SR-BL-907FDA5ECAB588F6-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Additional Shift Cost,FIN-ADD-SHIFT,1260.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Monitoring Cost,FIN-MONITOR-MONTH,70.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Administrative Burden Cost,FIN-ADMIN-BURDEN,1400.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Additional Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Avoided Overtime Value,FIN-OVERTIME-HOUR,14000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Additional Shift Cost,FIN-ADD-SHIFT,2520.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Monitoring Cost,FIN-MONITOR-MONTH,140.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Administrative Burden Cost,FIN-ADMIN-BURDEN,2800.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Additional Staff Cost,FIN-TEMP-STAFF-DAY,3360.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,2520.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Avoided Overtime Value,FIN-OVERTIME-HOUR,28000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Additional Shift Cost,FIN-ADD-SHIFT,5400.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Monitoring Cost,FIN-MONITOR-MONTH,300.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-907FDA5ECAB588F6-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,Administrative Burden Cost,FIN-ADMIN-BURDEN,6000.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Additional Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Avoided Overtime Value,FIN-OVERTIME-HOUR,0.0,25.0,Ineligible — Not Applicable,Ineligible,Component cost is zero; no material uncertainty to quantify.
SR-BL-C0CC38E1771910E5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Additional Shift Cost,FIN-ADD-SHIFT,1260.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Monitoring Cost,FIN-MONITOR-MONTH,70.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Administrative Burden Cost,FIN-ADMIN-BURDEN,1400.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Additional Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Avoided Overtime Value,FIN-OVERTIME-HOUR,14000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Additional Shift Cost,FIN-ADD-SHIFT,2520.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Monitoring Cost,FIN-MONITOR-MONTH,140.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Administrative Burden Cost,FIN-ADMIN-BURDEN,2800.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Additional Staff Cost,FIN-TEMP-STAFF-DAY,3360.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,2520.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Avoided Overtime Value,FIN-OVERTIME-HOUR,28000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Additional Shift Cost,FIN-ADD-SHIFT,5400.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Monitoring Cost,FIN-MONITOR-MONTH,300.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-C0CC38E1771910E5-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,Administrative Burden Cost,FIN-ADMIN-BURDEN,6000.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-64096E81A330EB04-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Additional Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-64096E81A330EB04-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-64096E81A330EB04-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Avoided Overtime Value,FIN-OVERTIME-HOUR,0.0,25.0,Ineligible — Not Applicable,Ineligible,Component cost is zero; no material uncertainty to quantify.
SR-BL-64096E81A330EB04-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Additional Shift Cost,FIN-ADD-SHIFT,1260.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-64096E81A330EB04-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Monitoring Cost,FIN-MONITOR-MONTH,70.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-64096E81A330EB04-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-64096E81A330EB04-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-64096E81A330EB04-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Administrative Burden Cost,FIN-ADMIN-BURDEN,1400.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-64096E81A330EB04-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Additional Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-64096E81A330EB04-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-64096E81A330EB04-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Avoided Overtime Value,FIN-OVERTIME-HOUR,14000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-64096E81A330EB04-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Additional Shift Cost,FIN-ADD-SHIFT,2520.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-64096E81A330EB04-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Monitoring Cost,FIN-MONITOR-MONTH,140.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-64096E81A330EB04-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-64096E81A330EB04-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-64096E81A330EB04-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Administrative Burden Cost,FIN-ADMIN-BURDEN,2800.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-64096E81A330EB04-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Additional Staff Cost,FIN-TEMP-STAFF-DAY,3360.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-64096E81A330EB04-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,2520.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-64096E81A330EB04-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Avoided Overtime Value,FIN-OVERTIME-HOUR,28000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-64096E81A330EB04-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,Additional Shift Cost,FIN-ADD-SHIFT,5400.0,180.0,Eligible — Governed Range Available,Calculated,
