management_scenario_package_id,approval_package_id,scenario_family,financial_review_required,cost_completeness_status,total_scenario_cost,benefit_completeness_status,total_estimated_benefit,financial_readiness,financial_readiness_reason,governance_warning
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260702,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260709,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260822,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260903,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260929,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261020,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261111,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261127,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261203,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260120,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260125,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260214,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260226,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260304,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260314,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260319,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260422,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260502,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260509,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260602,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260621,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260704,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260724,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
