issue_id,scenario_run_id,approval_package_id,issue_type,description,severity,governance_warning,reconciliation_classification,affects_cost,affects_benefit,affects_net_impact,affects_roi_eligibility,resolution_status,resolution_reason,action_taken,evidence_reference,lineage_reference,reconciliation_timestamp
DC-BEN-SR-BL-01366CC1CEC217CC-COMP-CONS-001-Avoided Temporary St,SR-BL-01366CC1CEC217CC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-CDEE919CF33CA549-COMP-EXP-001-Avoided Temporary St,SR-BL-CDEE919CF33CA549-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-CDEE919CF33CA549-COMP-HIGH-001-Avoided Temporary St,SR-BL-CDEE919CF33CA549-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D262692D06094508-COMP-CONS-001-Avoided Temporary St,SR-BL-D262692D06094508-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D262692D06094508-COMP-EXP-001-Avoided Temporary St,SR-BL-D262692D06094508-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D262692D06094508-COMP-HIGH-001-Avoided Temporary St,SR-BL-D262692D06094508-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D3E53C0D5F8F1B80-COMP-CONS-001-Avoided Temporary St,SR-BL-D3E53C0D5F8F1B80-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D3E53C0D5F8F1B80-COMP-EXP-001-Avoided Temporary St,SR-BL-D3E53C0D5F8F1B80-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D3E53C0D5F8F1B80-COMP-HIGH-001-Avoided Temporary St,SR-BL-D3E53C0D5F8F1B80-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D4DCAB2419572533-COMP-CONS-001-Avoided Temporary St,SR-BL-D4DCAB2419572533-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D4DCAB2419572533-COMP-EXP-001-Avoided Temporary St,SR-BL-D4DCAB2419572533-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D4DCAB2419572533-COMP-HIGH-001-Avoided Temporary St,SR-BL-D4DCAB2419572533-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-Avoided Temporary St,SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-Avoided Temporary St,SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-Avoided Temporary St,SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D7B90663401662DF-COMP-CONS-001-Avoided Temporary St,SR-BL-D7B90663401662DF-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D7B90663401662DF-COMP-EXP-001-Avoided Temporary St,SR-BL-D7B90663401662DF-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D7B90663401662DF-COMP-HIGH-001-Avoided Temporary St,SR-BL-D7B90663401662DF-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D8F9C80165FA63EB-COMP-CONS-001-Avoided Temporary St,SR-BL-D8F9C80165FA63EB-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D8F9C80165FA63EB-COMP-EXP-001-Avoided Temporary St,SR-BL-D8F9C80165FA63EB-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D8F9C80165FA63EB-COMP-HIGH-001-Avoided Temporary St,SR-BL-D8F9C80165FA63EB-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D8FB49A192722A11-COMP-CONS-001-Avoided Temporary St,SR-BL-D8FB49A192722A11-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D8FB49A192722A11-COMP-EXP-001-Avoided Temporary St,SR-BL-D8FB49A192722A11-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D8FB49A192722A11-COMP-HIGH-001-Avoided Temporary St,SR-BL-D8FB49A192722A11-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-OPC-kpi_001-20261209,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D973511CFAB1075F-COMP-CONS-001-Avoided Temporary St,SR-BL-D973511CFAB1075F-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D973511CFAB1075F-COMP-EXP-001-Avoided Temporary St,SR-BL-D973511CFAB1075F-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-D973511CFAB1075F-COMP-HIGH-001-Avoided Temporary St,SR-BL-D973511CFAB1075F-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-DC41AA9F364EC81B-COMP-CONS-001-Avoided Temporary St,SR-BL-DC41AA9F364EC81B-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260209,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-DC41AA9F364EC81B-COMP-EXP-001-Avoided Temporary St,SR-BL-DC41AA9F364EC81B-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260209,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-DC41AA9F364EC81B-COMP-HIGH-001-Avoided Temporary St,SR-BL-DC41AA9F364EC81B-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260209,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-DDACF86B340AC401-COMP-CONS-001-Avoided Temporary St,SR-BL-DDACF86B340AC401-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
DC-BEN-SR-BL-DDACF86B340AC401-COMP-EXP-001-Avoided Temporary St,SR-BL-DDACF86B340AC401-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260802,Duplicate Benefit Component,Benefit component 'Avoided Temporary Staff Cost' appears 2 times for same run,Medium,Review for duplicate counting,Duplicate Prevented — No Remaining Issue,False,True,True,True,Resolved,Reconciliation confirmed each flagged record corresponds to a distinct source_scenario_effect (Additional Staff Cost vs Temporary Staff Cost) mapped to the same benefit_type categorisation. Benefits are derived from different operational cost drivers; no financial double-counting occurred.,Validation finding retained for audit. No calculation adjustment required. Reconciliation review completed.,step_2c3_financial_benefit_components.csv; step_2c3_double_counting_validation_register.csv,financial_benefit_engine.py benefit_map; financial_double_counting_validator.py _detect_duplicate_benefits,2026-07-29T07:19:50.737415
