evidence_id,scenario_run_id,approval_package_id,evidence_type,evidence_description,source_file,source_field,validation_status,assumption_flag,governance_warning
EVID-FIN-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-Avoided Replacement ,SR-BL-2622B2F5170D6F57-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-Monitoring Cost,SR-BL-2622B2F5170D6F57-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-Implementation Labou,SR-BL-2622B2F5170D6F57-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-Project Management C,SR-BL-2622B2F5170D6F57-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-Administrative Burde,SR-BL-2622B2F5170D6F57-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-CONS-002-Replacement Coverage,SR-BL-C9B74F8865C841A1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-CONS-002-Contingency Overtime,SR-BL-C9B74F8865C841A1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-CONS-002-Avoided Replacement ,SR-BL-C9B74F8865C841A1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-CONS-002-Monitoring Cost,SR-BL-C9B74F8865C841A1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-CONS-002-Implementation Labou,SR-BL-C9B74F8865C841A1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-CONS-002-Project Management C,SR-BL-C9B74F8865C841A1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-CONS-002-Administrative Burde,SR-BL-C9B74F8865C841A1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-EXP-002-Replacement Coverage,SR-BL-C9B74F8865C841A1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-EXP-002-Contingency Overtime,SR-BL-C9B74F8865C841A1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-EXP-002-Avoided Replacement ,SR-BL-C9B74F8865C841A1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-EXP-002-Monitoring Cost,SR-BL-C9B74F8865C841A1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-EXP-002-Implementation Labou,SR-BL-C9B74F8865C841A1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-EXP-002-Project Management C,SR-BL-C9B74F8865C841A1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-EXP-002-Administrative Burde,SR-BL-C9B74F8865C841A1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-Replacement Coverage,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-Contingency Overtime,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-Avoided Replacement ,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-Monitoring Cost,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-Implementation Labou,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-Project Management C,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-C9B74F8865C841A1-COMP-HIGH-002-Administrative Burde,SR-BL-C9B74F8865C841A1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-CONS-002-Replacement Coverage,SR-BL-E0E67AE8A9F6E66E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-CONS-002-Contingency Overtime,SR-BL-E0E67AE8A9F6E66E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-CONS-002-Avoided Replacement ,SR-BL-E0E67AE8A9F6E66E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-CONS-002-Monitoring Cost,SR-BL-E0E67AE8A9F6E66E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-CONS-002-Implementation Labou,SR-BL-E0E67AE8A9F6E66E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-CONS-002-Project Management C,SR-BL-E0E67AE8A9F6E66E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-CONS-002-Administrative Burde,SR-BL-E0E67AE8A9F6E66E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-EXP-002-Replacement Coverage,SR-BL-E0E67AE8A9F6E66E-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-EXP-002-Contingency Overtime,SR-BL-E0E67AE8A9F6E66E-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-EXP-002-Avoided Replacement ,SR-BL-E0E67AE8A9F6E66E-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-EXP-002-Monitoring Cost,SR-BL-E0E67AE8A9F6E66E-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-EXP-002-Implementation Labou,SR-BL-E0E67AE8A9F6E66E-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-EXP-002-Project Management C,SR-BL-E0E67AE8A9F6E66E-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-EXP-002-Administrative Burde,SR-BL-E0E67AE8A9F6E66E-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-HIGH-002-Replacement Coverage,SR-BL-E0E67AE8A9F6E66E-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-HIGH-002-Contingency Overtime,SR-BL-E0E67AE8A9F6E66E-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-HIGH-002-Avoided Replacement ,SR-BL-E0E67AE8A9F6E66E-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-HIGH-002-Monitoring Cost,SR-BL-E0E67AE8A9F6E66E-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-HIGH-002-Implementation Labou,SR-BL-E0E67AE8A9F6E66E-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-HIGH-002-Project Management C,SR-BL-E0E67AE8A9F6E66E-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-E0E67AE8A9F6E66E-COMP-HIGH-002-Administrative Burde,SR-BL-E0E67AE8A9F6E66E-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-CONS-002-Replacement Coverage,SR-BL-B45700FF8087B88D-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-CONS-002-Contingency Overtime,SR-BL-B45700FF8087B88D-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-CONS-002-Avoided Replacement ,SR-BL-B45700FF8087B88D-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-CONS-002-Monitoring Cost,SR-BL-B45700FF8087B88D-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-CONS-002-Implementation Labou,SR-BL-B45700FF8087B88D-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-CONS-002-Project Management C,SR-BL-B45700FF8087B88D-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-CONS-002-Administrative Burde,SR-BL-B45700FF8087B88D-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-EXP-002-Replacement Coverage,SR-BL-B45700FF8087B88D-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-EXP-002-Contingency Overtime,SR-BL-B45700FF8087B88D-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-EXP-002-Avoided Replacement ,SR-BL-B45700FF8087B88D-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-EXP-002-Monitoring Cost,SR-BL-B45700FF8087B88D-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-EXP-002-Implementation Labou,SR-BL-B45700FF8087B88D-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-EXP-002-Project Management C,SR-BL-B45700FF8087B88D-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-EXP-002-Administrative Burde,SR-BL-B45700FF8087B88D-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-HIGH-002-Replacement Coverage,SR-BL-B45700FF8087B88D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-HIGH-002-Contingency Overtime,SR-BL-B45700FF8087B88D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-HIGH-002-Avoided Replacement ,SR-BL-B45700FF8087B88D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-HIGH-002-Monitoring Cost,SR-BL-B45700FF8087B88D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-HIGH-002-Implementation Labou,SR-BL-B45700FF8087B88D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-HIGH-002-Project Management C,SR-BL-B45700FF8087B88D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-B45700FF8087B88D-COMP-HIGH-002-Administrative Burde,SR-BL-B45700FF8087B88D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-9F034FA6AFEB31EB-COMP-CONS-002-Replacement Coverage,SR-BL-9F034FA6AFEB31EB-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-9F034FA6AFEB31EB-COMP-CONS-002-Contingency Overtime,SR-BL-9F034FA6AFEB31EB-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-9F034FA6AFEB31EB-COMP-CONS-002-Avoided Replacement ,SR-BL-9F034FA6AFEB31EB-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-9F034FA6AFEB31EB-COMP-CONS-002-Monitoring Cost,SR-BL-9F034FA6AFEB31EB-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-9F034FA6AFEB31EB-COMP-CONS-002-Implementation Labou,SR-BL-9F034FA6AFEB31EB-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-9F034FA6AFEB31EB-COMP-CONS-002-Project Management C,SR-BL-9F034FA6AFEB31EB-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-9F034FA6AFEB31EB-COMP-CONS-002-Administrative Burde,SR-BL-9F034FA6AFEB31EB-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
