forecast_id,hospital,department,department_code,kpi_id,kpi_name,forecast_year,forecast_month,forecast_period_start,forecast_period_end,point_forecast,lower_bound,upper_bound,unit,selected_method,validation_mae,validation_rmse,forecast_quality,eligibility_status,limitation,raw_forecast,constraint_applied,constraint_reason,horizon_months_ahead,horizon_risk,uncertainty_note,forecast_generated_at,training_start_date,training_end_date,training_observation_count,training_month_count,source_actual_file,model_version,approval_status,disclaimer,forecast_status,threshold_rule,threshold_direction,threshold_version
HOSP-001_DEPT-DIAG_kpi_005_2026_12,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_005,Patient Complaint Rate,2026,12,2026-12-01,2026-12-31,25.334301,24.346951,26.321652,Complaints per 1000 encounters,Holt Linear Trend,0.987351,0.987351,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,25.334301,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±0.99,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,188,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-provisional-approved
HOSP-001_DEPT-DIAG_kpi_006_2026_08,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_006,Patient Satisfaction Score,2026,8,2026-08-01,2026-08-31,2.836538,2.730602,2.942475,Score (1-5 scale),Simple Exponential Smoothing,0.105936,0.176249,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,2.836538,None,,1,nearest indicative horizon,Indicative uncertainty range ±0.11,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,171,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-DIAG_kpi_006_2026_09,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_006,Patient Satisfaction Score,2026,9,2026-09-01,2026-09-30,2.836538,2.730602,2.942475,Score (1-5 scale),Simple Exponential Smoothing,0.105936,0.176249,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,2.836538,None,,2,short indicative horizon,Indicative uncertainty range ±0.11,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,171,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-DIAG_kpi_006_2026_10,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_006,Patient Satisfaction Score,2026,10,2026-10-01,2026-10-31,2.836538,2.730602,2.942475,Score (1-5 scale),Simple Exponential Smoothing,0.105936,0.176249,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,2.836538,None,,3,medium indicative horizon,Indicative uncertainty range ±0.11,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,171,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-DIAG_kpi_006_2026_11,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_006,Patient Satisfaction Score,2026,11,2026-11-01,2026-11-30,2.836538,2.730602,2.942475,Score (1-5 scale),Simple Exponential Smoothing,0.105936,0.176249,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,2.836538,None,,4,extended indicative horizon,Indicative uncertainty range ±0.11,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,171,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-DIAG_kpi_006_2026_12,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_006,Patient Satisfaction Score,2026,12,2026-12-01,2026-12-31,2.836538,2.730602,2.942475,Score (1-5 scale),Simple Exponential Smoothing,0.105936,0.176249,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,2.836538,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±0.11,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,171,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-ED_kpi_005_2026_08,HOSP-001,Emergency Department,DEPT-ED,kpi_005,Patient Complaint Rate,2026,8,2026-08-01,2026-08-31,7.243694,6.348515,8.138873,Complaints per 1000 encounters,Holt Linear Trend,0.895179,0.895179,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,7.243694,None,,1,nearest indicative horizon,Indicative uncertainty range ±0.90,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,194,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-provisional-approved
HOSP-001_DEPT-ED_kpi_005_2026_09,HOSP-001,Emergency Department,DEPT-ED,kpi_005,Patient Complaint Rate,2026,9,2026-09-01,2026-09-30,7.70212,6.806941,8.597298,Complaints per 1000 encounters,Holt Linear Trend,0.895179,0.895179,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,7.70212,None,,2,short indicative horizon,Indicative uncertainty range ±0.90,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,194,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-provisional-approved
HOSP-001_DEPT-ED_kpi_005_2026_10,HOSP-001,Emergency Department,DEPT-ED,kpi_005,Patient Complaint Rate,2026,10,2026-10-01,2026-10-31,8.160545,7.265367,9.055724,Complaints per 1000 encounters,Holt Linear Trend,0.895179,0.895179,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,8.160545,None,,3,medium indicative horizon,Indicative uncertainty range ±0.90,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,194,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-provisional-approved
HOSP-001_DEPT-ED_kpi_005_2026_11,HOSP-001,Emergency Department,DEPT-ED,kpi_005,Patient Complaint Rate,2026,11,2026-11-01,2026-11-30,8.618971,7.723792,9.51415,Complaints per 1000 encounters,Holt Linear Trend,0.895179,0.895179,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,8.618971,None,,4,extended indicative horizon,Indicative uncertainty range ±0.90,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,194,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-provisional-approved
HOSP-001_DEPT-ED_kpi_005_2026_12,HOSP-001,Emergency Department,DEPT-ED,kpi_005,Patient Complaint Rate,2026,12,2026-12-01,2026-12-31,9.077397,8.182218,9.972575,Complaints per 1000 encounters,Holt Linear Trend,0.895179,0.895179,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,9.077397,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±0.90,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,194,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-provisional-approved
HOSP-001_DEPT-ED_kpi_006_2026_08,HOSP-001,Emergency Department,DEPT-ED,kpi_006,Patient Satisfaction Score,2026,8,2026-08-01,2026-08-31,2.746188,2.680781,2.811595,Score (1-5 scale),Holt Linear Trend,0.065407,0.065407,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,2.746188,None,,1,nearest indicative horizon,Indicative uncertainty range ±0.07,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,181,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-ED_kpi_006_2026_09,HOSP-001,Emergency Department,DEPT-ED,kpi_006,Patient Satisfaction Score,2026,9,2026-09-01,2026-09-30,2.640379,2.574972,2.705786,Score (1-5 scale),Holt Linear Trend,0.065407,0.065407,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,2.640379,None,,2,short indicative horizon,Indicative uncertainty range ±0.07,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,181,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-ED_kpi_006_2026_10,HOSP-001,Emergency Department,DEPT-ED,kpi_006,Patient Satisfaction Score,2026,10,2026-10-01,2026-10-31,2.53457,2.469163,2.599977,Score (1-5 scale),Holt Linear Trend,0.065407,0.065407,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,2.53457,None,,3,medium indicative horizon,Indicative uncertainty range ±0.07,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,181,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-ED_kpi_006_2026_11,HOSP-001,Emergency Department,DEPT-ED,kpi_006,Patient Satisfaction Score,2026,11,2026-11-01,2026-11-30,2.428761,2.363354,2.494168,Score (1-5 scale),Holt Linear Trend,0.065407,0.065407,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,2.428761,None,,4,extended indicative horizon,Indicative uncertainty range ±0.07,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,181,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Lower Red,lower_red,v1.0-approved
HOSP-001_DEPT-ED_kpi_006_2026_12,HOSP-001,Emergency Department,DEPT-ED,kpi_006,Patient Satisfaction Score,2026,12,2026-12-01,2026-12-31,2.322952,2.257545,2.388359,Score (1-5 scale),Holt Linear Trend,0.065407,0.065407,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,2.322952,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±0.07,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,181,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Lower Red,lower_red,v1.0-approved
HOSP-001_DEPT-ICU_kpi_006_2026_08,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_006,Patient Satisfaction Score,2026,8,2026-08-01,2026-08-31,2.71574,2.702936,2.728545,Score (1-5 scale),Holt Linear Trend,0.012804,0.012804,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,2.71574,None,,1,nearest indicative horizon,Indicative uncertainty range ±0.01,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,159,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-ICU_kpi_006_2026_09,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_006,Patient Satisfaction Score,2026,9,2026-09-01,2026-09-30,2.574621,2.561817,2.587426,Score (1-5 scale),Holt Linear Trend,0.012804,0.012804,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,2.574621,None,,2,short indicative horizon,Indicative uncertainty range ±0.01,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,159,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-ICU_kpi_006_2026_10,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_006,Patient Satisfaction Score,2026,10,2026-10-01,2026-10-31,2.433502,2.420698,2.446307,Score (1-5 scale),Holt Linear Trend,0.012804,0.012804,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,2.433502,None,,3,medium indicative horizon,Indicative uncertainty range ±0.01,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,159,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Lower Red,lower_red,v1.0-approved
HOSP-001_DEPT-ICU_kpi_006_2026_11,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_006,Patient Satisfaction Score,2026,11,2026-11-01,2026-11-30,2.292383,2.279579,2.305188,Score (1-5 scale),Holt Linear Trend,0.012804,0.012804,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,2.292383,None,,4,extended indicative horizon,Indicative uncertainty range ±0.01,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,159,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Lower Red,lower_red,v1.0-approved
HOSP-001_DEPT-ICU_kpi_006_2026_12,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_006,Patient Satisfaction Score,2026,12,2026-12-01,2026-12-31,2.151264,2.13846,2.164069,Score (1-5 scale),Holt Linear Trend,0.012804,0.012804,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,2.151264,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±0.01,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,159,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Lower Red,lower_red,v1.0-approved
HOSP-001_DEPT-MED_kpi_006_2026_08,HOSP-001,Medical Ward,DEPT-MED,kpi_006,Patient Satisfaction Score,2026,8,2026-08-01,2026-08-31,2.677839,2.571041,2.784637,Score (1-5 scale),Linear Trend,0.106798,0.124719,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,2.677839,None,,1,nearest indicative horizon,Indicative uncertainty range ±0.11,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,173,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-MED_kpi_006_2026_09,HOSP-001,Medical Ward,DEPT-MED,kpi_006,Patient Satisfaction Score,2026,9,2026-09-01,2026-09-30,2.533561,2.426763,2.640359,Score (1-5 scale),Linear Trend,0.106798,0.124719,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,2.533561,None,,2,short indicative horizon,Indicative uncertainty range ±0.11,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,173,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-MED_kpi_006_2026_10,HOSP-001,Medical Ward,DEPT-MED,kpi_006,Patient Satisfaction Score,2026,10,2026-10-01,2026-10-31,2.389284,2.282486,2.496082,Score (1-5 scale),Linear Trend,0.106798,0.124719,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,2.389284,None,,3,medium indicative horizon,Indicative uncertainty range ±0.11,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,173,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Lower Red,lower_red,v1.0-approved
HOSP-001_DEPT-MED_kpi_006_2026_11,HOSP-001,Medical Ward,DEPT-MED,kpi_006,Patient Satisfaction Score,2026,11,2026-11-01,2026-11-30,2.245006,2.138209,2.351804,Score (1-5 scale),Linear Trend,0.106798,0.124719,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,2.245006,None,,4,extended indicative horizon,Indicative uncertainty range ±0.11,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,173,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Lower Red,lower_red,v1.0-approved
HOSP-001_DEPT-MED_kpi_006_2026_12,HOSP-001,Medical Ward,DEPT-MED,kpi_006,Patient Satisfaction Score,2026,12,2026-12-01,2026-12-31,2.100729,1.993931,2.207527,Score (1-5 scale),Linear Trend,0.106798,0.124719,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,2.100729,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±0.11,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,173,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Lower Red,lower_red,v1.0-approved
HOSP-001_DEPT-OPC_kpi_005_2026_08,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_005,Patient Complaint Rate,2026,8,2026-08-01,2026-08-31,8.98742,7.636044,10.338796,Complaints per 1000 encounters,Naive Last Value,1.351376,1.651661,LOW INDICATIVE CONFIDENCE,ELIGIBLE,,8.98742,None,,1,nearest indicative horizon,Indicative uncertainty range ±1.35,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,193,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-provisional-approved
HOSP-001_DEPT-OPC_kpi_005_2026_09,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_005,Patient Complaint Rate,2026,9,2026-09-01,2026-09-30,8.98742,7.636044,10.338796,Complaints per 1000 encounters,Naive Last Value,1.351376,1.651661,LOW INDICATIVE CONFIDENCE,ELIGIBLE,,8.98742,None,,2,short indicative horizon,Indicative uncertainty range ±1.35,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,193,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-provisional-approved
HOSP-001_DEPT-OPC_kpi_005_2026_10,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_005,Patient Complaint Rate,2026,10,2026-10-01,2026-10-31,8.98742,7.636044,10.338796,Complaints per 1000 encounters,Naive Last Value,1.351376,1.651661,LOW INDICATIVE CONFIDENCE,ELIGIBLE,,8.98742,None,,3,medium indicative horizon,Indicative uncertainty range ±1.35,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,193,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-provisional-approved
HOSP-001_DEPT-OPC_kpi_005_2026_11,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_005,Patient Complaint Rate,2026,11,2026-11-01,2026-11-30,8.98742,7.636044,10.338796,Complaints per 1000 encounters,Naive Last Value,1.351376,1.651661,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,8.98742,None,,4,extended indicative horizon,Indicative uncertainty range ±1.35,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,193,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-provisional-approved
HOSP-001_DEPT-OPC_kpi_005_2026_12,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_005,Patient Complaint Rate,2026,12,2026-12-01,2026-12-31,8.98742,7.636044,10.338796,Complaints per 1000 encounters,Naive Last Value,1.351376,1.651661,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,8.98742,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±1.35,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,193,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-provisional-approved
HOSP-001_DEPT-OPC_kpi_006_2026_08,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_006,Patient Satisfaction Score,2026,8,2026-08-01,2026-08-31,2.838969,2.699829,2.978109,Score (1-5 scale),Linear Trend,0.13914,0.183609,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,2.838969,None,,1,nearest indicative horizon,Indicative uncertainty range ±0.14,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,178,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-OPC_kpi_006_2026_09,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_006,Patient Satisfaction Score,2026,9,2026-09-01,2026-09-30,2.733624,2.594484,2.872764,Score (1-5 scale),Linear Trend,0.13914,0.183609,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,2.733624,None,,2,short indicative horizon,Indicative uncertainty range ±0.14,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,178,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-OPC_kpi_006_2026_10,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_006,Patient Satisfaction Score,2026,10,2026-10-01,2026-10-31,2.62828,2.489139,2.76742,Score (1-5 scale),Linear Trend,0.13914,0.183609,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,2.62828,None,,3,medium indicative horizon,Indicative uncertainty range ±0.14,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,178,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-OPC_kpi_006_2026_11,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_006,Patient Satisfaction Score,2026,11,2026-11-01,2026-11-30,2.522935,2.383795,2.662075,Score (1-5 scale),Linear Trend,0.13914,0.183609,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,2.522935,None,,4,extended indicative horizon,Indicative uncertainty range ±0.14,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,178,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-OPC_kpi_006_2026_12,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_006,Patient Satisfaction Score,2026,12,2026-12-01,2026-12-31,2.41759,2.27845,2.556731,Score (1-5 scale),Linear Trend,0.13914,0.183609,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,2.41759,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±0.14,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,178,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Lower Red,lower_red,v1.0-approved
HOSP-001_DEPT-PEX_kpi_006_2026_08,HOSP-001,Patient Experience,DEPT-PEX,kpi_006,Patient Satisfaction Score,2026,8,2026-08-01,2026-08-31,3.004163,2.806876,3.201451,Score (1-5 scale),Simple Exponential Smoothing,0.197288,0.205497,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,3.004163,None,,1,nearest indicative horizon,Indicative uncertainty range ±0.20,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,174,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-PEX_kpi_006_2026_09,HOSP-001,Patient Experience,DEPT-PEX,kpi_006,Patient Satisfaction Score,2026,9,2026-09-01,2026-09-30,3.004163,2.806876,3.201451,Score (1-5 scale),Simple Exponential Smoothing,0.197288,0.205497,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,3.004163,None,,2,short indicative horizon,Indicative uncertainty range ±0.20,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,174,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-PEX_kpi_006_2026_10,HOSP-001,Patient Experience,DEPT-PEX,kpi_006,Patient Satisfaction Score,2026,10,2026-10-01,2026-10-31,3.004163,2.806876,3.201451,Score (1-5 scale),Simple Exponential Smoothing,0.197288,0.205497,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,3.004163,None,,3,medium indicative horizon,Indicative uncertainty range ±0.20,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,174,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
