approval_package_id,episode_id,hospital_id,department_id,dominant_kpi_id,scenario_family,closure_category,validation_status,package_readiness,contradiction_severity,provisional_warning,comparator_consistency,scorecard_band,evidence_id,lineage_id,comparator_validation_status,has_completed,has_blocked,has_monitoring
PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,EP-HOSP-001-DEPT-OPC-kpi_006-20261215,HOSP-001,DEPT-OPC,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,EP-HOSP-001-DEPT-PEX-kpi_001-20260111,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,EP-HOSP-001-DEPT-PEX-kpi_001-20260115,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,EP-HOSP-001-DEPT-PEX-kpi_001-20260203,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260207,EP-HOSP-001-DEPT-PEX-kpi_001-20260207,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,EP-HOSP-001-DEPT-PEX-kpi_001-20260212,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260326,EP-HOSP-001-DEPT-PEX-kpi_001-20260326,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260413,EP-HOSP-001-DEPT-PEX-kpi_001-20260413,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260421,EP-HOSP-001-DEPT-PEX-kpi_001-20260421,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,EP-HOSP-001-DEPT-PEX-kpi_001-20260502,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260510,EP-HOSP-001-DEPT-PEX-kpi_001-20260510,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,EP-HOSP-001-DEPT-PEX-kpi_001-20260515,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260521,EP-HOSP-001-DEPT-PEX-kpi_001-20260521,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,EP-HOSP-001-DEPT-PEX-kpi_001-20260623,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260710,EP-HOSP-001-DEPT-PEX-kpi_001-20260710,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260727,EP-HOSP-001-DEPT-PEX-kpi_001-20260727,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,EP-HOSP-001-DEPT-PEX-kpi_001-20260813,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260915,EP-HOSP-001-DEPT-PEX-kpi_001-20260915,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,EP-HOSP-001-DEPT-PEX-kpi_001-20261024,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,EP-HOSP-001-DEPT-PEX-kpi_001-20261110,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,EP-HOSP-001-DEPT-PEX-kpi_001-20261229,HOSP-001,DEPT-PEX,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,EP-HOSP-001-DEPT-PEX-kpi_002-20260103,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,EP-HOSP-001-DEPT-PEX-kpi_002-20260209,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,EP-HOSP-001-DEPT-PEX-kpi_002-20260221,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,EP-HOSP-001-DEPT-PEX-kpi_002-20260302,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260328,EP-HOSP-001-DEPT-PEX-kpi_002-20260328,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260406,EP-HOSP-001-DEPT-PEX-kpi_002-20260406,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260416,EP-HOSP-001-DEPT-PEX-kpi_002-20260416,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260424,EP-HOSP-001-DEPT-PEX-kpi_002-20260424,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260430,EP-HOSP-001-DEPT-PEX-kpi_002-20260430,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260519,EP-HOSP-001-DEPT-PEX-kpi_002-20260519,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260529,EP-HOSP-001-DEPT-PEX-kpi_002-20260529,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260603,EP-HOSP-001-DEPT-PEX-kpi_002-20260603,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260613,EP-HOSP-001-DEPT-PEX-kpi_002-20260613,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260704,EP-HOSP-001-DEPT-PEX-kpi_002-20260704,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260708,EP-HOSP-001-DEPT-PEX-kpi_002-20260708,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260719,EP-HOSP-001-DEPT-PEX-kpi_002-20260719,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260728,EP-HOSP-001-DEPT-PEX-kpi_002-20260728,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260911,EP-HOSP-001-DEPT-PEX-kpi_002-20260911,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260925,EP-HOSP-001-DEPT-PEX-kpi_002-20260925,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261010,EP-HOSP-001-DEPT-PEX-kpi_002-20261010,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261018,EP-HOSP-001-DEPT-PEX-kpi_002-20261018,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261025,EP-HOSP-001-DEPT-PEX-kpi_002-20261025,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261104,EP-HOSP-001-DEPT-PEX-kpi_002-20261104,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20261214,EP-HOSP-001-DEPT-PEX-kpi_002-20261214,HOSP-001,DEPT-PEX,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,EP-HOSP-001-DEPT-PEX-kpi_006-20260121,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,EP-HOSP-001-DEPT-PEX-kpi_006-20260202,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,EP-HOSP-001-DEPT-PEX-kpi_006-20260215,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,EP-HOSP-001-DEPT-PEX-kpi_006-20260301,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,EP-HOSP-001-DEPT-PEX-kpi_006-20260306,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,EP-HOSP-001-DEPT-PEX-kpi_006-20260314,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,EP-HOSP-001-DEPT-PEX-kpi_006-20260321,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,EP-HOSP-001-DEPT-PEX-kpi_006-20260401,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,EP-HOSP-001-DEPT-PEX-kpi_006-20260417,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,EP-HOSP-001-DEPT-PEX-kpi_006-20260422,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,EP-HOSP-001-DEPT-PEX-kpi_006-20260427,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,EP-HOSP-001-DEPT-PEX-kpi_006-20260506,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,EP-HOSP-001-DEPT-PEX-kpi_006-20260522,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,EP-HOSP-001-DEPT-PEX-kpi_006-20260604,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,EP-HOSP-001-DEPT-PEX-kpi_006-20260609,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,EP-HOSP-001-DEPT-PEX-kpi_006-20260702,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,EP-HOSP-001-DEPT-PEX-kpi_006-20260805,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,EP-HOSP-001-DEPT-PEX-kpi_006-20260811,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,EP-HOSP-001-DEPT-PEX-kpi_006-20260823,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,EP-HOSP-001-DEPT-PEX-kpi_006-20261003,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,EP-HOSP-001-DEPT-PEX-kpi_006-20261028,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,EP-HOSP-001-DEPT-PEX-kpi_006-20261231,HOSP-001,DEPT-PEX,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,EP-HOSP-001-DEPT-SURG-kpi_001-20260127,HOSP-001,DEPT-SURG,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,EP-HOSP-001-DEPT-SURG-kpi_001-20260131,HOSP-001,DEPT-SURG,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,EP-HOSP-001-DEPT-SURG-kpi_001-20260209,HOSP-001,DEPT-SURG,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260301,EP-HOSP-001-DEPT-SURG-kpi_001-20260301,HOSP-001,DEPT-SURG,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260305,EP-HOSP-001-DEPT-SURG-kpi_001-20260305,HOSP-001,DEPT-SURG,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260311,EP-HOSP-001-DEPT-SURG-kpi_001-20260311,HOSP-001,DEPT-SURG,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260401,EP-HOSP-001-DEPT-SURG-kpi_001-20260401,HOSP-001,DEPT-SURG,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260411,EP-HOSP-001-DEPT-SURG-kpi_001-20260411,HOSP-001,DEPT-SURG,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,EP-HOSP-001-DEPT-SURG-kpi_001-20260415,HOSP-001,DEPT-SURG,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,EP-HOSP-001-DEPT-SURG-kpi_001-20260429,HOSP-001,DEPT-SURG,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,EP-HOSP-001-DEPT-SURG-kpi_001-20260504,HOSP-001,DEPT-SURG,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,EP-HOSP-001-DEPT-SURG-kpi_001-20260517,HOSP-001,DEPT-SURG,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,EP-HOSP-001-DEPT-SURG-kpi_001-20260521,HOSP-001,DEPT-SURG,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,EP-HOSP-001-DEPT-SURG-kpi_001-20260529,HOSP-001,DEPT-SURG,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260606,EP-HOSP-001-DEPT-SURG-kpi_001-20260606,HOSP-001,DEPT-SURG,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260613,EP-HOSP-001-DEPT-SURG-kpi_001-20260613,HOSP-001,DEPT-SURG,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,EP-HOSP-001-DEPT-SURG-kpi_001-20260618,HOSP-001,DEPT-SURG,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
