scenario_run_id,approval_package_id,episode_id,comparator_id,comparator_type,scenario_template_id,baseline_id,primary_kpi_id,assumption_version,assumption_set_id,baseline_source,evidence_id,lineage_id,overall_validation_status,governance_warning,closure_status
SR-BL-D2B7A0571B895508-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,-BLOCKED,Baseline,,BL-D2B7A0571B895508,kpi_001,,,BL-D2B7A0571B895508,,,,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-EB935D17ADFCF500-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,COMP-BASE-001,Baseline,SCEN-STAFF-001,BL-EB935D17ADFCF500,kpi_001,,staffing-default,BL-EB935D17ADFCF500,EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-BASE-0;EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-REC-1;EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-RECID-2;EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-COMP-3;EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-PKG-4;EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-EP-5,LIN-EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-BASE-0;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-REC-1;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-RECID-2;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-COMP-3;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-PKG-4;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-BASE-001-EP-5,,,Closed — Requires Revision
SR-BL-EB935D17ADFCF500-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,COMP-CONS-001,Conservative,SCEN-STAFF-001,BL-EB935D17ADFCF500,kpi_001,,staffing-default,BL-EB935D17ADFCF500,EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-BASE-0;EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-REC-1;EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-RECID-2;EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-COMP-3;EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-PKG-4;EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-EP-5,LIN-EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-REC-1;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-RECID-2;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-COMP-3;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-PKG-4;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-CONS-001-EP-5,,,Closed — Requires Revision
SR-BL-EB935D17ADFCF500-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,COMP-EXP-001,Expected,SCEN-STAFF-001,BL-EB935D17ADFCF500,kpi_001,,staffing-default,BL-EB935D17ADFCF500,EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-BASE-0;EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-REC-1;EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-RECID-2;EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-COMP-3;EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-PKG-4;EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-EP-5,LIN-EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-REC-1;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-RECID-2;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-COMP-3;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-PKG-4;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-EXP-001-EP-5,,Staffing coverage capped at 100.0%.,Closed — Requires Revision
SR-BL-EB935D17ADFCF500-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,COMP-HIGH-001,Higher Intensity,SCEN-STAFF-001,BL-EB935D17ADFCF500,kpi_001,,staffing-default,BL-EB935D17ADFCF500,EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-BASE-0;EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-REC-1;EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-RECID-2;EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-COMP-3;EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-PKG-4;EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-EP-5,LIN-EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-RECID-2;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-COMP-3;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-PKG-4;LIN-EV-SR-BL-EB935D17ADFCF500-COMP-HIGH-001-EP-5,,Staffing coverage capped at 100.0%.,Closed — Requires Revision
SR-BL-571A825C51EF3462-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260410,EP-HOSP-001-DEPT-ADM-kpi_001-20260410,-BLOCKED,Baseline,,BL-571A825C51EF3462,kpi_001,,,BL-571A825C51EF3462,,,,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-8DA7F7613F011877-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,-BLOCKED,Baseline,,BL-8DA7F7613F011877,kpi_001,,,BL-8DA7F7613F011877,,,,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-24E8132F23E980FC-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,COMP-BASE-001,Baseline,SCEN-STAFF-001,BL-24E8132F23E980FC,kpi_001,,staffing-default,BL-24E8132F23E980FC,EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-BASE-0;EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-REC-1;EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-RECID-2;EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-COMP-3;EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-PKG-4;EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-EP-5,LIN-EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-BASE-0;LIN-EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-REC-1;LIN-EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-RECID-2;LIN-EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-COMP-3;LIN-EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-PKG-4;LIN-EV-SR-BL-24E8132F23E980FC-COMP-BASE-001-EP-5,,,Closed — Requires Revision
SR-BL-24E8132F23E980FC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,COMP-CONS-001,Conservative,SCEN-STAFF-001,BL-24E8132F23E980FC,kpi_001,,staffing-default,BL-24E8132F23E980FC,EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-BASE-0;EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-REC-1;EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-RECID-2;EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-COMP-3;EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-PKG-4;EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-EP-5,LIN-EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-REC-1;LIN-EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-RECID-2;LIN-EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-COMP-3;LIN-EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-PKG-4;LIN-EV-SR-BL-24E8132F23E980FC-COMP-CONS-001-EP-5,,,Closed — Requires Revision
SR-BL-24E8132F23E980FC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,COMP-EXP-001,Expected,SCEN-STAFF-001,BL-24E8132F23E980FC,kpi_001,,staffing-default,BL-24E8132F23E980FC,EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-BASE-0;EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-REC-1;EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-RECID-2;EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-COMP-3;EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-PKG-4;EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-EP-5,LIN-EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-REC-1;LIN-EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-RECID-2;LIN-EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-COMP-3;LIN-EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-PKG-4;LIN-EV-SR-BL-24E8132F23E980FC-COMP-EXP-001-EP-5,,Staffing coverage capped at 100.0%.,Closed — Requires Revision
SR-BL-24E8132F23E980FC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,COMP-HIGH-001,Higher Intensity,SCEN-STAFF-001,BL-24E8132F23E980FC,kpi_001,,staffing-default,BL-24E8132F23E980FC,EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-BASE-0;EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-REC-1;EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-RECID-2;EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-COMP-3;EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-PKG-4;EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-EP-5,LIN-EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-RECID-2;LIN-EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-COMP-3;LIN-EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-PKG-4;LIN-EV-SR-BL-24E8132F23E980FC-COMP-HIGH-001-EP-5,,Staffing coverage capped at 100.0%.,Closed — Requires Revision
SR-BL-72CF4289682BAE79-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260420,EP-HOSP-001-DEPT-ADM-kpi_001-20260420,-BLOCKED,Baseline,,BL-72CF4289682BAE79,kpi_001,,,BL-72CF4289682BAE79,,,,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-D514917F5CC0C9BF-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,EP-HOSP-001-DEPT-ADM-kpi_001-20260506,-BLOCKED,Baseline,,BL-D514917F5CC0C9BF,kpi_001,,,BL-D514917F5CC0C9BF,,,,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-1A12AF7C3E39DADF-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,EP-HOSP-001-DEPT-ADM-kpi_001-20260506,COMP-BASE-001,Baseline,SCEN-STAFF-001,BL-1A12AF7C3E39DADF,kpi_001,,staffing-default,BL-1A12AF7C3E39DADF,EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-BASE-0;EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-REC-1;EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-RECID-2;EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-COMP-3;EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-PKG-4;EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-EP-5,LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-BASE-0;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-REC-1;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-RECID-2;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-COMP-3;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-PKG-4;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-BASE-001-EP-5,,,Closed — Requires Revision
SR-BL-1A12AF7C3E39DADF-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,EP-HOSP-001-DEPT-ADM-kpi_001-20260506,COMP-CONS-001,Conservative,SCEN-STAFF-001,BL-1A12AF7C3E39DADF,kpi_001,,staffing-default,BL-1A12AF7C3E39DADF,EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-BASE-0;EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-REC-1;EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-RECID-2;EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-COMP-3;EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-PKG-4;EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-EP-5,LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-REC-1;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-RECID-2;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-COMP-3;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-PKG-4;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-CONS-001-EP-5,,,Closed — Requires Revision
SR-BL-1A12AF7C3E39DADF-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,EP-HOSP-001-DEPT-ADM-kpi_001-20260506,COMP-EXP-001,Expected,SCEN-STAFF-001,BL-1A12AF7C3E39DADF,kpi_001,,staffing-default,BL-1A12AF7C3E39DADF,EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-BASE-0;EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-REC-1;EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-RECID-2;EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-COMP-3;EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-PKG-4;EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-EP-5,LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-REC-1;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-RECID-2;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-COMP-3;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-PKG-4;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-EXP-001-EP-5,,Staffing coverage capped at 100.0%.,Closed — Requires Revision
SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,EP-HOSP-001-DEPT-ADM-kpi_001-20260506,COMP-HIGH-001,Higher Intensity,SCEN-STAFF-001,BL-1A12AF7C3E39DADF,kpi_001,,staffing-default,BL-1A12AF7C3E39DADF,EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-BASE-0;EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-REC-1;EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-RECID-2;EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-COMP-3;EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-PKG-4;EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-EP-5,LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-RECID-2;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-COMP-3;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-PKG-4;LIN-EV-SR-BL-1A12AF7C3E39DADF-COMP-HIGH-001-EP-5,,Staffing coverage capped at 100.0%.,Closed — Requires Revision
SR-BL-3DC5A27AEF1C9A5C-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260506,EP-HOSP-001-DEPT-ADM-kpi_001-20260506,-BLOCKED,Baseline,,BL-3DC5A27AEF1C9A5C,kpi_001,,,BL-3DC5A27AEF1C9A5C,,,,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-148CC4864432449E-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,EP-HOSP-001-DEPT-ADM-kpi_001-20260602,-BLOCKED,Baseline,,BL-148CC4864432449E,kpi_001,,,BL-148CC4864432449E,,,,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,EP-HOSP-001-DEPT-ADM-kpi_001-20260602,COMP-BASE-001,Baseline,SCEN-STAFF-001,BL-AF5E6D0F3A7F29BE,kpi_001,,staffing-default,BL-AF5E6D0F3A7F29BE,EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-BASE-0;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-REC-1;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-RECID-2;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-COMP-3;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-PKG-4;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-EP-5,LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-BASE-0;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-REC-1;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-RECID-2;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-COMP-3;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-PKG-4;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-BASE-001-EP-5,,,Closed — Requires Revision
SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,EP-HOSP-001-DEPT-ADM-kpi_001-20260602,COMP-CONS-001,Conservative,SCEN-STAFF-001,BL-AF5E6D0F3A7F29BE,kpi_001,,staffing-default,BL-AF5E6D0F3A7F29BE,EV-SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001-BASE-0;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001-REC-1;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001-RECID-2;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001-COMP-3;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001-PKG-4;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001-EP-5,LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001-REC-1;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001-RECID-2;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001-COMP-3;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001-PKG-4;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-CONS-001-EP-5,,,Closed — Requires Revision
SR-BL-AF5E6D0F3A7F29BE-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,EP-HOSP-001-DEPT-ADM-kpi_001-20260602,COMP-EXP-001,Expected,SCEN-STAFF-001,BL-AF5E6D0F3A7F29BE,kpi_001,,staffing-default,BL-AF5E6D0F3A7F29BE,EV-SR-BL-AF5E6D0F3A7F29BE-COMP-EXP-001-BASE-0;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-EXP-001-REC-1;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-EXP-001-RECID-2;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-EXP-001-COMP-3;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-EXP-001-PKG-4;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-EXP-001-EP-5,LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-EXP-001-BASE-0;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-EXP-001-REC-1;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-EXP-001-RECID-2;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-EXP-001-COMP-3;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-EXP-001-PKG-4;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-EXP-001-EP-5,,Staffing coverage capped at 100.0%.,Closed — Requires Revision
SR-BL-AF5E6D0F3A7F29BE-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,EP-HOSP-001-DEPT-ADM-kpi_001-20260602,COMP-HIGH-001,Higher Intensity,SCEN-STAFF-001,BL-AF5E6D0F3A7F29BE,kpi_001,,staffing-default,BL-AF5E6D0F3A7F29BE,EV-SR-BL-AF5E6D0F3A7F29BE-COMP-HIGH-001-BASE-0;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-HIGH-001-REC-1;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-HIGH-001-RECID-2;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-HIGH-001-COMP-3;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-HIGH-001-PKG-4;EV-SR-BL-AF5E6D0F3A7F29BE-COMP-HIGH-001-EP-5,LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-HIGH-001-RECID-2;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-HIGH-001-COMP-3;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-HIGH-001-PKG-4;LIN-EV-SR-BL-AF5E6D0F3A7F29BE-COMP-HIGH-001-EP-5,,Staffing coverage capped at 100.0%.,Closed — Requires Revision
SR-BL-0FA5EA53500FF719-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260602,EP-HOSP-001-DEPT-ADM-kpi_001-20260602,-BLOCKED,Baseline,,BL-0FA5EA53500FF719,kpi_001,,,BL-0FA5EA53500FF719,,,,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-0307B1E90B215F96-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,EP-HOSP-001-DEPT-ADM-kpi_001-20260608,-BLOCKED,Baseline,,BL-0307B1E90B215F96,kpi_001,,,BL-0307B1E90B215F96,,,,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,Closed — Unsupported
SR-BL-CAC926848EDEB1B6-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,EP-HOSP-001-DEPT-ADM-kpi_001-20260608,COMP-BASE-001,Baseline,SCEN-STAFF-001,BL-CAC926848EDEB1B6,kpi_001,,staffing-default,BL-CAC926848EDEB1B6,EV-SR-BL-CAC926848EDEB1B6-COMP-BASE-001-BASE-0;EV-SR-BL-CAC926848EDEB1B6-COMP-BASE-001-REC-1;EV-SR-BL-CAC926848EDEB1B6-COMP-BASE-001-RECID-2;EV-SR-BL-CAC926848EDEB1B6-COMP-BASE-001-COMP-3;EV-SR-BL-CAC926848EDEB1B6-COMP-BASE-001-PKG-4;EV-SR-BL-CAC926848EDEB1B6-COMP-BASE-001-EP-5,LIN-EV-SR-BL-CAC926848EDEB1B6-COMP-BASE-001-BASE-0;LIN-EV-SR-BL-CAC926848EDEB1B6-COMP-BASE-001-REC-1;LIN-EV-SR-BL-CAC926848EDEB1B6-COMP-BASE-001-RECID-2;LIN-EV-SR-BL-CAC926848EDEB1B6-COMP-BASE-001-COMP-3;LIN-EV-SR-BL-CAC926848EDEB1B6-COMP-BASE-001-PKG-4;LIN-EV-SR-BL-CAC926848EDEB1B6-COMP-BASE-001-EP-5,,,Closed — Requires Revision
SR-BL-CAC926848EDEB1B6-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260608,EP-HOSP-001-DEPT-ADM-kpi_001-20260608,COMP-CONS-001,Conservative,SCEN-STAFF-001,BL-CAC926848EDEB1B6,kpi_001,,staffing-default,BL-CAC926848EDEB1B6,EV-SR-BL-CAC926848EDEB1B6-COMP-CONS-001-BASE-0;EV-SR-BL-CAC926848EDEB1B6-COMP-CONS-001-REC-1;EV-SR-BL-CAC926848EDEB1B6-COMP-CONS-001-RECID-2;EV-SR-BL-CAC926848EDEB1B6-COMP-CONS-001-COMP-3;EV-SR-BL-CAC926848EDEB1B6-COMP-CONS-001-PKG-4;EV-SR-BL-CAC926848EDEB1B6-COMP-CONS-001-EP-5,LIN-EV-SR-BL-CAC926848EDEB1B6-COMP-CONS-001-BASE-0;LIN-EV-SR-BL-CAC926848EDEB1B6-COMP-CONS-001-REC-1;LIN-EV-SR-BL-CAC926848EDEB1B6-COMP-CONS-001-RECID-2;LIN-EV-SR-BL-CAC926848EDEB1B6-COMP-CONS-001-COMP-3;LIN-EV-SR-BL-CAC926848EDEB1B6-COMP-CONS-001-PKG-4;LIN-EV-SR-BL-CAC926848EDEB1B6-COMP-CONS-001-EP-5,,,Closed — Requires Revision
