approval_package_id,episode_id,scenario_family,current_readiness,closure_status,reason,missing_requirement,required_next_action,responsible_role,future_reassessment_condition,governance_warning
PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260119,EP-HOSP-001-DEPT-OPC-kpi_006-20260119,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260129,EP-HOSP-001-DEPT-OPC-kpi_006-20260129,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260211,EP-HOSP-001-DEPT-OPC-kpi_006-20260211,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260401,EP-HOSP-001-DEPT-OPC-kpi_006-20260401,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260415,EP-HOSP-001-DEPT-OPC-kpi_006-20260415,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260425,EP-HOSP-001-DEPT-OPC-kpi_006-20260425,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260523,EP-HOSP-001-DEPT-OPC-kpi_006-20260523,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260601,EP-HOSP-001-DEPT-OPC-kpi_006-20260601,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260606,EP-HOSP-001-DEPT-OPC-kpi_006-20260606,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260715,EP-HOSP-001-DEPT-OPC-kpi_006-20260715,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260719,EP-HOSP-001-DEPT-OPC-kpi_006-20260719,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260802,EP-HOSP-001-DEPT-OPC-kpi_006-20260802,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20260818,EP-HOSP-001-DEPT-OPC-kpi_006-20260818,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261020,EP-HOSP-001-DEPT-OPC-kpi_006-20261020,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261102,EP-HOSP-001-DEPT-OPC-kpi_006-20261102,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261117,EP-HOSP-001-DEPT-OPC-kpi_006-20261117,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261204,EP-HOSP-001-DEPT-OPC-kpi_006-20261204,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-OPC-kpi_006-20261215,EP-HOSP-001-DEPT-OPC-kpi_006-20261215,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260111,EP-HOSP-001-DEPT-PEX-kpi_001-20260111,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260115,EP-HOSP-001-DEPT-PEX-kpi_001-20260115,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260203,EP-HOSP-001-DEPT-PEX-kpi_001-20260203,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260212,EP-HOSP-001-DEPT-PEX-kpi_001-20260212,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260502,EP-HOSP-001-DEPT-PEX-kpi_001-20260502,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260515,EP-HOSP-001-DEPT-PEX-kpi_001-20260515,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260623,EP-HOSP-001-DEPT-PEX-kpi_001-20260623,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20260813,EP-HOSP-001-DEPT-PEX-kpi_001-20260813,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261024,EP-HOSP-001-DEPT-PEX-kpi_001-20261024,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261110,EP-HOSP-001-DEPT-PEX-kpi_001-20261110,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,EP-HOSP-001-DEPT-PEX-kpi_001-20261229,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260121,EP-HOSP-001-DEPT-PEX-kpi_006-20260121,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260202,EP-HOSP-001-DEPT-PEX-kpi_006-20260202,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260215,EP-HOSP-001-DEPT-PEX-kpi_006-20260215,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260301,EP-HOSP-001-DEPT-PEX-kpi_006-20260301,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260306,EP-HOSP-001-DEPT-PEX-kpi_006-20260306,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260314,EP-HOSP-001-DEPT-PEX-kpi_006-20260314,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260321,EP-HOSP-001-DEPT-PEX-kpi_006-20260321,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260401,EP-HOSP-001-DEPT-PEX-kpi_006-20260401,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260417,EP-HOSP-001-DEPT-PEX-kpi_006-20260417,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260422,EP-HOSP-001-DEPT-PEX-kpi_006-20260422,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260427,EP-HOSP-001-DEPT-PEX-kpi_006-20260427,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260506,EP-HOSP-001-DEPT-PEX-kpi_006-20260506,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260522,EP-HOSP-001-DEPT-PEX-kpi_006-20260522,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260604,EP-HOSP-001-DEPT-PEX-kpi_006-20260604,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260609,EP-HOSP-001-DEPT-PEX-kpi_006-20260609,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260702,EP-HOSP-001-DEPT-PEX-kpi_006-20260702,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260805,EP-HOSP-001-DEPT-PEX-kpi_006-20260805,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260811,EP-HOSP-001-DEPT-PEX-kpi_006-20260811,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20260823,EP-HOSP-001-DEPT-PEX-kpi_006-20260823,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261003,EP-HOSP-001-DEPT-PEX-kpi_006-20261003,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261028,EP-HOSP-001-DEPT-PEX-kpi_006-20261028,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-PEX-kpi_006-20261231,EP-HOSP-001-DEPT-PEX-kpi_006-20261231,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260127,EP-HOSP-001-DEPT-SURG-kpi_001-20260127,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260131,EP-HOSP-001-DEPT-SURG-kpi_001-20260131,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260209,EP-HOSP-001-DEPT-SURG-kpi_001-20260209,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260415,EP-HOSP-001-DEPT-SURG-kpi_001-20260415,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260429,EP-HOSP-001-DEPT-SURG-kpi_001-20260429,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260504,EP-HOSP-001-DEPT-SURG-kpi_001-20260504,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260517,EP-HOSP-001-DEPT-SURG-kpi_001-20260517,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260521,EP-HOSP-001-DEPT-SURG-kpi_001-20260521,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260529,EP-HOSP-001-DEPT-SURG-kpi_001-20260529,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260618,EP-HOSP-001-DEPT-SURG-kpi_001-20260618,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260726,EP-HOSP-001-DEPT-SURG-kpi_001-20260726,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20260916,EP-HOSP-001-DEPT-SURG-kpi_001-20260916,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_001-20261026,EP-HOSP-001-DEPT-SURG-kpi_001-20261026,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,EP-HOSP-001-DEPT-SURG-kpi_003-20260407,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,EP-HOSP-001-DEPT-SURG-kpi_003-20260516,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,EP-HOSP-001-DEPT-SURG-kpi_003-20260526,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,EP-HOSP-001-DEPT-SURG-kpi_003-20260530,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,EP-HOSP-001-DEPT-SURG-kpi_003-20260604,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,EP-HOSP-001-DEPT-SURG-kpi_003-20260608,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,EP-HOSP-001-DEPT-SURG-kpi_003-20260623,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,EP-HOSP-001-DEPT-SURG-kpi_003-20260627,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,EP-HOSP-001-DEPT-SURG-kpi_003-20260708,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,EP-HOSP-001-DEPT-SURG-kpi_003-20260714,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,EP-HOSP-001-DEPT-SURG-kpi_003-20260730,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,EP-HOSP-001-DEPT-SURG-kpi_006-20260217,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,EP-HOSP-001-DEPT-SURG-kpi_006-20260223,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,EP-HOSP-001-DEPT-SURG-kpi_006-20260414,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,EP-HOSP-001-DEPT-SURG-kpi_006-20260428,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
